GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AB4001,AB4002,AB4003,AB4004,AB4005,AB4006,AB4007,AB4008,AB4009,AB4010,AB4011,AB4012,AB4013,AB4014,AB4015,AB4016,AB4017,AB4018,AB4019,AB4020,AB4021,AB4022
"G2101350","1840","Kentucky","210","Lewis","1350","Lewis","51","1350",18752,0,40492,290,0,150158,8485,0,0,3064,728,1020,0,0,0,0,0,0,19967,0,4417,0
"G2101370","1840","Kentucky","210","Lincoln","1370","Lincoln","51","1370",38885,0,95927,21981,0,455280,23848,0,0,6633,4384,1128,15,10000,0,0,0,0,9834,0,375,0
"G2101390","1840","Kentucky","210","Livingston","1390","Livingston","51","1390",27748,0,50140,730,0,421415,12282,0,0,7433,3262,0,0,0,1222590,0,720,0,0,0,4446,0
"G2101410","1840","Kentucky","210","Logan","1410","Logan","51","1410",40357,0,65510,1197,0,205440,8636,24,241,1710,2728,167,3,13500,393597,0,24579,0,64,0,91,300
"G2101450","1840","Kentucky","210","McCracken","1450","Mccracken","51","1450",13455,0,25649,683,17,198277,4748,0,341,7982,3935,49,0,0,65643,0,9638,0,934,0,6018,0
"G2101510","1840","Kentucky","210","Madison","1510","Madison","51","1510",41502,6430,88247,90902,0,564884,86314,0,847,9866,7086,1165,10,138500,125283,0,0,0,27171,0,1147,0
"G2101550","1840","Kentucky","210","Marion","1550","Marion","51","1550",46352,0,108167,16081,0,398035,19160,0,450,6926,4635,820,0,19000,165926,0,0,0,42952,0,1729,0
"G2101610","1840","Kentucky","210","Mason","1610","Mason","51","1610",220738,1570,91804,24250,8,666526,45891,22,62,17385,3245,4049,1060,10000,1122749,0,0,0,735,0,4828,0
"G2101630","1840","Kentucky","210","Meade","1630","Meade","51","1630",41597,0,75529,2208,0,199223,13406,33,254,8000,1199,536,10,10000,170464,0,0,80,0,0,9833,40
"G2101670","1840","Kentucky","210","Mercer","1670","Mercer","51","1670",99305,20,181039,36431,10,3397406,55625,27,372,15879,7652,3592,130,62000,64747,0,0,0,12314,0,6218,60
"G2101710","1840","Kentucky","210","Monroe","1710","Monroe","51","1710",33676,7,77028,1945,3,311047,12413,0,653,4557,6543,96,40,28000,420012,0,42959,0,16429,0,168,50
"G2101730","1840","Kentucky","210","Montgomery","1730","Montgomery","51","1730",48191,0,69149,41060,0,735698,32799,2,793,9756,4033,1494,75,10000,125,0,10,1,64212,0,2171,0
"G2101750","1840","Kentucky","210","Morgan","1750","Morgan","51","1750",6586,0,34849,1956,0,193697,10727,0,426,4554,4625,674,0,0,1908,2,0,0,24304,0,0,0
"G2101770","1840","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",34960,0,37731,277,30,351936,12476,0,373,4563,5033,967,1,2000,286747,0,400,4,470,0,10,0
"G2101790","1840","Kentucky","210","Nelson","1790","Nelson","51","1790",121244,0,155179,56078,3610,473374,23219,11,46,9110,3411,1830,60,38000,0,0,80,0,14711,0,4667,0
"G2101810","1840","Kentucky","210","Nicholas","1810","Nicholas","51","1810",60765,0,77086,25315,0,613804,36638,0,169,5344,1605,1178,4,0,47638,0,0,0,57020,0,1126,0
"G2101830","1840","Kentucky","210","Ohio","1830","Ohio","51","1830",30646,0,42091,1205,2,240015,10601,15,280,3534,3186,1135,0,162500,954709,0,0,0,0,0,51,0
"G2101850","1840","Kentucky","210","Oldham","1850","Oldham","51","1850",87846,400,72761,2967,0,419927,18793,8,110,6161,2002,1171,11,0,162078,0,0,0,2191,0,6525,0
"G2101870","1840","Kentucky","210","Owen","1870","Owen","51","1870",61020,0,59965,3913,0,368575,20047,0,101,6457,1900,966,10,82000,776969,0,0,0,18457,0,450,0
"G2101910","1840","Kentucky","210","Pendleton","1910","Pendleton","51","1910",31175,51,31332,5673,0,225021,11971,36,984,2103,405,508,5,0,107573,0,0,0,0,0,0,0
"G2101930","1840","Kentucky","210","Perry","1930","Perry","51","1930",2981,0,18441,360,208,88070,5512,0,3146,1163,3258,68,0,2000,4713,0,140,0,3761,0,0,0
"G2101950","1840","Kentucky","210","Pike","1950","Pike","51","1950",4966,0,21292,218,131,174398,4612,0,3456,2500,6267,134,2,6000,11369,0,14491,0,16850,0,30,0
"G2101990","1840","Kentucky","210","Pulaski","1990","Pulaski","51","1990",43985,0,94655,535,0,120301,16479,0,0,1985,2519,46,0,16000,0,0,0,0,0,0,0,0
"G2102030","1840","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",8472,0,29395,285,0,66392,6467,0,0,1557,1592,58,0,0,0,0,0,0,4725,0,100,0
"G2102070","1840","Kentucky","210","Russell","2070","Russell","51","2070",8676,50,28300,825,0,144119,5134,20,456,2227,2297,14,0,2000,780505,16374,5773,0,4469,0,0,0
"G2102090","1840","Kentucky","210","Scott","2090","Scott","51","2090",105428,0,167890,62940,0,999470,54375,0,86,17779,3090,4456,1212,0,0,0,0,0,2300,0,2170,0
"G2102110","1840","Kentucky","210","Shelby","2110","Shelby","51","2110",177721,0,197620,49449,38,1249900,64247,0,513,12252,5144,4694,320,7000,947560,0,0,0,0,0,3033,0
"G2102130","1840","Kentucky","210","Simpson","2130","Simpson","51","2130",45590,153,106333,1486,0,281756,10007,31,548,2804,5394,82,100,44000,708131,0,24941,2,1776,0,3923,15
"G2102150","1840","Kentucky","210","Spencer","2150","Spencer","51","2150",70786,0,71772,14083,0,324765,15487,0,60,3165,833,810,5,10000,42200,0,0,0,0,0,0,0
"G2102190","1840","Kentucky","210","Todd","2190","Todd","51","2190",83717,0,206065,2609,0,632950,19063,0,250,6107,6577,275,0,72000,3123898,0,9606,0,11160,0,1736,0
"G2102210","1840","Kentucky","210","Trigg","2210","Trigg","51","2210",37172,0,93270,4975,0,499255,11291,0,223,3898,5489,56,0,0,1879537,0,21361,0,4235,0,1503,0
"G2102230","1840","Kentucky","210","Trimble","2230","Trimble","51","2230",27571,25,30557,2295,0,177920,11209,0,51,4747,1944,419,0,24000,385140,0,0,0,0,0,10637,0
"G2102250","1840","Kentucky","210","Union","2250","Union","51","2250",33624,0,58441,2004,0,495595,11565,0,431,5665,2723,491,0,6000,612158,0,6156,0,592,0,7871,0
"G2102270","1840","Kentucky","210","Warren","2270","Warren","51","2270",80180,0,183210,1976,0,715566,33427,0,180,8402,10174,457,10,102000,1029890,0,0,0,0,0,0,0
"G2102290","1840","Kentucky","210","Washington","2290","Washington","51","2290",27350,0,28720,21433,0,281730,20278,0,0,5322,1766,478,30,18000,72000,0,0,0,0,0,0,0
"G2102310","1840","Kentucky","210","Wayne","2310","Wayne","51","2310",48888,0,86405,7408,0,772904,20620,0,0,5436,6834,0,0,0,5060,0,3000,0,3550,0,0,0
"G2102350","1840","Kentucky","210","Whitley","2350","Whitley","51","2350",4949,40,35099,701,68,191170,6966,0,1717,4239,5220,174,0,0,8297,0,14725,1,2418,0,191,0
"G2102390","1840","Kentucky","210","Woodford","2390","Woodford","51","2390",93591,0,109502,35681,0,643735,39157,17,139,12706,3139,2090,1060,2000,13860,0,0,0,1410,0,3184,0
"G2200050","1840","Louisiana","220","Ascension","0050","Ascension","45","50",0,0,0,0,0,280725,1240,0,0,22,728,0,0,0,0,0,1028050,0,0,14568000,8060,0
"G2200070","1840","Louisiana","220","Assumption","0070","Assumption","45","70",0,0,0,0,0,265650,0,0,0,0,34600,0,0,0,300,0,2106700,0,0,6520000,600,0
"G2200090","1840","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",0,0,0,0,0,115861,38,0,0,3012,36206,0,0,0,0,0,7015922,0,0,0,3120,0
"G2200170","1840","Louisiana","220","Caddo","0170","Caddo","45","170",0,0,265,0,0,177515,0,0,0,1508,43722,0,0,0,0,0,2891300,0,0,0,350,0
"G2200190","1840","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",0,0,0,0,0,16670,0,0,0,0,6387,0,0,0,0,200,45600,0,0,6000,0,0
"G2200210","1840","Louisiana","220","Caldwell","0210","Caldwell","45","210",,,,,,,,,,,,,,,,,,,,,,
"G2200235","1840","Louisiana","220","Carroll","0235","Carroll","45","235",0,0,0,0,0,168890,0,0,0,973,11998,0,0,0,0,0,8476800,0,0,0,4467,0
"G2200250","1840","Louisiana","220","Catahoula","0250","Catahoula","45","250",0,0,0,0,0,120986,0,0,0,835,12222,0,0,0,0,0,2499400,0,0,0,480,0
"G2200270","1840","Louisiana","220","Claiborne","0270","Claiborne","45","270",,,,,,,,,,,,,,,,,,,,,,
"G2200290","1840","Louisiana","220","Concordia","0290","Concordia","45","290",0,0,4032,0,0,301781,4600,0,0,3892,17594,0,0,0,0,0,19490600,0,0,0,24325,0
"G2200330","1840","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",0,0,0,0,0,180291,2340,0,0,3172,20199,0,0,0,0,14550,4016183,0,0,2466000,13077,0
"G2200370","1840","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",0,0,14695,0,0,290540,8130,0,0,6047,129718,926,0,0,0,0,8442000,6,0,0,525,0
"G2200470","1840","Louisiana","220","Iberville","0470","Iberville","45","470",0,0,0,0,0,209240,0,0,0,0,30924,0,0,0,0,0,3552000,0,0,3728000,14867,0
"G2200510","1840","Louisiana","220","Jefferson","0510","Jefferson","45","510",0,0,0,0,0,198813,2000,0,0,53273,28977,13199,0,0,0,104260,0,0,0,5134500,9450,0
"G2200550","1840","Louisiana","220","Lafayette","0550","Lafayette","45","550",0,0,0,0,0,83812,0,0,0,0,0,0,0,0,0,0,2913534,0,0,1016000,0,0
"G2200570","1840","Louisiana","220","Lafourche","0570","Lafourche","45","570",0,0,0,0,0,186747,0,0,0,3107,17216,0,0,0,0,167760,1690000,0,0,9945000,546,0
"G2200630","1840","Louisiana","220","Livingston","0630","Livingston","45","630",0,0,1500,0,0,36712,970,0,60,246,20251,31,0,0,0,83930,250445,0,0,520,6811,2884
"G2200650","1840","Louisiana","220","Madison","0650","Madison","45","650",0,0,510,0,0,190745,2700,0,0,887,12301,0,0,0,0,0,5378610,0,0,0,14835,0
"G2200690","1840","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",0,0,10080,0,0,362806,2538,0,0,2281,24282,0,0,0,114350,0,10638710,0,0,0,3656,0
"G2200710","1840","Louisiana","220","Orleans","0710","Orleans","45","710",0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0,0,10000,0,0,10000,725,0
"G2200730","1840","Louisiana","220","Ouachita","0730","Ouachita","45","730",15,0,2240,15,0,32898,461,0,20,0,5360,0,0,0,0,0,1724658,0,0,0,1145,0
"G2200750","1840","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",0,0,0,0,0,100185,0,0,0,0,0,1853,0,0,0,985800,0,0,0,10329000,11322,0
"G2200770","1840","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",0,0,0,0,0,93500,3622,0,0,9,3976,46,0,0,94,0,6294726,0,0,411000,19088,0
"G2200790","1840","Louisiana","220","Rapides","0790","Rapides","45","790",0,0,3043,82,0,456850,3473,0,0,3323,41429,1209,0,0,0,253,16527810,0,0,0,1240,0
"G2200870","1840","Louisiana","220","St Bernard","0870","St Bernard","45","870",0,0,0,0,0,65150,0,0,0,8057,16128,775,0,0,0,34600,0,0,0,4308000,22306,0
"G2200890","1840","Louisiana","220","St Charles","0890","St Charles","45","890",0,0,1500,0,0,207000,200,0,0,363,1137,1200,0,0,0,800000,0,0,0,10000000,3700,0
"G2200910","1840","Louisiana","220","St Helena","0910","St Helena","45","910",0,0,4978,15,0,102930,2261,0,77,879,37903,42,0,0,180,35060,925176,11,0,0,0,0
"G2200930","1840","Louisiana","220","St James","0930","St James","45","930",0,0,0,0,0,155790,305,0,0,0,0,1000,0,0,0,0,1032950,0,0,15157000,6855,0
"G2200950","1840","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",0,0,0,0,0,208830,150,0,0,0,0,700,0,0,0,112000,0,0,0,11000000,4000,0
"G2200970","1840","Louisiana","220","St Landry","0970","St Landry","45","970",0,0,0,0,0,431208,4560,0,0,0,74523,0,0,0,3500,5000,21437190,0,0,400000,1000,0
"G2200990","1840","Louisiana","220","St Martin","0990","St Martin","45","990",0,0,0,0,0,96939,0,0,0,0,0,0,0,0,0,0,1783283,0,0,2474700,0,0
"G2201010","1840","Louisiana","220","St Mary","1010","St Mary","45","1010",0,0,0,0,0,153410,0,0,0,20,19997,2244,0,0,0,4741,1436000,0,0,13291000,0,0
"G2201030","1840","Louisiana","220","St Tammany","1030","St Tammany","45","1030",20,0,4000,500,0,12150,2650,75,450,243,18107,550,0,0,650,987250,140000,225,0,360000,9000,0
"G2201090","1840","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",0,0,0,0,0,115002,0,0,0,410,27873,0,0,0,0,17880,1003850,0,0,6875600,230,0
"G2201110","1840","Louisiana","220","Union","1110","Union","45","1110",,,,,,,,,,,,,,,,,,,,,,
"G2201170","1840","Louisiana","220","Washington","1170","Washington","45","1170",25,0,59000,1200,0,98790,2000,40,300,0,9850,300,0,0,750,251250,375200,75,0,0,0,0
"G2201210","1840","Louisiana","220","West Baton Rouge","1210","West Baton Rouge","45","1210",0,0,0,0,0,122971,895,0,0,707,3442,0,0,0,0,0,3180875,0,0,1947400,5281,0
"G2201250","1840","Louisiana","220","West Feliciana","1250","West Feliciana","45","1250",0,0,1510,0,0,308425,4150,0,105,2910,31115,576,0,0,0,0,16247798,0,0,0,11806,0
"G2300030","1840","Maine","230","Aroostook","0030","Aroostook","2","30",41982,9631,36518,2056,21912,553,21143,30,0,108554,0,22186,0,5000,30,0,0,0,26996,0,660,0
"G2300050","1840","Maine","230","Cumberland","0050","Cumberland","2","50",38921,59558,70348,23108,4060,160551,139814,156,156,1139551,0,81009,0,3286,0,0,0,97,7527,0,13902,0
"G2300070","1840","Maine","230","Franklin","0070","Franklin","2","70",99726,13187,96027,4304,690,38182,131522,0,171,615600,0,49891,0,7307,0,0,0,0,36488,0,415,0
"G2300090","1840","Maine","230","Hancock","0090","Hancock","2","90",27627,18181,20660,2836,207,5749,83259,0,265,496430,0,36075,0,12000,0,0,0,0,1010,0,35711,0
"G2300110","1840","Maine","230","Kennebec","0110","Kennebec","2","110",86514,57057,132583,9830,3510,154049,206538,1367,752,1165399,0,89270,0,7500,0,0,0,56,18915,0,21497,937
"G2300150","1840","Maine","230","Lincoln","0150","Lincoln","2","150",27813,83265,42320,10534,617,104868,158331,1868,184,1143407,0,80398,0,750,0,0,0,0,395,0,31731,0
"G2300170","1840","Maine","230","Oxford","0170","Oxford","2","170",66696,7075,110172,29342,4852,83339,119459,161,419,669684,0,44772,0,8540,0,0,0,45,19158,0,1733,0
"G2300190","1840","Maine","230","Penobscot","0190","Penobscot","2","190",112041,7919,103526,9767,3528,35694,88351,16355,155,923628,0,47475,0,2209,0,0,0,3,12303,0,13398,46
"G2300210","1840","Maine","230","Piscataquis","0210","Piscataquis","2","210",59298,4229,57675,2769,987,12583,44818,1500,257,445576,0,19786,1,0,0,0,0,5,8454,0,109,0
"G2300250","1840","Maine","230","Somerset","0250","Somerset","2","250",132487,18372,197968,10882,1334,71134,150756,1171,928,1083718,0,58503,0,16351,0,0,0,0,94121,0,3266,0
"G2300270","1840","Maine","230","Waldo","0270","Waldo","2","270",78304,30103,84088,6749,582,52784,136611,6610,247,1066424,0,54938,0,0,0,0,0,0,4675,0,37532,0
"G2300290","1840","Maine","230","Washington","0290","Washington","2","290",20871,5914,22111,2624,3218,392,35773,60,0,410868,0,23665,0,238,0,0,0,0,1338,0,17932,0
"G2300310","1840","Maine","230","York","0310","York","2","310",55886,40670,102413,23140,6046,230650,149176,7662,190,1123441,0,83390,0,10109,0,0,0,5,26084,0,27125,1253
"G2400010","1840","Maryland","240","Allegany","0010","Allegany","52","10",86648,292,213581,48309,30112,121747,23991,5,557,87193,0,7279,0,0,31500,0,1992,0,36266,0,350,0
"G2400030","1840","Maryland","240","Anne Arundel","0030","Anne Arundel","52","30",206143,28,266132,26179,2985,562773,38536,355,106,51521,255,11478,0,0,4021666,0,46,6,0,0,25237,223
"G2400050","1840","Maryland","240","Baltimore","0050","Baltimore","52","50",153181,545,300278,79132,9116,523423,31706,128,20,183684,0,17397,0,0,9417,0,0,0,0,0,9988,2419
"G2400090","1840","Maryland","240","Calvert","0090","Calvert","52","70",36982,0,55775,548,0,166592,13301,45,145,3660,2396,392,0,0,3689695,0,119,0,0,0,7658,0
"G2400110","1840","Maryland","240","Caroline","0110","Caroline","52","90",24844,0,53725,19271,225,269375,5170,0,30,8858,5039,94,0,0,0,0,0,0,0,0,1714,0
"G2400130","1840","Maryland","240","Carroll","0130","Carroll","52","110",180848,462,209230,72091,6060,254384,21057,78,55,111166,1005,14710,0,0,238560,0,0,4,0,0,1467,0
"G2400150","1840","Maryland","240","Cecil","0150","Cecil","52","130",107238,390,254891,1802,6480,276621,16438,583,201,40358,376,7875,0,0,0,0,0,0,0,0,8497,18
"G2400170","1840","Maryland","240","Charles","0170","Charles","52","150",91231,0,40992,4533,0,297137,14674,18,41,4863,1503,332,0,0,3265371,0,335,0,0,0,8088,0
"G2400190","1840","Maryland","240","Dorchester","0190","Dorchester","52","170",87378,0,61812,6761,0,476781,21742,55,254,14706,10667,765,0,0,1700,0,720,544,0,0,40782,2982
"G2400210","1840","Maryland","240","Frederick","0210","Frederick","52","190",734767,666,307181,221550,3520,706694,43705,389,293,99346,1741,14864,0,0,337991,0,0,1436,0,0,9547,287
"G2400250","1840","Maryland","240","Harford","0250","Harford","52","230",149300,28,216892,20158,8757,324416,29652,166,165,79816,64,9444,0,0,0,0,0,25,0,0,6837,69
"G2400290","1840","Maryland","240","Kent","0290","Kent","52","270",133470,30,277393,3250,1118,502439,17725,79,160,32249,1314,617,0,0,0,0,0,17,0,0,4129,36
"G2400310","1840","Maryland","240","Montgomery","0310","Montgomery","52","290",142757,870,225168,27704,2638,398385,29816,139,290,62393,153,5428,0,0,1088412,0,0,45,0,0,141,524
"G2400330","1840","Maryland","240","Prince Georges","0330","Prince Georges","52","310",80147,10,107070,38209,268,507266,26814,37,117,19876,1694,2618,0,0,9259424,0,55,4,0,0,895,75
"G2400350","1840","Maryland","240","Queen Anne's","0350","Queen Anne's","52","330",113411,5,117765,35767,346,501274,27907,39,442,12940,2335,1416,0,0,0,0,0,0,0,0,1000,0
"G2400370","1840","Maryland","240","St Mary's","0370","St Mary's","52","370",68372,0,61862,1568,83,255955,16978,98,51,8495,3228,300,0,0,2872052,0,2406,5,0,0,13126,0
"G2400390","1840","Maryland","240","Somerset","0390","Somerset","52","350",36778,0,125697,422,0,428102,20230,0,0,9112,42979,0,0,0,0,0,0,112,0,0,23024,0
"G2400410","1840","Maryland","240","Talbot","0410","Talbot","52","390",222822,0,40151,4494,34,517239,26084,76,72,13871,6353,506,0,0,225,0,0,77,0,0,5778,10
"G2400430","1840","Maryland","240","Washington","0430","Washington","52","410",668787,268,436864,111829,1864,655041,33361,67,675,75621,162,11173,0,0,0,0,0,16,0,0,8891,942
"G2400470","1840","Maryland","240","Worcester","0470","Worcester","52","450",20679,0,161752,0,0,487442,29314,0,0,20302,15139,0,0,0,0,0,0,0,0,0,1032,0
"G2500010","1840","Massachusetts","250","Barnstable","0010","Barnstable","3","10",3107,2819,10281,13256,154,59558,13208,0,0,75759,0,15307,0,0,0,0,0,0,0,0,14243,0
"G2500030","1840","Massachusetts","250","Berkshire","0030","Berkshire","3","30",30236,2819,288164,54547,13122,119846,332291,380,114,670876,0,71153,0,0,0,0,0,21,234334,0,35451,0
"G2500050","1840","Massachusetts","250","Bristol","0050","Bristol","3","50",3705,17601,65526,24400,926,152558,34341,81,26,345519,0,26351,0,100,0,0,0,80,0,0,26819,0
"G2500070","1840","Massachusetts","250","Dukes","0070","Dukes","3","70",692,399,1746,965,5,7604,17192,0,0,10041,0,1471,0,0,0,0,0,0,0,0,817,0
"G2500090","1840","Massachusetts","250","Essex","0090","Essex","3","90",3281,28044,61882,19309,3268,166861,17726,505,0,437790,0,48503,0,12,0,0,0,12,0,0,45083,0
"G2500110","1840","Massachusetts","250","Franklin","0110","Franklin","3","110",21489,2212,149578,68635,10133,161338,142386,20047,0,422599,0,43853,0,0,600,0,0,241,144186,0,11321,0
"G2500130","1840","Massachusetts","250","Hampden","0130","Hampden","3","130",9852,190,126763,95633,21376,134461,61421,0,0,334764,0,35156,0,0,40805,0,0,142,59391,0,12233,0
"G2500150","1840","Massachusetts","250","Hampshire","0150","Hampshire","3","150",15974,2211,97449,66542,14852,175271,174396,8750,731,355733,0,48180,0,0,8050,0,0,535,141316,0,17439,0
"G2500170","1840","Massachusetts","250","Middlesex","0170","Middlesex","3","170",9502,28539,86021,61105,5974,230473,22521,153686,41,741851,0,84153,0,0,0,0,0,40,0,0,31474,0
"G2500190","1840","Massachusetts","250","Nantucket","0190","Nantucket","3","190",91,374,357,98,0,521,16875,0,0,4525,0,867,0,0,0,0,0,0,0,0,0,0
"G2500210","1840","Massachusetts","250","Norfolk","0210","Norfolk","3","210",3341,18902,17063,19866,2878,99123,6239,373,62,425961,0,36476,0,0,0,0,0,38,0,0,22877,139
"G2500230","1840","Massachusetts","250","Plymouth","0230","Plymouth","3","230",10765,5831,39100,25505,441,125999,33078,0,0,392802,0,30666,0,20,0,0,0,3,0,0,20128,15
"G2500250","1840","Massachusetts","250","Suffolk","0250","Suffolk","3","250",130,1124,279,1239,0,2988,173,0,0,21340,0,2320,0,0,0,0,0,0,0,0,0,0
"G2500270","1840","Massachusetts","250","Worcester","0270","Worcester","3","270",45759,54254,375471,84914,13871,372591,70059,70973,222,1146092,0,124939,0,2300,15500,0,0,629,0,0,40184,39
"G2600050","1840","Michigan","260","Allegan","0050","Allegan","23","50",13815,646,15424,30,86,14735,239,0,0,23792,0,657,0,0,0,0,0,0,118845,0,0,0
"G2600150","1840","Michigan","260","Barry","0150","Barry","23","150",12884,563,13775,0,384,9435,265,15,181,13255,0,677,0,350,0,0,0,0,10950,0,0,0
"G2600210","1840","Michigan","260","Berrien","0210","Berrien","23","210",56685,2792,53692,240,1316,97603,1959,120,172,35319,216,2579,0,16000,0,0,0,0,45560,0,7680,0
"G2600230","1840","Michigan","260","Branch","0230","Branch","23","230",67317,4073,70222,31,1189,89085,1692,0,0,74243,0,451,0,0,0,0,0,0,46005,0,520,0
