polynomial,kernel,bw_method,coef,se,p_value,n_treat,n_control,bw_left,bw_right,year,include_geology,exclude_border,include_enslaved,include_pc_black,version
1,triangular,mserd,-0.5361409490275022,0.23637107574620406,0.02331596918993978,475,441,196.90730226257725,196.90730226257725,1850,TRUE,FALSE,TRUE,FALSE,population_controls
2,triangular,mserd,-0.3441930677589049,0.22357510273615797,0.12368315394085079,493,455,206.1016986748093,206.1016986748093,1850,TRUE,FALSE,TRUE,FALSE,population_controls
1,epanechnikov,mserd,-0.5689211455265566,0.24176132037292436,0.018610879532845136,477,443,197.76984021606935,197.76984021606935,1850,TRUE,FALSE,TRUE,FALSE,population_controls
2,epanechnikov,mserd,-0.33977273376654926,0.22491196876391845,0.13086691684549032,477,443,197.95188158949546,197.95188158949546,1850,TRUE,FALSE,TRUE,FALSE,population_controls
1,triangular,msetwo,-0.5327545043640589,0.239715961964821,0.026253539054291397,461,490,233.84429121567027,190.10657971269146,1850,TRUE,FALSE,TRUE,FALSE,population_controls
2,triangular,msetwo,-0.4531133453604157,0.23165893085959305,0.050471014154540784,449,549,312.2242487277439,185.83924066364068,1850,TRUE,FALSE,TRUE,FALSE,population_controls
1,epanechnikov,msetwo,-0.5654139053127926,0.24493719274580544,0.020976697185694785,449,483,226.34619664278677,185.96036413496725,1850,TRUE,FALSE,TRUE,FALSE,population_controls
2,epanechnikov,msetwo,-0.4709662830205382,0.23156871254258998,0.041970965072215455,435,532,287.8835854254351,178.55611250811816,1850,TRUE,FALSE,TRUE,FALSE,population_controls
1,triangular,cerrd,-0.5180946236381012,0.23233340692920335,0.02574997862293905,406,391,163.74152188057582,163.74152188057582,1850,TRUE,FALSE,TRUE,FALSE,population_controls
2,triangular,cerrd,-0.3254073732853322,0.2231146362635303,0.1447093473730654,416,397,166.93034309571317,166.93034309571317,1850,TRUE,FALSE,TRUE,FALSE,population_controls
1,epanechnikov,cerrd,-0.5497374823098357,0.2382819943170669,0.021049925878353824,407,393,164.45877957270662,164.45877957270662,1850,TRUE,FALSE,TRUE,FALSE,population_controls
2,epanechnikov,cerrd,-0.32578857103153924,0.2220573360829383,0.14233874522611986,401,386,160.3294670671983,160.3294670671983,1850,TRUE,FALSE,TRUE,FALSE,population_controls
1,triangular,certwo,-0.5360622367030343,0.23565220720818456,0.022917778520996027,397,437,194.4570855766355,158.08626863496025,1850,TRUE,FALSE,TRUE,FALSE,population_controls
2,triangular,certwo,-0.4436043849636145,0.22662110419836415,0.0502920426760414,378,509,252.88341288811455,150.51893508930127,1850,TRUE,FALSE,TRUE,FALSE,population_controls
