polynomial,kernel,bw_method,coef,se,p_value,n_treat,n_control,bw_left,bw_right,year,include_geology,exclude_border,include_enslaved,include_pc_black,version
1,epanechnikov,certwo,-0.5638920556376037,0.24121811128787235,0.019403574390411477,389,426,188.2219210984222,154.63841453843625,1850,TRUE,FALSE,TRUE,FALSE,population_controls
2,epanechnikov,certwo,-0.4571237535343434,0.22589486249169685,0.04300999862423043,363,490,233.16889669364778,144.62002649403686,1850,TRUE,FALSE,TRUE,FALSE,population_controls
1,triangular,mserd,-0.5091328851410917,0.23683727927438095,0.0315776872387952,503,465,214.3327596531476,214.3327596531476,1850,FALSE,FALSE,TRUE,FALSE,population_controls
2,triangular,mserd,-0.34240863651258024,0.22624638765219068,0.13016983435018542,497,460,210.7824738810337,210.7824738810337,1850,FALSE,FALSE,TRUE,FALSE,population_controls
1,epanechnikov,mserd,-0.5404838415544383,0.24089574918903328,0.024855439022242302,485,455,203.694642874919,203.694642874919,1850,FALSE,FALSE,TRUE,FALSE,population_controls
2,epanechnikov,mserd,-0.3433204382647692,0.22770497907728068,0.1316204842801229,482,450,202.41601502487296,202.41601502487296,1850,FALSE,FALSE,TRUE,FALSE,population_controls
1,triangular,msetwo,-0.5144804892698471,0.24184389244113985,0.03339311271225841,449,521,266.76498788189843,185.55111845086938,1850,FALSE,FALSE,TRUE,FALSE,population_controls
2,triangular,msetwo,-0.41405406843014086,0.22995298114673696,0.07176544806510847,438,528,277.38778761529625,180.1289259837429,1850,FALSE,FALSE,TRUE,FALSE,population_controls
1,epanechnikov,msetwo,-0.5398005352946715,0.24696876179863272,0.02883729037029331,438,514,256.135717542893,180.35782113216487,1850,FALSE,FALSE,TRUE,FALSE,population_controls
2,epanechnikov,msetwo,-0.4164060685567087,0.22871248081838166,0.06865961804736444,418,505,246.50399238856838,169.1906390189831,1850,FALSE,FALSE,TRUE,FALSE,population_controls
1,triangular,cerrd,-0.5060505865432298,0.23478316066477153,0.031130892027099757,435,414,178.23194899938457,178.23194899938457,1850,FALSE,FALSE,TRUE,FALSE,population_controls
2,triangular,cerrd,-0.3176318814845195,0.22584022548854285,0.15959199214424424,421,400,170.72149773516034,170.72149773516034,1850,FALSE,FALSE,TRUE,FALSE,population_controls
1,epanechnikov,cerrd,-0.5293704442070337,0.2387944284519422,0.0266336252855406,418,400,169.3856471548364,169.3856471548364,1850,FALSE,FALSE,TRUE,FALSE,population_controls
2,epanechnikov,cerrd,-0.3215660074254333,0.22453647532906243,0.15210587472617856,406,392,163.94515452045115,163.94515452045115,1850,FALSE,FALSE,TRUE,FALSE,population_controls
1,triangular,certwo,-0.5220531416405619,0.23849426542306804,0.0286001331898683,388,478,221.83283503618958,154.29809952539583,1850,FALSE,FALSE,TRUE,FALSE,population_controls
2,triangular,certwo,-0.3897226728263381,0.22779530038753742,0.0871095499051974,366,480,224.66791324336504,145.8939135837588,1850,FALSE,FALSE,TRUE,FALSE,population_controls
1,epanechnikov,certwo,-0.5508938950390612,0.24344440161280476,0.023640953112514483,377,463,212.9938895944004,149.97952729992787,1850,FALSE,FALSE,TRUE,FALSE,population_controls
2,epanechnikov,certwo,-0.3815247465128461,0.22437463345239944,0.08905728699314817,345,445,199.65384219764417,137.03453975206756,1850,FALSE,FALSE,TRUE,FALSE,population_controls
1,triangular,mserd,-0.734954448652941,0.314994419439878,0.019636073873145112,364,343,178.61312949460813,178.61312949460813,1850,TRUE,TRUE,TRUE,FALSE,population_controls
2,triangular,mserd,-0.5661116815711171,0.3554480837693106,0.11123412605662439,460,418,231.27047146060406,231.27047146060406,1850,TRUE,TRUE,TRUE,FALSE,population_controls
1,epanechnikov,mserd,-0.7429515260890374,0.31911038969818156,0.019901699618781337,350,332,171.20706392498494,171.20706392498494,1850,TRUE,TRUE,TRUE,FALSE,population_controls
2,epanechnikov,mserd,-0.6122973539462746,0.36330220462464696,0.09191788868331861,462,419,232.58066278642096,232.58066278642096,1850,TRUE,TRUE,TRUE,FALSE,population_controls
1,triangular,msetwo,-0.7635423577638714,0.3138531746619364,0.01498252739259153,373,354,185.72198812082286,182.97186370011272,1850,TRUE,TRUE,TRUE,FALSE,population_controls
2,triangular,msetwo,-0.7229612912762087,0.33869345905294185,0.03279702051472272,423,470,294.9714779452549,207.80082286269817,1850,TRUE,TRUE,TRUE,FALSE,population_controls
1,epanechnikov,msetwo,-0.7439058075081679,0.31939585596788594,0.019853616240569156,354,324,165.77407720054603,173.6983863390598,1850,TRUE,TRUE,TRUE,FALSE,population_controls
2,epanechnikov,msetwo,-0.7195049547260145,0.3489376676330104,0.03920896814072918,431,456,273.853067312605,213.80976113401468,1850,TRUE,TRUE,TRUE,FALSE,population_controls
1,triangular,cerrd,-0.6922392662463792,0.3149703310599932,0.027963933522761643,303,303,148.9101153397218,148.9101153397218,1850,TRUE,TRUE,TRUE,FALSE,population_controls
2,triangular,cerrd,-0.4216987007995604,0.35022601002849185,0.2285602409927404,384,356,187.8654154944179,187.8654154944179,1850,TRUE,TRUE,TRUE,FALSE,population_controls
1,epanechnikov,cerrd,-0.6812110253221557,0.3189782244566312,0.03271174264587098,289,294,142.735663991679,142.735663991679,1850,TRUE,TRUE,TRUE,FALSE,population_controls
2,epanechnikov,cerrd,-0.4223852979858392,0.35643532972851927,0.23600698418823673,386,357,188.92970890052055,188.92970890052055,1850,TRUE,TRUE,TRUE,FALSE,population_controls
1,triangular,certwo,-0.7208059550221176,0.3151672355390602,0.022192399485185494,313,307,154.83678467785336,152.54400057040678,1850,TRUE,TRUE,TRUE,FALSE,population_controls
2,triangular,certwo,-0.6737247543550751,0.3395300810135725,0.047223976485478235,347,427,239.61095817036693,168.80057225045604,1850,TRUE,TRUE,TRUE,FALSE,population_controls
1,epanechnikov,certwo,-0.6773969048670339,0.3193666259900135,0.03391645603873537,292,288,138.2061723352451,144.81268436010336,1850,TRUE,TRUE,TRUE,FALSE,population_controls
2,epanechnikov,certwo,-0.5971238998514512,0.3449666439121894,0.08345867254335515,354,408,222.45607037588107,173.68174742985408,1850,TRUE,TRUE,TRUE,FALSE,population_controls
