polynomial,kernel,bw_method,coef,se,p_value,n_treat,n_control,bw_left,bw_right,year,include_geology,exclude_border,include_enslaved,include_pc_black,version
1,triangular,mserd,0.08408117843543197,0.14309815377387247,0.5568162784000013,380,361,123.78403477589816,123.78403477589816,1900,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,mserd,0.06281963684163988,0.149762115646929,0.6748779338337703,698,613,248.38092111797638,248.38092111797638,1900,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,mserd,0.08659139108849834,0.14292714974548396,0.5446191154852963,356,340,115.2419968610674,115.2419968610674,1900,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,mserd,0.0724704420607609,0.1516842723199458,0.6328127553399285,648,572,227.64288531272877,227.64288531272877,1900,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,msetwo,0.009845442486474964,0.13344039115193357,0.9411841865378302,632,376,129.4109028028329,219.8976140365764,1900,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,msetwo,0.04038809715333933,0.1455625228062518,0.7814252303144347,828,601,240.48961600605904,316.1452698462994,1900,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,msetwo,0.005181883549264011,0.13427749445635645,0.9692165921446831,596,349,118.90203576089284,204.1918000751096,1900,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,msetwo,0.034494810538181014,0.14837595575349632,0.8161632914676055,778,564,221.00799117952468,292.3038323919877,1900,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,cerrd,0.06553663302924381,0.14907283124384105,0.660206351805405,327,315,102.93466014630269,102.93466014630269,1900,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,cerrd,0.09679722410239983,0.1556208023692677,0.5339372834059442,591,521,201.17404488777646,201.17404488777646,1900,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,cerrd,0.05076168576172954,0.15276375561487793,0.7396711926224399,302,291,95.83138732673599,95.83138732673599,1900,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,cerrd,0.11597234521352327,0.158533844629228,0.4644551719292856,549,478,184.37744663380832,184.37744663380832,1900,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,certwo,-9.127634309524608e-4,0.13912323766052456,0.9947652553464895,545,327,107.61377526069707,182.859495643497,1900,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,certwo,0.046770452356282,0.1502241468922848,0.7555438493515634,713,508,194.78254846501397,256.05921107325594,1900,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,certwo,-0.009870899464740287,0.1435977635893051,0.9451966379850985,510,299,98.87495317073072,169.79906644217465,1900,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,certwo,0.043349555137227824,0.15160753179400321,0.7749296464827703,668,472,179.00356975078938,236.7490386693752,1900,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,mserd,-0.013631465054780634,0.14852494405936634,0.9268736601545,419,395,138.74710436940163,138.74710436940163,1900,FALSE,FALSE,FALSE,FALSE,standard
2,triangular,mserd,0.00873438564073048,0.15392591399795383,0.9547490532643538,676,599,239.5367134836163,239.5367134836163,1900,FALSE,FALSE,FALSE,FALSE,standard
1,epanechnikov,mserd,0.005011291494602332,0.14745134133399432,0.9728882594287218,382,361,124.44830171495914,124.44830171495914,1900,FALSE,FALSE,FALSE,FALSE,standard
2,epanechnikov,mserd,6.723625356972462e-4,0.15610862702311065,0.996563508128186,659,579,232.1239275861774,232.1239275861774,1900,FALSE,FALSE,FALSE,FALSE,standard
1,triangular,msetwo,-0.12204967701090386,0.15501251666695487,0.43107484808939256,663,417,151.6573844753555,234.9813623447199,1900,FALSE,FALSE,FALSE,FALSE,standard
2,triangular,msetwo,0.008474123021620983,0.15431024687958872,0.9562052739352932,684,613,246.87731067206454,244.5092204685425,1900,FALSE,FALSE,FALSE,FALSE,standard
1,epanechnikov,msetwo,-0.17706855241742403,0.15876474114171005,0.2647266434414978,627,448,168.42437493445695,218.1621998659005,1900,FALSE,FALSE,FALSE,FALSE,standard
2,epanechnikov,msetwo,-0.0012155689414878879,0.15661691063501174,0.9938073484555593,669,584,234.87795752892347,237.30884263484427,1900,FALSE,FALSE,FALSE,FALSE,standard
1,triangular,cerrd,-0.0035929308842002072,0.14612678418756717,0.9803837792611391,356,340,115.37744799161091,115.37744799161091,1900,FALSE,FALSE,FALSE,FALSE,standard
2,triangular,cerrd,0.055821942610144504,0.15378746388108608,0.7166190038283156,572,504,194.01075305512208,194.01075305512208,1900,FALSE,FALSE,FALSE,FALSE,standard
1,epanechnikov,cerrd,-0.010006031065655563,0.148619176881889,0.946321662669249,327,316,103.48704229915832,103.48704229915832,1900,FALSE,FALSE,FALSE,FALSE,standard
2,epanechnikov,cerrd,0.06518722848266201,0.15561082685955477,0.6752805135227069,556,489,188.0068292587105,188.0068292587105,1900,FALSE,FALSE,FALSE,FALSE,standard
1,triangular,certwo,-0.10437729769790849,0.15403867431539164,0.4980224970406839,573,369,126.1132048079551,195.40263586866467,1900,FALSE,FALSE,FALSE,FALSE,standard
2,triangular,certwo,0.055665881213654345,0.1536622358338238,0.7171567755160773,580,518,199.95620821184303,198.0381934031478,1900,FALSE,FALSE,FALSE,FALSE,standard
1,epanechnikov,certwo,-0.1373908417923566,0.15676740871209158,0.38081301769978587,539,397,140.0560728660898,181.41638330518128,1900,FALSE,FALSE,FALSE,FALSE,standard
2,epanechnikov,certwo,0.06208974339663342,0.15567193782320843,0.6900037753815482,565,494,190.23743272386602,192.20630773735087,1900,FALSE,FALSE,FALSE,FALSE,standard
1,triangular,mserd,0.08355251351137424,0.22087840721058533,0.7052272096227246,281,266,113.9610064566231,113.9610064566231,1900,TRUE,TRUE,FALSE,FALSE,standard
2,triangular,mserd,0.024551539461318085,0.2272837841591549,0.9139786229098937,606,536,243.2759126509413,243.2759126509413,1900,TRUE,TRUE,FALSE,FALSE,standard
