polynomial,kernel,bw_method,coef,se,p_value,n_treat,n_control,bw_left,bw_right,year,include_geology,exclude_border,include_enslaved,include_pc_black,version
1,epanechnikov,mserd,0.09154833367814963,0.2104741024387597,0.6635896752020398,282,267,114.4398987228674,114.4398987228674,1900,TRUE,TRUE,FALSE,FALSE,standard
2,epanechnikov,mserd,0.02438439837838466,0.228024077918561,0.914838307174721,585,508,232.89150556248515,232.89150556248515,1900,TRUE,TRUE,FALSE,FALSE,standard
1,triangular,msetwo,0.04759755404893433,0.22521305858834081,0.8326184167642099,531,249,104.80498859628858,209.23959126875897,1900,TRUE,TRUE,FALSE,FALSE,standard
2,triangular,msetwo,0.054641958717186065,0.22795898014062654,0.8105621847477391,738,492,220.61515571813027,308.70073935656836,1900,TRUE,TRUE,FALSE,FALSE,standard
1,epanechnikov,msetwo,0.029462159938219254,0.19176246900495938,0.8778945244141264,498,286,120.34977577769422,194.35978427620407,1900,TRUE,TRUE,FALSE,FALSE,standard
2,epanechnikov,msetwo,0.06291229106847564,0.23153903402087436,0.7858422878254065,718,460,208.45755709433456,297.6215499617055,1900,TRUE,TRUE,FALSE,FALSE,standard
1,triangular,cerrd,-0.015049574944826075,0.2745071699787708,0.9562786977444843,227,215,95.00951393496975,95.00951393496975,1900,TRUE,TRUE,FALSE,FALSE,standard
2,triangular,cerrd,0.11017834986967441,0.2642326763895956,0.6766968886803051,505,443,197.6176643793375,197.6176643793375,1900,TRUE,TRUE,FALSE,FALSE,standard
1,epanechnikov,cerrd,-0.003747752022516568,0.25723558150671827,0.9883757617292295,228,217,95.40876735381707,95.40876735381707,1900,TRUE,TRUE,FALSE,FALSE,standard
2,epanechnikov,cerrd,0.14977130338770836,0.2677089180074078,0.5758506974115369,485,419,189.18221241690088,189.18221241690088,1900,TRUE,TRUE,FALSE,FALSE,standard
1,triangular,certwo,0.0014189688047052899,0.28318861366914705,0.9960020689062581,449,201,87.37612394010868,174.44345641123613,1900,TRUE,TRUE,FALSE,FALSE,standard
2,triangular,certwo,0.05860895635364299,0.2581903091769387,0.820424476508321,630,401,179.20989926469014,250.7634991029747,1900,TRUE,TRUE,FALSE,FALSE,standard
1,epanechnikov,certwo,0.010888132538527846,0.22822054926712904,0.9619483067447476,414,233,100.33584341126,162.03813222390625,1900,TRUE,TRUE,FALSE,FALSE,standard
2,epanechnikov,certwo,0.0602942006723842,0.25665786572963817,0.8142704183329403,605,376,169.33404999414108,241.76366221994306,1900,TRUE,TRUE,FALSE,FALSE,standard
