polynomial,kernel,bw_method,coef,se,p_value,n_treat,n_control,bw_left,bw_right,year,include_geology,exclude_border,include_enslaved,include_pc_black,version
1,triangular,mserd,0.06302561051487393,0.14351919487099818,0.6605571120876584,356,340,116.02020293287471,116.02020293287471,1900,TRUE,FALSE,FALSE,TRUE,population_controls
2,triangular,mserd,0.0909344650400822,0.1518729490535705,0.5493372519417661,638,564,221.89773916826772,221.89773916826772,1900,TRUE,FALSE,FALSE,TRUE,population_controls
1,epanechnikov,mserd,0.0545435777870657,0.14564478869800007,0.7080343769393561,333,321,105.87284663428709,105.87284663428709,1900,TRUE,FALSE,FALSE,TRUE,population_controls
2,epanechnikov,mserd,0.10168649210177585,0.15442333872585876,0.5102222067570115,604,530,207.62620615296441,207.62620615296441,1900,TRUE,FALSE,FALSE,TRUE,population_controls
1,triangular,msetwo,-0.00976113451080768,0.13108748968980247,0.9406421828486052,574,372,127.12280722401168,196.84853344742677,1900,TRUE,FALSE,FALSE,TRUE,population_controls
2,triangular,msetwo,0.05219451871968213,0.1471191158167961,0.7227564557744888,722,583,235.77423500669454,262.5230810690533,1900,TRUE,FALSE,FALSE,TRUE,population_controls
1,epanechnikov,msetwo,-0.020930391893578804,0.13168278518045626,0.8737117780442332,544,340,115.97799836077387,183.09725073128206,1900,TRUE,FALSE,FALSE,TRUE,population_controls
2,epanechnikov,msetwo,0.04025707571531738,0.14755535643013049,0.7849862531973908,722,555,216.85683388870018,262.78544567011795,1900,TRUE,FALSE,FALSE,TRUE,population_controls
1,triangular,cerrd,0.04244156466769166,0.1539066902070731,0.7827311316977629,302,292,96.47851744872868,96.47851744872868,1900,TRUE,FALSE,FALSE,TRUE,population_controls
2,triangular,cerrd,0.11084154949899787,0.15904516493090468,0.4858536745837311,534,474,179.72421367553426,179.72421367553426,1900,TRUE,FALSE,FALSE,TRUE,population_controls
1,epanechnikov,cerrd,0.026904812329044195,0.1561107883660824,0.8631668197865625,284,272,88.04031559281424,88.04031559281424,1900,TRUE,FALSE,FALSE,TRUE,population_controls
2,epanechnikov,cerrd,0.11703739678418874,0.15994963152498817,0.46434310333284157,505,445,168.16510514773267,168.16510514773267,1900,TRUE,FALSE,FALSE,TRUE,population_controls
