year,specification,polynomial,kernel,bw_method,coef,se,p_value,fisher_p,n_studies,mean_n_treat,mean_n_control,version
1860,Baseline,ALL,ALL,ALL,-0.09059001952245085,0.04531599678379308,0.04560037509281689,0.9569987569815298,16,434.875,418.25,standard
1860,No_Geography,ALL,ALL,ALL,-0.11836973251267693,0.04407945727338393,0.007244915782917305,0.8502856020528929,16,399.5625,452.4375,standard
1860,No_Border,ALL,ALL,ALL,-0.27728416091229285,0.07243755564028095,1.2923804104780778e-4,0.25616679061806524,16,431.25,357.5625,standard
