year,specification,polynomial,kernel,bw_method,coef,se,p_value,fisher_p,n_studies,mean_n_treat,mean_n_control,version
1900,Baseline,ALL,ALL,ALL,0.04789523706751853,0.036588434014921914,0.19052530633506826,0.9998687527108894,16,570.0625,436.6875,standard
1900,No_Geography,ALL,ALL,ALL,-0.018255664397560697,0.03832695363937129,0.6338506965706321,0.9997826525701154,16,552.9375,463.9375,standard
1900,No_Border,ALL,ALL,ALL,0.04955046399330681,0.05923718372495082,0.40288734854924035,0.9999997666106206,16,486.375,348.0625,standard
