polynomial,kernel,bw_method,coef,se,p_value,n_treat,n_control,bw_left,bw_right,year,include_geology,exclude_border,include_enslaved,include_pc_black,version
1,triangular,mserd,-0.007826016094572116,0.16521326135221626,0.9622189952274312,352,338,114.49466788155712,114.49466788155712,1890,TRUE,FALSE,FALSE,TRUE,population_controls
2,triangular,mserd,0.056764698626324134,0.176891696052424,0.7482855168928989,582,528,205.64567120333245,205.64567120333245,1890,TRUE,FALSE,FALSE,TRUE,population_controls
1,epanechnikov,mserd,-0.015596203293156884,0.1666458751580249,0.9254357314912387,328,320,104.70913873495725,104.70913873495725,1890,TRUE,FALSE,FALSE,TRUE,population_controls
2,epanechnikov,mserd,0.060711906791565406,0.17841182538508135,0.7336375278535904,555,502,193.67422945412122,193.67422945412122,1890,TRUE,FALSE,FALSE,TRUE,population_controls
1,triangular,msetwo,-0.03960174177246535,0.15612720758220527,0.7997655911305779,499,343,118.19573185240358,171.3751586340484,1890,TRUE,FALSE,FALSE,TRUE,population_controls
2,triangular,msetwo,0.05242996040604781,0.1759955293651687,0.7657756186397533,588,570,226.6005119583479,209.33642968694025,1890,TRUE,FALSE,FALSE,TRUE,population_controls
1,epanechnikov,msetwo,-0.03564100204528613,0.1597791230485983,0.8234855416755837,449,327,108.59206979077864,151.4405985938978,1890,TRUE,FALSE,FALSE,TRUE,population_controls
2,epanechnikov,msetwo,0.059198322268803213,0.17783485760259088,0.7392220871817579,564,532,209.84825425781113,197.92722948335606,1890,TRUE,FALSE,FALSE,TRUE,population_controls
1,triangular,cerrd,-0.026428878476177437,0.17495419907790422,0.8799270458673302,299,287,95.20993356121087,95.20993356121087,1890,TRUE,FALSE,FALSE,TRUE,population_controls
2,triangular,cerrd,0.046534668646538,0.18110166268488714,0.7972148292444485,484,441,166.56098746805864,166.56098746805864,1890,TRUE,FALSE,FALSE,TRUE,population_controls
1,epanechnikov,cerrd,-0.04687834300010273,0.17657044461645183,0.7906291522091138,281,271,87.07261505417897,87.07261505417897,1890,TRUE,FALSE,FALSE,TRUE,population_controls
2,epanechnikov,cerrd,0.04392735186711905,0.18098303385125264,0.8082259519450666,460,427,156.86481857961448,156.86481857961448,1890,TRUE,FALSE,FALSE,TRUE,population_controls
1,triangular,certwo,-0.04605074790314924,0.16492038443567447,0.7800681874694566,420,299,98.28761448111723,142.50984582503875,1890,TRUE,FALSE,FALSE,TRUE,population_controls
2,triangular,certwo,0.05368411796181138,0.18027345216522392,0.765861386893498,493,476,183.53318507362016,169.55028636231063,1890,TRUE,FALSE,FALSE,TRUE,population_controls
1,epanechnikov,certwo,-0.05182926900378007,0.16861607486722457,0.7585538790855698,378,274,90.30153055468034,125.93293292497142,1890,TRUE,FALSE,FALSE,TRUE,population_controls
2,epanechnikov,certwo,0.05435026888145396,0.17891561330769296,0.7612985544183989,470,446,169.9648343828735,160.30950030048874,1890,TRUE,FALSE,FALSE,TRUE,population_controls
1,triangular,mserd,-0.061601294947391014,0.16269188902517612,0.7049568664410814,348,334,112.44983731684137,112.44983731684137,1890,FALSE,FALSE,FALSE,TRUE,population_controls
2,triangular,mserd,0.02029536046270673,0.17259256499990291,0.9063916071801378,535,483,186.20311112382572,186.20311112382572,1890,FALSE,FALSE,FALSE,TRUE,population_controls
1,epanechnikov,mserd,-0.07248915267128891,0.16386763418379244,0.6582257787984964,322,315,102.68775592104934,102.68775592104934,1890,FALSE,FALSE,FALSE,TRUE,population_controls
2,epanechnikov,mserd,0.020504849097052497,0.17109092313010302,0.9046038160723597,500,453,172.60845043259627,172.60845043259627,1890,FALSE,FALSE,FALSE,TRUE,population_controls
1,triangular,msetwo,-0.09585993243317788,0.16279402740442,0.5559673848009367,476,340,115.57590612042794,163.2184928638138,1890,FALSE,FALSE,FALSE,TRUE,population_controls
2,triangular,msetwo,0.017682437987052033,0.17245738243261965,0.9183342410751657,533,559,218.4892810890469,185.13702507300815,1890,FALSE,FALSE,FALSE,TRUE,population_controls
1,epanechnikov,msetwo,-0.08877461386232163,0.16422427388776611,0.5888044280917817,416,320,105.2778060483632,141.0412577236171,1890,FALSE,FALSE,FALSE,TRUE,population_controls
2,epanechnikov,msetwo,0.023777038241466417,0.17204154767252042,0.8900782375525954,502,525,202.70205137866625,173.59780714503788,1890,FALSE,FALSE,FALSE,TRUE,population_controls
1,triangular,cerrd,-0.07543444292594878,0.17140741072280707,0.6598729572367409,296,285,93.5095209060825,93.5095209060825,1890,FALSE,FALSE,FALSE,TRUE,population_controls
2,triangular,cerrd,3.3720539556740536e-4,0.17886294710847425,0.9984957710698997,444,414,150.81364891821016,150.81364891821016,1890,FALSE,FALSE,FALSE,TRUE,population_controls
1,epanechnikov,cerrd,-0.09584612815018469,0.17284824082673236,0.5792296654070412,277,263,85.39170076380313,85.39170076380313,1890,FALSE,FALSE,FALSE,TRUE,population_controls
2,epanechnikov,cerrd,-0.013292582731119062,0.18236841185962663,0.9418947460314724,414,396,139.8027674550866,139.8027674550866,1890,FALSE,FALSE,FALSE,TRUE,population_controls
1,triangular,certwo,-0.09715724232944085,0.16582197486720493,0.5579340149448013,403,292,96.10905509054905,135.72703558213368,1890,FALSE,FALSE,FALSE,TRUE,population_controls
2,triangular,certwo,0.011956031284031103,0.17683747676975048,0.946095872027267,442,466,176.96356162729748,149.95018145832609,1890,FALSE,FALSE,FALSE,TRUE,population_controls
1,epanechnikov,certwo,-0.09956803668519734,0.16622119882807754,0.5491667120580397,354,272,87.54549975815333,117.28518913340837,1890,FALSE,FALSE,FALSE,TRUE,population_controls
2,epanechnikov,certwo,0.004966669747745643,0.17780649427944373,0.9777155842819107,414,439,164.17682726736965,140.60408863057341,1890,FALSE,FALSE,FALSE,TRUE,population_controls
1,triangular,mserd,-0.14641783285576315,0.24434495628931477,0.5490222358324547,249,242,102.48407898177653,102.48407898177653,1890,TRUE,TRUE,FALSE,TRUE,population_controls
2,triangular,mserd,0.008631877531151171,0.2669514919180566,0.9742048947190785,513,457,206.469494728416,206.469494728416,1890,TRUE,TRUE,FALSE,TRUE,population_controls
1,epanechnikov,mserd,-0.17423029602349807,0.2553714072568575,0.4950730765274834,226,215,95.05672349867424,95.05672349867424,1890,TRUE,TRUE,FALSE,TRUE,population_controls
2,epanechnikov,mserd,0.03254319968670458,0.2721205952436954,0.9048070750426523,486,441,196.82685732424028,196.82685732424028,1890,TRUE,TRUE,FALSE,TRUE,population_controls
1,triangular,msetwo,-0.08609696325476304,0.2330562366232831,0.7118104451586948,395,242,102.39621379659233,158.69129087615957,1890,TRUE,TRUE,FALSE,TRUE,population_controls
2,triangular,msetwo,0.02801514471489826,0.2669417460413377,0.9164166475968567,552,442,197.5982438833512,223.48441721016215,1890,TRUE,TRUE,FALSE,TRUE,population_controls
1,epanechnikov,msetwo,-0.14191629816609594,0.20960365702364434,0.49836169312654544,348,301,127.8272121274558,142.7255322754834,1890,TRUE,TRUE,FALSE,TRUE,population_controls
2,epanechnikov,msetwo,0.05228868396412968,0.26865079432082156,0.8456791771366887,535,417,188.6056909965886,217.3887863626148,1890,TRUE,TRUE,FALSE,TRUE,population_controls
1,triangular,cerrd,-0.25068367803848995,0.2933940804558323,0.3928687166256213,204,193,85.44117705592406,85.44117705592406,1890,TRUE,TRUE,FALSE,TRUE,population_controls
2,triangular,cerrd,-0.02839475161439975,0.2940098434525959,0.9230618822448715,417,372,167.71910901164853,167.71910901164853,1890,TRUE,TRUE,FALSE,TRUE,population_controls
1,epanechnikov,cerrd,-0.24510615398151553,0.2982296708114678,0.4111506321486745,187,181,79.24897626538102,79.24897626538102,1890,TRUE,TRUE,FALSE,TRUE,population_controls
2,epanechnikov,cerrd,3.482234878543944e-4,0.2909550883630758,0.9990450688458451,397,360,159.88621071314665,159.88621071314665,1890,TRUE,TRUE,FALSE,TRUE,population_controls
1,triangular,certwo,-0.1526445232890401,0.2804005317522291,0.5861798049923977,325,192,85.36792367921458,132.30123952613246,1890,TRUE,TRUE,FALSE,TRUE,population_controls
2,triangular,certwo,-0.009874833431642749,0.3001086789281272,0.9737509903018782,451,360,160.51282272945357,181.54065510636067,1890,TRUE,TRUE,FALSE,TRUE,population_controls
1,epanechnikov,certwo,-0.15001268355707217,0.22274761985882666,0.5006516288623755,289,252,106.5697967182706,118.99055535952078,1890,TRUE,TRUE,FALSE,TRUE,population_controls
2,epanechnikov,certwo,0.004126448463984305,0.29772304436056646,0.9889416550952241,439,347,153.20800048492868,176.58905789361341,1890,TRUE,TRUE,FALSE,TRUE,population_controls
