polynomial,kernel,bw_method,coef,se,p_value,n_treat,n_control,bw_left,bw_right,year,include_geology,exclude_border,include_enslaved,include_pc_black,version
1,triangular,mserd,-0.27357906922949266,0.2431362395182679,0.260500507608456,531,488,231.41508169925385,231.41508169925385,1850,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,mserd,-0.2582871911240958,0.2326360084478305,0.2668856407839586,636,541,296.98434710166174,296.98434710166174,1850,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,mserd,-0.2993072355018816,0.24860969038345343,0.22861885723798525,505,465,214.61323865029115,214.61323865029115,1850,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,mserd,-0.2848425214500956,0.23922682810790746,0.23377936073961433,630,540,293.9693001905302,293.9693001905302,1850,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,msetwo,-0.26828195477223726,0.2397992416886327,0.2632351464025907,526,429,189.7255308916636,225.92182301547163,1850,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,msetwo,-0.2137957618908351,0.22362130936801236,0.33904107976373943,569,498,241.50571763069107,251.22886563582634,1850,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,msetwo,-0.2944276494346692,0.2456781833354633,0.2307503810717138,497,418,180.5982489501137,210.62412952294488,1850,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,msetwo,-0.18856077090423812,0.2230927659713429,0.39799226336185795,516,463,213.82142237643004,219.8874477786471,1850,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,cerrd,-0.2742058939537033,0.23759662003833307,0.24846670492275263,465,432,192.43703625081423,192.43703625081423,1850,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,cerrd,-0.22344056024009235,0.22217509545025413,0.31456192441999,547,498,240.53998232182514,240.53998232182514,1850,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,cerrd,-0.290119237206912,0.24296328630631445,0.23244404165749172,435,413,178.46518594550136,178.46518594550136,1850,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,cerrd,-0.25298892969853026,0.22819407310598475,0.267578229207208,545,495,238.09797035122523,238.09797035122523,1850,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,certwo,-0.2450190914382452,0.23302638014880378,0.29304505909151973,455,385,157.76940118947212,187.86902619414946,1850,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,certwo,-0.1386973942504352,0.21442981322912086,0.5177487411736881,485,438,195.60553145792738,203.48071367575358,1850,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,certwo,-0.2633512428203595,0.23858457983046683,0.2696770249770607,429,373,150.1794590259787,175.14797631460434,1850,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,certwo,-0.1046176724377343,0.2142568266831156,0.6253503718683314,435,405,173.18286859356905,178.09599501673895,1850,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,mserd,-0.2710985691938004,0.23545232055692242,0.24956986670894604,500,463,213.04255935820422,213.04255935820422,1850,FALSE,FALSE,FALSE,FALSE,standard
2,triangular,mserd,-0.20724146802273768,0.21798091605234984,0.3417403562274423,562,505,245.98353503907592,245.98353503907592,1850,FALSE,FALSE,FALSE,FALSE,standard
1,epanechnikov,mserd,-0.299760472864429,0.24009812750204237,0.2118511169756323,477,444,198.32593237107548,198.32593237107548,1850,FALSE,FALSE,FALSE,FALSE,standard
2,epanechnikov,mserd,-0.18259408410792766,0.21848711953404856,0.4033123675647796,513,472,217.64999028816558,217.64999028816558,1850,FALSE,FALSE,FALSE,FALSE,standard
1,triangular,msetwo,-0.24437297010941528,0.23782940757885415,0.30417864655335997,456,546,300.79968399092917,188.3076439736781,1850,FALSE,FALSE,FALSE,FALSE,standard
2,triangular,msetwo,-0.2440319801618891,0.2203490743272006,0.2680868717094596,535,531,283.8717030104362,234.8866346096043,1850,FALSE,FALSE,FALSE,FALSE,standard
1,epanechnikov,msetwo,-0.2588928230637899,0.24430282438779946,0.28927156533670323,434,530,280.73111144800066,177.9509026623178,1850,FALSE,FALSE,FALSE,FALSE,standard
2,epanechnikov,msetwo,-0.2428460825622496,0.22107107686775995,0.2719871955997835,494,514,254.9811363280078,207.66368596541386,1850,FALSE,FALSE,FALSE,FALSE,standard
1,triangular,cerrd,-0.2549226465260479,0.22891967331341292,0.2654551418031635,432,411,177.15906161838188,177.15906161838188,1850,FALSE,FALSE,FALSE,FALSE,standard
2,triangular,cerrd,-0.1372699692480639,0.21093767737810215,0.5152009158544888,479,444,199.23230213040512,199.23230213040512,1850,FALSE,FALSE,FALSE,FALSE,standard
1,epanechnikov,cerrd,-0.269757952901319,0.2334534108490503,0.2478812855879453,409,394,164.92120719585859,164.92120719585859,1850,FALSE,FALSE,FALSE,FALSE,standard
2,epanechnikov,cerrd,-0.10982998485355999,0.21097693811503335,0.602660671422752,430,410,176.28378507887976,176.28378507887976,1850,FALSE,FALSE,FALSE,FALSE,standard
1,triangular,certwo,-0.24993102655094201,0.23362042183976484,0.284701828003895,393,508,250.13494914572175,156.5903338865444,1850,FALSE,FALSE,FALSE,FALSE,standard
2,triangular,certwo,-0.18368211227060716,0.21233686291588758,0.38701106440745686,461,489,229.9195061631403,190.24446065262367,1850,FALSE,FALSE,FALSE,FALSE,standard
1,epanechnikov,certwo,-0.2670982464579872,0.2397911186207764,0.2653311800665313,372,491,233.44659593387453,147.97801446233044,1850,FALSE,FALSE,FALSE,FALSE,standard
2,epanechnikov,certwo,-0.15284690935601475,0.21187893843641442,0.47067086908429895,417,456,206.51983386768435,168.19546160763366,1850,FALSE,FALSE,FALSE,FALSE,standard
1,triangular,mserd,-0.39601559752770366,0.3414887521966196,0.24618159515312485,409,374,199.98681889137347,199.98681889137347,1850,TRUE,TRUE,FALSE,FALSE,standard
2,triangular,mserd,-0.4119719643320004,0.3856395610308924,0.2853931351090405,505,443,257.979725019737,257.979725019737,1850,TRUE,TRUE,FALSE,FALSE,standard
1,epanechnikov,mserd,-0.36322193517365053,0.3398338717835977,0.28514986200838116,423,385,206.9458116898795,206.9458116898795,1850,TRUE,TRUE,FALSE,FALSE,standard
2,epanechnikov,mserd,-0.4409364695498581,0.39309918894834767,0.2619931442569711,476,428,240.7378771108627,240.7378771108627,1850,TRUE,TRUE,FALSE,FALSE,standard
1,triangular,msetwo,-0.30716671724892664,0.3406314001386559,0.3671860167910483,469,334,171.66427027058978,236.74817968081362,1850,TRUE,TRUE,FALSE,FALSE,standard
2,triangular,msetwo,-0.41135478326770275,0.38598112612925173,0.28654205974126606,499,439,253.02619183893069,252.59680540587658,1850,TRUE,TRUE,FALSE,FALSE,standard
1,epanechnikov,msetwo,-0.30110145281922945,0.3455664647307231,0.38357553452513177,436,305,152.40628756480885,215.9030366287938,1850,TRUE,TRUE,FALSE,FALSE,standard
2,epanechnikov,msetwo,-0.4258597795611997,0.3951896086155169,0.2812083963734638,480,419,232.7951521172306,242.7993107805479,1850,TRUE,TRUE,FALSE,FALSE,standard
1,triangular,cerrd,-0.3541984982708294,0.34876605037154174,0.30983124568598724,344,325,166.72940198630508,166.72940198630508,1850,TRUE,TRUE,FALSE,FALSE,standard
2,triangular,cerrd,-0.2677123176987998,0.3879441987071117,0.49014422808193264,425,389,209.56185164444761,209.56185164444761,1850,TRUE,TRUE,FALSE,FALSE,standard
1,epanechnikov,cerrd,-0.3512224842565635,0.3498534636456792,0.31542048927862626,352,334,172.5311278908115,172.5311278908115,1850,TRUE,TRUE,FALSE,FALSE,standard
2,epanechnikov,cerrd,-0.21851333612250767,0.3955556178603368,0.580659762288333,401,368,195.55596969663483,195.55596969663483,1850,TRUE,TRUE,FALSE,FALSE,standard
1,triangular,certwo,-0.26281689999871194,0.3483098610304443,0.45051956065178467,405,295,143.1168378160821,197.37742036373297,1850,TRUE,TRUE,FALSE,FALSE,standard
2,triangular,certwo,-0.2527189985199601,0.38835020798282943,0.5152077138134645,416,385,205.5380021521181,205.18920336192272,1850,TRUE,TRUE,FALSE,FALSE,standard
1,epanechnikov,certwo,-0.24435377320218016,0.35267904734312616,0.48840352090461653,367,267,127.06141997506178,179.99878383834263,1850,TRUE,TRUE,FALSE,FALSE,standard
2,epanechnikov,certwo,-0.19658355376801145,0.3954896691800539,0.6191441398222135,405,358,189.10394267536086,197.23051158874821,1850,TRUE,TRUE,FALSE,FALSE,standard
