polynomial,kernel,bw_method,coef,se,p_value,n_treat,n_control,bw_left,bw_right,year,include_geology,exclude_border,include_enslaved,include_pc_black,version
1,triangular,mserd,0.03446784694758797,0.16311525763936027,0.8326455626953679,370,357,121.73670009660802,121.73670009660802,1890,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,mserd,0.07010483379184175,0.17515709713306388,0.6889799354078066,598,535,212.80797287612367,212.80797287612367,1890,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,mserd,0.039042180434365234,0.16363723774537997,0.811423653327061,343,330,111.04527896242647,111.04527896242647,1890,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,mserd,0.07687017484295129,0.1776345101859855,0.6652011435682137,572,518,200.38919770060278,200.38919770060278,1890,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,msetwo,-0.03543862730987899,0.15070271612737768,0.8140877614697835,591,356,120.69981432663785,210.82597918790174,1890,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,msetwo,0.05940292676529012,0.17349106398177994,0.7320516820924288,622,577,232.20912303457754,222.86062250787654,1890,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,msetwo,-0.029997024318620107,0.15236515575321463,0.8439246682129384,542,332,111.45685931106972,188.6775228456561,1890,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,msetwo,0.06984756757847971,0.1761809057701441,0.6917703759053926,588,548,215.74015061282154,207.94452400085913,1890,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,cerrd,0.023500266283731936,0.16871742228652467,0.8892227876461046,319,306,101.23216515330942,101.23216515330942,1890,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,cerrd,0.07121524382174808,0.17807411429414777,0.6892160860663716,500,452,172.36203366652052,172.36203366652052,1890,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,cerrd,0.004457074562433573,0.17217468225404858,0.9793475220537707,295,281,92.34153719049999,92.34153719049999,1890,TRUE,FALSE,FALSE,FALSE,standard
