year,specification,polynomial,kernel,bw_method,coef,se,p_value,fisher_p,n_studies,mean_n_treat,mean_n_control,version
1870,Baseline,ALL,ALL,ALL,-0.2624388955235221,0.048550467568694515,6.463273005685721e-8,0.004623256237107687,16,373.6875,368.8125,population_controls
1870,No_Geography,ALL,ALL,ALL,-0.33307203737465485,0.04714763948249729,1.6124879209655774e-12,2.1157728208320847e-6,16,348.9375,379.6875,population_controls
1870,No_Border,ALL,ALL,ALL,-0.4447559269539006,0.07419153124907422,2.038621937927587e-9,3.9613195314203153e-4,16,325.8125,305.875,population_controls
