year,specification,polynomial,kernel,bw_method,coef,se,p_value,fisher_p,n_studies,mean_n_treat,mean_n_control,version
1890,Baseline,ALL,ALL,ALL,0.02951979824125161,0.042112538919809726,0.48331919103655974,0.9999870855973045,16,487.1875,410.3125,standard
1890,No_Geography,ALL,ALL,ALL,-0.02215311141296464,0.04195003663455873,0.5974415604167815,0.9996656910238454,16,475.25,404.8125,standard
1890,No_Border,ALL,ALL,ALL,-0.01825349632109322,0.06359492781425637,0.7740912255372598,0.9999999754859983,16,428.625,338.375,standard
