year,specification,polynomial,kernel,bw_method,coef,se,p_value,fisher_p,n_studies,mean_n_treat,mean_n_control,version
1850,Baseline,ALL,ALL,ALL,-0.2373186093121352,0.058052572650204665,4.351180918793496e-5,0.19038232030612812,16,512.875,455.0625,standard
1850,No_Geography,ALL,ALL,ALL,-0.2187612896032381,0.05630692031241944,1.0226330173779274e-4,0.2752206499821781,16,460.25,475.5,standard
1850,No_Border,ALL,ALL,ALL,-0.32565808707509925,0.09156566788085273,3.7575369674258674e-4,0.4700048292538127,16,425.75,365.5,standard
