polynomial,kernel,bw_method,coef,se,p_value,n_treat,n_control,bw_left,bw_right,year,include_geology,exclude_border,include_enslaved,include_pc_black,version
2,triangular,certwo,0.028900849777456838,0.18313918493255538,0.874608002993402,432,469,180.28692787467244,158.65045669342706,1860,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,certwo,-0.1692679604936228,0.1849379447166724,0.3600504496372627,396,307,101.31061397979738,146.1511311744306,1860,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,certwo,0.026670555683420905,0.18135891108553295,0.8830850352480283,430,440,167.76179253973677,158.16182856594918,1860,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,mserd,-0.17061648870734247,0.17538580083244454,0.33064936350737417,379,392,138.60207757721227,138.60207757721227,1860,FALSE,FALSE,FALSE,FALSE,standard
2,triangular,mserd,-0.05097743345099559,0.17820115585907792,0.7748269633249285,515,504,197.22362098752484,197.22362098752484,1860,FALSE,FALSE,FALSE,FALSE,standard
1,epanechnikov,mserd,-0.18543126120668418,0.17691062140626346,0.29456327075611743,368,379,132.2783414952543,132.2783414952543,1860,FALSE,FALSE,FALSE,FALSE,standard
2,epanechnikov,mserd,-0.05515247646747845,0.17812057422959202,0.7568380570860922,500,487,190.11740965827892,190.11740965827892,1860,FALSE,FALSE,FALSE,FALSE,standard
1,triangular,msetwo,-0.21520650876356484,0.17744901396353274,0.225214173231951,391,450,172.64339462944977,143.6346031302893,1860,FALSE,FALSE,FALSE,FALSE,standard
2,triangular,msetwo,-0.10975048628129969,0.1752911035250595,0.5312466344606809,470,615,270.6424786729023,177.74163527789625,1860,FALSE,FALSE,FALSE,FALSE,standard
1,epanechnikov,msetwo,-0.24153664764163985,0.18024375106103072,0.1802272700801832,383,431,160.8146575900579,139.55690030410486,1860,FALSE,FALSE,FALSE,FALSE,standard
2,epanechnikov,msetwo,-0.1388002612289032,0.17600640899750358,0.4303404925682952,459,611,263.37082373229623,173.79708338781958,1860,FALSE,FALSE,FALSE,FALSE,standard
1,triangular,cerrd,-0.12839435882419004,0.1725989778588894,0.4569440591115127,323,339,115.25684856541554,115.25684856541554,1860,FALSE,FALSE,FALSE,FALSE,standard
2,triangular,cerrd,-0.0102437346077906,0.18051071009485664,0.954745439194582,433,430,159.7396184976246,159.7396184976246,1860,FALSE,FALSE,FALSE,FALSE,standard
1,epanechnikov,cerrd,-0.14051614260004452,0.1726890121407981,0.4158198423728368,317,329,109.99824130132272,109.99824130132272,1860,FALSE,FALSE,FALSE,FALSE,standard
2,epanechnikov,cerrd,-0.014953284307866355,0.18032430085965934,0.9339116531067246,420,420,153.98400220271313,153.98400220271313,1860,FALSE,FALSE,FALSE,FALSE,standard
1,triangular,certwo,-0.15601974507850436,0.1709171884806339,0.3613276245748037,333,398,143.564468429709,119.44172837177673,1860,FALSE,FALSE,FALSE,FALSE,standard
2,triangular,certwo,-0.03961975487852776,0.17800416816064094,0.8238642090440043,391,545,219.20460681124766,143.96034748916313,1860,FALSE,FALSE,FALSE,FALSE,standard
1,epanechnikov,certwo,-0.1687045451683984,0.1716862547206256,0.32578819532083664,326,381,133.72808662720806,116.05084718624407,1860,FALSE,FALSE,FALSE,FALSE,standard
2,epanechnikov,certwo,-0.053012494378478436,0.17796998943762424,0.7657999255848231,385,528,213.31499085022514,140.76549075288614,1860,FALSE,FALSE,FALSE,FALSE,standard
1,triangular,mserd,-0.31891847678879837,0.25494647920092384,0.21096248259832562,309,323,140.19588274294827,140.19588274294827,1860,TRUE,TRUE,FALSE,FALSE,standard
2,triangular,mserd,-0.5078449822353989,0.30128331828185967,0.09187170432571556,560,540,264.1818867269625,264.1818867269625,1860,TRUE,TRUE,FALSE,FALSE,standard
1,epanechnikov,mserd,-0.2823836856457485,0.2597416273336487,0.27696103888087453,285,300,129.24416532375804,129.24416532375804,1860,TRUE,TRUE,FALSE,FALSE,standard
2,epanechnikov,mserd,-0.5535860634002774,0.31067585453640134,0.07476934252523391,543,518,250.86797737926224,250.86797737926224,1860,TRUE,TRUE,FALSE,FALSE,standard
1,triangular,msetwo,-0.19764081437933964,0.2676968590931122,0.46033165969069717,535,263,113.62140609480534,246.41359078196174,1860,TRUE,TRUE,FALSE,FALSE,standard
2,triangular,msetwo,-0.42228343008676067,0.3041743889895191,0.16504758764749042,491,495,237.03627836546264,224.78038797582778,1860,TRUE,TRUE,FALSE,FALSE,standard
1,epanechnikov,msetwo,-0.17139337464859558,0.2768946268968752,0.5359268258039614,513,239,101.83383521091393,236.6572036800553,1860,TRUE,TRUE,FALSE,FALSE,standard
2,epanechnikov,msetwo,-0.31973990716480244,0.33075721626015914,0.3336987044489294,515,434,199.9934157231707,237.68180623952318,1860,TRUE,TRUE,FALSE,FALSE,standard
1,triangular,cerrd,-0.22370046816008887,0.26102160503998156,0.39143439853817685,253,268,116.88158159748694,116.88158159748694,1860,TRUE,TRUE,FALSE,FALSE,standard
2,triangular,cerrd,-0.317643695288577,0.3107674137213515,0.30672090072894304,473,459,214.5999859066073,214.5999859066073,1860,TRUE,TRUE,FALSE,FALSE,standard
1,epanechnikov,cerrd,-0.2044588914837553,0.26123067300565894,0.43381759428435707,238,255,107.75111336889636,107.75111336889636,1860,TRUE,TRUE,FALSE,FALSE,standard
2,epanechnikov,cerrd,-0.3053927132971165,0.3172022010154221,0.33566303779414863,452,444,203.7848433781899,203.7848433781899,1860,TRUE,TRUE,FALSE,FALSE,standard
1,triangular,certwo,-0.20260260748968234,0.29622702159628056,0.4940107128240724,454,213,94.7263884492298,205.4354924995848,1860,TRUE,TRUE,FALSE,FALSE,standard
2,triangular,certwo,-0.16889945311399127,0.3091324116008733,0.5848143456363732,406,418,192.54909042706643,182.59339688019264,1860,TRUE,TRUE,FALSE,FALSE,standard
1,epanechnikov,certwo,-0.20358432573574703,0.3018868004120665,0.5000741649642721,441,190,84.89906755259659,197.30157349399613,1860,TRUE,TRUE,FALSE,FALSE,standard
2,epanechnikov,certwo,-0.10717500981690119,0.3229238683783953,0.7399727726516623,432,362,162.4584665032843,193.07346503272927,1860,TRUE,TRUE,FALSE,FALSE,standard
