polynomial,kernel,bw_method,coef,se,p_value,n_treat,n_control,bw_left,bw_right,year,include_geology,exclude_border,include_enslaved,include_pc_black,version
1,triangular,mserd,-0.19750134034271835,0.17808628560240045,0.26742134130156875,418,418,153.51799553508735,153.51799553508735,1860,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,mserd,-0.03511489997844418,0.18127619616978183,0.8464034450161425,517,505,198.6063302066729,198.6063302066729,1860,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,mserd,-0.20104928321852514,0.17854303589895193,0.2601422281455948,387,396,141.98126641469355,141.98126641469355,1860,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,mserd,-0.021250453577561355,0.1795691515891895,0.9057972048942149,489,478,186.35688970969173,186.35688970969173,1860,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,msetwo,-0.17451913154197365,0.18235248758032505,0.33854566306749245,470,374,130.03368687710153,177.9890246121135,1860,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,msetwo,-0.050473318668281496,0.18092136323992936,0.7802606961428997,512,550,222.5924981327558,195.87887985889657,1860,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,msetwo,-0.20172720724273016,0.18603518632187402,0.27820975600473696,465,355,121.83103870181944,175.75398488827076,1860,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,msetwo,-0.05985202891286331,0.18242477566563728,0.7428424365835664,510,517,207.12825346165974,195.27559177342408,1860,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,cerrd,-0.13815914207393737,0.17467343345745298,0.42896919408864287,355,371,127.66042668874678,127.66042668874678,1860,TRUE,FALSE,FALSE,FALSE,standard
2,triangular,cerrd,0.02292795149130142,0.18619689703698503,0.9019976590574456,435,430,160.859532238453,160.859532238453,1860,TRUE,FALSE,FALSE,FALSE,standard
1,epanechnikov,cerrd,-0.13325082821992376,0.17429057536690934,0.4445499121176645,330,342,118.06686889789255,118.06686889789255,1860,TRUE,FALSE,FALSE,FALSE,standard
2,epanechnikov,cerrd,0.019551392270258688,0.18827320322168128,0.9172916739909929,410,413,150.93820059470988,150.93820059470988,1860,TRUE,FALSE,FALSE,FALSE,standard
1,triangular,certwo,-0.1444680124796104,0.18005345671543999,0.42234371345410887,402,327,108.13166165166365,148.00971539980142,1860,TRUE,FALSE,FALSE,FALSE,standard
