year,specification,polynomial,kernel,bw_method,coef,se,p_value,fisher_p,n_studies,mean_n_treat,mean_n_control,version
1880,Baseline,ALL,ALL,ALL,-0.02660733854821693,0.0458172147299001,0.561423801118542,0.9999994629492787,16,444.5,392.5,standard
1880,No_Geography,ALL,ALL,ALL,-0.08198537512749217,0.04427882373123616,0.06408748564614597,0.9931397229071419,16,432.6875,389.8125,standard
1880,No_Border,ALL,ALL,ALL,-0.010709941210297936,0.06940720161616297,0.877368539844867,0.9999623319185502,16,346.4375,308.75,standard
