year,specification,polynomial,kernel,bw_method,coef,se,p_value,fisher_p,n_studies,mean_n_treat,mean_n_control,version
1870,Baseline,ALL,ALL,ALL,-0.17210591285629454,0.04711647930154751,2.594212057926981e-4,0.39994234655693894,16,434.9375,388.6875,standard
1870,No_Geography,ALL,ALL,ALL,-0.26532691463107194,0.04514278602359997,4.1649814708222266e-9,4.715187376966856e-4,16,442.0625,425.25,standard
1870,No_Border,ALL,ALL,ALL,-0.29495600740071115,0.07387592033689737,6.535646068983603e-5,0.2205978948524877,16,399.9375,345.25,standard
