RDD ANALYSIS RESULTS
Year: 1890
Analysis Date: 2025-06-10
Includes both linear (p1) and quadratic (p2) polynomial results
Clustered results use clustering by nearest border point
====================================================================================================

====================================================================================================
RDD Results: Basic Model (Year: 1890)
Includes both linear (p1) and quadratic (p2) polynomial results
Clustered results use clustering by nearest border point
====================================================================================================

Segment                                                 Coeff    Std Err    P-value     Obs Free    Obs Slave      BW Free     BW Slave
Border Point 9                                        -0.4506     0.1779     0.0113           28           27        58.42        58.42
Border Point 10                                       -0.2345     0.1886     0.2139           37           48        79.14        79.14
Border Point 11                                        0.1500     0.1812     0.4080           70           57       107.87       107.87
Border Point 12                                        0.2781     0.1588     0.0798           55           60        93.54        93.54
Border Point 13                                        0.1375     0.1971     0.4854           37           51        86.99        86.99
Border Point 14                                       -0.0256     0.1409     0.8559           18           33        52.29        52.29
Border Point 15                                        0.1697     0.1375     0.2172           49           29        91.24        91.24
Border Point 16                                        0.5509     0.2733     0.0438           18           19        38.48        38.48
Border Point 17                                       -0.3685     0.1693     0.0295           59           49       138.75       138.75
Border Point 18                                       -0.1990     0.2998     0.5070           26           48        86.12        86.12
Border Point 19                                       -0.4184     0.2860     0.1436           45           48        85.03        85.03
Border Point 20                                        0.1240     0.1823     0.4964          103           74       167.83       167.83
Overall                                               -0.0209     0.1119     0.8516          262          275        84.46        84.46
Robust: mserd triangular p1                           -0.0209     0.1119     0.8516          262          275        84.46        84.46
Robust: msetwo triangular p1                          -0.0443     0.0962     0.6453          273          388        88.93       129.70
Robust: msesum triangular p1                          -0.0072     0.0870     0.9336          398          419       142.15       142.15
Robust: cerrd triangular p1                            0.0496     0.1354     0.7142          187          202        57.08        57.08
Robust: certwo triangular p1                          -0.0253     0.1155     0.8267          193          282        60.11        87.66
Robust: cersum triangular p1                          -0.0262     0.1051     0.8034          292          300        96.07        96.07
Robust: mserd uniform p1                              -0.0707     0.1176     0.5476          196          216        63.67        63.67
Robust: msetwo uniform p1                             -0.0492     0.1041     0.6367          196          281        63.60        87.46
Robust: msesum uniform p1                              0.0440     0.0933     0.6370          306          319       101.08       101.08
Robust: cerrd uniform p1                              -0.0053     0.1368     0.9689          145          160        43.03        43.03
Robust: certwo uniform p1                             -0.0420     0.1271     0.7413          144          204        42.98        59.11
Robust: cersum uniform p1                             -0.0750     0.1113     0.5005          217          230        68.32        68.32
Robust: mserd epanechnikov p1                         -0.0367     0.1121     0.7432          248          259        77.58        77.58
Robust: msetwo epanechnikov p1                        -0.0429     0.0991     0.6652          253          341        81.14       109.04
Robust: msesum epanechnikov p1                         0.0032     0.0899     0.9718          358          373       123.16       123.16
Robust: cerrd epanechnikov p1                          0.0354     0.1358     0.7945          172          185        52.43        52.43
Robust: certwo epanechnikov p1                        -0.0345     0.1195     0.7731          184          247        54.84        73.70
Robust: cersum epanechnikov p1                        -0.0446     0.1081     0.6796          258          271        83.24        83.24
Robust: mserd triangular p2                            0.0555     0.1109     0.6164          477          533       184.58       184.58
Robust: msetwo triangular p2                           0.0579     0.1075     0.5899          528          552       206.67       192.70
Robust: msesum triangular p2                           0.0390     0.0980     0.6909          590          655       238.32       238.32
Robust: cerrd triangular p2                            0.0127     0.1420     0.9288          343          357       117.95       117.95
Robust: certwo triangular p2                           0.0234     0.1368     0.8641          381          373       132.08       123.14
Robust: cersum triangular p2                           0.0360     0.1222     0.7686          418          452       152.30       152.30
Robust: mserd uniform p2                               0.0617     0.1085     0.5692          437          476       163.00       163.00
Robust: msetwo uniform p2                              0.0458     0.1024     0.6549          436          563       162.39       197.73
Robust: msesum uniform p2                             -0.0547     0.0879     0.5334          624          693       255.32       255.32
Robust: cerrd uniform p2                              -0.0197     0.1363     0.8854          318          327       104.16       104.16
Robust: certwo uniform p2                              0.0047     0.1270     0.9706          317          379       103.78       126.36
Robust: cersum uniform p2                              0.0468     0.1085     0.6660          437          476       163.16       163.16
Robust: mserd epanechnikov p2                          0.0550     0.1106     0.6192          462          507       174.63       174.63
Robust: msetwo epanechnikov p2                         0.0654     0.1072     0.5419          497          531       192.84       183.48
Robust: msesum epanechnikov p2                         0.0374     0.0966     0.6987          575          636       230.40       230.40
Robust: cerrd epanechnikov p2                         -0.0144     0.1412     0.9190          332          346       111.60       111.60
Robust: certwo epanechnikov p2                        -0.0088     0.1363     0.9485          358          354       123.24       117.25
Robust: cersum epanechnikov p2                         0.0299     0.1204     0.8036          406          432       147.24       147.24
Robust Clustered: mserd triangular p1                 -0.0078     0.1652     0.9622          338          352       114.49       114.49
Robust Clustered: msetwo triangular p1                -0.0396     0.1561     0.7998          343          499       118.20       171.38
Robust Clustered: msesum triangular p1                -0.0385     0.1551     0.8039          465          514       176.84       176.84
Robust Clustered: cerrd triangular p1                 -0.0264     0.1750     0.8799          287          299        95.21        95.21
Robust Clustered: certwo triangular p1                -0.0461     0.1649     0.7801          299          420        98.29       142.51
Robust Clustered: cersum triangular p1                -0.0296     0.1600     0.8532          406          431       147.05       147.05
Robust Clustered: mserd uniform p1                    -0.0336     0.1694     0.8429          272          283        87.90        87.90
Robust Clustered: msetwo uniform p1                   -0.0360     0.1646     0.8271          272          383        87.65       128.04
Robust Clustered: msesum uniform p1                    0.0192     0.1656     0.9077          343          358       118.19       118.19
Robust Clustered: cerrd uniform p1                    -0.0430     0.1774     0.8084          228          247        73.10        73.10
Robust Clustered: certwo uniform p1                   -0.0371     0.1676     0.8249          227          331        72.88       106.48
Robust Clustered: cersum uniform p1                    0.0495     0.1587     0.7553          299          308        98.29        98.29
Robust Clustered: mserd epanechnikov p1               -0.0156     0.1666     0.9254          320          328       104.71       104.71
Robust Clustered: msetwo epanechnikov p1              -0.0356     0.1598     0.8235          327          449       108.59       151.44
Robust Clustered: msesum epanechnikov p1              -0.0112     0.1590     0.9436          416          449       151.47       151.47
Robust Clustered: cerrd epanechnikov p1               -0.0469     0.1766     0.7906          271          281        87.07        87.07
Robust Clustered: certwo epanechnikov p1              -0.0518     0.1686     0.7586          274          378        90.30       125.93
Robust Clustered: cersum epanechnikov p1              -0.0068     0.1618     0.9664          367          378       125.96       125.96
Robust Clustered: mserd triangular p2                  0.0568     0.1769     0.7483          528          582       205.65       205.65
Robust Clustered: msetwo triangular p2                 0.0524     0.1760     0.7658          570          588       226.60       209.34
Robust Clustered: msesum triangular p2                 0.0361     0.1715     0.8331          613          684       249.61       249.61
Robust Clustered: cerrd triangular p2                  0.0465     0.1811     0.7972          441          484       166.56       166.56
Robust Clustered: certwo triangular p2                 0.0537     0.1803     0.7659          476          493       183.53       169.55
Robust Clustered: cersum triangular p2                 0.0523     0.1774     0.7679          521          575       202.17       202.17
Robust Clustered: mserd uniform p2                     0.0655     0.1814     0.7180          453          501       173.15       173.15
Robust Clustered: msetwo uniform p2                    0.0645     0.1745     0.7117          455          567       173.67       199.22
Robust Clustered: msesum uniform p2                   -0.0374     0.1721     0.8281          608          673       246.11       246.11
Robust Clustered: cerrd uniform p2                     0.0669     0.1760     0.7039          397          414       140.24       140.24
Robust Clustered: certwo uniform p2                    0.0554     0.1765     0.7534          397          472       140.67       161.36
Robust Clustered: cersum uniform p2                    0.0290     0.1753     0.8685          516          569       199.33       199.33
Robust Clustered: mserd epanechnikov p2                0.0607     0.1784     0.7336          502          555       193.67       193.67
Robust Clustered: msetwo epanechnikov p2               0.0592     0.1778     0.7392          532          564       209.85       197.93
Robust Clustered: msesum epanechnikov p2               0.0314     0.1722     0.8554          586          652       237.57       237.57
Robust Clustered: cerrd epanechnikov p2                0.0439     0.1810     0.8082          427          460       156.86       156.86
Robust Clustered: certwo epanechnikov p2               0.0544     0.1789     0.7613          446          470       169.96       160.31
Robust Clustered: cersum epanechnikov p2               0.0549     0.1784     0.7583          495          550       192.42       192.42
========================================================================================================================

