GISJOIN,year,state,census_pop,enslaved,farmv_total,improved,unimproved,land,farmv,pc_enslaved,farmv_na,cotton,corn
G1901590,1860,Iowa,2923,0,425098,16875,39076,55951,7.597683687512288,0,46.42398059676242,0,204319
G4802930,1860,Texas,4537,1072,663457,18582,95864,114446,5.797118291596036,23.62794798324884,35.422020467702666,521200,183740
G2700430,1860,Minnesota,1335,0,112400,4156,11699,15855,7.089246294544308,0,43.317285367450694,0,18425
G4500070,1860,South Carolina,22873,8425,3445350,133249,295414,428663,8.037432668553153,36.83382153630919,49.11097034297172,2004000,579682
G1901630,1860,Iowa,25959,0,4405186,151053,43209,194262,22.6765193398606,0,138.55990024513557,0,1015796
G4950055,1860,Utah Territory,2605,0,132130,6286,1977,8263,15.990560329178265,0,97.70681341647129,40000,7977
G4950115,1860,Utah Territory,2904,10,255899,8278,885,9163,27.92742551566081,0.34435261707988984,170.64441132071917,0,11429
G3300010,1860,New Hampshire,18549,0,4215670,148824,83224,232048,18.167232641522443,0,111.00689240763325,0,90619
G1701890,1860,Illinois,13731,0,3806752,129689,106154,235843,16.141042981983777,0,98.6263046774032,0,1178825
G2050375,1860,Kansas Territory,19,0,NA,NA,NA,NA,NA,0,NA,NA,NA
G3300130,1860,New Hampshire,41408,0,10213110,327377,146419,473796,21.555922802218678,0,131.71274076075306,0,230333
G1302290,1860,Georgia,1973,233,208710,7668,134299,141967,1.4701303824128142,11.809427268119615,8.982909417513577,90400,39090
G2200770,1860,Louisiana,17718,12903,8815520,82932,169025,251957,34.988192429660614,72.82424652895361,213.7876796766458,11578800,507510
G4500590,1860,South Carolina,23858,13200,5810438,299862,146323,446185,13.022486188464427,55.32735350825719,79.57104704536982,6360400,613486
G4200570,1860,Pennsylvania,9131,0,1725609,73999,86227,160226,10.769843845568134,0,65.8067698367849,0,88660
G1300310,1860,Georgia,5668,2162,908337,41143,480225,521368,1.7422185481272345,38.1439661256175,10.645444506529744,551200,138117
G1901270,1860,Iowa,6015,0,1017015,34120,79585,113705,8.944329624906556,0,54.65236538343815,0,477775
G4800210,1860,Texas,7006,2591,1148154,38671,136122,174793,6.568649774304463,36.982586354553234,40.13629445648662,1955200,165736
G2601210,1860,Michigan,3947,0,240380,4659,19893,24552,9.790648419680677,0,59.82361084761115,0,7044
G0600610,1860,California,13270,0,565165,26766,63523,90289,6.259511125386259,0,38.24737051211705,0,225
G2901250,1860,Missouri,4901,64,686907,25894,117024,142918,4.806301515554374,1.305855947765762,29.36785176606172,0,292372
G1302750,1860,Georgia,10766,6244,1530540,74423,152018,226441,6.759111644975954,57.99739921976593,41.3000699638836,2632800,337675
G4200770,1860,Pennsylvania,43753,0,15518918,158940,38515,197455,78.59470765490872,0,480.2357314738889,0,608280
G2100270,1860,Kentucky,13236,2340,1677235,75096,134453,209549,8.004022925425557,17.67905711695376,48.90682743172528,0,623973
G2601050,1860,Michigan,831,0,8050,160,760,920,8.75,0,53.464956811682775,0,1500
G4200750,1860,Pennsylvania,31831,0,11289394,126869,41673,168542,66.98267494155759,0,409.2829511864414,0,546143
G1800830,1860,Indiana,16056,0,2316234,73321,106430,179751,12.885792012283659,0,78.7358072481226,0,877188
G4950075,1860,Utah Territory,6712,0,302340,14112,41986,56098,5.389496951762986,0,32.93133963002332,0,460
G4801155,1860,Texas,281,0,NA,NA,NA,NA,NA,0,NA,NA,NA
G2100530,1860,Kentucky,5781,258,842066,41558,60970,102528,8.213034488139826,4.462895692786715,50.18394676585793,0,263618
G1900010,1860,Iowa,984,0,201680,4069,16760,20829,9.682653992030342,0,59.16373457215658,0,78460
G2900010,1860,Missouri,8531,86,755715,45373,125090,170463,4.433308107917847,1.0080881491032705,27.088757316881235,120000,554835
G1701790,1860,Illinois,21470,0,7198430,215266,112429,327695,21.96685942721128,0,134.22367892161802,0,2592560
G4800710,1860,Texas,1508,513,275488,3111,229953,233064,1.182027254316411,34.0185676392573,7.222518411686729,16000,33320
G4804990,1860,Texas,4968,1005,481879,15144,84820,99964,4.820525389140091,20.22946859903382,29.454763627428026,443200,130188
G0900010,1860,Connecticut,77476,0,15944882,230692,68321,299013,53.325046068231146,0,325.83100400216824,0,378582
G4700530,1860,Tennessee,21777,6141,6758900,121509,253525,375034,18.022099329660776,28.199476511916245,110.12008712184804,2893600,994437
G1700270,1860,Illinois,10941,0,4073548,111879,88899,200778,20.288816503800216,0,123.97036550123832,0,1033008
G4804410,1860,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G4201270,1860,Pennsylvania,32239,0,6410780,123293,274129,397422,16.130913739048165,0,98.56441215899319,0,123003
G2102350,1860,Kentucky,7762,183,338607,40495,260776,301271,1.1239282904760166,2.3576397835609377,6.867517429683277,0,330673
G4802310,1860,Texas,6630,577,634699,16083,118417,134500,4.718951672862453,8.70286576168929,28.8341197012582,8800,106543
G5101597,1860,Virginia,5381,72,531702,19767,105808,125575,4.2341389607804105,1.3380412562720685,25.871777905461492,0,100074
G2050635,1860,Kansas Territory,770,0,111310,3908,15471,19379,5.743846431704422,0,35.09651444617315,0,48575
G3901010,1860,Ohio,15490,0,6128526,136153,85503,221656,27.648816183635905,0,168.94203007454277,0,1143465
G3400190,1860,New Jersey,33654,4,15824190,203734,45740,249474,63.43021717694028,0.011885659951268793,387.57643679094525,0,1085711
G5500010,1860,Wisconsin,6492,0,754940,47404,43442,90846,8.310107214406798,0,50.77708837928148,0,50338
G5500570,1860,Wisconsin,8770,0,697481,24631,61814,86445,8.068494418416334,0,49.30076635610661,0,57499
G5101270,1860,Virginia,5884,3374,1331275,46310,66965,113275,11.752593246523945,57.34194425560843,71.81164461150598,0,198350
G0100450,1860,Alabama,12197,1809,1431122,76726,273651,350377,4.084520388039169,14.831515946544233,24.957566416337365,3134400,341239
G1302610,1860,Georgia,9428,4890,2319466,102327,160742,263069,8.816949165428081,51.86677980483666,53.874035010333124,5769200,386892
G2800130,1860,Mississippi,9518,1823,1260177,56295,155571,211866,5.947990711109853,19.15318344189956,36.343893312660406,3266400,337714
G2900990,1860,Missouri,10344,564,2416360,46653,193019,239672,10.08194532527788,5.452436194895592,61.603516730711874,0,424724
G2701290,1860,Minnesota,245,0,24660,555,7173,7728,3.190993788819876,0,19.49786801206887,0,1320
G0100310,1860,Alabama,9623,1417,1004062,56612,213181,269793,3.721601375869648,14.72513769094877,22.740029352133707,2117600,257822
G2700590,1860,Minnesota,284,0,23430,559,3730,4289,5.462811844252739,0,33.37931420837963,0,3460
G2701050,1860,Minnesota,35,0,NA,NA,NA,NA,NA,0,NA,NA,NA
G1700130,1860,Illinois,5144,0,669390,19811,48824,68635,9.752895752895753,0,59.59293145341895,0,287500
G5500610,1860,Wisconsin,5530,0,1014520,23758,87705,111463,9.101854427029597,0,55.61488615398412,0,23395
G2902090,1860,Missouri,2400,16,157822,10109,13128,23237,6.791840599044627,0.6666666666666667,41.5000530628291,0,160310
G2300230,1860,Maine,21790,0,2487209,70838,45728,116566,21.337345366573444,0,130.377171257121,0,27033
G1901350,1860,Iowa,8612,0,1997648,51120,91295,142415,14.026949408419057,0,85.70859935094676,0,730856
G1801630,1860,Indiana,20552,0,1912594,50850,46999,97849,19.546382691698433,0,119.43388644986061,0,429405
G4700030,1860,Tennessee,21584,6744,7071904,184768,92458,277226,25.509526523486254,31.24536693847294,155.87036958453356,102000,1333522
G1700750,1860,Illinois,12325,0,3035168,142731,81474,224205,13.537467942284962,0,82.71773015700636,0,906186
G4201250,1860,Pennsylvania,46805,0,20937686,371829,143487,515316,40.630770245829744,0,248.26541444785056,0,628113
G1901310,1860,Iowa,3409,0,607070,17549,665615,683164,0.8886153251635039,0,5.429689140807564,0,101489
G4200870,1860,Pennsylvania,16340,0,6777256,94881,61933,156814,43.21843712933794,0,264.07678566725485,0,365305
G2101610,1860,Kentucky,18222,3772,6005997,128300,26283,154583,38.852894561497706,20.700252442102954,237.40209482735307,0,1076096
G1701370,1860,Illinois,22112,0,9019910,202838,80236,283074,31.86414153189625,0,194.6988515250492,0,2452100
G2200990,1860,Louisiana,12674,7358,4850021,42870,170011,212881,22.782780050826517,58.05586239545526,139.20918302485802,1886800,569283
G1900110,1860,Iowa,8496,0,1903648,59908,84052,143960,13.223450958599612,0,80.7989982174781,0,526506
G2050535,1860,Kansas Territory,1501,0,63365,3792,41648,45440,1.3944762323943662,0,8.520641318843762,0,31450
G1302930,1860,Georgia,9910,4888,1413869,97729,97363,195092,7.247191068829065,49.32391523713421,44.2823722858239,3627600,368265
G1700730,1860,Illinois,20660,0,5274000,200078,47763,247841,21.279772111958877,0,130.02538250609518,0,1383816
G4800530,1860,Texas,2487,235,302289,9069,108499,117568,2.571184335873707,9.449135504624046,15.710658225412915,4400,23908
G4400030,1860,Rhode Island,17303,0,2163828,51805,38073,89878,24.075168561828256,0,147.1060397019578,0,53947
G2800590,1860,Mississippi,4122,1087,38006,2605,51403,54008,0.7037105613983113,26.370693837942742,4.299869116924087,1600,14715
G0500590,1860,Arkansas,5635,613,797525,25400,139691,165091,4.830820577741973,10.87843833185448,29.51767012045291,717200,272385
G1302150,1860,Georgia,16584,7445,1514052,69063,74938,144001,10.514176984882049,44.89266763145201,64.24457353224088,2770000,224988
G4801750,1860,Texas,3384,843,448010,10868,93918,104786,4.275475731490848,24.911347517730498,26.124357180977825,490000,74550
G1900290,1860,Iowa,1612,0,324324,9813,26130,35943,9.023286870878891,0,55.13481632582447,0,116204
G2200890,1860,Louisiana,5297,4182,3261900,29969,54594,84563,38.57360784267351,78.95034925429488,235.69557455763737,0,175047
G2800070,1860,Mississippi,14169,5015,2435023,91513,229711,321224,7.580451647448509,35.394170371938735,46.31868799358675,5834800,567159
G5350115,1860,Washington Territory,294,0,NA,NA,NA,NA,NA,0,NA,NA,NA
G2600370,1860,Michigan,13916,0,3580940,80548,122779,203327,17.611728889916243,0,107.61260851182146,0,160449
G5101053,1860,Virginia,7999,230,1327743,42613,69731,112344,11.818548387096774,2.875359419927491,72.21464903918996,0,136677
G0501190,1860,Arkansas,11699,3505,3361692,35926,148520,184446,18.2258872515533,29.959825626121887,111.3652885438739,4462800,385710
G0950000,1860,Dakota Territory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3701770,1860,North Carolina,4944,1597,455845,21370,63633,85003,5.362693081420656,32.301779935275086,32.76756045628176,3200,298661
G1700790,1860,Illinois,8364,0,1997452,70145,110919,181064,11.031745681085141,0,67.40706358819257,172000,599576
G1701570,1860,Illinois,17205,0,3345607,96070,162020,258090,12.962947033980395,0,79.20724609415922,41600,736803
G2100770,1860,Kentucky,5056,708,1414627,38181,26399,64580,21.90503251780737,14.003164556962025,133.8458991454946,0,365225
G4803390,1860,Texas,5479,2811,543104,24408,158190,182598,2.9743151622690283,51.304982661069545,18.17390076514821,3214400,411865
G2700650,1860,Minnesota,30,0,4500,145,870,1015,4.433497536945813,0,27.089914781429698,0,800
G3150655,1860,Nebraska Territory,1201,0,313753,6646,33671,40317,7.782151449760647,0,47.55113041867743,0,72910
G1200530,1860,Florida,1200,200,NA,NA,NA,NA,NA,16.666666666666664,NA,NA,NA
G5500870,1860,Wisconsin,9587,0,1355713,29523,63338,92861,14.59937971807325,0,89.206309269045,0,44552
G3600150,1860,New York,26917,0,7156967,117998,76095,194093,36.873905808040476,0,225.30991788627915,0,173644
G2500130,1860,Massachusetts,57366,0,7402883,190706,94539,285245,25.952717839050642,0,158.57839296121506,0,175317
G4701290,1860,Tennessee,3353,120,501805,17702,390196,407898,1.2302217711290568,3.5788845809722636,7.517000441395076,0,109942
G3900610,1860,Ohio,216410,0,23332210,164623,72331,236954,98.46725524785401,0,601.6625770504525,0,1477197
G2901630,1860,Missouri,18417,4055,4974715,144524,226515,371039,13.407525893504456,22.017701037085303,81.92374775402676,6400,1079450
G2101950,1860,Kentucky,7384,97,537098,22527,277470,299997,1.7903445701123677,1.3136511375947995,10.939508013610114,0,286611
G2201010,1860,Louisiana,16816,13057,9737100,78389,210481,288870,33.70755010904559,77.64628924833492,205.96259552088637,56800,556400
G5100435,1860,Virginia,1787,21,165344,5565,47079,52644,3.1407947724337055,1.1751538891997761,19.191137927145956,0,44310
G2201030,1860,Louisiana,5406,1841,168261,6126,59532,65658,2.562688476651741,34.054753977062525,15.658746140112278,80000,41390
G3700650,1860,North Carolina,17376,10108,4974920,134758,174632,309390,16.07976986974369,58.17219152854513,98.25190875744507,7655200,725487
G5350255,1860,Washington Territory,420,0,49400,1075,6336,7411,6.6657671029550665,0,40.72970860299753,0,0
G1302130,1860,Georgia,7083,1442,1254805,37430,90593,128023,9.801402872921273,20.358605110828744,59.88932357653021,276800,307004
G4802990,1860,Texas,1101,54,93258,2330,50744,53074,1.7571315521724384,4.904632152588556,10.736567148496519,0,790
G4200990,1860,Pennsylvania,22793,0,5494933,128499,107421,235920,23.29150983384198,0,142.31766483945668,0,326979
G0100930,1860,Alabama,11182,1283,729765,38912,323869,362781,2.0115855019970725,11.47379717402969,12.291352227117795,1714000,359018
G1801370,1860,Indiana,19054,0,3702062,98990,117487,216477,17.101410311488056,0,104.49441871115145,0,428948
G0501250,1860,Arkansas,6640,749,690206,28629,123368,151997,4.540918570761265,11.28012048192771,27.746287459556495,1024800,301309
G4200670,1860,Pennsylvania,16986,0,3448455,76667,65573,142240,24.243918728908888,0,148.1371506042355,0,243016
G2901590,1860,Missouri,9392,1882,4479867,96862,161774,258636,17.321126989282234,20.038330494037478,105.83694930418828,10000,1111840
G3550035,1860,New Mexico Territory,8769,0,321582,12189,623661,635850,0.5057513564519934,0,3.0902827920178066,0,42149
G0600315,1860,California,1803,0,104800,2849,280,3129,33.49312879514222,0,204.65242108804657,0,2205
G0500750,1860,Arkansas,9372,494,1089470,44795,177199,221994,4.907655161851221,5.271020059752455,29.98715100285801,308000,480266
G3150075,1860,Nebraska Territory,41,0,4180,150,256,406,10.295566502463053,0,62.908802103542286,0,1450
G4100530,1860,Oregon,3625,0,1630014,102113,133257,235370,6.9253260823384455,0,42.31568684560517,0,3038
G1700990,1860,Illinois,48332,0,7715294,240463,18542,259005,29.78820486091002,0,182.01429558698436,0,1305655
G4701730,1860,Tennessee,6117,182,804440,34940,82756,117696,6.83489668297988,2.975314696746771,41.76313782489521,0,226900
G1701970,1860,Illinois,29321,0,6824080,243086,50889,293975,23.21313036822859,0,141.8387442972918,0,1020989
G3901210,1860,Ohio,20751,0,5434051,141558,101918,243476,22.318630994430663,0,136.3731019672137,0,706423
G4700810,1860,Tennessee,9312,1753,1693224,51867,215179,267046,6.340570538409113,18.82517182130584,38.74266628542531,56000,592863
G1800230,1860,Indiana,14505,0,4595945,87388,113003,200391,22.934887295337614,0,140.13860099726142,0,2102005
G3901110,1860,Ohio,25741,0,5062236,142406,124880,267286,18.93939824757002,0,115.7250410680676,0,535779
G2600730,1860,Michigan,1443,0,98100,2069,12123,14192,6.912344983089064,0,42.236368684378164,0,1777
G2701430,1860,Minnesota,3609,0,284700,7767,78245,86012,3.3100032553597174,0,20.22504926792419,0,49180
G1200330,1860,Florida,5768,1961,28875,890,6976,7866,3.6708619374523264,33.997919556171986,22.429997136861573,0,5790
G2700130,1860,Minnesota,4803,0,309271,12274,58561,70835,4.36607609232724,0,26.67795082431961,0,72070
G5101750,1860,Virginia,12915,5408,1615065,131963,168708,300671,5.371535665228771,41.87379016647309,32.82159112615657,1025200,572995
G3901310,1860,Ohio,13643,0,3831994,90364,112772,203136,18.86417966288595,0,115.26543439588819,0,962244
G2701470,1860,Minnesota,2863,0,332150,9509,48402,57911,5.735525202465853,0,35.04566939910342,0,54043
G5000010,1860,Vermont,24010,0,12477096,263371,95617,358988,34.75630383188296,0,212.3707752348968,0,120110
G2900650,1860,Missouri,5654,156,450605,21271,165843,187114,2.408184315444061,2.7591085956844714,14.71468233369012,0,257240
G2900510,1860,Missouri,9697,987,1247878,39899,123783,163682,7.623794919416918,10.17840569248221,46.58352755517166,75200,374334
G1800970,1860,Indiana,39855,0,10923440,133221,93381,226602,48.20539977581839,0,294.5485276690323,0,1545690
G2200190,1860,Louisiana,5928,1171,236920,8621,28781,37402,6.334420619218224,19.75371120107962,38.70508855240402,256000,91295
G0600410,1860,California,3334,0,758339,48294,102136,150430,5.041142059429635,0,30.802793427310053,0,1597
G1701910,1860,Illinois,12223,0,1577743,67194,90508,157702,10.00458459626384,0,61.13082095520833,0,669579
G2050135,1860,Kansas Territory,2607,0,348665,13648,40069,53717,6.490775732077369,0,39.66046219312402,0,211287
G1900350,1860,Iowa,58,0,2950,75,538,613,4.8123980424143555,0,29.405103256949744,0,195
G5101933,1860,Virginia,6703,10,1176511,31332,124821,156153,7.53434772306648,0.1491869312248247,46.03698007062283,10000,180150
G1800730,1860,Indiana,4291,0,1103119,48780,27344,76124,14.491080342598918,0,88.54456967676302,0,254915
G1801390,1860,Indiana,16193,0,10266642,145568,108255,253823,40.44803662394661,0,247.14886071047636,0,1847065
G2801230,1860,Mississippi,8139,2959,1528199,38463,157043,195506,7.8166347835872045,36.35581766801819,47.76183327053568,2860800,296085
G1700590,1860,Illinois,8055,0,1348915,37879,78672,116551,11.573602972089471,0,70.7179637780945,0,532070
G1901330,1860,Iowa,832,0,92435,2883,14915,17798,5.1935610742780085,0,31.73411640401263,0,25745
G2700370,1860,Minnesota,9093,0,1228387,39071,104363,143434,8.564127054952104,0,52.32922092831751,0,143842
G1900250,1860,Iowa,147,0,24960,1038,1959,2997,8.328328328328329,0,50.888424501438664,0,5980
G2600090,1860,Michigan,179,0,NA,NA,NA,NA,NA,0,NA,NA,NA
G1801010,1860,Indiana,8975,0,1137620,44102,83567,127669,8.910698760074881,0,54.446871356493574,0,318021
G3700410,1860,North Carolina,6842,3713,989606,41330,72607,113937,8.6855542975504,54.26775796550716,53.07117547474947,312800,371405
G2600410,1860,Michigan,1172,0,12170,457,1722,2179,5.5851307939421755,0,34.12671733551062,0,220
G3901410,1860,Ohio,35071,0,11981046,238895,149928,388823,30.81362470841488,0,188.27989877106316,0,2987892
G4201050,1860,Pennsylvania,11470,0,1776291,46809,84489,131298,13.528698076132157,0,82.66414381242303,0,20892
G3900150,1860,Ohio,29958,0,8685636,165632,109970,275602,31.51514139955443,0,192.56636272471468,0,1334148
G0600050,1860,California,10930,0,989045,35556,51273,86829,11.390721993803913,0,69.60050965172701,0,26700
G4701430,1860,Tennessee,4991,615,1171640,32416,87476,119892,9.77246188236079,12.322179923862954,59.712485998198375,0,295280
G2600610,1860,Michigan,9234,0,106040,1551,16281,17832,5.946612830865859,0,36.33547407749049,0,0
G2801430,1860,Mississippi,4366,3483,4217575,29341,91085,120426,35.02212977264046,79.77553825011452,213.9950463711282,5210000,180055
G2050835,1860,Kansas Territory,383,0,NA,NA,NA,NA,NA,0,NA,NA,NA
G3600250,1860,New York,42465,0,11967050,414014,316845,730859,16.373951747190635,0,100.04944262858571,0,41813
G2700210,1860,Minnesota,150,0,NA,NA,NA,NA,NA,0,NA,NA,NA
G2801490,1860,Mississippi,20696,13763,5141820,110480,186089,296569,17.337685327866364,66.50077309625048,105.93812540216243,14535200,57865
G5101953,1860,Virginia,11046,176,1673864,46199,94229,140428,11.919731107756288,1.5933369545536848,72.8329038723499,0,227223
G4800510,1860,Texas,5683,2003,1638606,23838,289485,313323,5.229766088030563,35.245468942459965,31.955339203629396,1767200,135631
G2800710,1860,Mississippi,16125,7129,3180690,101469,271977,373446,8.51713500747096,44.2108527131783,52.04208632385215,7712800,644089
G3400150,1860,New Jersey,18444,0,7962445,85944,36155,122099,65.21302385768925,0,398.4698861840679,0,425033
G1801450,1860,Indiana,19569,0,7790350,130013,107581,237594,32.78849634250023,0,200.34691895677642,0,1749752
G1000050,1860,Delaware,29615,1341,6014923,241684,218358,460042,13.074725785906503,4.528110754685126,79.89024565349557,0,1396127
G1701710,1860,Illinois,9069,0,2649477,66641,47031,113672,23.30808818354564,0,142.41896321098983,0,699690
G4200830,1860,Pennsylvania,8859,0,1441361,30332,70838,101170,14.246921024018977,0,87.0526876855577,0,32360
G4700750,1860,Tennessee,19232,11026,6624331,138026,214484,352510,18.791895265382543,57.33153078202995,114.82375643123927,10614800,822871
G1300890,1860,Georgia,7806,2000,929906,53006,91517,144523,6.434311493672287,25.621316935690498,39.31544984252604,624000,222147
G0100050,1860,Alabama,30812,16150,4960812,209150,324653,533803,9.293338553736117,52.414643645332994,56.78490793278262,17807200,909973
G2600490,1860,Michigan,22498,0,4569410,94451,88017,182468,25.042253984260253,0,153.0152031697903,0,233938
G0501450,1860,Arkansas,8316,1432,1193912,30692,134117,164809,7.244216031891463,17.21981721981722,44.264193974808805,1628400,300102
G1800490,1860,Indiana,9422,0,2340200,59469,95219,154688,15.128516756309475,0,92.43948514296059,0,396140
G1201330,1860,Florida,2154,474,86983,11245,14584,25829,3.3676487668899298,22.00557103064067,20.577279528992783,140800,41915
G4500790,1860,South Carolina,18307,11005,2099715,77118,191957,269075,7.80345628542228,60.11361774184738,47.68130894650934,3978400,223401
G2500210,1860,Massachusetts,109950,0,15539042,82054,77045,159099,97.6690111188631,0,596.7850812925464,0,87436
G4200290,1860,Pennsylvania,74578,0,37243640,353434,89609,443043,84.0632624824227,0,513.6501369225009,0,1589844
G4700550,1860,Tennessee,26166,10848,9099460,190238,189249,379487,23.978318097853155,41.45838110525109,146.51425617354403,4640800,1129129
G1300590,1860,Georgia,11218,5660,1049806,60544,110924,171468,6.122460167494809,50.45462649313603,37.40995067844092,1534800,196173
G3900230,1860,Ohio,25300,0,10916392,157534,74052,231586,47.13752990249842,0,288.02354290816953,0,1093400
G1900810,1860,Iowa,179,0,38100,845,2409,3254,11.708666256914567,0,71.5432383712394,0,4380
G0500950,1860,Arkansas,5657,2226,1458212,25284,94343,119627,12.189656181296865,39.3494785221849,74.48222186083416,2854800,189988
G2700030,1860,Minnesota,2106,0,182885,4364,23946,28310,6.460084775697633,0,39.47293183228381,0,40411
G1701390,1860,Illinois,6385,0,1854963,71467,31974,103441,17.93257025744144,0,109.57303935275127,0,1088241
G2800370,1860,Mississippi,8265,4752,1341737,64384,204804,269188,4.984386376807287,57.495462794918325,30.456000270713325,5424000,307711
G1800690,1860,Indiana,14867,0,3405861,62394,84613,147007,23.168019209969593,0,141.563102454087,0,539561
G0100570,1860,Alabama,12850,1703,739641,56768,328739,385507,1.9186188577639316,13.252918287937742,11.723299927820428,2184800,338552
G2101890,1860,Kentucky,5335,112,760213,26277,231160,257437,2.9530059781616473,2.0993439550140582,18.043695667091832,0,289398
G1900950,1860,Iowa,8029,0,1464530,43192,98380,141572,10.344771564998728,0,63.20945885135784,0,653416
G2600310,1860,Michigan,517,0,12787,573,2360,2933,4.359699965905216,0,26.63899090160197,0,319
G2601015,1860,Michigan,1042,0,6000,320,350,670,8.955223880597014,0,54.71893234457937,0,200
G1801570,1860,Indiana,25726,0,8257600,169912,130074,299986,27.526617908835746,0,168.19536430486818,0,2384400
G5100690,1860,Virginia,16546,2259,3987945,116117,74356,190473,20.93706194578759,13.652846609452435,127.93132716514977,0,285770
G2100410,1860,Kentucky,6578,1045,2008835,44632,33252,77884,25.792653176518925,15.88628762541806,157.60035293043393,0,388400
G1900170,1860,Iowa,4915,0,1031330,28490,72241,100731,10.238456880205696,0,62.55984627639701,0,184527
G3600390,1860,New York,31930,0,9975640,226745,105560,332305,30.01953025082379,0,183.4277586705484,0,185595
G1301810,1860,Georgia,5466,3768,782140,67105,74053,141158,5.540883265560577,68.93523600439077,33.85635251334538,1401600,131100
G3901070,1860,Ohio,14104,0,3263331,77600,102624,180224,18.10708340731534,0,110.6393636980174,0,494958
G1900570,1860,Iowa,19611,0,4186902,107531,82442,189973,22.039458238802357,0,134.66727804462332,0,1251700
G3150355,1860,Nebraska Territory,122,0,1000,40,120,160,6.25,0,38.18925486548769,0,600
G2100070,1860,Kentucky,8692,1718,2236281,44922,117550,162472,13.76410089123049,19.765301426599173,84.102521108718,0,525260
G1301230,1860,Georgia,6724,167,520111,28030,110494,138524,3.754663451820623,2.483640690065437,22.942047919313527,52800,217290
G2101450,1860,Kentucky,10360,1738,1602478,29073,76619,105692,15.16177194111191,16.776061776061777,92.64268365944365,0,302915
G1701750,1860,Illinois,9004,0,2979105,125214,21728,146942,20.274019681234773,0,123.87995276073414,0,687627
G2050715,1860,Kansas Territory,238,0,NA,NA,NA,NA,NA,0,NA,NA,NA
G1801830,1860,Indiana,10730,0,2921596,55374,76402,131776,22.170926420592522,0,135.47058554879723,0,410307
G4801370,1860,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3601190,1860,New York,99497,0,35661624,234071,25073,259144,137.61315716358473,0,840.8550290823282,0,462986
G4950095,1860,Utah Territory,741,0,6735,646,0,646,10.425696594427244,0,63.703933503172664,0,370
G4700790,1860,Tennessee,19133,5530,4059828,118299,222217,340516,11.92257632534154,28.902942559974914,72.85028895067165,90000,965545
G2900410,1860,Missouri,12562,2839,2680166,81171,213737,294908,9.088142742821491,22.599904473809904,55.53110391352677,0,938801
G3900270,1860,Ohio,21461,0,10492578,153111,90753,243864,43.026350752878656,0,262.9030839733682,0,1817988
G4700130,1860,Tennessee,6712,366,748164,33789,100556,134345,5.568975399158882,5.452920143027414,34.028003337297534,0,281348
G1700710,1860,Illinois,9501,0,3334410,108469,72022,180491,18.47410674216443,0,112.88197932619872,0,1604340
G4802250,1860,Texas,8058,2819,1154435,39952,247384,287336,4.017717933012222,34.98386696450732,24.549384659431066,2928400,311030
G2050655,1860,Kansas Territory,2436,0,227055,8978,44064,53042,4.280664379171223,0,26.15606127516552,0,115760
G2201170,1860,Louisiana,4708,1690,247720,22177,148845,171022,1.4484686180725286,35.896346644010194,8.850549955237208,1094000,125670
G4701090,1860,Tennessee,14732,1900,1865614,81686,265805,347491,5.3688124296744375,12.897094759706762,32.80495139229365,2459200,599220
G2701150,1860,Minnesota,92,0,4500,110,887,997,4.513540621865597,0,27.579000504665135,0,650
G3700290,1860,North Carolina,5343,2127,1865734,62382,54374,116756,15.979769776285588,39.809096013475575,97.64088010854202,14000,442242
G1700470,1860,Illinois,5454,0,968015,37065,50068,87133,11.109625515017273,0,67.88293124049915,0,342550
G0600470,1860,California,1141,0,326830,20299,42600,62899,5.196108046232849,0,31.74967911779162,0,17990
G4802770,1860,Texas,10136,2833,1753530,32900,197795,230695,7.601075012462342,27.949881610102604,46.44470254441831,1676400,320286
G0600070,1860,California,12106,0,1157980,58654,116401,175055,6.614949587272571,0,40.41919931371278,0,9365
G5100470,1860,Virginia,12063,6675,4985786,153291,85567,238858,20.873431076204273,55.334493906988314,127.54252468581697,0,442191
G0500030,1860,Arkansas,8590,3761,2532356,44225,209953,254178,9.962923620454957,43.78346915017462,60.87626069551067,3774000,282559
G1900890,1860,Iowa,3168,0,615519,16388,73278,89666,6.864575201302612,0,41.94448190493632,0,76007
G3900370,1860,Ohio,26009,0,7822455,147805,135108,282913,27.64968382506283,0,168.94733160727634,0,853141
G2901990,1860,Missouri,8873,131,1471789,64714,107496,172210,8.546478137158122,1.4763890454186859,52.221381085160004,44000,671484
G4802810,1860,Texas,1028,153,111701,2707,28229,30936,3.6107124385828806,14.883268482490273,22.062466810084512,6000,5891
G2601530,1860,Michigan,78,0,42000,70,973,1043,40.26845637583892,0,246.0515749722697,0,2
G2601270,1860,Michigan,1816,0,227770,2997,35868,38865,5.860542904927312,0,35.80956266342316,0,16258
G5101110,1860,Virginia,11983,7305,2232979,110935,142546,253481,8.809255920562093,60.961361929399985,53.827027124104355,0,294520
G4804690,1860,Texas,4171,1413,967414,31495,144594,176089,5.4938922931017835,33.876768161112444,33.56922447756842,884800,129570
G3701670,1860,North Carolina,7801,1169,642061,58932,172140,231072,2.7786187854867745,14.985258300217922,16.97814095567781,189200,180776
