GISJOIN,year,state,census_pop,enslaved,farmv_total,improved,unimproved,land,farmv,pc_enslaved,farmv_na,cotton,corn
G2101030,1890,Kentucky,14164,0,5421410,148291,27351,175642,30.86625066897439,0,120.35776973788981,0,864675
G4200070,1890,Pennsylvania,50077,0,15619760,192142,58803,250945,62.24375859252027,0,242.70910142739015,0,556841
G3001110,1890,Montana,2065,0,1507700,35681,15542,51223,29.434043300860942,0,114.77311721637138,0,2265
G3800915,1890,North Dakota,16,0,NA,NA,NA,NA,NA,0,NA,NA,NA
G4400050,1890,Rhode Island,28552,0,6158460,41140,10454,51594,119.36387952087452,0,465.43943676434856,0,74582
G1200370,1890,Florida,3308,0,27890,202,4027,4229,6.594939702057224,0,25.71586172250332,0,266
G1700390,1890,Illinois,17011,0,13793370,212752,26405,239157,57.674958290997125,0,224.89383061376157,0,3362983
G2800170,1890,Mississippi,19891,0,2351440,110965,119501,230466,10.202980049117874,0,39.78481016569857,4720869,541672
G5101090,1890,Virginia,16997,0,2286430,115344,141111,256455,8.91552124154335,0,34.76458038881711,0,247718
G1301410,1890,Georgia,17149,0,2059890,124980,136423,261403,7.880131444551134,0,30.72725145917778,8512542,258133
G5400650,1890,West Virginia,6744,0,984900,44837,55814,100651,9.78529771189556,0,38.156127916399086,0,124135
G2201190,1890,Louisiana,12466,0,1102540,73952,114665,188617,5.845390394291076,0,22.793119859268447,4339269,260453
G3100510,1890,Nebraska,8084,0,4614630,138196,57545,195741,23.57518353334253,0,91.92747579435158,0,1646767
G2901950,1890,Missouri,33762,0,17514328,341349,75558,416907,42.01015574216792,0,163.81155928831643,0,4399479
G0100790,1890,Alabama,20725,0,2832010,140798,176303,317101,8.930939984421368,0,34.824703191708274,4411296,638994
G0500570,1890,Arkansas,22796,0,2569500,119401,135151,254552,10.094204720450046,0,39.360659007808664,7606242,541831
G2600735,1890,Michigan,135,0,NA,NA,NA,NA,NA,0,NA,NA,NA
G3600030,1890,New York,43240,0,22199560,415782,154353,570135,38.93737448148246,0,151.8297639159285,0,71228
G0450015,1890,Arizona Territory,4281,0,4828250,7897,1077638,1085535,4.44780684178769,0,17.34347710201763,0,13155
G0500430,1890,Arkansas,17352,0,2108540,90575,193324,283899,7.427077939689819,0,28.96064527166786,8399493,344335
G2902110,1890,Missouri,19000,0,7884820,293382,75771,369153,21.35921961896558,0,83.28669601794228,0,1512158
