GISJOIN,year,state,census_pop,enslaved,farmv_total,improved,unimproved,land,farmv,pc_enslaved,farmv_na,cotton,corn
G0501010,1900,Arkansas,12538,0,1374510,60973,197328,258301,5.321349897987232,0,21.72716236146216,240500,527470
G2100510,1900,Kentucky,15364,0,1741732,90838,153897,244735,7.116807975974012,0,29.058048306093042,0,533220
G1200030,1900,Florida,4516,0,431354,13836,22364,36200,11.91585635359116,0,48.652644654744854,446000,60410
G4800430,1900,Texas,2356,0,3249925,743,1644112,1644855,1.9758124576330436,0,8.06727595173365,0,4900
G3700290,1900,North Carolina,5474,0,1002500,44656,31893,76549,13.096186756195378,0,53.47195381298157,697000,254890
G2601550,1900,Michigan,33866,0,15028753,260650,74245,334895,44.87601487033249,0,183.22953384288877,0,1065370
G1800130,1900,Indiana,9727,0,2415959,104504,74467,178971,13.499164669136341,0,55.11731950221452,0,344590
G5300055,1900,Washington,15124,0,2326544,21726,63488,85214,27.302368155467413,0,111.4760346788378,0,100
G3100590,1900,Nebraska,15087,0,12338111,308820,47042,355862,34.6710550719099,0,141.56250899335052,0,3217860
G0600390,1900,California,6364,0,5916894,277721,206938,484659,12.20836505666871,0,49.84696267662696,0,577
G2101190,1900,Kentucky,8704,0,876671,39007,145680,184687,4.746793223128861,0,19.38123766193593,0,315850
G5400770,1900,West Virginia,22727,0,5982114,176151,151531,327682,18.255851709889466,0,74.53895379019798,0,315460
G0600790,1900,California,16637,0,14635757,412356,622124,1034480,14.147936161163097,0,57.766264565587456,0,27903
G5000050,1900,Vermont,24381,0,7581824,167169,181472,348641,21.74679398005398,0,88.7925305991661,0,89730
G3701450,1900,North Carolina,16685,0,1744066,86119,142785,228904,7.619202809911578,0,31.10933497879428,0,349690
G4801890,1900,Texas,1680,0,1487746,20313,449580,469893,3.1661378228660566,0,12.927394712795898,0,22370
G5300570,1900,Washington,14272,0,4266907,38553,48598,87151,48.95993161294764,0,199.90423553297222,0,60
G5300550,1900,Washington,2928,0,1104923,11612,39369,50981,21.6732312037818,0,88.49217252941577,0,11752
G3101270,1900,Nebraska,14952,0,12518193,214686,22389,237075,52.80267004112623,0,215.59420205316786,0,4238000
G3901630,1900,Ohio,15330,0,3744128,145559,80915,226474,16.53226418926676,0,67.50151655666363,0,487120
G2600010,1900,Michigan,5691,0,999686,23391,37402,60793,16.444097182241375,0,67.14152916374867,0,10620
G0101230,1900,Alabama,29675,0,3531094,177700,248476,426176,8.285529921910197,0,33.829959937832236,12477500,554650
G4100350,1900,Oregon,3970,0,1992808,72239,149315,221554,8.994683011816532,0,36.725444094842,0,160
G3101030,1900,Nebraska,3076,0,2100376,62096,168248,230344,9.118431563227173,0,37.23071154014036,0,371570
G4700730,1900,Tennessee,24267,0,4388668,150298,131626,281924,15.566847802953987,0,63.55970499118705,500,796080
G1300570,1900,Georgia,15243,0,1752364,67711,135988,203699,8.602712826277989,0,35.12502314427273,2979000,392380
G1301750,1900,Georgia,25908,0,3052798,154164,176557,330721,9.230735272329245,0,37.68924949916051,10955000,534600
G4200310,1900,Pennsylvania,34283,0,9586692,195544,86002,281546,34.05018007714548,0,139.02746580392954,0,562900
G4802750,1900,Texas,2322,0,1667264,45706,403523,449229,3.711389959241278,0,15.153668482058752,246000,215530
G4500550,1900,South Carolina,24696,0,2312530,114816,205371,320187,7.222435639173358,0,29.48932785586707,9054500,334330
G1700970,1900,Illinois,34504,0,19820854,190106,69438,259544,76.36799155441852,0,311.8118115760866,0,1405340
G5300130,1900,Washington,7128,0,5149080,151589,110650,262239,19.63506572248979,0,80.17030811897564,0,34800
G2801250,1900,Mississippi,12178,0,3227376,61115,19247,80362,40.16047385580249,0,163.97589948150608,12323500,342100
G4601250,1900,South Dakota,13175,0,12079648,317510,73790,391300,30.870554561717352,0,126.04500061244019,0,3142540
G2800270,1900,Mississippi,26293,0,6259603,121905,73589,195494,32.01941236048165,0,130.73580659259676,21428500,886740
G4701310,1900,Tennessee,28286,0,8628855,186788,118091,304879,28.30255609602498,0,115.5598190931441,516000,1873790
G0600290,1900,California,16480,0,14246125,324031,1247075,1571106,9.067577235399776,0,37.02307245256471,0,56308
G3300110,1900,New Hampshire,112640,0,13360728,145000,309214,454214,29.415051055229473,0,120.10215497939862,0,139670
G3550055,1900,New Mexico Territory,4773,0,5571991,19068,116628,135696,41.062308395236414,0,167.65810528211819,0,15610
G1800630,1900,Indiana,21292,0,14776661,194194,65681,259875,56.860648388648386,0,232.16299683384202,0,2770000
G2701570,1900,Minnesota,18924,0,12080170,227689,96842,324531,37.22347017696306,0,151.98406338546346,0,865330
G5100350,1900,Virginia,19303,0,3236863,150694,117605,268299,12.064387120339621,0,49.25909830779949,0,370140
G3900190,1900,Ohio,16811,0,8615331,199557,43503,243060,35.44528511478647,0,144.72370345888717,0,473720
G0100790,1900,Alabama,20124,0,2719853,136934,154509,291443,9.332366877914378,0,38.104213077563706,6270500,605220
G2600930,1900,Michigan,19664,0,13989871,250965,100722,351687,39.779323659959,0,162.41965673334042,0,714500
G1300210,1900,Georgia,50473,0,2495604,70984,60684,131668,18.95376249354437,0,77.38853541910402,3434500,222920
G0800530,1900,Colorado,1609,0,152960,1767,3521,5288,28.925869894099847,0,118.10481995806275,0,0
G4600090,1900,South Dakota,10379,0,8173262,261444,95271,356715,22.91258287428339,0,93.55246653077859,0,2271150
G5000070,1900,Vermont,39600,0,10522950,166808,123929,290737,36.19405166869026,0,147.78093006480034,0,244810
G3701670,1900,North Carolina,15220,0,1812065,85466,129552,215018,8.427503743872606,0,34.4096414735308,2366000,309650
G2300050,1900,Maine,100689,0,12519323,148436,260510,408946,30.613633584874286,0,124.9959878835373,0,47620
G2601030,1900,Michigan,41239,0,1101078,17848,35848,53696,20.505773241954707,0,83.72542176634468,0,940
G0801110,1900,Colorado,2342,0,18726,18,37,55,340.4727272727273,0,1390.1559504482939,0,40
G5300010,1900,Washington,4840,0,4761011,275778,218674,494452,9.628863873540809,0,39.314815365922506,0,3200
G1000050,1900,Delaware,42276,0,10764711,312526,170674,483200,22.277961506622518,0,90.9612966664484,0,1676170
G3601010,1900,New York,82822,0,32770584,610181,215153,825334,39.7058451487519,0,162.11964271928753,0,477490
G3901290,1900,Ohio,27016,0,19121702,257140,52502,309642,61.75422584791469,0,252.14355703456977,0,3843560
G3101470,1900,Nebraska,19614,0,17545988,291888,46441,338329,51.86072728025088,0,211.748233700573,0,5098900
G3400270,1900,New Jersey,65156,0,15579568,118212,88547,206759,75.35134141681861,0,307.6608117305791,0,445640
G2102070,1900,Kentucky,9695,0,1172467,65026,82369,147395,7.9545914040503405,0,32.478732326973116,0,377950
G4803530,1900,Texas,2611,0,1650154,179640,210732,390372,4.227132068898384,0,17.25945230909133,459500,56100
G5100210,1900,Virginia,5497,0,2081061,54210,95289,149499,13.920233580157726,0,56.83655104505784,0,134420
G4600790,1900,South Dakota,9137,0,7652869,263808,62838,326646,23.428632219589403,0,95.65950480620396,0,728630
G4500490,1900,South Carolina,23738,0,3161197,155600,229428,385028,8.210304185669614,0,33.52281197417778,6620500,500760
G4100470,1900,Oregon,27713,0,13389090,199254,196837,396091,33.803065457180296,0,138.01849259735553,0,19780
G4059075,1900,Oklahoma Territory,1420,0,NA,NA,NA,NA,NA,0,NA,NA,NA
G0501190,1900,Arkansas,63179,0,5286891,124210,99218,223428,23.662616144798324,0,96.61486516221237,11662500,680410
G1701710,1900,Illinois,10455,0,8157227,117882,26890,144772,56.345336114718314,0,230.05896803341153,0,1701380
G2000270,1900,Kansas,15833,0,11088512,299252,112057,411309,26.95907942690289,0,110.07438094710282,0,4306770
G0101330,1900,Alabama,9554,0,869951,51905,214588,266493,3.264442217994469,0,13.328773234176014,1843000,199500
G2601530,1900,Michigan,7889,0,570252,10613,28051,38664,14.748913718187461,0,60.22006617746835,0,190
G2000970,1900,Kansas,2365,0,2581258,68314,343737,412051,6.264413871098481,0,25.57770864273262,0,288800
G0600870,1900,California,21512,0,11443150,62849,97589,160438,71.32443685411187,0,291.21889174310826,0,111737
G4800050,1900,Texas,13481,0,1246071,43782,97357,141139,8.828679528691573,0,36.04764904291571,2677000,276670
G4804150,1900,Texas,4158,0,2488776,38144,664632,702776,3.5413503022300135,0,14.459393663338696,728000,75680
G5500450,1900,Wisconsin,22719,0,20770174,286029,79304,365333,56.85271793131198,0,232.1306166413247,0,2692680
G4801270,1900,Texas,1106,0,3089353,3081,901415,904496,3.415551865348216,0,13.945756500711445,0,3040
G2200170,1900,Louisiana,44499,0,5895253,179649,169308,348957,16.89392389320174,0,68.97817929405774,14629500,799560
G1301250,1900,Georgia,4516,0,538523,36519,36839,73358,7.341026200278089,0,29.973535138803676,2049500,90410
G0500050,1900,Arkansas,9298,0,1623454,67113,122176,189289,8.576589236564196,0,35.0183600820692,1447000,373770
G3901270,1900,Ohio,31841,0,7414237,182188,45054,227242,32.627053977697784,0,133.21681767586156,0,765530
G4804750,1900,Texas,1451,0,790588,5491,418475,423966,1.8647438709707853,0,7.61378101869386,359000,1630
G1800370,1900,Indiana,20357,0,6784888,178818,87377,266195,25.48841262983903,0,104.06962334010836,0,781140
G0100590,1900,Alabama,16511,0,1586514,80944,194321,275265,5.7635878153779085,0,23.53282731823873,3023500,428840
G0501390,1900,Arkansas,22495,0,1712946,123296,256405,379701,4.511302314189322,0,18.419724265661618,5895000,440190
G1200570,1900,Florida,36013,0,3619233,22346,81215,103561,34.94783750639719,0,142.69261639244883,1000,60270
G5400510,1900,West Virginia,26444,0,7579322,134206,49039,183245,41.3616851755846,0,168.88046578059567,0,605970
G1303110,1900,Georgia,5912,0,660917,28961,91993,120954,5.464201266597219,0,22.310426935084777,97000,189050
G3900670,1900,Ohio,20486,0,9601791,208073,39860,247933,38.72736182759052,0,158.12447863603538,0,543780
G2801290,1900,Mississippi,13055,0,1579581,75602,195229,270831,5.832349324855722,0,23.813581733806995,4410000,411760
G5100970,1900,Virginia,9265,0,1341237,76573,94436,171009,7.843078434468361,0,32.02342297089546,0,248220
G5501130,1900,Wisconsin,3593,0,291133,4871,14665,19536,14.90238533988534,0,60.84669342552207,0,2520
G5400130,1900,West Virginia,10266,0,2111194,70321,84725,155046,13.616565406395521,0,55.59666871410348,0,348970
G2001130,1900,Kansas,21421,0,15330842,506148,96472,602620,25.440313962364343,0,103.8732356607363,0,2814990
G5101470,1900,Virginia,15045,0,1667086,81291,111424,192715,8.650525387229846,0,35.320242645834035,0,221240
G4804730,1900,Texas,14246,0,2846418,81531,104727,186258,15.282124794639694,0,62.397176093767904,4241000,265910
G4800770,1900,Texas,9231,0,7594553,191671,445530,637201,11.91861437756689,0,48.663905713661535,1887000,721020
G3900630,1900,Ohio,41993,0,18427904,258375,63892,322267,57.18210055637096,0,233.4754915153502,0,2813210
G4701710,1900,Tennessee,5851,0,717078,18950,33601,52551,13.645373066164298,0,55.714290880104386,0,84050
G5300310,1900,Washington,5712,0,740229,6111,23178,29289,25.27327665676534,0,103.19121949402201,0,20
G4801350,1900,Texas,381,0,1144896,92,767229,767321,1.4920691601037896,0,6.092143820192615,0,0
G5000010,1900,Vermont,21912,0,11565055,243582,160005,403587,28.655667799012356,0,117.00158019692739,0,172900
G2601350,1900,Michigan,1468,0,280058,7976,22611,30587,9.156112073756825,0,37.384561707078305,0,7140
G0501370,1900,Arkansas,8100,0,981232,44148,96930,141078,6.955244616453309,0,28.398382354546172,1073000,402570
G3701790,1900,North Carolina,27156,0,3389813,149143,166954,316097,10.72396447925795,0,43.786129810317824,8274000,452970
G4601110,1900,South Dakota,4464,0,3872883,198418,115030,313448,12.35574321737577,0,50.44871021956284,0,305510
G4500690,1900,South Carolina,27639,0,5422467,124571,116274,240845,22.51434324980797,0,91.92644735413734,18940500,474340
G1789175,1900,Indian Territory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G4500290,1900,South Carolina,33452,0,3234307,145309,362759,508068,6.365893935457459,0,25.99205347572568,4032500,562180
G3900070,1900,Ohio,51448,0,15753340,244013,172950,416963,37.78114604893,0,154.26106347896956,0,626560
G1600430,1900,Idaho,12821,0,5895777,120916,143655,264571,22.28429041731709,0,90.98713771672105,0,620
G3100110,1900,Nebraska,11689,0,10685039,292933,101210,394143,27.10954907229102,0,110.68875107470073,0,3496210
G3801010,1900,North Dakota,7961,0,3116851,71200,259647,330847,9.420822918146454,0,38.46538059798955,0,8630
G3900810,1900,Ohio,44357,0,9482482,173347,73642,246989,38.392325164278574,0,156.75651822742282,0,574800
G4500890,1900,South Carolina,31685,0,2815324,133838,303829,437667,6.432570881514942,0,26.26429658330734,9224000,466570
G4201150,1900,Pennsylvania,40043,0,14842171,328076,161950,490026,30.288537751058108,0,123.66861605124512,0,313360
G5400090,1900,West Virginia,7219,0,2629122,44792,11555,56347,46.65948497701741,0,190.51147269630158,0,164560
G3701230,1900,North Carolina,14197,0,1311773,51644,176200,227844,5.7573295763768195,0,23.507274821695525,1651500,218050
G0900050,1900,Connecticut,63672,0,16165935,230287,240864,471151,34.31157951484768,0,140.09476416487718,0,368950
G2800230,1900,Mississippi,17741,0,1695459,73488,159400,232888,7.280147538731064,0,29.72496652573784,4829500,325390
G4800350,1900,Texas,17390,0,7281714,164806,412601,577407,12.611059443338927,0,51.49117072326239,6096500,852670
G2901550,1900,Missouri,12115,0,1923350,47361,38483,85844,22.405176832393643,0,91.48071901056846,2042000,842850
G4201210,1900,Pennsylvania,49648,0,9831713,166810,110568,277378,35.44517950233977,0,144.7232722414666,0,351270
G3901330,1900,Ohio,29246,0,15101908,209145,95017,304162,49.650870259927274,0,202.72534980895952,0,546000
G4050275,1900,Oklahoma Territory,27007,0,7581453,270479,307908,578387,13.107924279072662,0,53.519878319012,9507000,2489460
G3800470,1900,North Dakota,1625,0,1027554,31271,66247,97518,10.537070079369963,0,43.02303678906203,0,2730
G3900150,1900,Ohio,28237,0,11068930,265741,43295,309036,35.817607010186514,0,146.2439001058214,0,1739450
G1700870,1900,Illinois,15667,0,3800940,132333,60444,192777,19.71677119158406,0,80.50391294234988,0,795950
G1302310,1900,Georgia,18761,0,2284648,105881,70720,176601,12.93677838743835,0,52.82108672546495,7003500,219220
G2001430,1900,Kansas,11182,0,9552161,250729,185766,436495,21.88378102841957,0,89.35185105324533,0,1747720
G1302350,1900,Georgia,18489,0,2627247,131339,114865,246204,10.67101671784374,0,43.569943197714586,7719500,302440
G1801830,1900,Indiana,17328,0,9211593,154573,52237,206810,44.54133262414777,0,181.8630205254494,0,1576180
G4801070,1900,Texas,788,0,1398955,5985,345271,351256,3.98272200332521,0,16.261521844212,24500,3190
G4700470,1900,Tennessee,29701,0,4569928,205741,174380,380121,12.022298162953375,0,49.08724837718292,12940500,846030
G3600070,1900,New York,69149,0,15159291,308758,108264,417022,36.35129801305447,0,148.42296956985902,0,125860
G1300190,1900,Georgia,19440,0,2027203,71205,341913,413118,4.907079817388737,0,20.03569055915424,2815500,302620
G1700690,1900,Illinois,7448,0,1542730,66137,34254,100391,15.367214192507296,0,62.744597556019,0,487570
G4500470,1900,South Carolina,28343,0,3584027,143778,136222,280000,12.800096428571429,0,52.263011957010505,10958500,278720
G2701230,1900,Minnesota,170554,0,5621973,38967,21816,60783,92.49252258032674,0,377.64854667498616,0,89140
G1901110,1900,Iowa,39719,0,14421552,216794,96058,312852,46.09704269111273,0,188.21501125342127,0,1562590
G3901470,1900,Ohio,41163,0,20654990,254534,72951,327485,63.0715605294899,0,257.52225699974133,0,2388920
G3900550,1900,Ohio,14744,0,10179566,136704,110097,246801,41.246048435784296,0,168.40831900040715,0,411440
G1701690,1900,Illinois,16129,0,12807683,181856,81028,262884,48.719903075120584,0,198.92419492058448,0,2374740
G1600570,1900,Idaho,13451,0,6475961,186485,167215,353700,18.309191405145604,0,74.75674067536022,0,12610
G3700090,1900,North Carolina,19581,0,4542767,154575,117562,272137,16.692941422886268,0,68.15756444104764,0,381510
G2700070,1900,Minnesota,11030,0,1397034,23622,163094,186716,7.482133293343902,0,30.549677805639874,0,4240
G1302390,1900,Georgia,4701,0,582275,45284,35089,80373,7.244659276125067,0,29.580067344449585,2621000,94490
G0800670,1900,Colorado,7016,0,1373387,14491,45578,60069,22.863490319465946,0,93.35202079244044,0,760
G4700750,1900,Tennessee,25189,0,4112972,155549,103611,259160,15.870396666152184,0,64.79910017507434,7957000,802040
G1700750,1900,Illinois,38014,0,50090660,646324,51088,697412,71.82362792725104,0,293.25709740584614,0,12788200
G2300190,1900,Maine,76246,0,12351818,293240,370431,663671,18.611357133278386,0,75.99048849519323,0,52310
G1300330,1900,Georgia,30165,0,3693659,259315,152955,412270,8.959320348315424,0,36.58105773684044,22225500,667980
G4600830,1900,South Dakota,12161,0,12800845,319037,37417,356454,35.91163235648919,0,146.6278071978891,0,3014840
G5400150,1900,West Virginia,8248,0,709270,22357,46945,69302,10.23448096736025,0,41.78756028564089,0,146460
G3900930,1900,Ohio,54857,0,17538515,222680,73448,296128,59.2261285660255,0,241.8212927290495,0,870690
G3600390,1900,New York,31478,0,11316125,215694,122215,337909,33.48867594529888,0,136.7348348600637,0,217970
G2101530,1900,Kentucky,12006,0,1345842,67879,96006,163885,8.212112151813772,0,33.53019393076984,0,435290
G1301230,1900,Georgia,10198,0,894333,44301,174154,218455,4.093900345608936,0,16.715464911325554,60000,282240
G4803050,1900,Texas,17,0,377833,246,259125,259371,1.45672800737168,0,5.947845291027633,0,0
G3800570,1900,North Dakota,1778,0,1192665,37789,82375,120164,9.925310409107553,0,40.52521162499727,0,18010
G1701990,1900,Illinois,27796,0,6583254,201035,46082,247117,26.64023114557072,0,108.77251797812242,0,1220980
G4800690,1900,Texas,400,0,618935,12131,179231,191362,3.2343673247562212,0,13.20597693231317,21500,3910
G2200930,1900,Louisiana,20197,0,4651684,53506,42393,95899,48.50607409879144,0,198.05112756449014,0,376470
G0450155,1900,Arizona Territory,3426,0,596485,1948,3903,5851,101.94582122714066,0,416.24652622682976,7500,1100
G1701210,1900,Illinois,30446,0,9673084,269293,59441,328734,29.425261761789166,0,120.1438454683724,0,1684500
G3101530,1900,Nebraska,9080,0,7866674,123682,17508,141190,55.71693462709823,0,227.49319404533566,0,2337580
G1901910,1900,Iowa,23731,0,21587626,338358,84869,423227,51.00720417175653,0,208.26328429618766,0,3151750
G2200510,1900,Louisiana,15321,0,2168605,17880,21730,39610,54.74892703862661,0,223.54080255726498,500,75100
G1700030,1900,Illinois,19384,0,2236872,50914,38844,89758,24.921143519240626,0,101.75345388970713,0,475730
G4201030,1900,Pennsylvania,8766,0,2821831,30662,100159,130821,21.57016839804007,0,88.07136533637151,0,72570
G2001550,1900,Kansas,29027,0,17165427,598696,188466,787162,21.80672720481934,0,89.03723897773288,0,6604320
G1901390,1900,Iowa,28242,0,16637436,219652,44469,264121,62.99171970422647,0,257.1962655489202,0,3313940
G4500350,1900,South Carolina,16294,0,1364765,51499,147277,198776,6.8658439650662055,0,28.033357970668916,3040000,224690
G3100810,1900,Nebraska,13330,0,12288174,305779,35340,341119,36.02312975823686,0,147.08305299023382,0,3382050
G0500390,1900,Arkansas,11518,0,1088898,55612,131481,187093,5.820089474218704,0,23.763524554627985,1696500,233650
