GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ASW001,AUJ001,AUJ002,AUK001,AUK002,AUK003,ATB001,ATB002,ATB003,ATB004,ATB005,ATB006,ATB007,ATB008,ATB009,ATB010,ATB011,ATB012,ATB013,ATB014,ATB015,ATB016,ATB017,ATB018,ATB019,ATB020,ATB021,ATB022,ATB023,ATB024,ATB025,ATB026,ATB027,ATB028,ATB029,ATB030,ATB031
"G0500570","1890","Arkansas","050","Hempstead","0570","Hempstead","42","570",22796,119401,135151,1922590,108420,538490,0,120,541831,46429,165,1098,15946,3782,0,0,0,0,0,0,0,39270,0,0,694,2,0,330,2665,0,30,5546,76,200,673,10858,60879
"G0500590","1890","Arkansas","050","Hot Spring","0590","Hot Spring","42","590",11603,42200,106996,767770,53850,254060,70,7,329408,27608,88,1278,4093,205,0,0,0,0,0,0,0,15386,0,0,433,0,0,0,6017,0,10,10370,165,1020,382,8528,31024
"G0500610","1890","Arkansas","050","Howard","0610","Howard","42","610",13789,84138,137140,1288160,68260,423750,0,0,413203,31889,89,3725,8530,1065,0,0,0,0,0,0,0,37094,0,0,229,20,0,0,3190,0,97,1082,10,1030,17,5662,32950
"G0500630","1890","Arkansas","050","Independence","0630","Independence","42","630",21961,111804,187917,2371460,121930,584700,25,10,891044,77618,95,12137,9651,3638,0,0,0,0,0,0,0,45416,0,0,3515,0,178,0,34044,0,59,826,114,2155,162,23862,24425
"G0500650","1890","Arkansas","050","Izard","0650","Izard","42","650",13038,80763,151684,1117060,63350,416830,30,0,597897,102996,570,13256,4235,847,0,0,0,0,0,0,0,51561,0,0,1188,0,158,0,10994,0,46,136,43,345,99,17225,20443
"G0500670","1890","Arkansas","050","Jackson","0670","Jackson","42","670",15179,75440,120929,2125510,96640,518240,110,20,568131,13447,55,1067,12594,4723,0,0,0,0,0,0,0,8394,0,0,2864,50,20,0,4845,0,72,2614,208,400,161,21779,15515
"G0500690","1890","Arkansas","050","Jefferson","0690","Jefferson","42","690",40881,136651,174888,4575040,215290,770580,0,0,467388,5256,0,0,47357,20447,0,0,0,0,0,0,0,12101,0,0,1615,0,0,0,3727,0,1537,3245,633,0,329,13968,40233
"G0500710","1890","Arkansas","050","Johnson","0710","Johnson","42","710",16758,87846,111220,1848870,105450,449160,0,30,651004,102953,223,9337,7674,2733,0,0,0,0,0,0,0,58651,0,0,1071,2,38,0,9380,0,72,907,96,337,226,38527,31684
"G0500730","1890","Arkansas","050","Lafayette","0730","Lafayette","42","730",7700,33510,66524,574060,21470,158410,0,750,155067,4703,0,30,5763,2324,0,0,0,0,0,0,0,9092,0,0,138,0,0,0,635,0,32,1127,0,0,305,2078,22360
"G0500750","1890","Arkansas","050","Lawrence","0750","Lawrence","42","750",12984,63748,104716,1687370,59770,372620,0,10,536374,44003,23,7461,4730,1300,0,0,0,0,0,0,0,15153,0,0,1636,0,0,0,2960,0,12,128,45,0,151,15787,7787
"G0500770","1890","Arkansas","050","Lee","0770","Lee","42","770",18886,76547,112919,2489460,92920,536260,0,0,357612,8400,40,0,25278,9479,0,0,0,0,0,0,0,6475,0,0,1847,0,0,0,0,0,1,491,1,0,10,2220,9278
"G0500790","1890","Arkansas","050","Lincoln","0790","Lincoln","42","790",10255,47102,86911,1007670,39840,250070,0,0,152658,1918,0,0,9112,1139,0,0,0,0,0,0,0,6278,0,0,278,0,0,0,750,0,72,117,6,0,7,3194,11336
"G0500810","1890","Arkansas","050","Little River","0810","Little River","42","810",8903,47609,101573,854430,55850,245250,0,13,243806,12363,61,424,7178,2401,0,0,0,0,0,0,0,17794,0,0,393,0,0,0,7251,0,20,834,0,0,191,5888,38112
"G0500830","1890","Arkansas","050","Logan","0830","Logan","42","830",20774,126021,148710,2611160,128790,614030,0,23,828359,157599,44,17932,14408,1791,0,0,0,0,0,0,25,76484,0,0,1505,6,1,0,6135,0,4,892,78,5190,24,23015,27030
"G0500850","1890","Arkansas","050","Lonoke","0850","Lonoke","42","850",19263,118071,129200,2570810,140185,655140,0,30,501274,54735,0,198,19401,6231,0,0,0,0,0,0,0,17629,0,0,8478,0,0,0,4125,0,113,2017,74,505,579,18479,21860
"G0500870","1890","Arkansas","050","Madison","0870","Madison","42","870",17402,94792,217266,1739660,71170,544160,0,33,941099,120224,412,69124,18,0,2,0,0,0,0,0,0,66595,235,0,3216,30,0,0,41040,0,14,39,608,300,5,59568,20220
"G0500890","1890","Arkansas","050","Marion","0890","Marion","42","890",10390,51124,102235,800070,41020,303010,0,0,433250,60980,277,26811,2780,348,0,0,0,0,0,0,0,29969,0,0,243,0,0,0,9757,0,11,222,40,0,135,15813,9433
"G0500910","1890","Arkansas","050","Miller","0910","Miller","42","910",14714,59791,102917,1291600,57600,308080,40,700,290389,13179,0,0,8970,3364,0,0,0,0,0,0,0,13614,0,0,670,0,0,0,675,0,114,3205,20,0,39,5199,61134
"G0500930","1890","Arkansas","050","Mississippi","0930","Mississippi","42","930",11635,58989,83049,2233040,75365,386280,0,0,464671,2950,0,0,14455,6464,0,0,0,0,0,0,0,60,0,0,1226,0,0,0,335,0,0,50,0,0,0,26778,2336
"G0500950","1890","Arkansas","050","Monroe","0950","Monroe","42","950",15336,72780,65468,2373520,63870,375110,0,0,304669,9163,100,681,19005,5237,0,0,0,0,0,0,0,3871,0,0,1817,0,7,0,2913,0,37,472,15,0,78,7854,16390
"G0500970","1890","Arkansas","050","Montgomery","0970","Montgomery","42","970",7923,35130,111926,614660,32820,226590,0,0,315671,26236,232,7604,2397,453,0,0,0,0,0,0,0,26880,0,0,849,0,0,0,9604,0,84,1089,152,325,166,10339,24065
"G0500990","1890","Arkansas","050","Nevada","0990","Nevada","42","990",14832,88393,148893,1170000,81440,422880,0,140,381503,37961,127,371,10588,2647,0,0,0,0,0,0,0,30116,0,0,713,0,0,0,410,0,90,11696,22,50,205,5841,62584
"G0501010","1890","Arkansas","050","Newton","1010","Newton","42","1010",9950,39158,100386,624940,39260,262580,40,131,381419,38657,528,20484,1480,399,0,0,0,0,0,0,0,22338,100,0,564,3,0,0,12146,0,3,95,293,50,9,20398,9350
"G0501030","1890","Arkansas","050","Ouachita","1030","Ouachita","42","1030",17033,79136,170121,1022740,93380,367050,0,0,288720,9634,50,0,10541,3479,0,0,0,0,0,0,28,18285,0,0,99,0,0,0,510,0,266,11744,39,10050,278,3590,59421
"G0501050","1890","Arkansas","050","Perry","1050","Perry","42","1050",5538,29115,54774,604650,36920,183000,0,0,210555,24214,45,2435,4252,1229,0,0,0,0,0,0,0,9113,0,0,654,1,11,0,8768,0,135,485,32,0,251,8704,12887
"G0501070","1890","Arkansas","050","Phillips","1070","Phillips","42","1070",25341,116403,85780,3315270,140160,695670,0,0,488152,5570,20,0,29923,12973,0,0,0,0,0,0,0,3245,0,0,4926,60,40,0,344,0,216,2065,76,0,448,14180,30736
"G0501090","1890","Arkansas","050","Pike","1090","Pike","42","1090",8537,60429,116634,733100,45910,268200,0,1200,304381,29712,74,1723,4831,1594,0,0,0,0,0,0,0,26239,0,0,401,0,0,0,9747,0,23,3593,20,381,513,8098,27982
"G0501110","1890","Arkansas","050","Poinsett","1110","Poinsett","42","1110",4272,14667,39006,358950,16910,123960,0,0,148199,6323,95,0,1592,80,0,0,0,0,0,0,0,4145,0,0,976,0,0,0,370,0,0,236,13,0,20,6939,6867
"G0501130","1890","Arkansas","050","Polk","1130","Polk","42","1130",9283,47879,142681,749800,37140,275790,0,0,365783,42922,144,11668,2831,113,0,0,0,0,0,0,0,29880,0,0,481,18,3,0,22061,0,71,493,34,0,186,18544,33118
"G0501150","1890","Arkansas","050","Pope","1150","Pope","42","1150",19458,97435,137618,1951280,118270,523040,0,0,718157,64190,87,15805,11267,1355,0,0,0,0,0,0,0,50416,0,0,1714,0,0,0,24137,0,48,977,608,1000,222,30743,38009
"G0501170","1890","Arkansas","050","Prairie","1170","Prairie","42","1170",11374,80827,88689,1425890,87570,403730,0,20,296448,33917,4,2679,9582,3328,0,0,0,0,0,0,0,10528,0,0,12363,1,2,0,1875,0,25,1939,182,5060,313,9253,19953
"G0501190","1890","Arkansas","050","Pulaski","1190","Pulaski","42","1190",47329,85045,91097,2879700,122510,572850,0,0,454559,41818,190,700,21485,8639,0,0,0,0,0,0,0,8773,0,0,1862,20,190,0,1427,0,191,1722,136,630,331,18513,35838
"G0501210","1890","Arkansas","050","Randolph","1210","Randolph","42","1210",14485,87623,150179,1530790,85330,535460,100,0,773996,104294,152,22269,4907,1643,0,0,0,0,0,0,0,23028,0,0,2432,0,1,0,10690,0,21,57,74,6000,5,28134,14784
"G0501230","1890","Arkansas","050","St Francis","1230","St Francis","42","1230",13543,54623,83947,1499510,68210,353730,0,70,207466,9547,30,0,11607,4338,0,0,0,0,0,0,0,8341,0,0,1463,0,4,0,3243,0,452,656,100,10,57,7482,8499
"G0501250","1890","Arkansas","050","Saline","1250","Saline","42","1250",11311,55237,96988,967230,55380,317460,0,0,324244,31386,76,855,5778,943,0,0,0,0,0,0,0,14829,0,0,1051,0,0,3330,1607,0,105,2182,17,0,253,8498,22292
"G0501270","1890","Arkansas","050","Scott","1270","Scott","42","1270",12635,59792,130594,1267660,71490,363070,0,0,477690,83390,13,6348,6415,225,0,0,0,0,0,0,0,41300,0,0,902,0,9,0,19391,0,12,128,18,2100,226,12837,19735
"G0501290","1890","Arkansas","050","Searcy","1290","Searcy","42","1290",9664,43687,96072,715760,39680,286090,0,0,419800,52152,492,24947,2405,421,0,0,0,0,0,0,0,19459,0,0,829,0,1,0,5919,0,75,20,123,0,61,12196,9072
"G0501310","1890","Arkansas","050","Sebastian","1310","Sebastian","42","1310",33200,111442,115431,3278420,116050,613300,46,0,793298,154842,198,11411,11778,2095,0,0,0,0,0,0,0,61528,0,0,5994,19,4,0,13115,0,128,665,42,50,389,35709,43359
"G0501330","1890","Arkansas","050","Sevier","1330","Sevier","42","1330",10072,49852,128923,949250,41290,285620,0,0,338621,10780,42,2537,5643,845,0,0,0,0,0,0,0,21058,0,0,392,0,0,0,3710,0,0,681,14,0,56,2138,21064
"G0501350","1890","Arkansas","050","Sharp","1350","Sharp","42","1350",10418,69315,146418,865150,54710,351780,20,54,479268,86645,24,12385,3643,182,0,0,0,0,0,0,0,28636,0,0,1142,1,15,0,5500,0,49,474,72,1000,21,11021,9366
"G0501370","1890","Arkansas","050","Stone","1370","Stone","42","1370",7043,28766,62067,552170,39440,205690,0,0,312516,46402,148,8782,1858,232,0,0,0,0,0,0,0,12568,0,0,751,2,0,0,11368,0,16,87,107,612,68,8953,11067
"G0501390","1890","Arkansas","050","Union","1390","Union","42","1390",14977,106336,279385,998950,72940,409460,0,0,350227,13166,226,269,12063,1508,0,0,0,0,0,0,0,22544,0,0,382,0,0,0,2327,0,0,11911,55,0,331,7996,73022
"G0501410","1890","Arkansas","050","Van Buren","1410","Van Buren","42","1410",8567,55196,108843,676310,42860,263910,0,20,350801,50273,46,5623,3159,1091,0,0,0,0,0,0,0,27481,0,0,477,0,0,0,5005,0,92,90,79,1770,297,11851,13563
"G0501430","1890","Arkansas","050","Washington","1430","Washington","42","1430",32024,197459,262358,6209340,222490,1150220,65,615,1832189,403678,1100,236659,140,35,0,0,0,0,0,0,0,91949,0,0,15410,634,283,0,126762,0,140,505,386,1925,161,106269,17706
"G0501450","1890","Arkansas","050","White","1450","White","42","1450",22946,113592,204266,2473160,111550,684450,0,0,613868,80295,198,846,11514,1901,0,0,0,0,0,0,8,31872,0,0,1839,300,50,0,18026,0,624,3205,451,520,508,22275,24663
"G0501470","1890","Arkansas","050","Woodruff","1470","Woodruff","42","1470",14009,65254,63805,1991060,86970,334600,0,1,378978,2514,0,35,17453,7503,0,0,0,0,0,0,0,893,0,0,1873,0,0,0,2587,0,4,530,101,50,119,4701,6489
"G0501490","1890","Arkansas","050","Yell","1490","Yell","42","1490",18015,86778,142492,1844790,104510,483630,0,0,641430,67305,93,12861,12273,1841,0,0,0,0,0,0,0,38533,0,0,1588,11,0,0,9180,0,105,1200,18,400,147,12408,27779
"G0600010","1890","California","060","Alameda","0010","Alameda","71","10",93864,222885,75961,28516550,534630,1542100,703213,0,13530,9055,0,253086,0,0,0,0,0,0,0,0,0,0,0,0,75765,0,0,0,0,39000,7,20,416,0,0,209389,50
"G0600030","1890","California","060","Alpine","0030","Alpine","71","30",667,4450,5330,160000,10710,48100,160,0,410,8650,66,2770,0,0,0,0,0,0,0,0,0,0,0,0,3150,0,0,0,0,0,117,0,143,0,0,4030,0
"G0600050","1890","California","060","Amador","0050","Amador","71","50",10320,71173,136999,3223170,149350,605470,137273,0,19021,3783,0,52577,0,0,0,0,0,0,0,0,0,0,0,0,25971,0,0,0,0,0,0,0,15,0,0,32157,490
"G0600070","1890","California","060","Butte","0070","Butte","71","70",17939,360273,144265,18811260,538910,1424580,491199,0,13016,6930,3068,2963597,0,0,0,0,0,0,0,0,0,30,0,0,73460,0,0,0,0,0,1,10,49,0,2,14889,957
"G0600090","1890","California","060","Calaveras","0090","Calaveras","71","90",8882,70118,78442,1320660,87010,314380,40044,0,2290,200,0,20540,0,0,0,0,0,0,0,0,0,0,0,0,9802,0,9,0,15,0,1,0,35,0,0,1910,0
"G0600110","1890","California","060","Colusa","0110","Colusa","71","110",14640,772355,175227,28073930,742280,2175670,1244467,800,42581,900,0,6272494,0,0,0,0,0,0,0,0,0,0,0,0,66174,0,0,0,0,3000,70,0,20,375000,601,14838,785
"G0600130","1890","California","060","Contra Costa","0130","Contra Costa","71","130",13515,260236,35857,14373890,368320,1195680,416662,8,7878,18980,0,894672,0,0,0,0,0,11,0,0,0,0,0,0,73449,0,0,0,0,0,0,0,100,0,0,220862,0
"G0600150","1890","California","060","Del Norte","0150","Del Norte","71","150",2592,15085,18406,895700,26900,137910,4390,0,448,17431,0,375,0,0,0,0,0,0,0,0,0,0,0,0,5341,0,0,0,0,0,0,15,0,0,0,10203,0
"G0600170","1890","California","060","El Dorado","0170","El Dorado","71","170",9232,51602,125700,2662900,75820,330000,36188,0,520,11050,1112,43229,0,0,0,0,0,0,0,0,0,20,0,0,15034,0,10,0,170,1250,0,0,4,0,0,7492,0
"G0600190","1890","California","060","Fresno","0190","Fresno","71","190",32026,951490,421849,46755740,905150,3396630,799587,0,2810,6770,272,2751450,0,0,70,20,0,0,0,0,0,180,0,0,93374,0,210,0,0,0,18,0,524,0,41,12580,2131
"G0600230","1890","California","060","Humboldt","0230","Humboldt","71","230",23469,380644,167148,11811370,229650,1662780,62706,10,19928,247715,142,29566,0,0,0,0,0,0,0,0,0,0,0,0,41353,0,246,0,0,0,25438,1290,1448,0,34,175507,54
"G0600270","1890","California","060","Inyo","0270","Inyo","71","270",3544,46242,22014,1234900,62220,386820,9530,0,26759,24716,0,36548,0,0,0,0,0,0,0,0,0,0,0,0,24574,650,147,0,0,0,4,0,104,15000,0,9214,110
"G0600290","1890","California","060","Kern","0290","Kern","71","290",9808,139659,572471,9934100,222750,2390510,146266,0,342770,175,25,80685,0,0,0,0,0,0,0,0,0,0,0,0,82115,59,1827,0,0,0,21,0,305,0,120,9280,1755
"G0600315","1890","California","060","Klamath","0315","Klamath","71","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0600330","1890","California","060","Lake","0330","Lake","71","330",7101,105468,97594,4957070,111110,530440,95871,0,22340,21335,110,83940,0,0,0,0,0,0,0,0,0,0,0,0,24522,142,222,0,0,61681,100,0,62,0,0,13182,0
"G0600350","1890","California","060","Lassen","0350","Lassen","71","350",4239,100948,141413,2868800,148910,976750,31663,0,740,27007,18306,86088,0,0,0,0,0,0,0,0,0,0,0,0,56411,187,56,0,0,0,0,0,35,0,0,30541,40
"G0600370","1890","California","060","Los Angeles","0370","Los Angeles","71","370",101454,436792,323141,51115820,651100,2350790,1927191,0,430571,9800,14925,785787,0,0,0,0,0,0,0,0,0,80,0,0,116101,0,0,0,150,14000,88,51,3030,11750,1201,393624,36663
"G0600410","1890","California","060","Marin","0410","Marin","71","410",13072,191285,66432,8996190,184940,1153040,7063,0,0,28900,0,12765,0,0,0,0,0,0,0,0,0,0,0,0,27890,0,800,0,0,11349,0,0,0,0,0,82042,0
"G0600430","1890","California","060","Mariposa","0430","Mariposa","71","430",3787,37024,107865,1083470,46970,311930,38660,0,845,232,424,12303,0,0,0,0,0,0,0,0,0,0,0,0,8939,0,0,0,0,0,0,0,37,0,0,7765,0
"G0600450","1890","California","060","Mendocino","0450","Mendocino","71","450",17612,159310,413565,7425580,162540,1082270,53375,0,8290,54246,30,70750,0,0,0,0,0,0,0,0,0,0,0,0,28231,0,0,0,105,824721,0,22,74,0,0,26855,49
"G0600470","1890","California","060","Merced","0470","Merced","71","470",8085,626596,252362,20698700,486760,1758970,739714,0,32583,600,152884,2824480,0,0,0,0,0,0,0,0,0,0,0,0,82496,0,0,0,0,27000,0,0,535,0,0,19604,3228
"G0600490","1890","California","060","Modoc","0490","Modoc","71","490",4986,157330,94579,3161850,134250,1303190,33116,0,125,10373,1264,21416,0,0,0,0,0,0,0,0,0,0,0,0,54533,6,1563,0,0,500,2,0,142,0,0,19891,0
"G0600510","1890","California","060","Mono","0510","Mono","71","510",2002,50972,28551,778640,24420,463420,3903,0,209,530,85,1569,0,0,0,0,0,0,0,0,0,0,0,0,16096,36,12,0,0,0,15,0,740,0,0,10703,100
"G0600530","1890","California","060","Monterey","0530","Monterey","71","530",18637,479350,565862,20141740,489210,2128730,1166149,3911,24137,123580,330,1856000,0,0,0,0,0,0,0,0,0,0,0,0,53386,0,30,0,100,0,808,0,36334,0,10,232629,0
"G0600550","1890","California","060","Napa","0550","Napa","71","550",16411,147311,141436,16959880,341070,911350,113143,0,74835,58649,10,279429,0,0,0,0,0,0,0,0,0,0,0,0,31362,5,0,0,0,51151,15,0,22,0,0,13198,99
"G0600570","1890","California","060","Nevada","0570","Nevada","71","570",17369,33067,84810,2022630,81690,310600,2340,0,280,1200,150,813,0,0,0,0,0,0,0,0,0,0,0,0,18090,0,0,0,0,0,0,0,0,0,0,15967,0
"G0600590","1890","California","060","Orange","0590","Orange","71","590",13589,192559,72681,8670350,175150,734200,109673,0,339785,0,15,835,0,0,0,0,0,0,0,0,0,1256,0,0,26836,0,0,0,0,0,19,18,2964,575,12301,74768,7015
"G0600610","1890","California","060","Placer","0610","Placer","71","610",15101,140023,138683,8599370,177800,577010,109889,0,100,50480,1072,323110,0,0,0,0,0,0,0,0,0,0,0,0,31855,0,0,0,0,0,1,0,18,0,0,3044,1006
"G0600630","1890","California","060","Plumas","0630","Plumas","71","630",4933,104811,21146,1232750,60400,368080,9450,0,30,68870,2906,16874,0,0,0,0,0,0,0,0,0,0,0,0,30268,0,0,0,0,0,37,0,2,0,0,14834,0
"G0600670","1890","California","060","Sacramento","0670","Sacramento","71","670",40339,341601,97849,19864260,395920,1515070,484110,1733,47642,31494,0,1211991,0,0,0,0,0,0,0,0,0,0,0,0,69695,240,0,0,0,2134606,3048,0,129757,6000,0,601644,37965
"G0600690","1890","California","060","San Benito","0690","San Benito","71","690",6412,270274,214087,7457400,179580,1283310,176099,0,1654,7541,0,432980,0,0,0,0,0,0,0,0,0,0,0,0,31443,0,0,0,10000,0,0,0,458,0,2,14539,0
"G0600710","1890","California","060","San Bernardino","0710","San Bernardino","71","710",25497,126479,181366,30377240,295120,1155210,305916,0,21855,20000,930,36019,0,0,0,0,0,0,0,0,0,0,0,0,49885,110,2168,0,0,0,6,0,2043,2000,10,40550,1213
"G0600730","1890","California","060","San Diego","0730","San Diego","71","730",34987,238942,648854,18509270,433510,1656140,542273,60,70344,7957,4352,159739,0,0,0,0,0,0,0,0,0,20,0,0,48085,0,223,0,300,0,79,40,3264,1500,250,46193,5856
"G0600750","1890","California","060","San Francisco","0750","San Francisco","71","750",298997,3103,366,1803900,30580,162220,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,61045,0
"G0600770","1890","California","060","San Joaquin","0770","San Joaquin","71","770",28629,559784,11487,26554980,620960,1724670,1546527,0,10799,6888,33124,3836786,0,0,0,0,0,0,0,0,0,0,0,0,61067,0,0,0,0,188000,0,0,20819,0,0,278583,3045
"G0600790","1890","California","060","San Luis Obispo","0790","San Luis Obispo","71","790",16072,273179,811219,15867330,352970,2297210,312875,30,13985,31978,1308,474293,0,0,3750,0,0,0,0,0,0,0,0,0,50464,0,100,0,100,0,165,120,107274,150,0,50240,541
"G0600810","1890","California","060","San Mateo","0810","San Mateo","71","810",10087,117581,50452,11509540,108160,731420,51809,0,1913,40584,0,22239,0,0,0,0,0,0,0,0,0,0,0,0,21605,0,0,0,0,0,7,92,6061,0,0,69461,0
"G0600830","1890","California","060","Santa Barbara","0830","Santa Barbara","71","830",15754,237178,284092,15064470,223010,1412560,363786,250,143520,13928,500,229825,0,0,0,0,0,0,0,0,0,0,0,0,30371,0,0,0,0,0,132,75,151655,0,0,39466,2168
"G0600850","1890","California","060","Santa Clara","0850","Santa Clara","71","850",48005,281351,164184,38954592,721380,1644400,589303,0,9570,2000,3000,282536,0,0,0,0,0,0,0,0,0,0,0,0,95296,0,0,0,1000,0,5,0,1008,0,0,88071,200
"G0600870","1890","California","060","Santa Cruz","0870","Santa Cruz","71","870",19270,76125,49896,9309900,208350,518730,49024,1376,72546,77568,95,102711,0,0,310,6,0,0,0,0,0,0,0,0,26013,0,0,0,0,223000,31,8,12099,0,0,93621,100
"G0600890","1890","California","060","Shasta","0890","Shasta","71","890",12133,88547,192823,4422890,132610,584870,53572,0,4375,16149,784,98157,0,0,0,0,0,0,0,0,0,0,0,0,30982,0,19,0,800,20000,3,60,1979,0,240,25938,366
"G0600910","1890","California","060","Sierra","0910","Sierra","71","910",5051,22044,22551,646370,27600,170520,19488,0,20,38296,744,9358,0,0,0,0,0,0,0,0,0,0,0,0,16198,0,0,0,0,0,0,0,0,0,0,6505,0
"G0600930","1890","California","060","Siskiyou","0930","Siskiyou","71","930",12163,90976,138017,4594440,151950,844490,20669,0,4900,65613,425,101677,0,0,0,0,0,0,0,0,0,0,0,0,44873,0,0,0,0,0,4,4,836,0,0,27511,0
"G0600950","1890","California","060","Solano","0950","Solano","71","950",20946,366419,65491,25801950,454370,1585880,733820,560,3302,3430,0,1756837,0,0,0,0,0,0,0,0,0,0,0,0,38993,0,0,0,0,0,0,0,2284,0,0,11883,472
"G0600970","1890","California","060","Sonoma","0970","Sonoma","71","970",32721,308080,398973,32905290,531180,2196470,139887,60,142323,154724,126,251254,0,0,0,0,0,0,0,0,0,0,0,0,82568,0,500,0,152,1263610,180,0,15,0,0,319890,1812
"G0600990","1890","California","060","Stanislaus","0990","Stanislaus","71","990",10040,654041,87427,17752120,517690,1430830,612286,0,12496,38472,0,3566454,0,0,0,0,0,0,0,0,0,0,0,0,19495,0,0,0,0,0,0,0,9,0,0,4092,1092
"G0601010","1890","California","060","Sutter","1010","Sutter","71","1010",5469,225997,31959,10455960,282930,870110,429894,1590,27337,6327,0,1475944,0,0,0,0,0,0,0,0,0,0,0,0,29980,539,0,0,0,187000,0,0,1908,198000,460,15271,3510
"G0601030","1890","California","060","Tehama","1030","Tehama","71","1030",9916,395661,469005,11671130,238450,1738160,359668,0,4205,46425,0,1298225,0,0,0,0,0,0,0,0,0,25,0,0,52444,0,0,0,15,0,0,0,1671,0,11383,15398,2070
"G0601050","1890","California","060","Trinity","1050","Trinity","71","1050",3719,12622,55135,1549270,27100,177370,570,0,4135,4167,1232,12176,0,0,0,0,0,0,0,0,0,0,0,0,6849,4,1,0,0,0,2,1,217,0,0,8143,0
"G0601070","1890","California","060","Tulare","1070","Tulare","71","1070",24574,588118,340559,27555740,684290,3028370,506381,0,40507,6650,0,2691352,0,0,0,0,0,0,0,0,0,59,0,0,102354,210,4052,0,0,0,100,0,118,2000,700,60769,1849
"G0601090","1890","California","060","Tuolumne","1090","Tuolumne","71","1090",6082,23491,44637,850910,50750,134710,24960,0,60,700,55,28235,0,0,0,0,0,0,0,0,0,0,0,0,6455,0,0,0,0,0,6,0,0,0,0,3190,0
"G0601110","1890","California","060","Ventura","1110","Ventura","71","1110",10071,137349,187180,13118520,212500,940820,1048661,0,301046,2020,0,51779,0,0,0,0,0,0,0,0,0,0,0,0,21575,0,0,0,0,0,8,0,221199,0,520,53329,1333
"G0601130","1890","California","060","Yolo","1130","Yolo","71","1130",12684,308923,66741,18717970,410800,1283100,407454,0,1050,0,0,2570065,0,0,0,0,0,0,0,0,0,0,0,0,53075,1357,223,0,0,959000,0,0,648,0,0,29569,200
"G0601150","1890","California","060","Yuba","1150","Yuba","71","1150",9636,165916,60315,5314180,167930,601190,236169,0,14855,28000,0,390957,0,0,0,0,0,0,0,0,0,0,0,0,31599,0,0,0,0,538470,0,0,1000,0,0,19021,2528
