GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AJR001,AJU001,AJU002,AJU003,AJV001,AJV002,AJ1001,AJ1002,AJ1003,AJ1004,AJ1005,AJ1006,AJ1007,AJ1008,AJ1009,AJ1010,AJ1011,AJ1012,AJ1013,AJ1014,AJ1015,AJ1016,AJ1017,AJ1018,AJ1019,AJ1020,AJ1021,AJ1022,AJ1023,AJ1024,AJ1025,AJ1026,AJ1027,AJ1028,AJ1029,AJ1030,AJ1031,AJ1032,AJ1033,AJ1034
"G5000250","1870","Vermont","500","Windham","0250","Windham","6","250",26036,308975,123886,1245,9127096,483621,4119,111,3980,185675,163122,12688,6186,0,72630,0,233772,1158,353836,1,127,1045473,92095,71254,83306,182,174,22420,0,20,2,0,0,0,988444,0,0,750,212,7684
"G5000270","1870","Vermont","500","Windsor","0270","Windsor","6","270",36063,398106,130657,1686,13193240,629567,33667,3234,7527,278736,283740,5060,39823,0,16,0,602818,1938,439416,5,0,1083207,161911,31150,111511,2,272,81542,0,0,0,0,0,0,788558,0,0,716,194,9098
"G5100010","1870","Virginia","510","Accomack","0010","Accomack","40","10",20409,78556,72774,11296,2657265,82354,175,535,100,530560,336860,0,0,0,0,0,7991,144,97730,212507,125,40284,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,105
"G5100030","1870","Virginia","510","Albemarle","0030","Albemarle","40","30",27544,196309,128021,5510,5928975,116858,0,218545,2812,384851,180461,7,0,0,1781619,0,16947,153,10135,2591,1209,52295,0,5870,5005,104,144,600,0,25,3,0,0,0,0,0,2755,0,63,1881
"G5100035","1870","Virginia","510","Alexandria","0035","Alexandria","40","130",16755,6914,558,623,660875,15599,0,3161,1573,21679,5527,17,82,0,65,0,29,86,6940,736,108,3805,0,75580,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370
"G5100050","1870","Virginia","510","Alleghany","0050","Alleghany","40","50",3674,23423,87013,0,744820,22132,43,24800,4784,50695,31991,0,533,0,25747,0,4241,189,4386,5,15,40690,257,0,1219,28,37,0,0,655,72,0,0,0,6832,0,876,40,58,1343
"G5100070","1870","Virginia","510","Amelia","0070","Amelia","40","70",9878,109009,78828,9287,1725061,38456,0,64549,58,70509,62688,0,0,0,1037721,0,3158,1060,5005,3580,114,47763,0,1025,1316,0,0,220,0,0,0,0,0,0,0,0,366,0,55,3563
"G5100090","1870","Virginia","510","Amherst","0090","Amherst","40","90",14900,130593,96182,3778,1987119,41583,25,75040,2257,160655,117608,100,40,0,1285471,0,3327,65,15813,3909,735,109773,0,4101,1144,10,210,0,0,0,0,0,0,0,0,0,5264,0,66,3965
"G5100110","1870","Virginia","510","Appomattox","0110","Appomattox","40","110",8950,109111,76948,6509,1540199,25150,0,33825,20,76708,65858,30,10,0,656944,0,3627,587,6456,4790,390,50868,0,0,249,0,15,0,0,343,9,0,0,0,0,0,5238,0,120,5208
"G5100150","1870","Virginia","510","Augusta","0150","Augusta","40","150",28763,222843,157251,20777,10232552,284003,313,462963,29835,280380,234492,516,526,0,2000,10,23291,209,28090,498,2028,353335,2068,1260,19671,499,803,216,0,4799,147,0,0,0,669,0,13105,25,489,9238
"G5100170","1870","Virginia","510","Bath","0170","Bath","40","170",3795,37913,134155,650,1394270,21152,0,30093,5531,49252,23552,0,1524,0,0,0,8355,0,5691,16,613,33292,888,175,2790,57,34,0,0,315,20,0,0,0,4139,0,849,440,264,223
"G5100190","1870","Virginia","510","Bedford","0190","Bedford","40","190",25327,174099,131480,57797,3373549,98513,100,165460,7831,258995,249799,0,476,0,1956157,0,13188,1371,22306,11169,663,200506,0,1470,3057,96,2555,65,0,1868,186,4,0,0,0,0,11799,0,244,15377
"G5100210","1870","Virginia","510","Bland","0210","Bland","40","210",4000,30082,86146,0,663119,17275,0,16518,4064,42057,28392,0,434,0,2440,0,10819,0,3582,0,0,36098,818,0,1883,58,85,0,0,1122,140,0,0,0,16409,0,1958,475,64,760
"G5100230","1870","Virginia","510","Botetourt","0230","Botetourt","40","230",11329,73691,75055,7167,2748574,72029,0,152799,2325,95986,92307,3,20,0,196459,0,8619,10,8086,1034,455,99557,130,0,3752,432,381,0,0,314,139,0,0,0,41,0,4966,0,138,1804
"G5100250","1870","Virginia","510","Brunswick","0250","Brunswick","40","250",13427,75337,192683,5376,694602,30520,0,44309,0,166892,68283,0,0,0,1121480,0,3386,2326,7591,9801,276,50335,0,0,1357,0,2,13,0,0,0,0,0,0,0,0,556,0,352,2832
"G5100270","1870","Virginia","510","Buchanan","0270","Buchanan","40","270",3777,14055,0,195060,293994,6452,0,3184,3047,82624,14990,0,293,0,6424,0,7997,1862,6726,3973,0,71955,0,0,79,0,0,0,0,35695,392,0,0,0,4127,0,4732,0,1201,13139
"G5100290","1870","Virginia","510","Buckingham","0290","Buckingham","40","290",13371,133273,158511,20326,1998752,43639,6,76688,58,112336,96314,0,0,0,809937,0,5517,895,8036,5357,441,78557,0,0,424,6,0,0,0,1365,42,0,0,0,0,0,3472,0,264,3176
"G5100310","1870","Virginia","510","Campbell","0310","Campbell","40","310",28384,144813,136045,11162,3048166,67232,0,77057,2534,226690,175733,370,51,0,1761901,0,5961,1308,15106,7359,1167,71275,225,9850,1555,10,880,149,0,740,122,0,0,0,0,0,3281,0,771,9615
"G5100330","1870","Virginia","510","Caroline","0330","Caroline","40","330",15128,137176,106700,13308,2359064,32409,0,63462,11050,214968,30194,0,222,0,417848,1,2747,126,5103,2770,60,8718,0,0,288,10,0,6001,0,0,4,0,0,0,400,0,566,0,7,175
"G5100350","1870","Virginia","510","Carroll","0350","Carroll","40","350",9147,57656,136110,0,638494,24546,0,13382,25080,91772,42658,29,3673,0,9557,0,16797,411,10837,1345,292,74893,3773,115,2713,179,180,40,0,4798,504,0,0,0,100,0,7531,0,558,10729
"G5100360","1870","Virginia","510","Charles City","0360","Charles City","40","360",4975,41438,51737,1125,991352,49013,0,55269,175,111244,47578,0,0,0,2200,0,2433,1343,6412,4995,0,32206,0,0,50,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
"G5100370","1870","Virginia","510","Charlotte","0370","Charlotte","40","370",14513,116802,85810,53773,2401030,45618,47,75147,172,194260,118931,0,100,0,1964736,17,6838,1194,7585,5500,192,98170,300,60,612,52,24,4,0,82,2,0,0,0,250,0,852,0,842,14925
"G5100410","1870","Virginia","510","Chesterfield","0410","Chesterfield","40","410",18470,60855,102651,35488,2315069,49635,0,46408,708,150485,74475,255,1,0,194510,0,0,2747,15543,13580,341,62833,120,6854,658,7,0,2000,0,0,0,0,0,0,0,0,76,0,2,1068
"G5100430","1870","Virginia","510","Clarke","0430","Clarke","40","430",6670,73253,25343,873,4014970,59876,0,234858,6151,211028,59618,0,61,0,0,0,26443,0,8139,45,312,85339,0,0,2233,14,0,0,0,0,0,0,0,0,0,0,0,0,299,8023
"G5100450","1870","Virginia","510","Craig","0450","Craig","40","450",2942,27107,63839,0,861052,27612,0,23854,11772,44242,31486,5,1443,0,15750,0,7148,14,4276,113,171,48080,498,0,1605,197,471,12,0,3122,236,0,0,0,4184,0,0,3489,189,1733
"G5100470","1870","Virginia","510","Culpeper","0470","Culpeper","40","470",12227,165789,62558,7369,4041710,74408,64,105528,3842,361654,78568,300,6,0,2836,0,39603,141,16644,1770,442,83974,20,2507,2706,165,24,0,0,0,4,0,0,0,0,0,2565,0,136,3261
"G5100490","1870","Virginia","510","Cumberland","0490","Cumberland","40","490",8142,77239,56444,12551,1170312,25270,0,72082,0,64257,42945,0,0,0,956855,0,2212,744,3369,2598,75,34652,0,126,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560
"G5100530","1870","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",30702,86573,85433,59672,1384876,32232,50,39819,424,170712,57079,0,0,0,844504,0,2092,1790,8123,8894,87,37421,60,777,1232,0,0,8,0,0,0,0,0,0,0,0,85,0,74,1433
"G5100550","1870","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",8303,12213,14042,2405,577239,7357,0,10820,20,78646,6717,0,0,0,0,0,0,1275,15024,15879,0,1164,0,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5100570","1870","Virginia","510","Essex","0570","Essex","40","570",9927,91599,63291,1341,1652972,23345,0,47577,3252,264605,14757,0,0,0,140,0,5205,175,1670,360,106,27340,0,0,847,0,0,0,0,0,0,0,0,0,0,0,449,0,0,910
"G5100590","1870","Virginia","510","Fairfax","0590","Fairfax","40","590",12952,103099,83048,20380,5885840,141907,14,59968,9240,295330,120072,171,3006,0,50,0,4961,64,71227,4923,1452,178345,150,75992,8097,60,41,692,0,80,3,0,0,0,0,0,80,0,252,4396
"G5100610","1870","Virginia","510","Fauquier","0610","Fauquier","40","610",19690,288546,104296,13463,9581486,151971,0,269952,11001,824947,180591,60,123,0,2205,5,39493,741,37010,637,678,194986,30,5750,6611,16,119,0,1,0,1,0,0,0,0,0,747,0,149,9069
"G5100630","1870","Virginia","510","Floyd","0630","Floyd","40","630",9824,68627,93728,81,1000650,28925,14,29396,41515,112789,93692,33,8082,0,157467,0,18995,1283,16033,136,283,119180,2146,0,3646,518,311,3,0,7681,1406,0,0,0,129,0,10062,0,81,4155
"G5100650","1870","Virginia","510","Fluvanna","0650","Fluvanna","40","650",9875,64484,57683,21390,1306339,33992,0,77486,265,126448,67247,0,0,0,894023,0,3878,63,3142,1905,21,61397,0,1,454,0,0,0,0,88,2,0,0,0,0,0,7031,0,70,1708
"G5100670","1870","Virginia","510","Franklin","0670","Franklin","40","670",18264,109514,174671,48205,1674512,65534,0,77722,11340,241919,178231,0,489,0,1696549,0,14986,385,23218,10056,166,165499,253,0,1954,351,123,6,0,6665,1034,2,0,0,10,0,14863,0,2360,32374
"G5100690","1870","Virginia","510","Frederick","0690","Frederick","40","690",16596,134160,75603,6,4494430,124749,0,239698,14225,182672,76743,83,1258,0,825,0,26928,150,22661,488,1095,230178,1156,6635,8725,698,237,0,0,429,24,0,0,0,0,0,2750,0,598,10532
"G5100710","1870","Virginia","510","Giles","0710","Giles","40","710",5875,40102,18758,65478,979272,22125,0,53598,12633,105402,23474,24,885,0,30653,0,10299,379,3420,179,108,39676,622,142,1351,176,165,5,0,640,164,1,0,0,3524,0,8527,0,280,1657
"G5100730","1870","Virginia","510","Gloucester","0730","Gloucester","40","730",10211,56777,49400,413,1128473,24998,0,21966,107,207240,25856,20,0,0,949,0,4880,1154,10673,9110,3,20175,480,0,23,0,0,0,0,0,0,0,0,0,0,0,2781,0,30,2781
"G5100750","1870","Virginia","510","Goochland","0750","Goochland","40","750",10313,135445,62512,0,1607600,84602,0,76177,310,101402,72630,0,0,0,405215,0,3990,20,370,162,0,6485,0,0,193,0,0,0,0,0,0,0,0,0,0,0,120,0,0,720
"G5100770","1870","Virginia","510","Grayson","0770","Grayson","40","770",9587,65389,119543,9875,1059544,40913,0,30060,42704,109938,63695,0,3407,0,6401,0,25326,3,12313,129,265,91543,2340,0,4016,598,185,12,0,6880,668,0,0,0,1360,0,8315,0,44,6343
"G5100790","1870","Virginia","510","Greene","0790","Greene","40","790",4634,43585,38518,0,841995,20229,0,36060,6895,84033,37886,0,150,0,262030,0,2905,10,3314,1299,0,26362,220,0,690,9,17,0,0,445,41,0,0,0,0,0,1936,4,103,1078
"G5100810","1870","Virginia","510","Greensville","0810","Greensville","40","810",6362,51991,77913,22890,909097,16263,0,5524,30,112392,13509,0,0,0,33200,5,1903,1257,3475,7572,367,12671,0,0,8,0,0,0,0,0,0,0,0,0,0,0,91,0,172,1779
"G5100830","1870","Virginia","510","Halifax","0830","Halifax","40","830",27828,183771,129324,29584,2545790,59135,900,122863,4614,387227,168970,60,0,0,3838284,0,4681,377,5950,7896,345,55480,0,20,88,0,0,0,0,0,0,0,0,0,0,0,862,0,553,6365
"G5100850","1870","Virginia","510","Hanover","0850","Hanover","40","850",16455,130193,100523,8002,3295587,50908,0,122593,1330,225517,119211,0,90,0,439434,0,5502,1594,29278,35775,476,72013,0,722,521,0,0,32,0,0,0,0,0,0,0,0,238,0,185,2112
"G5100870","1870","Virginia","510","Henrico","0870","Henrico","40","870",66179,62029,57922,5004,5195650,87990,589,80913,1150,127166,89601,370,0,0,11175,3,334,1109,37634,10228,628,46005,10,44500,2112,0,0,59,0,0,0,0,0,0,0,0,34,0,51,1045
"G5100890","1870","Virginia","510","Henry","0890","Henry","40","890",12303,66559,86888,24340,819920,31529,0,23651,9302,154794,75229,0,26,0,1129617,1,4973,162,7030,6996,0,27335,0,0,7,0,0,0,0,214,27,0,0,0,0,0,2023,0,1249,15753
"G5100910","1870","Virginia","510","Highland","0910","Highland","40","910",4151,53491,116766,0,1811700,37836,0,25133,6605,26075,11755,0,4650,0,0,0,17913,0,5743,0,0,71557,50,0,5897,10,0,0,0,118,2,0,0,0,45980,0,0,187,57,2058
"G5100930","1870","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",8320,56317,87110,19107,1145148,19337,1021,428,2,160733,17823,0,0,0,0,2,0,3522,17957,30411,0,0,0,0,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635
"G5100950","1870","Virginia","510","James City","0950","James City","40","950",4425,15071,28530,2594,311647,10516,0,10350,0,64128,8238,0,0,0,135,0,876,171,6804,5071,175,11809,0,255,108,0,0,0,0,0,0,0,0,0,0,0,1196,0,0,300
"G5100970","1870","Virginia","510","King And Queen","0970","King And Queen","40","970",9709,75646,65682,13144,981885,23263,0,28172,3583,204906,19771,0,0,0,70,0,4007,818,8138,7665,0,30733,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4147,0,0,554
"G5100990","1870","Virginia","510","King George","0990","King George","40","990",5742,60404,38837,2179,1320987,24775,0,34463,5737,144807,11652,0,25,0,2662,0,2166,68,5304,1545,163,29322,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,75,5467
"G5101010","1870","Virginia","510","King William","1010","King William","40","1010",7515,71848,57919,33668,1728298,42085,0,68256,2991,236530,33030,0,0,0,28850,0,2535,1590,17045,8309,118,37095,0,150,175,0,0,0,0,0,0,0,0,0,0,0,95,0,125,1612
"G5101030","1870","Virginia","510","Lancaster","1030","Lancaster","40","1030",5355,34432,36522,1611,849895,13802,0,12978,190,108940,22544,0,0,0,0,0,827,0,908,722,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0
"G5101050","1870","Virginia","510","Lee","1050","Lee","40","1050",13268,75731,116877,31650,2184205,45535,0,81620,3645,367790,66831,0,0,0,0,0,21864,763,12108,6116,0,132547,1935,0,1246,9,106,0,0,6389,628,0,0,0,7398,0,17197,0,480,26535
"G5101070","1870","Virginia","510","Loudoun","1070","Loudoun","40","1070",20929,201888,67246,7157,10877006,206700,0,537026,9257,842128,120811,40,441,0,0,0,34592,178,32759,551,462,467363,0,0,8544,4,60,44,0,0,3,0,0,0,0,0,400,0,307,13769
"G5101090","1870","Virginia","510","Louisa","1090","Louisa","40","1090",16332,122974,101120,29993,2564753,51274,15,126338,929,151942,126387,145,0,0,930226,0,4916,406,7231,6287,173,75914,0,0,1152,3,0,3,0,0,0,0,0,0,0,0,552,0,60,1406
"G5101110","1870","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",10403,94967,60101,69576,891238,23425,0,38529,0,107174,77394,0,0,0,963673,0,4738,465,2936,4210,119,33667,0,0,112,0,25,5,0,0,0,0,0,0,0,0,617,0,109,3900
"G5101130","1870","Virginia","510","Madison","1130","Madison","40","1130",8670,72312,81763,10317,1753087,46807,0,105833,9451,240240,54884,0,53,0,60650,0,6054,106,7217,2852,0,46705,0,0,1333,0,1,0,0,0,0,0,0,0,0,0,4132,0,10,47
"G5101150","1870","Virginia","510","Mathews","1150","Matthews","40","1150",6200,25376,18212,455,825169,6701,0,3268,110,104867,13577,0,0,0,0,0,1054,0,587,254,0,190,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5101170","1870","Virginia","510","Mecklenburg","1170","Mecklenburg","40","1170",21318,133357,127125,73150,2197841,59186,0,83033,247,243506,123492,0,0,0,2166628,0,8815,2305,11288,12512,483,147599,0,200,77,0,0,3,0,45,0,0,0,0,0,0,2802,0,664,11765
"G5101190","1870","Virginia","510","Middlesex","1190","Middlesex","40","1190",4981,32834,27472,7367,583200,15497,0,19650,515,86967,11420,0,0,0,30,0,2518,17,2111,2589,0,13754,0,17,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,65
"G5101210","1870","Virginia","510","Montgomery","1210","Montgomery","40","1210",12556,79573,113368,12290,2976295,63963,1,100760,16252,146723,78168,79,1516,0,204747,0,13737,1252,12273,186,319,159212,3690,993,4106,647,267,397,0,3485,301,0,0,0,1500,0,7340,0,271,5824
"G5101230","1870","Virginia","510","Nansemond","1230","Nansemond","40","1230",11576,56338,106161,245,1197737,29963,70,5335,50,228057,22466,0,0,0,0,0,1931,6411,22169,57594,0,306,0,25,1814,0,1,0,0,0,0,0,0,0,0,0,606,0,298,6155
"G5101250","1870","Virginia","510","Nelson","1250","Nelson","40","1250",13898,105982,109766,24535,3042768,61464,0,77106,6007,186858,98771,50,1779,0,1199182,0,6629,301,12707,4374,215,111524,0,16,1215,5,60,0,0,0,0,0,0,0,0,0,5122,0,0,1115
"G5101270","1870","Virginia","510","New Kent","1270","New Kent","40","1270",4381,29115,41758,7041,644940,25114,0,20719,89,92676,19959,0,0,0,8600,0,75,187,2836,4029,160,2305,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1676,0,0,425
"G5101290","1870","Virginia","510","Norfolk","1290","Norfolk","40","1290",46702,46055,49288,8819,2755457,57632,50,55,0,348821,2888,0,0,0,0,0,774,13614,69212,43913,12,187,0,10142,60,0,0,0,0,0,0,0,0,0,0,0,72,0,160,885
"G5101310","1870","Virginia","510","Northampton","1310","Northampton","40","1310",8046,68728,35364,2621,1609493,31074,0,2747,351,266594,139668,0,25,0,0,0,2372,681,61616,79689,16,20132,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,0,110,1993
"G5101330","1870","Virginia","510","Northumberland","1330","Northumberland","40","1330",6863,51238,48081,3999,1129160,17838,0,20061,251,158483,22871,0,35,0,135,1,3507,54,8210,10185,27,19680,0,0,92,1,0,0,0,0,0,0,0,0,0,0,1368,0,16,1623
"G5101350","1870","Virginia","510","Nottoway","1350","Nottoway","40","1350",9291,69454,75056,0,1225536,22525,20,37887,0,82686,55754,0,0,0,653296,0,2006,1213,3924,3386,181,37135,0,0,67,0,0,37,0,0,0,0,0,0,0,0,350,0,141,1644
"G5101370","1870","Virginia","510","Orange","1370","Orange","40","1370",10396,96754,67805,9016,799148,55786,820,116756,47,185604,83286,100,0,0,46460,0,10772,95,6526,247,25,58938,817,0,1926,0,10,0,0,0,0,0,0,0,0,0,55,0,81,2464
"G5101390","1870","Virginia","510","Page","1390","Page","40","1390",8462,48744,48901,7605,1935974,51849,0,128552,18583,93765,24249,0,282,0,3435,0,9527,26,8283,1025,300,43932,130,0,3315,885,217,28,1,170,19,0,0,0,0,0,8684,0,257,2555
"G5101410","1870","Virginia","510","Patrick","1410","Patrick","40","1410",10161,59414,160906,10277,351975,19935,0,9657,12984,147329,50937,0,909,0,323886,0,8096,631,17166,8205,100,85545,110,0,351,25,49,20,0,2987,553,0,0,0,0,0,10813,0,2563,37211
"G5101430","1870","Virginia","510","Pittsylvania","1430","Pittsylvania","40","1430",31343,239018,294568,66135,3390720,89799,783,124576,6832,307657,252787,400,32,0,4282511,0,0,378,20332,9145,77,28189,0,2757,821,1041,0,0,5,168,5,0,0,0,0,0,2439,0,642,6245
"G5101450","1870","Virginia","510","Powhatan","1450","Powhatan","40","1450",7667,59540,56025,14012,1449229,29007,0,70804,646,74896,72046,0,0,0,541430,0,5541,194,2434,1036,132,33850,0,250,290,0,0,0,0,0,0,0,0,0,0,0,476,0,0,2861
"G5101470","1870","Virginia","510","Prince Edward","1470","Prince Edward","40","1470",12004,76912,54214,56445,1707300,36277,0,43820,0,87440,67445,0,0,0,960700,0,0,1162,7544,4484,682,51791,0,2375,268,0,0,65,0,20,10,0,0,0,0,0,1272,0,31,2746
"G5101490","1870","Virginia","510","Prince George","1490","Prince George","40","1490",7820,55551,48344,3661,969513,32097,0,47282,0,164050,31390,0,0,0,1800,70,2408,20798,8485,6986,10,11912,0,50,179,1,0,0,0,0,0,0,0,0,0,0,2025,0,10,1719
"G5101510","1870","Virginia","510","Princess Anne","1510","Princess Anne","40","1510",8273,46940,52127,1742,1412328,40982,1500,1331,0,398105,21985,0,0,0,400,3,7105,17617,19975,39416,0,25112,225,0,1229,0,0,13,0,494,317,0,0,0,0,0,1234,0,406,4026
"G5101530","1870","Virginia","510","Prince William","1530","Prince William","40","1530",7504,69737,53658,17368,2193552,51949,0,47726,1989,167250,70063,0,536,0,1616,0,13356,146,9625,764,5,102668,335,208,2280,0,8,0,0,150,4,0,0,0,0,0,237,0,223,2034
"G5101550","1870","Virginia","510","Pulaski","1550","Pulaski","40","1550",6538,61250,110604,0,2500533,44286,10,38401,7623,96690,27301,0,40,0,18580,0,9605,348,6120,0,243,53100,100,0,2817,6,0,0,0,0,10,0,0,0,0,0,1474,0,3,1119
"G5101570","1870","Virginia","510","Rappahannock","1570","Rappahannock","40","1570",8261,84135,42695,5,1847386,47830,0,103112,10755,304040,44297,0,1249,0,23918,58,15036,178,13144,1069,909,87426,0,100,2058,197,176,0,0,460,12,0,0,0,0,0,3319,0,286,13180
"G5101590","1870","Virginia","510","Richmond","1590","Richmond","40","1590",6503,50206,49971,2129,1000685,15655,0,29769,2286,121680,9781,0,0,0,1736,0,1913,113,5059,4433,12,22057,30,0,166,12,0,0,0,0,0,0,0,0,0,0,2138,0,102,1693
"G5101610","1870","Virginia","510","Roanoke","1610","Roanoke","40","1610",9350,69553,74788,19440,3235520,63578,0,203226,8167,86943,89558,0,424,0,280550,0,4365,191,8417,625,549,120980,1242,30,3481,312,77,64,0,732,74,0,0,0,31,0,4600,0,422,5398
"G5101630","1870","Virginia","510","Rockbridge","1630","Rockbridge","40","1630",16058,100794,110252,2388,3950537,88572,0,214800,7137,119518,85564,651,169,0,186469,0,9156,285,13280,966,947,131092,25,765,6022,155,415,47,0,669,64,0,0,0,1564,0,3290,0,173,2881
"G5101650","1870","Virginia","510","Rockingham","1650","Rockingham","40","1650",23668,184134,129687,409,9218090,241655,0,375688,36251,251754,140896,1710,1096,0,232,0,27571,393,20542,4347,399,307668,4779,150,16459,989,1377,0,0,3345,284,0,0,0,9980,0,16540,0,29,10538
"G5101670","1870","Virginia","510","Russell","1670","Russell","40","1670",11103,74209,132391,140,1662746,45908,0,40985,9443,205968,56216,0,564,0,17282,0,27100,818,7983,1259,17,124631,973,0,1898,15,416,0,0,4040,239,0,0,0,43692,0,13978,429,1460,17810
"G5101690","1870","Virginia","510","Scott","1690","Scott","40","1690",13036,70449,158004,13,1181395,35467,0,53583,4403,222254,68730,75,77,0,16557,0,24249,187,8544,4361,0,95354,1200,30,1150,174,429,31,0,6645,447,0,0,0,31818,0,13980,920,1236,22539
"G5101710","1870","Virginia","510","Shenandoah","1710","Shenandoah","40","1710",14936,114931,81063,4272,4409310,116037,0,239045,19860,154313,81023,575,128,0,0,0,18757,8,14658,1278,262,165338,26820,0,8329,1331,848,0,0,366,217,0,0,0,0,0,9758,0,44,1693
"G5101730","1870","Virginia","510","Smyth","1730","Smyth","40","1730",8898,56478,87138,1845,1755188,31411,0,44681,9756,96829,66323,200,499,0,1575,0,10514,60,6049,26,129,64910,0,0,3327,118,69,0,5,3113,65,0,0,0,7700,0,5123,878,406,9897
"G5101750","1870","Virginia","510","Southampton","1750","Southampton","40","1750",12285,123059,165857,400,1203975,38885,403,988,1219,218858,13683,0,0,0,25,3,3587,6228,10088,24927,223,18660,800,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,513,1699
"G5101770","1870","Virginia","510","Spotsylvania","1770","Spotsylvania","40","1770",11728,65324,68652,36091,1789206,37967,115,55935,1655,104210,50832,60,11,0,132502,0,4527,204,6404,2543,117,30678,0,1,883,0,0,0,0,0,0,0,0,0,0,0,101,0,107,1563
"G5101790","1870","Virginia","510","Stafford","1790","Stafford","40","1790",6420,46090,72166,13158,1490483,36725,0,30763,2157,99057,39586,83,30,0,1070,0,3174,31,8800,399,458,40707,0,500,1006,31,0,0,0,0,0,0,0,0,0,0,34,0,0,242
"G5101810","1870","Virginia","510","Surry","1810","Surry","40","1810",5585,34069,60428,6683,759957,19004,210,700,0,85995,9495,0,0,0,0,0,1104,44666,15773,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5101830","1870","Virginia","510","Sussex","1830","Sussex","40","1830",7885,68064,97876,21524,772499,19584,30,3083,66,118305,21357,0,0,0,16100,2,1833,1077,7223,9818,164,21528,4360,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,157,1450
"G5101850","1870","Virginia","510","Tazewell","1850","Tazewell","40","1850",10791,63404,154914,0,2374906,39707,0,38020,6242,155133,69189,169,488,0,5026,0,19812,200,9675,95,82,95175,50,0,5301,42,37,13,0,2259,156,0,0,0,27982,0,9548,1488,165,6318
"G5101870","1870","Virginia","510","Warren","1870","Warren","40","1870",5716,55269,40778,860,2041435,49048,0,100197,15317,122700,27252,24,171,0,1117,0,16072,38,3680,391,821,59144,0,6,2047,251,39,3,0,226,28,0,0,0,0,0,7652,0,410,5420
"G5101890","1870","Virginia","510","Warwick","1890","Warwick","40","1875",1672,10489,20369,1713,412360,4133,0,4350,0,35794,7653,0,0,0,0,0,0,0,4210,2217,0,0,3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5101910","1870","Virginia","510","Washington","1910","Washington","40","1910",16816,145802,178014,8240,3435203,80664,1,106520,10863,351732,183147,0,1703,0,27864,2,28936,739,11383,2486,290,187010,0,915,5008,188,302,82,19,6754,370,0,0,0,16974,0,20503,1341,775,20002
"G5101930","1870","Virginia","510","Westmoreland","1930","Westmoreland","40","1930",7682,58850,41724,3868,1298843,19912,0,29896,3125,189381,25585,0,0,0,4245,0,3497,41,901,359,20,812,255,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
"G5101950","1870","Virginia","510","Wise","1950","Wise","40","1950",4785,24696,3533,191682,509894,9457,0,6844,4443,90187,17953,75,679,0,8128,0,12482,1579,9842,1522,0,75213,3701,0,387,0,15,0,0,7120,218,0,0,0,3798,0,7373,0,478,9489
"G5101970","1870","Virginia","510","Wythe","1970","Wythe","40","1970",11611,85387,149301,10020,2442561,57361,0,71913,17913,115175,79234,270,444,0,478,0,19827,56,17057,3,383,86144,0,165,4445,565,662,7,0,2630,281,0,0,0,4502,0,1167,1684,90,1974
"G5101990","1870","Virginia","510","York","1990","York","40","1990",7198,20665,21919,1144,484734,17159,0,3289,94,107103,12060,100,9,0,410,0,1277,517,12416,12954,0,18411,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1182,0,31,784
"G5350015","1870","Washington Territory","535","Chihallis","0015","Chihallis","73","270",401,4155,700,19638,102530,9710,2355,990,0,0,3345,475,0,0,0,0,4052,81,9860,0,0,21890,0,0,746,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5350035","1870","Washington Territory","535","Clallam","0035","Clallam","73","90",408,2858,9045,2010,103675,10960,7946,690,0,0,4435,3460,0,0,0,0,0,580,33782,0,0,19767,0,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5350055","1870","Washington Territory","535","Clark","0055","Clark","73","110",3081,21611,80512,12256,589850,29839,10013,6722,288,1720,36387,5398,231,0,190,0,23144,1282,30222,0,0,86303,10944,0,5862,2,55,0,0,0,0,0,0,0,0,0,0,0,0,13175
