GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AJR001,AJU001,AJU002,AJU003,AJV001,AJV002,AJ1001,AJ1002,AJ1003,AJ1004,AJ1005,AJ1006,AJ1007,AJ1008,AJ1009,AJ1010,AJ1011,AJ1012,AJ1013,AJ1014,AJ1015,AJ1016,AJ1017,AJ1018,AJ1019,AJ1020,AJ1021,AJ1022,AJ1023,AJ1024,AJ1025,AJ1026,AJ1027,AJ1028,AJ1029,AJ1030,AJ1031,AJ1032,AJ1033,AJ1034
"G1700690","1870","Illinois","170","Hardin","0690","Hardin","21","690",5113,28117,44771,107,755518,40805,13,32306,865,172651,26991,6,234,0,3000,0,7683,23,105707,96,0,589,0,0,166,0,0,0,0,0,0,0,0,0,0,0,8568,1187,0,0
"G1700710","1870","Illinois","170","Henderson","0710","Henderson","21","710",12582,140954,34705,14243,7719414,262360,161112,69062,96430,1712901,229286,4119,1611,0,0,0,23317,252,59711,754,633,267268,1905,195,12326,20,537,1281,0,0,0,0,0,0,0,0,11166,0,539,20549
"G1700730","1870","Illinois","170","Henry","0730","Henry","21","730",35506,265904,12620,31459,12152900,445307,462379,445,35766,2541683,668367,65760,2353,0,0,0,40991,251,156734,90,173,644494,24875,20197,37229,1,1218,15,0,0,0,0,0,0,0,0,22140,0,247,22946
"G1700750","1870","Illinois","170","Iroquois","0750","Iroquois","21","750",25782,322510,22478,63498,11932462,387453,57160,10480,23259,799810,430746,11328,2235,0,981,0,54495,211,87127,654,82,358672,18881,1807,63947,0,1021,1963,0,30194,27293,0,0,0,666,0,15196,30,336,10562
"G1700770","1870","Illinois","170","Jackson","0770","Jackson","21","770",19634,78548,87642,5991,3239360,160972,890,329036,524,611951,149931,2426,755,0,61717,134,20326,630,68481,17153,1676,167334,0,320,4353,212,122,102,0,20,2,0,0,0,440,0,23725,54,145,7568
"G1700790","1870","Illinois","170","Jasper","0790","Jasper","21","790",11234,90867,67023,12250,2469866,91156,0,87808,9165,461345,149214,390,604,0,10015,0,43465,198,21755,97,635,18845,25,50,10739,0,164,0,0,1000,603,0,0,0,1000,0,37092,316,41,6057
"G1700810","1870","Illinois","170","Jefferson","0810","Jefferson","21","810",17864,118951,94888,778,3375968,163906,0,100553,5934,887981,285949,200,878,0,99469,0,52957,3395,52309,4792,125,150298,150,5,10460,30,1120,10,0,0,3463,0,0,0,1997,0,35684,0,303,13172
"G1700830","1870","Illinois","170","Jersey","0830","Jersey","21","830",15054,94147,51427,1363,6065415,203047,0,558367,0,519120,71770,932,40,0,400,0,13226,119,39330,2791,3230,180078,100,5515,11650,219,145,0,0,0,0,0,0,0,100,0,3569,0,85,7368
"G1700850","1870","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",27820,156517,82076,45779,8831354,592548,282758,555,7185,1286326,874016,22889,4522,0,12935,0,66650,781,201015,0,250,655681,24048,6325,34372,39,422,2220,0,32476,9344,0,0,0,0,0,7524,0,427,8683
"G1700870","1870","Illinois","170","Johnson","0870","Johnson","21","870",11248,57820,3,79141,1457105,47962,0,92101,2468,343298,74525,30,0,0,307013,33,21663,642,19764,7076,2,99725,0,0,2327,0,0,0,0,0,0,0,0,0,720,0,15702,90,0,2770
"G1700890","1870","Illinois","170","Kane","0890","Kane","21","890",39091,240120,34646,399,13322456,425926,188826,325,23618,674333,785608,137407,5108,0,0,0,173264,834,211048,164,101,758893,124928,2004940,73255,44,5866,4211,0,945351,7668,0,0,0,0,0,901,0,121,9484
"G1700910","1870","Illinois","170","Kankakee","0910","Kankakee","21","910",24352,312182,10978,10598,12522510,633195,103466,480,12935,637399,772408,11426,792,0,294,0,36760,191,118451,39,349,714666,21574,719308,73585,48,4423,902,0,122891,8032,0,0,0,2107,0,6473,249,717,16745
"G1700930","1870","Illinois","170","Kendall","0930","Kendall","21","930",12399,164004,14244,2283,9583620,315288,90681,1249,5163,681267,468890,12439,1616,0,0,0,39884,64,79365,73,117,386050,4595,150,23740,192,6810,37,0,125,130,0,0,0,800,0,303,0,69,8297
"G1700950","1870","Illinois","170","Knox","0950","Knox","21","950",39522,330829,41566,25155,18807672,714511,267764,7654,113547,2708319,787952,12723,1192,0,0,0,53885,403,147909,766,108,658074,8155,39435,53014,2,777,0,0,0,0,0,0,0,4680,0,45317,562,710,37626
"G1700970","1870","Illinois","170","Lake","0970","Lake","21","970",21014,207779,21072,24399,10698600,477208,168914,221,5870,517353,699069,21852,8591,0,1160,0,318042,703,222234,200,303,927533,128207,138948,76337,77,1751,9852,0,3405,14524,0,0,0,0,0,13176,0,729,7987
"G1700990","1870","Illinois","170","La Salle","0990","La Salle","21","990",60792,533724,48117,2356,25274480,895963,271181,2193,48308,3077028,1509642,86635,2560,0,65,0,68803,791,325953,560,555,1240386,151055,30942,97273,0,22087,3679,0,182,21731,0,0,0,430,0,15612,129,553,52416
"G1701010","1870","Illinois","170","Lawrence","1010","Lawrence","21","1010",12533,87828,72738,3273,3424020,83045,0,264134,1121,656363,131386,1350,2316,0,4600,0,41220,0,33855,1997,0,93941,0,205,7701,738,538,0,0,0,1904,0,0,0,2120,0,33510,0,37,635
"G1701030","1870","Illinois","170","Lee","1030","Lee","21","1030",27171,322212,12071,7409,12822994,550908,450793,2260,14829,1656978,903197,154665,2615,0,70,0,44107,186,210873,362,2586,753149,56840,18153,57506,115,11478,100,0,225090,26042,0,0,0,0,0,2493,0,380,16724
"G1701050","1870","Illinois","170","Livingston","1050","Livingston","21","1050",31471,377505,12462,41788,14246594,591044,129206,1339,26163,1182696,659300,11419,906,0,0,0,27979,95,93788,2133,10,809020,5100,307,64013,2,10559,0,0,300,391,0,0,0,0,0,5971,0,256,18610
"G1701070","1870","Illinois","170","Logan","1070","Logan","21","1070",23053,321709,17394,408,16168686,558951,198056,40963,37232,4221640,490226,14543,14,0,0,0,30448,582,130015,1157,0,482755,4750,20001,31297,0,285,1100,0,0,0,0,0,0,0,0,3506,0,540,21885
"G1701090","1870","Illinois","170","McDonough","1090","Mcdonough","21","1090",26509,261635,52547,14035,13907712,441505,273871,36146,52401,1362490,280717,3120,1328,0,503,0,53316,317,71476,598,45,413416,5740,0,27424,61,662,0,0,0,4251,0,0,0,0,0,21489,252,807,35325
"G1701110","1870","Illinois","170","McHenry","1110","Mchenry","21","1110",23762,230566,53293,57998,11843688,518326,401790,270,29264,1145005,910397,77456,20412,0,0,0,290022,3136,303467,4,324,910226,192158,1552716,71742,277,2287,19391,0,2756,13873,0,0,0,0,0,9672,0,981,14629
"G1701130","1870","Illinois","170","McLean","1130","Mclean","21","1130",53988,494978,40366,49087,24863680,810167,211801,10955,39824,3723379,911127,36072,1834,0,300,0,116738,378,219558,1964,460,887578,9474,27323,77841,37,1590,0,0,21,60,0,0,0,225,0,18520,527,427,50175
"G1701150","1870","Illinois","170","Macon","1150","Macon","21","1150",26481,205259,18153,9115,10132380,371304,55239,196613,29223,2214468,454648,20277,848,0,1245,0,57639,815,117959,2754,555,159426,5000,31700,19963,12,548,4500,0,461,1344,0,0,0,0,0,25716,12,302,7500
"G1701170","1870","Illinois","170","Macoupin","1170","Macoupin","21","1170",32726,291059,81224,7343,13128576,522323,160,861398,2404,1051544,459417,2992,130,0,107,0,88080,533,60964,2649,451,291608,342,13535,42423,25,327,26,0,0,65,0,0,0,0,0,24783,0,482,24877
"G1701190","1870","Illinois","170","Madison","1190","Madison","21","1190",44131,257032,89459,13675,18194700,618759,550,1207181,3685,2127540,474252,6577,40,0,177,0,24899,314,667460,10904,4923,288988,13834,189,26088,65,47,3,0,0,0,0,0,0,0,0,17336,0,234,8953
"G1701210","1870","Illinois","170","Marion","1210","Marion","21","1210",20622,173081,61579,4142,5611010,194749,0,173652,14517,1034057,389446,6880,733,0,13250,0,40285,3110,37689,2004,86,81014,280,1472,21242,0,867,60,0,176,12399,0,0,0,940,0,30638,32,147,12642
"G1701230","1870","Illinois","170","Marshall","1230","Marshall","21","1230",16956,166057,28260,2976,9320164,311606,106129,900,36135,1122903,362604,16956,550,0,25,0,20819,522,98236,1203,197,290077,2793,12020,21455,0,341,0,0,0,0,0,0,0,0,0,13757,5,1567,26065
"G1701250","1870","Illinois","170","Mason","1250","Mason","21","1250",16184,209453,31739,31013,10109200,303408,73261,125628,49182,2648726,272660,2747,2092,0,0,0,4084,533,71345,547,433,231960,100,2400,8943,0,6,0,0,0,0,0,0,0,0,0,14322,0,275,17386
"G1701270","1870","Illinois","170","Massac","1270","Massac","21","1270",9581,25151,33396,30,726230,37733,0,72316,544,133126,22097,163,67,0,67560,9,5968,120,13125,1715,50,42505,0,0,2034,6,46,12,0,0,0,0,0,0,12,0,7048,0,61,1178
"G1701290","1870","Illinois","170","Menard","1290","Menard","21","1290",11735,134173,34931,13952,7944895,273835,36152,45793,4283,1973880,235091,1155,87,0,450,0,37511,27,41456,2754,630,237575,3005,0,13323,30,155,0,0,0,0,0,0,0,10290,0,5194,452,477,12146
"G1701310","1870","Illinois","170","Mercer","1310","Mercer","21","1310",18769,222809,45977,22588,10788304,326287,289291,13203,40778,2054962,452889,5026,1807,0,0,0,52088,270,94241,420,492,376727,3102,400,28180,0,800,41,18,0,0,0,0,0,650,0,12734,20,506,29443
"G1701330","1870","Illinois","170","Monroe","1330","Monroe","21","1330",12982,92810,83369,666,5355430,237753,0,651767,1425,543718,152251,1276,51,0,204,0,5323,50,67119,382,4706,103083,125,0,5243,40,12,15,0,0,0,0,0,0,0,0,6746,0,304,2270
"G1701350","1870","Illinois","170","Montgomery","1350","Montgomery","21","1350",25314,276682,47804,8495,7961130,768516,59,744891,3296,1527898,668424,9871,237,0,0,0,54608,855,66515,3976,90,276734,5500,4310,29871,65,619,35,0,0,56,0,0,0,0,0,9378,0,181,17051
"G1701370","1870","Illinois","170","Morgan","1370","Morgan","21","1370",28463,293450,60217,1376,18818840,442263,18196,357523,5535,3198835,198724,1015,155,0,80,0,77156,192,68105,2797,63,295798,400,5108,29671,0,92,0,0,0,0,0,0,0,200,0,6206,0,44,6060
"G1701390","1870","Illinois","170","Moultrie","1390","Moultrie","21","1390",10385,144220,24783,13112,5803602,196283,17128,196436,6670,1753141,263992,3231,1056,0,21010,0,56679,1591,59263,2620,12,247264,3055,0,9214,7,162,21,0,0,50,0,0,0,33,0,37310,0,688,17317
"G1701410","1870","Illinois","170","Ogle","1410","Ogle","21","1410",27492,316883,43643,14913,15669702,533870,497038,5580,157504,1787066,141540,317462,5183,0,0,0,95138,834,207784,1990,1419,875056,43422,16844,41637,41,5193,30,0,425700,8856,0,0,0,0,0,5163,0,336,12465
"G1701430","1870","Illinois","170","Peoria","1430","Peoria","21","1430",47540,170729,48666,2516,10291236,309164,92261,31843,99592,969224,334892,10228,731,0,104,0,8485,271,108039,3939,3302,254482,4525,28310,22036,0,64,3100,0,0,0,0,0,0,457,0,6328,648,132,4024
"G1701450","1870","Illinois","170","Perry","1450","Perry","21","1450",13723,93754,68470,220,3716079,160869,0,350446,1016,384446,338760,4,215,0,6375,1,33299,4267,36514,1361,93,111982,1600,3000,5057,14,62,0,0,300,0,0,0,0,0,0,18375,0,173,13422
"G1701470","1870","Illinois","170","Piatt","1470","Piatt","21","1470",10953,94454,5978,13897,3530998,89412,26382,39762,9248,1029725,130610,350,774,0,0,0,12510,203,33675,721,60,106476,200,0,9455,36,267,0,0,3,484,0,0,0,0,0,5468,0,0,7783
"G1701490","1870","Illinois","170","Pike","1490","Pike","21","1490",30768,233785,128953,9392,14508922,467181,130,1057497,25303,1399188,161419,2,900,0,4700,0,71638,704,54736,1481,723,385672,1655,1400,17216,600,146,5,0,0,0,0,0,0,530,0,8366,0,1070,13862
"G1701510","1870","Illinois","170","Pope","1510","Pope","21","1510",11437,55980,87754,0,1286325,76657,0,70457,2309,315958,67886,12,4,0,122693,26,19334,160,58326,2367,508,96796,30,13,1461,5,8,11,30,40,2,0,0,0,369,0,24785,0,94,672
"G1701530","1870","Illinois","170","Pulaski","1530","Pulaski","21","1530",8752,19319,12516,0,810661,27730,0,44922,222,195735,16511,143,66,0,157000,53,2967,352,24652,9569,180,695,0,0,988,0,0,40,0,0,0,0,0,0,0,0,15029,0,250,720
"G1701550","1870","Illinois","170","Putnam","1550","Putnam","21","1550",6280,37271,17184,4174,2258709,70491,28137,796,7707,334259,86519,8104,28,0,0,0,10571,1510,73088,619,154,47699,1139,83,5080,8,32,17,8,0,76,0,0,0,0,0,4916,0,305,5753
"G1701570","1870","Illinois","170","Randolph","1570","Randolph","21","1570",20859,140764,162274,1170,8127306,406559,450,1031022,3235,510080,414487,3098,276,0,3562,12,35731,10469,107049,11362,655,109184,7854,1430,11097,453,385,28,0,200,1474,0,0,0,50,0,42345,0,311,7408
"G1701590","1870","Illinois","170","Richland","1590","Richland","21","1590",12803,75079,50618,2025,2984050,89462,0,150268,3401,482594,204634,0,155,0,2000,0,31612,0,13263,180,20,87166,0,394,11422,50,60,0,0,0,801,0,0,0,300,0,8080,0,0,250
"G1701610","1870","Illinois","170","Rock Island","1610","Rock Island","21","1610",29783,155214,31239,20755,7636949,430131,243541,2279,20003,1459653,276575,36980,3849,0,3,0,17239,812,192531,966,723,563122,7745,31898,31299,30,164,1843,0,20,100,0,0,0,250,0,20152,0,144,12696
"G1701630","1870","Illinois","170","St Clair","1630","St Clair","21","1630",51068,231117,76591,2016,19556276,690344,2550,1562621,1008,1423121,476851,48192,3,0,0,0,5347,1123,265169,6956,44711,336362,3037,3310,10438,11,0,0,4,0,0,0,0,0,0,0,4223,0,359,2569
"G1701650","1870","Illinois","170","Saline","1650","Saline","21","1650",12714,72309,70393,809,1571920,135539,200,83011,568,531516,69793,0,40,0,1155941,3,29274,880,24247,11600,0,198462,0,0,3149,49,19,0,0,0,0,0,0,0,0,0,23252,0,556,4180
"G1701670","1870","Illinois","170","Sangamon","1670","Sangamon","21","1670",46352,421748,51085,19932,25388118,585549,89304,247658,23073,4388763,397718,33485,715,0,20,0,117736,1321,183029,4465,401,554196,1700,3256,50682,29,1799,5,0,0,168,0,0,0,4464,0,6768,6,809,58487
"G1701690","1870","Illinois","170","Schuyler","1690","Schuyler","21","1690",17419,96195,62477,21294,5429725,170304,56221,165724,20841,440975,119359,455,2061,0,4856,0,52532,319,33784,997,6,213030,3100,0,13361,1112,515,6,0,100,3,0,0,0,10976,0,35144,839,34,13045
"G1701710","1870","Illinois","170","Scott","1710","Scott","21","1710",10530,85331,44633,1610,5918724,127761,18,266105,930,752771,13462,180,0,0,0,0,21194,54,12457,741,1365,45570,300,10,4735,0,0,0,0,0,0,0,0,0,1083,0,693,0,0,2440
"G1701730","1870","Illinois","170","Shelby","1730","Shelby","21","1730",25476,310179,74908,9314,10918768,415799,15526,452015,23686,2082578,637812,2686,1286,0,6469,0,222042,503,136938,1376,36,368649,388,2882,23687,64,1112,0,0,133,270,0,0,0,466,0,75183,0,1603,21914
"G1701750","1870","Illinois","170","Stark","1750","Stark","21","1750",10751,138129,12375,2783,7226929,285845,124639,0,30534,1149878,316726,7034,814,0,0,0,20789,15,51932,34,3,295683,2550,1024,19933,0,173,170,0,0,0,0,0,0,290,0,9880,44,136,17674
"G1701770","1870","Illinois","170","Stephenson","1770","Stephenson","21","1770",30608,254857,43167,13701,14678440,518751,527394,2118,135362,1615679,960620,165266,6519,0,87803,0,69251,424,259942,168,1094,757458,30976,16035,36507,21,327,16,0,68000,5213,0,0,0,2755,0,10855,165,387,6095
"G1701790","1870","Illinois","170","Tazewell","1790","Tazewell","21","1790",27903,229126,45268,14846,11854646,349297,132417,72410,59027,2062053,505841,43210,807,0,162,0,29292,273,108984,1169,617,285323,1850,1525,27564,196,452,3,0,0,55,0,0,0,850,0,14058,0,716,23060
"G1701810","1870","Illinois","170","Union","1810","Union","21","1810",16518,75832,83606,5300,3383201,183457,0,180231,1737,679753,124473,170,449,0,22291,63,24653,2502,95352,75052,841,93545,35,175,3365,26,1,5,0,25,0,0,0,0,1405,0,26329,0,795,5773
"G1701830","1870","Illinois","170","Vermilion","1830","Vermilion","21","1830",30388,360251,53078,31122,14080112,582256,44806,249558,52476,2818027,436051,4255,2250,0,4068,8,278554,879,172558,654,56,632624,518,1000,52553,24,1448,196,0,0,4814,0,0,0,13305,0,45456,1144,93,30863
"G1701850","1870","Illinois","170","Wabash","1850","Wabash","21","1850",8841,54063,37558,509,2335340,105730,0,202201,0,421361,110793,0,0,0,350,0,23744,9,20428,179,0,39335,0,0,6497,2002,110,0,0,0,0,0,0,0,0,0,1570,0,0,30
"G1701870","1870","Illinois","170","Warren","1870","Warren","21","1870",23174,266187,27294,14583,14430490,526598,186290,5712,72212,2982853,601054,2481,767,0,150,0,52718,190,85152,449,420,420268,12355,16473,36037,0,501,14,0,0,0,0,0,0,250,0,21410,0,371,34747
"G1701890","1870","Illinois","170","Washington","1890","Washington","21","1890",17599,177592,55852,1931,5518910,233369,0,672486,2576,836115,533398,0,285,0,100,1,22136,3006,64592,9433,1259,251529,470,98,12491,0,25,0,0,0,1189,0,0,0,0,0,33127,0,241,19015
"G1701910","1870","Illinois","170","Wayne","1910","Wayne","21","1910",19758,147352,146794,10486,2981095,273838,266,164689,8665,1179291,404482,1111,6399,0,541605,0,72355,2816,69873,3932,60,233295,3715,1,20130,52,2760,10,0,545,13010,0,0,0,160,0,57062,0,2507,25924
"G1701930","1870","Illinois","170","White","1930","White","21","1930",16846,92398,78167,869,3264489,123622,0,184321,418,870521,119653,170,260,0,135045,0,42702,790,27291,3669,30,142362,700,840,6056,236,248,0,0,0,0,0,0,0,0,0,47491,20,84,5132
"G1701950","1870","Illinois","170","Whiteside","1950","Whiteside","21","1950",27503,289809,21823,37310,12632720,592212,457455,264,31658,2162943,880838,89078,3255,0,220,0,40660,1162,219476,1328,682,732591,63381,7247,54833,286,1234,746,0,319,207,0,0,0,1712,0,12613,30,760,24920
"G1701970","1870","Illinois","170","Will","1970","Will","21","1970",43013,419442,24261,6335,20654784,831609,195286,1996,8030,1131458,1868682,44568,1184,0,0,0,62442,61,224845,62,299,1397805,73451,165659,106196,16,4592,1612,0,56,10717,0,0,0,150,0,5235,20,695,19848
"G1701990","1870","Illinois","170","Williamson","1990","Williamson","21","1990",17329,128448,116949,1648,2514981,93081,176,170787,6228,655710,180986,2529,168,0,1152589,105,43908,946,38901,24900,71,16728,52,1844,3059,213,176,7,0,263,56,0,0,0,563,0,29048,0,259,3394
"G1702010","1870","Illinois","170","Winnebago","2010","Winnebago","21","2010",29301,241373,37238,15237,12125218,497688,408606,2468,137985,1237406,868903,75018,6997,0,100,0,95194,1575,266272,4,213,640827,27317,237308,33010,58,320,8315,0,1355,0,0,0,0,1931,0,6168,0,809,4797
"G1702030","1870","Illinois","170","Woodford","2030","Woodford","21","2030",18956,225504,25217,23135,9742750,317630,178139,108397,20426,2154185,744581,57776,0,0,0,0,5824,0,87994,60,950,305326,12000,0,30701,160,380,0,0,0,0,0,0,0,0,0,0,0,0,16330
"G1800010","1870","Indiana","180","Adams","0010","Adams","22","10",11382,76020,84400,0,3453733,152263,7,172326,7282,96168,88697,1137,958,0,0,0,62957,0,20499,0,0,227303,32847,21625,12408,1797,135,0,0,24,9635,0,0,0,12049,0,10396,191,1,5076
"G1800030","1870","Indiana","180","Allen","0030","Allen","22","30",43494,155211,158916,11166,12696008,401058,4282,428470,17761,273344,212944,4235,2641,0,255,0,106778,548,100930,1048,626,543322,2725,42169,28377,4356,218,3151,0,199,16986,0,0,0,9078,0,17296,399,282,5443
"G1800050","1870","Indiana","180","Bartholomew","0050","Bartholomew","22","50",21133,131355,82997,840,9748630,255271,0,491424,1729,1529675,111839,3045,740,0,3400,0,47590,971,67352,2041,46,221086,6680,22875,9370,111,52,1500,0,0,665,0,0,0,1820,0,34761,0,0,1593
"G1800070","1870","Indiana","180","Benton","0070","Benton","22","70",5615,133812,4297,23769,4300560,82637,13066,37447,11942,458857,121842,685,225,0,0,0,20097,79,22426,104,61,103200,1500,60,6659,10,54,0,0,160,649,0,0,0,0,0,4661,0,14,6365
"G1800090","1870","Indiana","180","Blackford","0090","Blackford","22","90",6272,30863,34699,3964,1524040,60219,3,82760,2150,75346,14567,300,292,0,50,0,24068,176,8321,250,74,111106,2125,25,3734,42,135,0,0,0,6379,0,0,0,5790,0,6601,196,82,3625
"G1800110","1870","Indiana","180","Boone","0110","Boone","22","110",22593,126942,103080,761,8974666,244307,100,388252,14337,749482,52075,1492,343,0,0,0,68607,159,48278,126,54,261816,30,3200,9041,6,102,0,0,205,597,0,0,0,16865,0,30743,4828,30,6405
"G1800130","1870","Indiana","180","Brown","0130","Brown","22","130",8681,41825,56694,335,1205152,44125,0,83056,2504,197734,61139,0,520,0,65765,0,24498,577,17779,653,20,67754,1025,0,2348,17,70,8,0,51,29,0,0,0,1980,0,22497,0,78,310
"G1800150","1870","Indiana","180","Carroll","0150","Carroll","22","150",16152,97359,83296,1363,7420307,236552,115,521574,1523,401635,65738,5433,1408,0,70,0,69452,161,36834,972,56,236988,445,0,7475,355,56,42,0,0,11267,0,0,0,28336,0,6987,3505,75,3118
"G1800170","1870","Indiana","180","Cass","0170","Cass","22","170",24193,88381,73461,2673,7077945,198595,40,401114,8204,312434,90835,8665,468,0,300,0,56444,322,55077,1241,49,310588,282,17552,10516,692,55,76,0,2870,11934,0,0,0,12481,0,9272,3199,90,2052
"G1800190","1870","Indiana","180","Clark","0190","Clark","22","190",24770,106511,76084,1696,6986128,177782,0,119368,3111,612192,136295,756,329,0,14110,0,31030,179,103206,4010,176,224376,100,21383,9020,0,59,13,0,0,116,0,0,0,1975,0,34883,0,0,3596
"G1800210","1870","Indiana","180","Clay","0210","Clay","22","210",19084,90039,84225,2049,4790525,132426,32,192086,6197,367654,93068,1269,2655,0,1640,0,50965,112,50472,976,5,150252,260,3700,10558,785,197,61,0,115,1,0,0,0,11635,0,31806,1051,110,5134
"G1800230","1870","Indiana","180","Clinton","0230","Clinton","22","230",17330,149402,119420,1173,10666922,502745,231,535123,8076,980891,140389,4520,985,0,2690,0,87861,532,53270,557,30,502253,548,760,10767,609,202,10,0,0,6392,0,0,0,4889,0,24300,7409,238,8506
"G1800250","1870","Indiana","180","Crawford","0250","Crawford","22","250",9851,61256,44607,63187,1501154,42183,18,64419,695,234458,63699,0,0,0,3900,3,27736,776,29631,2162,0,82419,0,18,3744,83,122,0,0,2237,173,0,0,0,2415,0,56524,45,11,1144
"G1800270","1870","Indiana","180","Daviess","0270","Daviess","22","270",16747,109231,96756,3165,5849692,191262,60,251863,3916,702642,98530,400,2017,0,39830,0,63382,392,39895,3276,32,208468,0,16954,9648,208,76,0,0,406,9,0,0,0,690,0,46139,0,7,5589
"G1800290","1870","Indiana","180","Dearborn","0290","Dearborn","22","290",24116,108834,61408,5611,6337995,241781,1828,169828,12371,448793,156314,59122,1076,0,0,0,18777,167,66506,1482,3010,331232,1705,7025,18697,452,11,5254,0,10,15,0,0,0,0,0,23307,536,110,3009
"G1800310","1870","Indiana","180","Decatur","0310","Decatur","22","310",19053,136270,72788,21966,8809318,184231,0,382304,3400,960167,72712,3270,659,0,3412,0,43725,113,51074,798,2,194402,200,2,12034,795,99,480,0,0,32,0,0,0,3453,0,25188,644,74,2395
"G1800330","1870","Indiana","180","DeKalb","0330","De Kalb","22","330",17167,109431,95497,9969,8063488,249906,32,348908,2015,219566,198945,1879,2493,0,0,0,117802,304,77899,78,5,444407,23480,0,20440,5622,71,0,0,455,14803,0,0,0,47066,0,5083,2261,10,140
"G1800350","1870","Indiana","180","Delaware","0350","Delaware","22","350",19030,133491,94652,1969,10025184,253759,18,451484,4799,674477,63546,1681,1187,0,1455,0,76251,328,45387,730,73,422108,890,10640,10774,294,370,11,0,52,21631,0,0,0,7122,0,22909,991,82,7093
"G1800370","1870","Indiana","180","Dubois","0370","Dubois","22","370",12597,69155,97090,4789,1964964,99928,200,120436,2623,373817,110868,6122,108,0,358948,0,34738,2417,24796,465,112,45738,525,0,4318,62,81,1280,0,297,19,0,0,0,44,0,25655,88,114,1497
"G1800390","1870","Indiana","180","Elkhart","0390","Elkhart","22","390",26026,148671,88651,7504,15060300,259379,59,541943,6842,268538,108430,732,2218,0,0,0,71453,77,148527,49,153,446269,8272,22742,20888,3162,47,0,0,195,2326,0,0,0,117990,0,10640,1629,459,476
"G1800410","1870","Indiana","180","Fayette","0410","Fayette","22","410",10476,85856,39256,70,6705061,131045,0,271150,2027,635454,56348,6527,8,0,75,0,31208,2,26118,885,13,93874,400,900,5524,418,129,0,0,0,6707,0,0,0,6899,0,5302,6896,12,2125
"G1800430","1870","Indiana","180","Floyd","0430","Floyd","22","430",23300,46642,34839,1228,2697946,77098,29,47413,988,124807,66110,439,0,0,0,0,7488,182,71634,5407,50,93243,0,85110,4509,0,0,0,0,10,10,0,0,0,0,0,9387,480,4,878
"G1800450","1870","Indiana","180","Fountain","0450","Fountain","22","450",16389,115993,77763,2235,7399502,237381,0,413786,2014,574426,59681,75,216,0,4032,0,90028,885,58609,821,60,257196,684,0,10679,42,132,7,0,0,0,0,0,0,43649,0,10158,7680,231,6325
"G1800470","1870","Indiana","180","Franklin","0470","Franklin","22","470",20223,139164,99903,2609,8999998,264812,70,396704,6677,771074,143148,21727,878,0,995,0,40333,57,59562,958,551,369005,5000,5828,9267,476,270,5305,0,8,6588,0,0,0,2130,0,26558,5397,100,3940
"G1800490","1870","Indiana","180","Fulton","0490","Fulton","22","490",12726,78219,65621,18234,4497625,126151,37,278108,4942,142684,38909,630,805,0,2,0,45754,256,41897,187,0,229108,1050,9275,13246,1831,14,8,0,0,2514,0,0,0,29141,0,11489,2104,322,3960
"G1800510","1870","Indiana","180","Gibson","0510","Gibson","22","510",17371,106169,27085,65291,6261688,195604,0,457260,725,757933,39807,1367,18,0,182031,0,37440,7,22979,1225,6,102812,30,0,7564,568,3,0,0,0,0,0,0,0,300,0,28316,223,10,1354
"G1800530","1870","Indiana","180","Grant","0530","Grant","22","530",18487,123550,86270,24109,8531700,263179,0,374574,9107,540453,68349,871,719,0,125,0,84824,259,41657,328,10,375244,2371,350,9448,48,211,3,0,424,28068,0,0,0,18856,0,28154,1172,371,10922
"G1800550","1870","Indiana","180","Greene","0550","Greene","22","550",19514,124962,125882,3785,4701180,147804,0,190647,5340,784195,101410,620,749,0,112242,0,79319,88,39639,212,0,160958,4184,354,7833,127,860,0,0,300,19,0,0,0,2638,0,49387,447,100,660
"G1800570","1870","Indiana","180","Hamilton","0570","Hamilton","22","570",20882,125984,93369,3345,9840058,285679,0,548039,1821,972660,74164,1905,557,0,3407,0,62206,373,65094,1449,11,336215,2250,775,9791,131,256,16,0,0,5020,0,0,0,11549,0,32832,4559,148,6652
"G1800590","1870","Indiana","180","Hancock","0590","Hancock","22","590",15123,98833,71509,1106,7721401,235665,0,440212,979,810496,42050,2455,544,0,550,0,141244,174,47149,601,0,234379,475,0,6308,0,20,0,0,394,12141,0,0,0,557,0,26492,1040,63,1180
"G1800610","1870","Indiana","180","Harrison","0610","Harrison","22","610",19913,141665,136065,157,5044381,195590,68,255779,2196,507072,171700,1585,409,0,9865,0,37403,94,156259,6595,22,196377,1980,0,7212,128,677,0,5,533,236,0,0,0,332,0,78744,157,150,5886
"G1800630","1870","Indiana","180","Hendricks","0630","Hendricks","22","630",20277,129838,104841,7481,12195484,180126,0,376992,2319,975825,53501,75,212,0,3611,0,70233,283,47620,2536,605,218526,2401,115,12180,161,313,19,0,330,99,0,0,0,2977,0,22174,4009,46,3014
"G1800650","1870","Indiana","180","Henry","0650","Henry","22","650",22986,147479,85013,6201,12464508,303462,0,601721,1305,1152164,98677,5615,708,0,1600,0,64953,156,52599,3864,645,384451,930,5000,10090,623,434,0,0,602,28288,0,0,0,31387,0,23124,15552,195,12063
