GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AG3001,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006,AG6001,AG6002
"G1301410","1860","Georgia","130","Hancock","1410","Hancock","44","1410",12044,3871,36,8137,0,,,79662,489441
"G1301430","1860","Georgia","130","Haralson","1430","Haralson","44","1430",3039,2810,0,229,0,,,24638,99652
"G1301450","1860","Georgia","130","Harris","1450","Harris","44","1450",13736,5979,21,7736,0,,,75789,590645
"G1301470","1860","Georgia","130","Hart","1470","Hart","44","1470",6137,4603,6,1528,0,,,49131,171331
"G1301490","1860","Georgia","130","Heard","1490","Heard","44","1490",7805,4979,15,2811,0,,,24288,283215
"G1301510","1860","Georgia","130","Henry","1510","Henry","44","1510",10702,6175,12,4515,0,,,70189,427893
"G1301530","1860","Georgia","130","Houston","1530","Houston","44","1530",15611,4828,28,10755,0,,,91404,700095
"G1301550","1860","Georgia","130","Irwin","1550","Irwin","44","1550",1699,1453,0,246,0,,,9615,119882
"G1301570","1860","Georgia","130","Jackson","1570","Jackson","44","1570",10605,7249,27,3329,0,,,60657,283897
"G1301590","1860","Georgia","130","Jasper","1590","Jasper","44","1590",10743,3771,18,6954,0,,,65243,423084
"G1301630","1860","Georgia","130","Jefferson","1630","Jefferson","44","1630",10219,4133,41,6045,0,,,82653,459654
"G1301670","1860","Georgia","130","Johnson","1670","Johnson","44","1670",2919,2063,7,849,0,,,18057,141779
"G1301690","1860","Georgia","130","Jones","1690","Jones","44","1690",9107,3084,34,5989,0,,,40990,430406
"G1301750","1860","Georgia","130","Laurens","1750","Laurens","44","1750",6998,3723,6,3269,0,,,36692,342244
"G1301770","1860","Georgia","130","Lee","1770","Lee","44","1770",7196,2242,7,4947,0,,,82433,383470
"G1301790","1860","Georgia","130","Liberty","1790","Liberty","44","1790",8367,2284,23,6083,0,,,51131,306398
"G1301810","1860","Georgia","130","Lincoln","1810","Lincoln","44","1810",5466,1675,0,3768,0,,,41203,198505
"G1301850","1860","Georgia","130","Lowndes","1850","Lowndes","44","1850",5249,2850,0,2399,0,,,44110,313774
"G1301870","1860","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",4626,4156,38,432,0,,,18150,109628
"G1301910","1860","Georgia","130","McIntosh","1910","Mcintosh","44","1910",5546,1429,54,4063,0,,,68476,123611
"G1301930","1860","Georgia","130","Macon","1930","Macon","44","1930",8449,3575,9,4865,0,,,51624,377766
"G1301950","1860","Georgia","130","Madison","1950","Madison","44","1950",5933,3924,17,1992,0,,,76561,210640
"G1301970","1860","Georgia","130","Marion","1970","Marion","44","1970",7390,3854,7,3529,0,,,59087,320658
"G1301990","1860","Georgia","130","Meriwether","1990","Meriwether","44","1990",15330,6578,4,8748,0,,,152066,638240
"G1302010","1860","Georgia","130","Miller","2010","Miller","44","2010",1791,1151,0,640,0,,,11768,103755
"G1302015","1860","Georgia","130","Milton","2015","Milton","44","2030",4602,3984,1,617,0,,,14558,150176
"G1302050","1860","Georgia","130","Mitchell","2050","Mitchell","44","2050",4308,2716,3,1589,0,,,34007,167375
"G1302070","1860","Georgia","130","Monroe","2070","Monroe","44","2070",15953,5753,23,10177,0,,,132542,757455
"G1302090","1860","Georgia","130","Montgomery","2090","Montgomery","44","2090",2997,2014,6,977,0,,,18981,239350
"G1302110","1860","Georgia","130","Morgan","2110","Morgan","44","2110",9997,2983,7,7006,1,,,62980,358864
"G1302130","1860","Georgia","130","Murray","2130","Murray","44","2130",7083,5639,2,1442,0,,,33358,217629
"G1302150","1860","Georgia","130","Muscogee","2150","Muscogee","44","2150",16584,8966,173,7445,0,,,96334,306269
"G1302170","1860","Georgia","130","Newton","2170","Newton","44","2170",14320,7822,40,6458,0,,,92871,509162
"G1302210","1860","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",11549,4014,21,7514,0,,,74107,367620
"G1302230","1860","Georgia","130","Paulding","2230","Paulding","44","2230",7038,6460,6,572,0,,,28822,185305
"G1302270","1860","Georgia","130","Pickens","2270","Pickens","44","2270",4951,4705,0,246,0,,,22457,118708
"G1302290","1860","Georgia","130","Pierce","2290","Pierce","44","2290",1973,1740,0,233,0,,,7479,119267
"G1302310","1860","Georgia","130","Pike","2310","Pike","44","2310",10078,5332,24,4722,0,,,60594,371895
"G1302330","1860","Georgia","130","Polk","2330","Polk","44","2330",6295,3853,2,2440,0,,,49640,235739
"G1302350","1860","Georgia","130","Pulaski","2350","Pulaski","44","2350",8744,4607,31,4106,0,,,76617,367472
"G1302370","1860","Georgia","130","Putnam","2370","Putnam","44","2370",10125,2956,31,7138,0,,,109961,415132
"G1302390","1860","Georgia","130","Quitman","2390","Quitman","44","2390",3499,1870,4,1625,0,,,20488,143347
"G1302410","1860","Georgia","130","Rabun","2410","Rabun","44","2410",3271,3061,4,206,0,,,15422,119519
"G1302430","1860","Georgia","130","Randolph","2430","Randolph","44","2430",9571,5103,1,4467,0,,,78879,345700
"G1302450","1860","Georgia","130","Richmond","2450","Richmond","44","2450",21284,12405,490,8389,0,,,62911,417325
"G1302490","1860","Georgia","130","Schley","2490","Schley","44","2490",4633,2274,11,2348,0,,,31130,183468
"G1302510","1860","Georgia","130","Screven","2510","Screven","44","2510",8274,3742,2,4530,0,,,73653,366736
"G1302550","1860","Georgia","130","Spalding","2550","Spalding","44","2550",8699,4826,54,3819,0,,,45589,270546
"G1302590","1860","Georgia","130","Stewart","2590","Stewart","44","2590",13422,5534,4,7884,0,,,123214,651516
"G1302610","1860","Georgia","130","Sumter","2610","Sumter","44","2610",9428,4536,2,4890,0,,,126202,468969
"G1302630","1860","Georgia","130","Talbot","2630","Talbot","44","2630",13616,4994,19,8603,0,,,88197,515656
"G1302650","1860","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",4583,1693,41,2849,0,,,26141,157350
"G1302670","1860","Georgia","130","Tattnall","2670","Tattnall","44","2670",4352,3191,4,1157,0,,,26762,280841
"G1302690","1860","Georgia","130","Taylor","2690","Taylor","44","2690",5998,3601,0,2397,0,,,40513,228600
"G1302710","1860","Georgia","130","Telfair","2710","Telfair","44","2710",2713,1877,0,836,0,,,14092,150355
"G1302730","1860","Georgia","130","Terrell","2730","Terrell","44","2730",6232,3343,1,2888,0,,,39443,252689
"G1302750","1860","Georgia","130","Thomas","2750","Thomas","44","2750",10766,4488,34,6244,0,,,75757,360249
"G1302810","1860","Georgia","130","Towns","2810","Towns","44","2810",2459,2346,5,108,0,,,2797,104413
"G1302850","1860","Georgia","130","Troup","2850","Troup","44","2850",16262,6223,37,10002,0,,,92230,484163
"G1302890","1860","Georgia","130","Twiggs","2890","Twiggs","44","2890",8320,2930,72,5318,0,,,48074,388418
"G1302910","1860","Georgia","130","Union","2910","Union","44","2910",4413,4295,2,116,0,,,18221,130172
"G1302930","1860","Georgia","130","Upson","2930","Upson","44","2930",9910,5015,7,4888,0,,,68447,394390
"G1302950","1860","Georgia","130","Walker","2950","Walker","44","2950",10082,8517,30,1535,0,,,59124,575862
"G1302970","1860","Georgia","130","Walton","2970","Walton","44","2970",11074,6447,6,4621,0,,,51476,384810
"G1302990","1860","Georgia","130","Ware","2990","Ware","44","2990",2200,1818,5,377,0,,,10014,114997
"G1303010","1860","Georgia","130","Warren","3010","Warren","44","3010",9820,4347,94,5379,0,,,56568,329594
"G1303030","1860","Georgia","130","Washington","3030","Washington","44","3030",12698,6143,23,6532,0,,,100892,572166
"G1303050","1860","Georgia","130","Wayne","3050","Wayne","44","3050",2268,1617,30,621,0,,,8491,98554
"G1303070","1860","Georgia","130","Webster","3070","Webster","44","3070",5030,2741,2,2287,0,,,39384,212803
"G1303110","1860","Georgia","130","White","3110","White","44","3110",3315,3041,11,263,0,,,16827,108413
"G1303130","1860","Georgia","130","Whitfield","3130","Whitfield","44","3130",10047,8314,1,1732,0,,,49977,265500
"G1303150","1860","Georgia","130","Wilcox","3150","Wilcox","44","3150",2115,1692,2,421,0,,,16066,125949
"G1303170","1860","Georgia","130","Wilkes","3170","Wilkes","44","3170",11420,3434,33,7953,0,,,71517,364196
"G1303190","1860","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",9376,5472,17,3887,0,,,72025,455221
"G1303210","1860","Georgia","130","Worth","3210","Worth","44","3210",2763,2118,13,632,0,,,18054,181840
"G1700010","1860","Illinois","170","Adams","0010","ADAMS","21","10",41323,41144,179,0,0,,,268950,1302857
"G1700030","1860","Illinois","170","Alexander","0030","Alexander","21","30",4707,4652,55,0,0,,,21890,79846
"G1700050","1860","Illinois","170","Bond","0050","Bond","21","50",9815,9767,48,0,0,,,62704,353916
"G1700070","1860","Illinois","170","Boone","0070","Boone","21","70",11678,11670,8,0,0,,,216629,458578
"G1700090","1860","Illinois","170","Brown","0090","Brown","21","90",9938,9919,19,0,0,,,88263,475430
"G1700110","1860","Illinois","170","Bureau","0110","Bureau","21","110",26426,26415,11,0,0,,,342940,1294258
"G1700130","1860","Illinois","170","Calhoun","0130","Calhoun","21","130",5144,5143,1,0,0,,,38750,163885
"G1700150","1860","Illinois","170","Carroll","0150","Carroll","21","150",11733,11718,15,0,0,,,135852,503805
"G1700170","1860","Illinois","170","Cass","0170","Cass","21","170",11325,11313,12,0,0,,,139213,649730
"G1700190","1860","Illinois","170","Champaign","0190","Champaign","21","190",14629,14581,48,0,0,,,164352,773313
"G1700210","1860","Illinois","170","Christian","0210","Christian","21","210",10492,10475,17,0,0,,,131484,600145
"G1700230","1860","Illinois","170","Clark","0230","Clark","21","230",14987,14948,39,0,0,,,111682,568933
"G1700250","1860","Illinois","170","Clay","0250","Clay","21","250",9336,9309,27,0,0,,,110469,590484
"G1700270","1860","Illinois","170","Clinton","0270","Clinton","21","270",10941,10729,212,0,0,,,160203,739741
"G1700290","1860","Illinois","170","Coles","0290","Coles","21","290",14203,14174,29,0,0,,,134243,847989
"G1700310","1860","Illinois","170","Cook","0310","Cook","21","310",144954,143947,1007,0,0,,,394693,1250694
"G1700330","1860","Illinois","170","Crawford","0330","Crawford","21","330",11551,11529,22,0,0,,,78143,518004
"G1700350","1860","Illinois","170","Cumberland","0350","Cumberland","21","350",8311,8309,2,0,0,,,40418,193226
"G1700370","1860","Illinois","170","DeKalb","0370","De Kalb","21","370",19086,19079,7,0,0,,,350739,927988
"G1700390","1860","Illinois","170","De Witt","0390","De Witt","21","390",10820,10814,6,0,0,,,170068,628313
"G1700410","1860","Illinois","170","Douglas","0410","Douglas","21","410",7140,7109,31,0,0,,,82807,514952
"G1700430","1860","Illinois","170","Dupage","0430","Du Page","21","430",14701,14696,5,0,0,,,204110,748297
"G1700450","1860","Illinois","170","Edgar","0450","Edgar","21","450",16925,16888,37,0,0,,,225892,1180482
"G1700470","1860","Illinois","170","Edwards","0470","Edwards","21","470",5454,5379,75,0,0,,,56777,232985
"G1700490","1860","Illinois","170","Effingham","0490","Effingham","21","490",7816,7805,11,0,0,,,62178,268671
"G1700510","1860","Illinois","170","Fayette","0510","Fayette","21","510",11189,11146,43,0,0,,,75829,367546
"G1700530","1860","Illinois","170","Ford","0530","Ford","21","530",1979,1979,0,0,0,,,10183,43876
"G1700550","1860","Illinois","170","Franklin","0550","Franklin","21","550",9393,9367,26,0,0,,,71725,500086
"G1700570","1860","Illinois","170","Fulton","0570","Fulton","21","570",33338,33289,49,0,0,,,343659,1415686
"G1700590","1860","Illinois","170","Gallatin","0590","Gallatin","21","590",8055,7629,426,0,0,,,47979,287268
"G1700610","1860","Illinois","170","Greene","0610","Greene","21","610",16093,16067,26,0,0,,,160737,898808
"G1700630","1860","Illinois","170","Grundy","0630","Grundy","21","630",10379,10362,7,0,10,,,99931,453082
"G1700650","1860","Illinois","170","Hamilton","0650","Hamilton","21","650",9915,9849,66,0,0,,,45087,364832
"G1700670","1860","Illinois","170","Hancock","0670","Hancock","21","670",29061,29040,20,0,1,,,262703,1103378
"G1700690","1860","Illinois","170","Hardin","0690","Hardin","21","690",3759,3704,55,0,0,,,17651,103409
"G1700710","1860","Illinois","170","Henderson","0710","Henderson","21","710",9501,9499,2,0,0,,,144642,699489
"G1700730","1860","Illinois","170","Henry","0730","Henry","21","730",20660,20658,2,0,0,,,246864,968789
"G1700750","1860","Illinois","170","Iroquois","0750","Iroquois","21","750",12325,12285,40,0,0,,,130865,649640
"G1700770","1860","Illinois","170","Jackson","0770","Jackson","21","770",9589,9560,29,0,0,,,70839,354225
"G1700790","1860","Illinois","170","Jasper","0790","Jasper","21","790",8364,8350,14,0,0,,,96510,434315
"G1700810","1860","Illinois","170","Jefferson","0810","Jefferson","21","810",12965,12931,34,0,0,,,109359,704293
"G1700830","1860","Illinois","170","Jersey","0830","Jersey","21","830",12051,11942,109,0,0,,,191330,558934
"G1700850","1860","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",27325,27147,178,0,0,,,223103,712908
"G1700870","1860","Illinois","170","Johnson","0870","Johnson","21","870",9342,9306,36,0,0,,,51961,350258
"G1700890","1860","Illinois","170","Kane","0890","Kane","21","890",30062,30024,38,0,0,,,331679,1065681
"G1700910","1860","Illinois","170","Kankakee","0910","Kankakee","21","910",15412,15393,19,0,0,,,184789,728373
"G1700930","1860","Illinois","170","Kendall","0930","Kendall","21","930",13074,13073,1,0,0,,,317527,827356
"G1700950","1860","Illinois","170","Knox","0950","Knox","21","950",28663,28512,151,0,0,,,320648,1508794
"G1700970","1860","Illinois","170","Lake","0970","La Salle","21","970",18257,18248,9,0,0,,,209113,707963
"G1700990","1860","Illinois","170","La Salle","0990","Lake","21","990",48332,48272,60,0,0,,,264495,1224526
"G1701010","1860","Illinois","170","Lawrence","1010","Lawrence","21","1010",9214,8976,238,0,0,,,92365,362328
"G1701030","1860","Illinois","170","Lee","1030","Lee","21","1030",17651,17643,8,0,0,,,257286,804870
"G1701050","1860","Illinois","170","Livingston","1050","Livingston","21","1050",11637,11632,5,0,0,,,125098,576493
"G1701070","1860","Illinois","170","Logan","1070","Logan","21","1070",14272,14247,25,0,0,,,206093,926035
"G1701090","1860","Illinois","170","McDonough","1090","Mcdonough","21","1090",20069,20061,8,0,0,,,163487,757058
"G1701110","1860","Illinois","170","McHenry","1110","Mchenry","21","1110",22089,22085,4,0,0,,,299702,1043608
"G1701130","1860","Illinois","170","McLean","1130","Mclean","21","1130",28772,28580,192,0,0,,,298586,1379757
"G1701150","1860","Illinois","170","Macon","1150","Macon","21","1150",13738,13655,83,0,0,,,198850,794695
"G1701170","1860","Illinois","170","Macoupin","1170","Macoupin","21","1170",24602,24504,98,0,0,,,293692,1277298
"G1701190","1860","Illinois","170","Madison","1190","Madison","21","1190",31251,30679,562,0,10,,,248059,1143064
"G1701210","1860","Illinois","170","Marion","1210","Marion","21","1210",12739,12730,9,0,0,,,82342,591116
"G1701230","1860","Illinois","170","Marshall","1230","Marshall","21","1230",13437,13437,0,0,0,,,199762,693387
"G1701250","1860","Illinois","170","Mason","1250","Mason","21","1250",10931,10929,2,0,0,,,215869,644660
"G1701270","1860","Illinois","170","Massac","1270","Massac","21","1270",6213,6101,112,0,0,,,47005,181481
"G1701290","1860","Illinois","170","Menard","1290","Menard","21","1290",9584,9577,7,0,0,,,141786,771731
"G1701310","1860","Illinois","170","Mercer","1310","Mercer","21","1310",15042,15037,5,0,0,,,234282,1042551
"G1701330","1860","Illinois","170","Monroe","1330","Monroe","21","1330",12832,12815,17,0,0,,,138451,586422
"G1701350","1860","Illinois","170","Montgomery","1350","Montgomery","21","1350",13979,13881,98,0,0,,,168461,746364
"G1701370","1860","Illinois","170","Morgan","1370","Morgan","21","1370",22112,21937,175,0,0,,,237832,1411490
"G1701390","1860","Illinois","170","Moultrie","1390","Moultrie","21","1390",6385,6384,1,0,0,,,73844,406385
"G1701410","1860","Illinois","170","Ogle","1410","Ogle","21","1410",22888,22863,25,0,0,,,388471,1353405
"G1701430","1860","Illinois","170","Peoria","1430","Peoria","21","1430",36601,36475,126,0,0,,,314944,1227978
"G1701450","1860","Illinois","170","Perry","1450","Perry","21","1450",9552,9508,44,0,0,,,106188,566222
"G1701470","1860","Illinois","170","Piatt","1470","Piatt","21","1470",6127,6124,3,0,0,,,68852,433870
"G1701490","1860","Illinois","170","Pike","1490","Pike","21","1490",27249,27182,67,0,0,,,237939,1162590
"G1701510","1860","Illinois","170","Pope","1510","Pope","21","1510",6742,6546,196,0,0,,,36089,221512
"G1701530","1860","Illinois","170","Pulaski","1530","Pulaski","21","1530",3943,3904,39,0,0,,,14382,70234
"G1701550","1860","Illinois","170","Putnam","1550","Putnam","21","1550",5587,5579,8,0,0,,,69817,328070
"G1701570","1860","Illinois","170","Randolph","1570","Randolph","21","1570",17205,16766,439,0,0,,,157073,721025
"G1701590","1860","Illinois","170","Richland","1590","Richland","21","1590",9711,9709,2,0,0,,,54053,217916
"G1701610","1860","Illinois","170","Rock Island","1610","Rock Island","21","1610",21005,20981,24,0,0,,,175750,668232
"G1701630","1860","Illinois","170","St Clair","1630","St Clair","21","1630",37694,37169,525,0,0,,,490737,1242462
"G1701650","1860","Illinois","170","Saline","1650","Saline","21","1650",9331,9152,170,0,9,,,45815,339661
"G1701670","1860","Illinois","170","Sangamon","1670","Sangamon","21","1670",32274,31963,311,0,0,,,307108,1926254
"G1701690","1860","Illinois","170","Schuyler","1690","Schuyler","21","1690",14684,14670,14,0,0,,,93882,490903
