GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AOT001,APP001,APP002,APP003,APP004
"G2800050","1880","Mississippi","280","Amite","0050","Amite","46","50",14004,5494,8510,0,0
"G2800070","1880","Mississippi","280","Attala","0070","Attala","46","70",19988,11653,8260,0,75
"G2800090","1880","Mississippi","280","Benton","0090","Benton","46","90",11023,5777,5246,0,0
"G2800110","1880","Mississippi","280","Bolivar","0110","Bolivar","46","110",18652,2694,15958,0,0
"G2800130","1880","Mississippi","280","Calhoun","0130","Calhoun","46","130",13492,10191,3300,0,1
"G2800150","1880","Mississippi","280","Carroll","0150","Carroll","46","150",17795,7831,9961,0,3
"G2800170","1880","Mississippi","280","Chickasaw","0170","Chickasaw","46","170",17905,7696,10209,0,0
"G2800190","1880","Mississippi","280","Choctaw","0190","Choctaw","46","190",9036,6537,2498,0,1
"G2800210","1880","Mississippi","280","Claiborne","0210","Claiborne","46","210",16768,3910,12858,0,0
"G2800230","1880","Mississippi","280","Clarke","0230","Clarke","46","230",15021,7181,7828,0,12
"G2800250","1880","Mississippi","280","Clay","0250","Clay","46","250",17367,5255,12110,0,2
"G2800270","1880","Mississippi","280","Coahoma","0270","Coahoma","46","270",13568,2412,11155,1,0
"G2800290","1880","Mississippi","280","Copiah","0290","Copiah","46","290",27552,13101,14442,0,9
"G2800310","1880","Mississippi","280","Covington","0310","Covington","46","310",5993,4034,1958,0,1
"G2800330","1880","Mississippi","280","DeSoto","0330","De Soto","46","330",22924,7581,15343,0,0
"G2800370","1880","Mississippi","280","Franklin","0370","Franklin","46","370",9729,4852,4871,0,6
"G2800410","1880","Mississippi","280","Greene","0410","Greene","46","410",3194,2381,785,0,28
"G2800430","1880","Mississippi","280","Grenada","0430","Grenada","46","430",12071,3236,8831,1,3
"G2800450","1880","Mississippi","280","Hancock","0450","Hancock","46","450",6439,4635,1764,0,40
"G2800470","1880","Mississippi","280","Harrison","0470","Harrison","46","470",7895,5749,2146,0,0
"G2800490","1880","Mississippi","280","Hinds","0490","Hinds","46","490",43958,11675,32279,4,0
"G2800510","1880","Mississippi","280","Holmes","0510","Holmes","46","510",27164,6911,20233,0,20
"G2800550","1880","Mississippi","280","Issaquena","0550","Issaquena","46","550",10004,826,9174,4,0
"G2800570","1880","Mississippi","280","Itawamba","0570","Itawamba","46","570",10663,9555,1108,0,0
"G2800590","1880","Mississippi","280","Jackson","0590","Jackson","46","590",7607,5124,2482,0,1
"G2800610","1880","Mississippi","280","Jasper","0610","Jasper","46","610",12126,6244,5631,0,251
"G2800630","1880","Mississippi","280","Jefferson","0630","Jefferson","46","630",17314,4260,13051,2,1
"G2800670","1880","Mississippi","280","Jones","0670","Jones","46","670",3828,3469,359,0,0
"G2800690","1880","Mississippi","280","Kemper","0690","Kemper","46","690",15719,7100,8537,0,82
"G2800710","1880","Mississippi","280","Lafayette","0710","Lafayette","46","710",21671,11385,10286,0,0
"G2800750","1880","Mississippi","280","Lauderdale","0750","Lauderdale","46","750",21501,9959,11538,0,4
"G2800770","1880","Mississippi","280","Lawrence","0770","Lawrence","46","770",9420,4937,4473,0,10
"G2800790","1880","Mississippi","280","Leake","0790","Leake","46","790",13146,8104,4660,0,382
"G2800810","1880","Mississippi","280","Lee","0810","Lee","46","810",20470,12656,7814,0,0
"G2800830","1880","Mississippi","280","Leflore","0830","Leflore","46","830",10246,2230,7997,3,16
"G2800850","1880","Mississippi","280","Lincoln","0850","Lincoln","46","850",13547,7701,5842,0,4
"G2800870","1880","Mississippi","280","Lowndes","0870","Lowndes","46","870",28244,5588,22656,0,0
"G2800890","1880","Mississippi","280","Madison","0890","Madison","46","890",25866,5946,19907,0,13
"G2800910","1880","Mississippi","280","Marion","0910","Marion","46","910",6901,4450,2451,0,0
"G2800930","1880","Mississippi","280","Marshall","0930","Marshall","46","930",29330,10992,18338,0,0
"G2800950","1880","Mississippi","280","Monroe","0950","Monroe","46","950",28553,10551,18001,0,1
"G2800970","1880","Mississippi","280","Montgomery","0970","Montgomery","46","970",13348,6671,6677,0,0
"G2800990","1880","Mississippi","280","Neshoba","0990","Neshoba","46","990",8741,6555,1768,0,418
"G2801010","1880","Mississippi","280","Newton","1010","Newton","46","1010",13436,8428,4686,0,322
"G2801030","1880","Mississippi","280","Noxubee","1030","Noxubee","46","1030",29874,5302,24572,0,0
"G2801050","1880","Mississippi","280","Oktibbeha","1050","Oktibbeha","46","1050",15978,5109,10869,0,0
"G2801070","1880","Mississippi","280","Panola","1070","Panola","46","1070",28352,9521,18830,0,1
"G2801110","1880","Mississippi","280","Perry","1110","Perry","46","1110",3427,2357,1070,0,0
"G2801130","1880","Mississippi","280","Pike","1130","Pike","46","1130",16688,8572,8112,0,4
"G2801150","1880","Mississippi","280","Pontotoc","1150","Pontotoc","46","1150",13858,9609,4249,0,0
"G2801170","1880","Mississippi","280","Prentiss","1170","Prentiss","46","1170",12158,9737,2421,0,0
"G2801190","1880","Mississippi","280","Quitman","1190","Quitman","46","1190",1407,592,815,0,0
"G2801210","1880","Mississippi","280","Rankin","1210","Rankin","46","1210",16752,7193,9559,0,0
"G2801230","1880","Mississippi","280","Scott","1230","Scott","46","1230",10845,6633,4132,0,80
"G2801250","1880","Mississippi","280","Sharkey","1250","Sharkey","46","1250",6306,1405,4893,0,8
"G2801270","1880","Mississippi","280","Simpson","1270","Simpson","46","1270",8008,4994,3014,0,0
"G2801290","1880","Mississippi","280","Smith","1290","Smith","46","1290",8088,6452,1636,0,0
"G2801315","1880","Mississippi","280","Sumner","1315","Sumner","46","1550",9534,7239,2295,0,0
"G2801330","1880","Mississippi","280","Sunflower","1330","Sunflower","46","1330",4661,1764,2897,0,0
"G2801350","1880","Mississippi","280","Tallahatchie","1350","Tallahatchie","46","1350",10926,4168,6757,0,1
"G2801370","1880","Mississippi","280","Tate","1370","Tate","46","1370",18721,9094,9627,0,0
"G2801390","1880","Mississippi","280","Tippah","1390","Tippah","46","1390",12867,9802,3065,0,0
"G2801410","1880","Mississippi","280","Tishomingo","1410","Tishomingo","46","1410",8774,7611,1163,0,0
"G2801430","1880","Mississippi","280","Tunica","1430","Tunica","46","1430",8461,1256,7205,0,0
"G2801450","1880","Mississippi","280","Union","1450","Union","46","1450",13030,9932,3098,0,0
"G2801490","1880","Mississippi","280","Warren","1490","Warren","46","1490",31238,8717,22516,3,2
"G2801510","1880","Mississippi","280","Washington","1510","Washington","46","1510",25367,3478,21861,28,0
"G2801530","1880","Mississippi","280","Wayne","1530","Wayne","46","1530",8741,4971,3770,0,0
"G2801570","1880","Mississippi","280","Wilkinson","1570","Wilkinson","46","1570",17815,3570,14243,0,2
"G2801590","1880","Mississippi","280","Winston","1590","Winston","46","1590",10087,6113,3927,0,47
"G2801610","1880","Mississippi","280","Yalobusha","1610","Yalobusha","46","1610",15649,7533,8116,0,0
"G2801630","1880","Mississippi","280","Yazoo","1630","Yazoo","46","1630",33845,8498,25342,5,0
"G2900010","1880","Missouri","290","Adair","0010","Adair","34","10",15190,14964,226,0,0
"G2900030","1880","Missouri","290","Andrew","0030","Andrew","34","30",16318,15950,367,0,1
"G2900050","1880","Missouri","290","Atchison","0050","Atchison","34","50",14556,14514,40,0,2
"G2900070","1880","Missouri","290","Audrain","0070","Audrain","34","70",19732,17887,1844,1,0
"G2900090","1880","Missouri","290","Barry","0090","Barry","34","90",14405,14392,13,0,0
"G2900110","1880","Missouri","290","Barton","0110","Barton","34","110",10332,10315,17,0,0
"G2900130","1880","Missouri","290","Bates","0130","Bates","34","130",25381,25129,252,0,0
"G2900150","1880","Missouri","290","Benton","0150","Benton","34","150",12396,12124,271,0,1
"G2900170","1880","Missouri","290","Bollinger","0170","Bollinger","34","170",11130,11104,26,0,0
"G2900190","1880","Missouri","290","Boone","0190","Boone","34","190",25422,20338,5082,0,2
"G2900210","1880","Missouri","290","Buchanan","0210","Buchanan","34","210",49792,46063,3726,2,1
"G2900230","1880","Missouri","290","Butler","0230","Butler","34","230",6011,5871,140,0,0
"G2900250","1880","Missouri","290","Caldwell","0250","Caldwell","34","250",13646,13233,413,0,0
"G2900270","1880","Missouri","290","Callaway","0270","Callaway","34","270",23670,19239,4431,0,0
"G2900290","1880","Missouri","290","Camden","0290","Camden","34","290",7266,7152,114,0,0
"G2900310","1880","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",20998,19003,1995,0,0
"G2900330","1880","Missouri","290","Carroll","0330","Carroll","34","330",23274,21807,1467,0,0
"G2900350","1880","Missouri","290","Carter","0350","Carter","34","350",2168,2157,11,0,0
"G2900370","1880","Missouri","290","Cass","0370","Cass","34","370",22431,21679,751,0,1
"G2900390","1880","Missouri","290","Cedar","0390","Cedar","34","390",10741,10595,146,0,0
"G2900410","1880","Missouri","290","Chariton","0410","Chariton","34","410",25224,21234,3990,0,0
"G2900430","1880","Missouri","290","Christian","0430","Christian","34","430",9628,9431,193,0,4
"G2900450","1880","Missouri","290","Clark","0450","Clark","34","450",15031,14723,308,0,0
"G2900470","1880","Missouri","290","Clay","0470","Clay","34","470",15572,14059,1513,0,0
"G2900490","1880","Missouri","290","Clinton","0490","Clinton","34","490",16073,15098,975,0,0
"G2900510","1880","Missouri","290","Cole","0510","Cole","34","510",15515,13646,1868,0,1
"G2900530","1880","Missouri","290","Cooper","0530","Cooper","34","530",21596,18094,3502,0,0
"G2900550","1880","Missouri","290","Crawford","0550","Crawford","34","550",10756,10634,122,0,0
"G2900570","1880","Missouri","290","Dade","0570","Dade","34","570",12557,12309,248,0,0
"G2900590","1880","Missouri","290","Dallas","0590","Dallas","34","590",9263,9174,89,0,0
"G2900610","1880","Missouri","290","Daviess","0610","Daviess","34","610",19145,18695,450,0,0
"G2900630","1880","Missouri","290","DeKalb","0630","De Kalb","34","630",13334,13202,132,0,0
"G2900650","1880","Missouri","290","Dent","0650","Dent","34","650",10646,10584,62,0,0
"G2900670","1880","Missouri","290","Douglas","0670","Douglas","34","670",7753,7727,26,0,0
"G2900690","1880","Missouri","290","Dunklin","0690","Dunklin","34","690",9604,9440,164,0,0
"G2900710","1880","Missouri","290","Franklin","0710","Franklin","34","710",26534,24457,2077,0,0
"G2900730","1880","Missouri","290","Gasconade","0730","Gasconade","34","730",11153,10986,167,0,0
"G2900750","1880","Missouri","290","Gentry","0750","Gentry","34","750",17176,17148,28,0,0
"G2900770","1880","Missouri","290","Greene","0770","Greene","34","770",28801,25993,2799,0,9
"G2900790","1880","Missouri","290","Grundy","0790","Grundy","34","790",15185,14986,199,0,0
"G2900810","1880","Missouri","290","Harrison","0810","Harrison","34","810",20304,20231,73,0,0
"G2900830","1880","Missouri","290","Henry","0830","Henry","34","830",23906,22911,991,0,4
"G2900850","1880","Missouri","290","Hickory","0850","Hickory","34","850",7387,7337,50,0,0
"G2900870","1880","Missouri","290","Holt","0870","Holt","34","870",15509,15277,232,0,0
"G2900890","1880","Missouri","290","Howard","0890","Howard","34","890",18428,13197,5231,0,0
"G2900910","1880","Missouri","290","Howell","0910","Howell","34","910",8814,8723,91,0,0
"G2900930","1880","Missouri","290","Iron","0930","Iron","34","930",8183,7783,400,0,0
"G2900950","1880","Missouri","290","Jackson","0950","Jackson","34","950",82325,72440,9850,25,10
"G2900970","1880","Missouri","290","Jasper","0970","Jasper","34","970",32019,31241,767,1,10
"G2900990","1880","Missouri","290","Jefferson","0990","Jefferson","34","990",18736,17731,1005,0,0
"G2901010","1880","Missouri","290","Johnson","1010","Johnson","34","1010",28172,26153,2019,0,0
"G2901030","1880","Missouri","290","Knox","1030","Knox","34","1030",13047,12819,228,0,0
"G2901050","1880","Missouri","290","Laclede","1050","Laclede","34","1050",11524,11047,477,0,0
"G2901070","1880","Missouri","290","Lafayette","1070","Lafayette","34","1070",25710,21295,4415,0,0
"G2901090","1880","Missouri","290","Lawrence","1090","Lawrence","34","1090",17583,17273,299,0,11
"G2901110","1880","Missouri","290","Lewis","1110","Lewis","34","1110",15925,14517,1408,0,0
"G2901130","1880","Missouri","290","Lincoln","1130","Lincoln","34","1130",17426,15280,2146,0,0
"G2901150","1880","Missouri","290","Linn","1150","Linn","34","1150",20016,19177,839,0,0
"G2901170","1880","Missouri","290","Livingston","1170","Livingston","34","1170",20196,19024,1172,0,0
"G2901190","1880","Missouri","290","McDonald","1190","Mcdonald","34","1190",7816,7804,12,0,0
"G2901210","1880","Missouri","290","Macon","1210","Macon","34","1210",26222,24722,1499,0,1
"G2901230","1880","Missouri","290","Madison","1230","Madison","34","1230",8876,8567,306,0,3
"G2901250","1880","Missouri","290","Maries","1250","Maries","34","1250",7304,7292,12,0,0
"G2901270","1880","Missouri","290","Marion","1270","Marion","34","1270",24837,21125,3708,1,3
"G2901290","1880","Missouri","290","Mercer","1290","Mercer","34","1290",14673,14572,101,0,0
"G2901310","1880","Missouri","290","Miller","1310","Miller","34","1310",9805,9575,230,0,0
"G2901330","1880","Missouri","290","Mississippi","1330","Mississippi","34","1330",9270,7116,2154,0,0
"G2901350","1880","Missouri","290","Moniteau","1350","Moniteau","34","1350",14346,13368,978,0,0
"G2901370","1880","Missouri","290","Monroe","1370","Monroe","34","1370",19071,16925,2146,0,0
"G2901390","1880","Missouri","290","Montgomery","1390","Montgomery","34","1390",16249,14332,1917,0,0
"G2901410","1880","Missouri","290","Morgan","1410","Morgan","34","1410",10132,9716,416,0,0
"G2901430","1880","Missouri","290","New Madrid","1430","New Madrid","34","1430",7694,5813,1881,0,0
"G2901450","1880","Missouri","290","Newton","1450","Newton","34","1450",18947,18344,591,0,12
"G2901470","1880","Missouri","290","Nodaway","1470","Nodaway","34","1470",29544,29432,109,3,0
"G2901490","1880","Missouri","290","Oregon","1490","Oregon","34","1490",5791,5773,18,0,0
"G2901510","1880","Missouri","290","Osage","1510","Osage","34","1510",11824,11422,400,0,2
"G2901530","1880","Missouri","290","Ozark","1530","Ozark","34","1530",5618,5604,13,0,1
"G2901550","1880","Missouri","290","Pemiscot","1550","Pemiscot","34","1550",4299,4031,268,0,0
"G2901570","1880","Missouri","290","Perry","1570","Perry","34","1570",11895,11424,471,0,0
"G2901590","1880","Missouri","290","Pettis","1590","Pettis","34","1590",27271,24259,3008,0,4
"G2901610","1880","Missouri","290","Phelps","1610","Phelps","34","1610",12568,12065,503,0,0
"G2901630","1880","Missouri","290","Pike","1630","Pike","34","1630",26715,21339,5376,0,0
"G2901650","1880","Missouri","290","Platte","1650","Platte","34","1650",17366,15734,1630,0,2
"G2901670","1880","Missouri","290","Polk","1670","Polk","34","1670",15734,15448,285,0,1
"G2901690","1880","Missouri","290","Pulaski","1690","Pulaski","34","1690",7250,7190,60,0,0
"G2901710","1880","Missouri","290","Putnam","1710","Putnam","34","1710",13555,13532,23,0,0
"G2901730","1880","Missouri","290","Ralls","1730","Ralls","34","1730",11838,10627,1211,0,0
"G2901750","1880","Missouri","290","Randolph","1750","Randolph","34","1750",22751,19937,2811,2,1
"G2901770","1880","Missouri","290","Ray","1770","Ray","34","1770",20190,18451,1739,0,0
"G2901790","1880","Missouri","290","Reynolds","1790","Reynolds","34","1790",5722,5708,14,0,0
"G2901810","1880","Missouri","290","Ripley","1810","Ripley","34","1810",5377,5367,10,0,0
"G2901830","1880","Missouri","290","St Charles","1830","St Charles","34","1830",23065,20652,2411,0,2
"G2901850","1880","Missouri","290","St Clair","1850","St Clair","34","1850",14125,13815,310,0,0
"G2901860","1880","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",10390,9832,558,0,0
"G2901870","1880","Missouri","290","St Francois","1870","St Francois","34","1870",13822,13169,653,0,0
"G2901890","1880","Missouri","290","St Louis","1890","St Louis","34","1890",31888,28008,3880,0,0
"G2901950","1880","Missouri","290","Saline","1950","Saline","34","1950",29911,24980,4931,0,0
"G2901970","1880","Missouri","290","Schuyler","1970","Schuyler","34","1970",10470,10461,9,0,0
"G2901990","1880","Missouri","290","Scotland","1990","Scotland","34","1990",12508,12377,131,0,0
"G2902010","1880","Missouri","290","Scott","2010","Scott","34","2010",8587,8036,550,0,1
"G2902030","1880","Missouri","290","Shannon","2030","Shannon","34","2030",3441,3441,0,0,0
"G2902050","1880","Missouri","290","Shelby","2050","Shelby","34","2050",14024,13089,931,0,4
"G2902070","1880","Missouri","290","Stoddard","2070","Stoddard","34","2070",13431,13396,35,0,0
"G2902090","1880","Missouri","290","Stone","2090","Stone","34","2090",4404,4376,28,0,0
"G2902110","1880","Missouri","290","Sullivan","2110","Sullivan","34","2110",16569,16486,83,0,0
"G2902130","1880","Missouri","290","Taney","2130","Taney","34","2130",5599,5594,4,0,1
"G2902150","1880","Missouri","290","Texas","2150","Texas","34","2150",12206,12177,29,0,0
"G2902170","1880","Missouri","290","Vernon","2170","Vernon","34","2170",19369,19263,106,0,0
"G2902190","1880","Missouri","290","Warren","2190","Warren","34","2190",10806,9852,954,0,0
"G2902210","1880","Missouri","290","Washington","2210","Washington","34","2210",12896,11858,1038,0,0
"G2902230","1880","Missouri","290","Wayne","2230","Wayne","34","2230",9096,8988,108,0,0
"G2902250","1880","Missouri","290","Webster","2250","Webster","34","2250",12175,11927,247,0,1
"G2902270","1880","Missouri","290","Worth","2270","Worth","34","2270",8203,8202,1,0,0
"G2902290","1880","Missouri","290","Wright","2290","Wright","34","2290",9712,9450,260,0,2
"G2905100","1880","Missouri","290","St Louis City","5100","St Louis City","34","5100",350518,328191,22256,56,15
"G3050015","1880","Montana Territory","305","Beaverhead","0015","Beaverhead","64","10",2712,2574,6,131,1
"G3050055","1880","Montana Territory","305","Chouteau","0055","Chouteau","64","150",3058,2448,71,18,521
"G3050075","1880","Montana Territory","305","Custer","0075","Custer","64","170",2510,2461,33,2,14
"G3050095","1880","Montana Territory","305","Dawson","0095","Dawson","64","210",180,162,3,0,15
"G3050115","1880","Montana Territory","305","Deer Lodge","0115","Deer Lodge","64","230",8876,8075,60,710,31
"G3050135","1880","Montana Territory","305","Gallatin","0135","Gallatin","64","310",3643,3570,31,27,15
"G3050155","1880","Montana Territory","305","Jefferson","0155","Jefferson","64","430",2464,2389,14,52,9
"G3050175","1880","Montana Territory","305","Lewis And Clark","0175","Lewis And Clark","64","490",6521,5710,86,359,366
"G3050195","1880","Montana Territory","305","Madison","0195","Madison","64","570",3915,3612,20,265,18
"G3050215","1880","Montana Territory","305","Meagher","0215","Meagher","64","590",2743,2458,18,52,215
"G3050235","1880","Montana Territory","305","Missoula","0235","Missoula","64","630",2537,1926,4,149,458
"G3100010","1880","Nebraska","310","Adams","0010","Adams","35","10",10235,10210,25,0,0
"G3100030","1880","Nebraska","310","Antelope","0030","Antelope","35","30",3953,3946,7,0,0
"G3100075","1880","Nebraska","310","Blackbird","0075","Blackbird","35","1730",109,71,0,0,38
"G3100110","1880","Nebraska","310","Boone","0110","Boone","35","110",4170,4169,1,0,0
"G3100190","1880","Nebraska","310","Buffalo","0190","Buffalo","35","190",7531,7519,12,0,0
"G3100210","1880","Nebraska","310","Burt","0210","Burt","35","210",6937,6929,8,0,0
"G3100230","1880","Nebraska","310","Butler","0230","Butler","35","230",9194,9171,23,0,0
"G3100250","1880","Nebraska","310","Cass","0250","Cass","35","250",16683,16637,46,0,0
"G3100270","1880","Nebraska","310","Cedar","0270","Cedar","35","270",2899,2893,0,0,6
"G3100290","1880","Nebraska","310","Chase","0290","Chase","35","290",70,70,0,0,0
"G3100330","1880","Nebraska","310","Cheyenne","0330","Cheyenne","35","330",1558,1516,42,0,0
"G3100350","1880","Nebraska","310","Clay","0350","Clay","35","350",11294,11288,6,0,0
"G3100370","1880","Nebraska","310","Colfax","0370","Colfax","35","370",6588,6563,25,0,0
"G3100390","1880","Nebraska","310","Cuming","0390","Cuming","35","390",5569,5569,0,0,0
"G3100410","1880","Nebraska","310","Custer","0410","Custer","35","410",2211,2207,4,0,0
"G3100430","1880","Nebraska","310","Dakota","0430","Dakota","35","430",3213,3202,6,0,5
"G3100470","1880","Nebraska","310","Dawson","0470","Dawson","35","470",2909,2856,53,0,0
"G3100510","1880","Nebraska","310","Dixon","0510","Dixon","35","510",4177,4177,0,0,0
"G3100530","1880","Nebraska","310","Dodge","0530","Dodge","35","530",11263,11242,20,0,1
"G3100550","1880","Nebraska","310","Douglas","0550","Douglas","35","550",37645,36783,811,14,37
"G3100570","1880","Nebraska","310","Dundy","0570","Dundy","35","570",37,37,0,0,0
"G3100590","1880","Nebraska","310","Fillmore","0590","Fillmore","35","590",10204,10198,6,0,0
"G3100610","1880","Nebraska","310","Franklin","0610","Franklin","35","610",5465,5465,0,0,0
"G3100630","1880","Nebraska","310","Frontier","0630","Frontier","35","630",934,934,0,0,0
"G3100650","1880","Nebraska","310","Furnas","0650","Furnas","35","650",6407,6404,3,0,0
"G3100670","1880","Nebraska","310","Gage","0670","Gage","35","670",13164,13140,24,0,0
"G3100730","1880","Nebraska","310","Gosper","0730","Gosper","35","730",1673,1667,0,0,6
"G3100770","1880","Nebraska","310","Greeley","0770","Greeley","35","770",1461,1461,0,0,0
"G3100790","1880","Nebraska","310","Hall","0790","Hall","35","790",8572,8545,27,0,0
"G3100810","1880","Nebraska","310","Hamilton","0810","Hamilton","35","810",8267,8238,29,0,0
"G3100830","1880","Nebraska","310","Harlan","0830","Harlan","35","830",6086,6086,0,0,0
"G3100850","1880","Nebraska","310","Hayes","0850","Hayes","35","850",119,119,0,0,0
"G3100870","1880","Nebraska","310","Hitchcock","0870","Hitchcock","35","870",1012,1012,0,0,0
"G3100890","1880","Nebraska","310","Holt","0890","Holt","35","890",3287,3285,2,0,0
"G3100930","1880","Nebraska","310","Howard","0930","Howard","35","930",4391,4383,8,0,0
"G3100950","1880","Nebraska","310","Jefferson","0950","Jefferson","35","950",8096,8085,10,0,1
"G3100970","1880","Nebraska","310","Johnson","0970","Johnson","35","970",7595,7570,25,0,0
"G3100990","1880","Nebraska","310","Kearney","0990","Kearney","35","990",4072,4072,0,0,0
"G3101010","1880","Nebraska","310","Keith","1010","Keith","35","1010",194,193,1,0,0
"G3101070","1880","Nebraska","310","Knox","1070","Knox","35","1070",3666,3601,1,0,64
"G3101090","1880","Nebraska","310","Lancaster","1090","Lancaster","35","1090",28090,27455,628,4,3
"G3101110","1880","Nebraska","310","Lincoln","1110","Lincoln","35","1110",3632,3626,6,0,0
"G3101190","1880","Nebraska","310","Madison","1190","Madison","35","1190",5589,5583,6,0,0
"G3101210","1880","Nebraska","310","Merrick","1210","Merrick","35","1210",5341,5326,15,0,0
"G3101250","1880","Nebraska","310","Nance","1250","Nance","35","1250",1212,1211,1,0,0
"G3101270","1880","Nebraska","310","Nemaha","1270","Nemaha","35","1270",10451,10357,87,0,7
"G3101290","1880","Nebraska","310","Nuckolls","1290","Nuckolls","35","1290",4235,4235,0,0,0
"G3101310","1880","Nebraska","310","Otoe","1310","Otoe","35","1310",15727,15546,181,0,0
"G3101330","1880","Nebraska","310","Pawnee","1330","Pawnee","35","1330",6920,6914,6,0,0
"G3101370","1880","Nebraska","310","Phelps","1370","Phelps","35","1370",2447,2445,2,0,0
"G3101390","1880","Nebraska","310","Pierce","1390","Pierce","35","1390",1202,1202,0,0,0
"G3101410","1880","Nebraska","310","Platte","1410","Platte","35","1410",9511,9487,24,0,0
"G3101430","1880","Nebraska","310","Polk","1430","Polk","35","1430",6846,6846,0,0,0
"G3101450","1880","Nebraska","310","Red Willow","1450","Red Willow","35","1450",3044,3043,1,0,0
"G3101470","1880","Nebraska","310","Richardson","1470","Richardson","35","1470",15031,14938,91,0,2
"G3101510","1880","Nebraska","310","Saline","1510","Saline","35","1510",14491,14483,8,0,0
"G3101530","1880","Nebraska","310","Sarpy","1530","Sarpy","35","1530",4481,4471,4,0,6
"G3101550","1880","Nebraska","310","Saunders","1550","Saunders","35","1550",15810,15797,13,0,0
"G3101590","1880","Nebraska","310","Seward","1590","Seward","35","1590",11147,11110,37,0,0
"G3101630","1880","Nebraska","310","Sherman","1630","Sherman","35","1630",2061,2061,0,0,0
"G3101650","1880","Nebraska","310","Sioux","1650","Sioux","35","1650",699,628,12,0,59
"G3101670","1880","Nebraska","310","Stanton","1670","Stanton","35","1670",1813,1813,0,0,0
"G3101690","1880","Nebraska","310","Thayer","1690","Thayer","35","1690",6113,6111,2,0,0
"G3101733","1880","Nebraska","310","Unorganized Territory","1733","Unorganized Territory","35","9995",2913,2911,2,0,0
"G3101750","1880","Nebraska","310","Valley","1750","Valley","35","1750",2324,2324,0,0,0
"G3101770","1880","Nebraska","310","Washington","1770","Washington","35","1770",8631,8611,20,0,0
"G3101790","1880","Nebraska","310","Wayne","1790","Wayne","35","1790",813,812,1,0,0
"G3101810","1880","Nebraska","310","Webster","1810","Webster","35","1810",7104,7099,5,0,0
"G3101830","1880","Nebraska","310","Wheeler","1830","Wheeler","35","1830",644,644,0,0,0
"G3101850","1880","Nebraska","310","York","1850","York","35","1850",11170,11162,8,0,0
"G3200010","1880","Nevada","320","Churchill","0010","Churchill","65","10",479,447,0,32,0
"G3200050","1880","Nevada","320","Douglas","0050","Douglas","65","50",1581,1399,22,159,1
"G3200070","1880","Nevada","320","Elko","0070","Elko","65","70",5716,4698,33,613,372
"G3200090","1880","Nevada","320","Esmeralda","0090","Esmeralda","65","90",3220,2668,7,242,303
"G3200110","1880","Nevada","320","Eureka","0110","Eureka","65","110",7086,6116,49,633,288
"G3200130","1880","Nevada","320","Humboldt","0130","Humboldt","65","130",3480,2719,21,529,211
"G3200150","1880","Nevada","320","Lander","0150","Lander","65","150",3624,2997,16,387,224
"G3200170","1880","Nevada","320","Lincoln","0170","Lincoln","65","170",2637,2105,16,100,416
"G3200190","1880","Nevada","320","Lyon","0190","Lyon","65","190",2409,2013,1,390,5
"G3200230","1880","Nevada","320","Nye","0230","Nye","65","230",1875,1663,96,66,50
"G3200250","1880","Nevada","320","Ormsby","0250","Ormsby","65","250",5412,4238,59,988,127
"G3200275","1880","Nevada","320","Roop","0275","Roop","65","279",286,200,0,5,81
"G3200290","1880","Nevada","320","Storey","0290","Storey","65","290",16115,15245,115,641,114
"G3200310","1880","Nevada","320","Washoe","0310","Washoe","65","310",5664,4762,44,527,331
"G3200330","1880","Nevada","320","White Pine","0330","White Pine","65","330",2682,2286,9,107,280
"G3300010","1880","New Hampshire","330","Belknap","0010","Belknap","4","10",17948,17875,72,0,1
"G3300030","1880","New Hampshire","330","Carroll","0030","Carroll","4","30",18224,18207,12,0,5
"G3300050","1880","New Hampshire","330","Cheshire","0050","Cheshire","4","50",28734,28720,14,0,0
"G3300070","1880","New Hampshire","330","Coos","0070","Coos","4","70",18580,18543,15,0,22
"G3300090","1880","New Hampshire","330","Grafton","0090","Grafton","4","90",38788,38756,20,0,12
"G3300110","1880","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",75634,75510,119,5,0
"G3300130","1880","New Hampshire","330","Merrimack","0130","Merrimack","4","130",46300,46133,158,1,8
"G3300150","1880","New Hampshire","330","Rockingham","0150","Rockingham","4","150",49064,48852,189,8,15
"G3300170","1880","New Hampshire","330","Strafford","0170","Strafford","4","170",35558,35511,47,0,0
"G3300190","1880","New Hampshire","330","Sullivan","0190","Sullivan","4","190",18161,18122,39,0,0
"G3400010","1880","New Jersey","340","Atlantic","0010","Atlantic","12","10",18704,17810,894,0,0
"G3400030","1880","New Jersey","340","Bergen","0030","Bergen","12","30",36786,34795,1891,100,0
"G3400050","1880","New Jersey","340","Burlington","0050","Burlington","12","50",55402,52828,2570,0,4
"G3400070","1880","New Jersey","340","Camden","0070","Camden","12","70",62942,57240,5687,2,13
"G3400090","1880","New Jersey","340","Cape May","0090","Cape May","12","90",9765,9195,570,0,0
"G3400110","1880","New Jersey","340","Cumberland","0110","Cumberland","12","110",37687,35722,1965,0,0
