GISJOIN,year,state,census_pop,enslaved,farmv_total,improved,unimproved,slavery_legal,total_farmland
G1302650,1860,Georgia,4583,2849,661670,40255,64452,1,NA
G4950315,1860,Utah Territory,672,0,7375,1276,0,0,NA
G5501410,1860,Wisconsin,2425,0,56800,1403,8661,0,NA
G1302710,1860,Georgia,2713,836,295795,18852,139025,1,NA
G2100330,1860,Kentucky,9318,2406,1972031,66717,107731,1,NA
G5100270,1860,Virginia,2793,30,229981,10262,181383,1,NA
G2050115,1860,Kansas Territory,3197,0,640355,21541,62951,1,NA
G0600730,1860,California,4324,0,269800,4143,499863,0,NA
G1301110,1860,Georgia,5139,143,366968,15910,68140,1,NA
G2601130,1860,Michigan,NA,NA,NA,NA,NA,0,NA
G5100715,1860,Virginia,3759,52,622965,18154,82684,1,NA
G2400150,1860,Maryland,23862,950,8168950,141776,65420,1,NA
G4950615,1860,Utah Territory,1008,0,42010,1820,107,0,NA
G3600710,1860,New York,63812,0,21010784,297987,81596,0,NA
G1901510,1860,Iowa,103,0,2700,139,656,0,NA
G2102110,1860,Kentucky,16433,6634,9831836,198664,29074,1,NA
G0100950,1860,Alabama,11472,1821,1372766,56400,124199,1,NA
G3900830,1860,Ohio,27735,0,10388122,199391,109520,0,NA
G1800050,1860,Indiana,17865,0,5632880,111093,103861,0,NA
G3701030,1860,North Carolina,5730,3413,963266,55110,124787,1,NA
G1900630,1860,Iowa,105,0,2550,167,863,0,NA
G2600450,1860,Michigan,16476,0,3385669,72267,92880,0,NA
G2200730,1860,Louisiana,4727,2840,2323633,25881,96447,1,NA
G5500170,1860,Wisconsin,1895,0,93650,4312,6412,0,NA
G0101090,1860,Alabama,24435,8785,3744687,167085,354822,1,NA
G2800950,1860,Mississippi,21283,12729,6446406,153699,261717,1,NA
G2601510,1860,Michigan,7599,0,422790,16605,30132,0,NA
G1901810,1860,Iowa,10281,0,1843000,47906,96930,0,NA
G5100710,1860,Virginia,6883,778,1760806,49015,108746,1,NA
G1900650,1860,Iowa,12073,0,1153102,55747,102955,0,NA
G1801410,1860,Indiana,18455,0,4216875,88256,90503,0,NA
G2600930,1860,Michigan,16851,0,4604860,130473,123690,0,NA
G3901470,1860,Ohio,30868,0,10371100,182316,118491,0,NA
G1300455,1860,Georgia,15724,4282,2257227,65582,166173,1,NA
G3600530,1860,New York,43545,0,14251554,278960,80788,0,NA
G1300395,1860,Georgia,8301,2004,1255086,50937,125248,1,NA
G4500310,1860,South Carolina,20361,11877,4786392,158844,300281,1,NA
G1901910,1860,Iowa,13942,0,2224697,66211,158557,0,NA
G1200010,1860,Florida,8232,4457,1403602,37326,153775,1,NA
G0101050,1860,Alabama,27724,18206,7275412,194562,227089,1,NA
G3901130,1860,Ohio,52230,0,18264634,185731,89211,0,NA
G2901390,1860,Missouri,9718,1647,2330660,75114,155869,1,NA
G1801210,1860,Indiana,15538,0,5081953,108842,115113,0,NA
G2701390,1860,Minnesota,4595,0,694230,14535,66091,0,NA
G5101913,1860,Virginia,6747,143,893758,29521,144839,1,NA
G5500730,1860,Wisconsin,2892,0,113040,2971,17395,0,NA
G4803730,1860,Texas,8300,4198,2463889,35098,384698,1,NA
G2102250,1860,Kentucky,12791,3105,4147800,72508,121463,1,NA
G1200730,1860,Florida,12343,9089,2482211,110609,532222,1,NA
G1701070,1860,Illinois,14272,0,4889350,191035,50322,0,NA
G1700890,1860,Illinois,30062,0,7799711,222586,68491,0,NA
G4801230,1860,Texas,5108,1643,1463556,34134,337880,1,NA
G4803310,1860,Texas,5175,1542,1142767,19542,209898,1,NA
G2500110,1860,Massachusetts,31434,0,7569223,234723,114882,0,NA
G2102150,1860,Kentucky,6188,2205,2704902,75339,42660,1,NA
G5100770,1860,Virginia,8252,547,1432258,60245,160587,1,NA
G0500350,1860,Arkansas,4920,2347,2408415,19897,88011,1,NA
G2100570,1860,Kentucky,7340,1413,1252562,45656,97844,1,NA
G3901230,1860,Ohio,7016,0,2022570,33545,36358,0,NA
G2050815,1860,Kansas Territory,1023,0,234250,6829,35989,1,NA
G4700470,1860,Tennessee,24327,15473,4661335,184624,176914,1,NA
G0100830,1860,Alabama,15306,8085,3592495,120047,147139,1,NA
G1801310,1860,Indiana,5711,0,1065376,41306,54077,0,NA
G1700430,1860,Illinois,14701,0,5128274,155207,51154,0,NA
G5101610,1860,Virginia,8048,2643,2323226,58306,133079,1,NA
G5101470,1860,Virginia,11844,7341,2957131,108536,106151,1,NA
G2200550,1860,Louisiana,9003,4463,1224630,111375,52432,1,NA
G4701770,1860,Tennessee,11147,2320,2125840,73537,206073,1,NA
G3900530,1860,Ohio,22043,0,3451711,107006,116339,0,NA
G1300550,1860,Georgia,7165,2054,522273,41953,89842,1,NA
G2701175,1860,Minnesota,23,0,NA,NA,NA,0,NA
G1300070,1860,Georgia,4985,3492,1666965,57385,105220,1,NA
G1301210,1860,Georgia,14427,2955,723345,20712,69507,1,NA
G1302310,1860,Georgia,10078,4722,1485948,88912,106457,1,NA
G1302670,1860,Georgia,4352,1157,305905,22646,491024,1,NA
G3550115,1860,New Mexico Territory,6239,0,180540,14490,23554,1,NA
G5350495,1860,Washington Territory,1318,0,179810,6902,29233,0,NA
G3600790,1860,New York,14002,0,6874210,94726,35244,0,NA
G2900090,1860,Missouri,7995,247,624994,27243,60887,1,NA
G1900330,1860,Iowa,940,0,176286,4689,18238,0,NA
G4701190,1860,Tennessee,32498,14654,15153854,208347,256575,1,NA
G2101750,1860,Kentucky,9237,170,1094821,55246,261341,1,NA
G2701115,1860,Minnesota,1612,0,NA,NA,NA,0,NA
G2100970,1860,Kentucky,13779,3289,5632940,159462,30681,1,NA
G4500630,1860,South Carolina,15579,6202,3210141,95386,478603,1,NA
G4700110,1860,Tennessee,11701,1173,2669725,79992,124555,1,NA
G2100310,1860,Kentucky,7927,770,1073144,42210,142203,1,NA
G4803230,1860,Texas,726,1,NA,NA,NA,1,NA
G1800310,1860,Indiana,17294,0,6656198,123973,68377,0,NA
G0500390,1860,Arkansas,8283,3494,1530234,50786,201105,1,NA
G2801350,1860,Mississippi,7890,5054,3337592,54907,166025,1,NA
G5350455,1860,Washington Territory,1507,0,362930,23894,59515,0,NA
G2902210,1860,Missouri,9723,1028,1239070,32144,134106,1,NA
G2601610,1860,Michigan,35686,0,12234670,251104,154184,0,NA
G3700770,1860,North Carolina,23396,11086,3457365,197489,243713,1,NA
G0501310,1860,Arkansas,9238,680,956068,25767,120407,1,NA
G4500370,1860,South Carolina,39887,24060,8634178,310768,672137,1,NA
G1301670,1860,Georgia,2919,849,515880,27178,144213,1,NA
G4701590,1860,Tennessee,16357,4228,4358147,118085,104185,1,NA
G2201270,1860,Louisiana,6876,1354,488190,20617,85618,1,NA
G1200310,1860,Florida,5074,1987,220317,4432,49516,1,NA
G2900810,1860,Missouri,10626,25,1514849,57699,132135,1,NA
G3150275,1860,Nebraska Territory,421,0,18595,1075,1281,0,NA
G4950255,1860,Utah Territory,141,0,1000,300,0,0,NA
G3900190,1860,Ohio,15738,0,5802027,162117,72429,0,NA
G2400370,1860,Maryland,15213,6549,4395135,114459,103062,1,NA
G4200470,1860,Pennsylvania,5915,0,676750,15705,34623,0,NA
G4802510,1860,Texas,4305,513,415848,8644,112184,1,NA
G2701190,1860,Minnesota,240,0,16000,440,1700,0,NA
G4200350,1860,Pennsylvania,17723,0,3343203,53363,67460,0,NA
G5500710,1860,Wisconsin,22416,0,801102,26177,40936,0,NA
G1701610,1860,Illinois,21005,0,3757900,110593,59715,0,NA
G0600190,1860,California,4605,0,118140,3770,19431,0,NA
G5101430,1860,Virginia,32104,14340,5760940,247156,332882,1,NA
G1303030,1860,Georgia,12698,6532,2358562,145798,279666,1,NA
G2700390,1860,Minnesota,3797,0,441070,15305,63377,0,NA
G2901790,1860,Missouri,3173,38,330110,12033,63927,1,NA
G4200010,1860,Pennsylvania,28006,0,9339120,192996,63678,0,NA
G4100670,1860,Oregon,2801,0,1172493,38133,105294,0,NA
G3601090,1860,New York,31409,0,11940774,205495,62999,0,NA
G2800790,1860,Mississippi,9324,3056,1413378,56289,123293,1,NA
G3300030,1860,New Hampshire,20465,0,3699599,179060,178333,0,NA
G3400090,1860,New Jersey,7130,0,1462400,19528,48420,0,NA
G1300870,1860,Georgia,11922,5924,2205996,78664,339237,1,NA
G2700550,1860,Minnesota,6645,0,990598,20126,72146,0,NA
G2100490,1860,Kentucky,11484,4762,6589098,147889,0,1,NA
G4100190,1860,Oregon,3203,0,820993,26743,106560,0,NA
G5101855,1860,Virginia,6517,18,1500003,39794,97922,1,NA
G2300130,1860,Maine,32716,0,2707250,74537,68364,0,NA
G0100170,1860,Alabama,23214,11849,3035933,226163,206279,1,NA
G4803090,1860,Texas,6206,2395,1350268,26666,106942,1,NA
G0500650,1860,Arkansas,7215,382,750076,28945,148932,1,NA
G3701010,1860,North Carolina,15656,4916,1750771,109740,224820,1,NA
G2601470,1860,Michigan,26604,0,1659142,32157,48785,0,NA
G1800630,1860,Indiana,16953,0,4771120,149018,54488,0,NA
G1701090,1860,Illinois,20069,0,4360424,164291,83132,0,NA
G2800550,1860,Mississippi,7831,7244,6576505,56596,108472,1,NA
G3900250,1860,Ohio,33034,0,12365912,170344,102479,0,NA
G4804270,1860,Texas,2406,6,117875,6628,276909,1,NA
G5100853,1860,Virginia,9864,1073,2579581,85564,200927,1,NA
G4200150,1860,Pennsylvania,48734,0,13459226,314620,223073,0,NA
G2601490,1860,Michigan,21262,0,6652824,156170,111015,0,NA
G3150715,1860,Nebraska Territory,1249,0,127950,4497,18862,0,NA
G4701530,1860,Tennessee,2120,201,384780,16255,84294,1,NA
G5000130,1860,Vermont,4276,0,1920130,34247,10823,0,NA
G3150615,1860,Nebraska Territory,2835,0,352505,11601,45412,0,NA
G1701690,1860,Illinois,14684,0,2670885,74066,92582,0,NA
G3701430,1860,North Carolina,7238,3558,1537770,52182,67852,1,NA
G2901130,1860,Missouri,14210,2840,4240348,120473,226647,1,NA
G2102170,1860,Kentucky,7481,1597,910917,56580,78072,1,NA
G3400390,1860,New Jersey,27780,0,4770150,56154,10688,0,NA
G5101057,1860,Virginia,4938,148,558443,17367,220888,1,NA
G0500890,1860,Arkansas,6192,261,462956,19436,55205,1,NA
G4950135,1860,Utah Territory,NA,NA,NA,NA,NA,0,NA
G3901390,1860,Ohio,31158,0,11805542,197029,104304,0,NA
G3900730,1860,Ohio,17057,0,3386386,104479,114905,0,NA
G4950275,1860,Utah Territory,40,0,NA,NA,NA,0,NA
G2701310,1860,Minnesota,7543,0,985955,48810,87534,0,NA
G2701230,1860,Minnesota,12150,0,509710,5219,12621,0,NA
G2102030,1860,Kentucky,5343,357,505252,31656,96886,1,NA
G5500290,1860,Wisconsin,2948,0,93152,2343,14566,0,NA
G2200930,1860,Louisiana,11499,8090,3557050,45166,63885,1,NA
G3400270,1860,New Jersey,34677,1,10462026,136093,119238,0,NA
G1701150,1860,Illinois,13738,0,4336640,130240,37652,0,NA
G1801110,1860,Indiana,2360,0,964571,27441,39048,0,NA
G1702010,1860,Illinois,24491,0,6451329,194646,49115,0,NA
G4200550,1860,Pennsylvania,42126,0,16265894,261390,139925,0,NA
G4201230,1860,Pennsylvania,19190,0,3378135,67584,116396,0,NA
G4200050,1860,Pennsylvania,35797,0,6253459,189720,128682,0,NA
G1801610,1860,Indiana,7109,0,4356027,59886,41806,0,NA
G1801510,1860,Indiana,10374,0,2426995,66365,86336,0,NA
G3550255,1860,New Mexico Territory,5566,0,90310,3243,4875,1,NA
G2900830,1860,Missouri,9866,1245,2704097,72977,185309,1,NA
G4801930,1860,Texas,489,26,6060,290,1510,1,NA
G4701610,1860,Tennessee,9896,2415,1108369,41956,185589,1,NA
G2101230,1860,Kentucky,6891,900,1467474,53263,87487,1,NA
G5101570,1860,Virginia,8850,3520,2860410,103880,46768,1,NA
G4800250,1860,Texas,910,79,142774,1155,79737,1,NA
G1300190,1860,Georgia,3475,432,474950,15792,218960,1,NA
G2100450,1860,Kentucky,6466,666,1020700,50965,129829,1,NA
G2901030,1860,Missouri,8727,284,1195880,69451,129528,1,NA
G1301510,1860,Georgia,10702,4515,1634542,105882,119928,1,NA
G2700470,1860,Minnesota,3367,0,293646,7953,52908,0,NA
G5100293,1860,Virginia,8020,305,1611815,38020,122573,1,NA
G2800310,1860,Mississippi,4408,1563,428195,25340,101973,1,NA
G2400170,1860,Maryland,16517,9653,3236015,106338,76641,1,NA
G4400090,1860,Rhode Island,18715,0,3469875,108073,55919,0,NA
G3700270,1860,North Carolina,7497,1088,879035,41107,139808,1,NA
G3150235,1860,Nebraska Territory,309,0,49155,1737,12022,0,NA
G4800990,1860,Texas,2666,306,506593,8949,178398,1,NA
G3900930,1860,Ohio,29744,0,8098485,179770,81697,0,NA
G0601130,1860,California,4716,0,2209273,144903,181375,0,NA
G1301330,1860,Georgia,12652,8398,1855185,120165,161712,1,NA
G5501150,1860,Wisconsin,829,0,29500,553,1835,0,NA
G1901210,1860,Iowa,7339,0,617460,44172,120776,0,NA
G0900090,1860,Connecticut,97345,0,13973306,241652,95327,0,NA
G5100837,1860,Virginia,4445,2,1676745,31904,17228,1,NA
G4801850,1860,Texas,10307,5468,3043092,58096,193834,1,NA
G5501390,1860,Wisconsin,23770,0,3958617,86161,108223,0,NA
G5501010,1860,Wisconsin,21360,0,4297580,137161,44569,0,NA
G4804570,1860,Texas,4525,1148,559119,17234,111045,1,NA
G4800770,1860,Texas,109,0,NA,NA,NA,1,NA
G4200070,1860,Pennsylvania,29140,0,7858586,159731,88392,0,NA
G4700070,1860,Tennessee,4459,689,914642,33830,93812,1,NA
G1801690,1860,Indiana,17547,0,4913676,100099,110064,0,NA
G4801990,1860,Texas,1353,191,65667,2388,14882,1,NA
G2100090,1860,Kentucky,16665,4078,2590583,114150,172441,1,NA
G3700150,1860,North Carolina,14310,8185,2061153,117806,225640,1,NA
G2600790,1860,Michigan,NA,NA,NA,NA,NA,0,NA
G3701530,1860,North Carolina,11009,5453,2117985,82443,352243,1,NA
G5100233,1860,Virginia,4992,104,650016,20369,131171,1,NA
G2400270,1860,Maryland,13338,2862,4514648,110657,54332,1,NA
G1302890,1860,Georgia,8320,5318,1535777,102527,129882,1,NA
G0500330,1860,Arkansas,7850,858,615073,21568,40252,1,NA
G4100070,1860,Oregon,498,0,81400,8989,14569,0,NA
G1302550,1860,Georgia,8699,3819,989600,54453,57792,1,NA
G3601230,1860,New York,20290,0,9325620,154531,48227,0,NA
G4701150,1860,Tennessee,6190,678,1067739,35120,192240,1,NA
G3150565,1860,Nebraska Territory,NA,NA,NA,NA,NA,0,NA
G2101010,1860,Kentucky,14262,5767,5242955,92814,154936,1,NA
G1800850,1860,Indiana,17418,0,4084327,83705,126551,0,NA
G0100070,1860,Alabama,11894,3842,1442455,74705,230542,1,NA
G1200870,1860,Florida,2913,451,11300,65,17,1,NA
G2500030,1860,Massachusetts,55120,0,9913858,300459,146186,0,NA
G2800190,1860,Mississippi,15722,4197,2432510,90204,257055,1,NA
G5101910,1860,Virginia,16892,2547,4123233,110552,140262,1,NA
G2900230,1860,Missouri,2891,52,189001,8979,59628,1,NA
G1800130,1860,Indiana,6507,0,900783,33791,77391,0,NA
G1302270,1860,Georgia,4951,246,384292,17428,72960,1,NA
G4201010,1860,Pennsylvania,565529,0,26277400,56937,3493,0,NA
G1700150,1860,Illinois,11733,0,2843417,118655,71016,0,NA
G1801810,1860,Indiana,8258,0,2864063,84992,89481,0,NA
G1801050,1860,Indiana,12847,0,3054156,125392,77397,0,NA
G2600870,1860,Michigan,14754,0,3286909,84067,89946,0,NA
G1800450,1860,Indiana,15566,0,4539201,105351,99430,0,NA
G0101070,1860,Alabama,22316,12191,4016618,174131,328873,1,NA
G1200650,1860,Florida,9876,6374,1646074,69705,199466,1,NA
G1900870,1860,Iowa,18701,0,4106510,114270,74187,0,NA
G3701330,1860,North Carolina,8856,3499,1337923,63783,233680,1,NA
G3400010,1860,New Jersey,11786,0,686250,7897,61890,0,NA
G3601070,1860,New York,28748,0,7931129,167614,102561,0,NA
G2801150,1860,Mississippi,22113,7596,4264377,145546,321967,1,NA
G2601430,1860,Michigan,NA,NA,NA,NA,NA,0,NA
G4802570,1860,Texas,3936,533,474687,12979,116370,1,NA
G2700970,1860,Minnesota,618,0,56800,2051,6084,0,NA
G2600470,1860,Michigan,1149,0,21290,668,6339,0,NA
G5101917,1860,Virginia,1555,3,203722,5732,120137,1,NA
G2900910,1860,Missouri,3169,36,204475,7824,31012,1,NA
G4800310,1860,Texas,1281,98,576302,6414,88641,1,NA
G0100470,1860,Alabama,33625,25760,9311714,261130,286343,1,NA
G0100850,1860,Alabama,27716,19340,9040470,239667,273238,1,NA
G2102210,1860,Kentucky,11051,3448,1956460,61586,131543,1,NA
G4700510,1860,Tennessee,13848,3551,2772390,85317,150775,1,NA
G1900830,1860,Iowa,5440,0,737827,22593,52388,0,NA
G3901150,1860,Ohio,22119,0,5785357,138106,103769,0,NA
G1900430,1860,Iowa,20728,0,3147582,108691,134892,0,NA
G2800990,1860,Mississippi,8343,2212,960192,45787,147780,1,NA
G2901310,1860,Missouri,6812,238,952880,29118,146284,1,NA
G0601030,1860,California,4044,0,946343,46887,111388,0,NA
G2201210,1860,Louisiana,7312,5340,3650210,32044,52833,1,NA
G2801510,1860,Mississippi,15679,14467,NA,NA,NA,1,NA
G0101250,1860,Alabama,23200,10145,5925157,151420,469085,1,NA
G2200170,1860,Louisiana,12140,7338,3843015,98928,208472,1,NA
G1200250,1860,Florida,83,2,NA,NA,NA,1,NA
G0600670,1860,California,24142,0,3470000,218396,113794,0,NA
G2050875,1860,Kansas Territory,1488,0,115500,2917,12169,1,NA
G2050395,1860,Kansas Territory,759,0,68200,1534,6866,1,NA
G3700350,1860,North Carolina,10729,1664,1715639,67833,153782,1,NA
G2300050,1860,Maine,75591,0,9470564,209555,168144,0,NA
G4100430,1860,Oregon,6772,0,2668033,200980,124461,0,NA
G2901230,1860,Missouri,5664,467,384725,19555,62363,1,NA
G2405100,1860,Maryland,212418,2218,NA,NA,NA,1,NA
G3901290,1860,Ohio,23469,0,9977416,170442,61595,0,NA
G0101330,1860,Alabama,3576,122,231261,12329,72663,1,NA
G3600570,1860,New York,30866,0,11632030,200360,35762,0,NA
G0100990,1860,Alabama,15667,8705,2672000,98408,253367,1,NA
G4802890,1860,Texas,6781,2620,899947,30896,189621,1,NA
G4200390,1860,Pennsylvania,48755,0,11726962,273731,206199,0,NA
G4804870,1860,Texas,NA,NA,NA,NA,NA,1,NA
G1901610,1860,Iowa,246,0,41850,903,2683,0,NA
G0600530,1860,California,4739,0,1153970,89091,687036,0,NA
G1900030,1860,Iowa,1533,0,225650,6294,19546,0,NA
G5100290,1860,Virginia,15212,8811,3513277,136143,173493,1,NA
G1700190,1860,Illinois,14629,0,5013180,169610,77196,0,NA
G2801390,1860,Mississippi,22550,6331,3349432,141981,334734,1,NA
G4701810,1860,Tennessee,9115,1269,1475887,52638,214868,1,NA
G4200410,1860,Pennsylvania,40098,0,15645318,208035,66934,0,NA
G5100310,1860,Virginia,26197,11580,3712579,138628,151080,1,NA
G4801430,1860,Texas,2425,118,101809,3556,33006,1,NA
G5501090,1860,Wisconsin,5392,0,681973,19488,49140,0,NA
G2601030,1860,Michigan,2821,0,64085,882,1573,0,NA
G1701830,1860,Illinois,19800,0,6900813,247167,136428,0,NA
G4803650,1860,Texas,8475,3058,1358354,48977,188385,1,NA
G5501030,1860,Wisconsin,9732,0,1456780,33627,102494,0,NA
G3600030,1860,New York,41881,0,11188724,288240,220085,0,NA
G4100110,1860,Oregon,445,0,NA,NA,NA,0,NA
G0900110,1860,Connecticut,61731,0,9464882,233857,88804,0,NA
G1200190,1860,Florida,1914,519,126880,4747,18625,1,NA
G5500890,1860,Wisconsin,15682,0,2370375,63882,54213,0,NA
G1901430,1860,Iowa,NA,NA,NA,NA,NA,0,NA
G4700870,1860,Tennessee,11725,1212,1639505,64478,188792,1,NA
G1300530,1860,Georgia,5797,2758,1027088,56861,71070,1,NA
G1700090,1860,Illinois,9938,0,2084951,62376,71879,0,NA
G1700930,1860,Illinois,13074,0,4955320,186107,13815,0,NA
G0600370,1860,California,11333,0,1621375,20600,1012370,0,NA
G2801010,1860,Mississippi,9661,3379,1179733,48805,143693,1,NA
G1900670,1860,Iowa,3744,0,773012,21522,49367,0,NA
G0600550,1860,California,5521,0,2650095,101683,94791,0,NA
G3300150,1860,New Hampshire,50122,0,11790310,238103,121240,0,NA
G4500190,1860,South Carolina,70100,37290,5202502,127194,584739,1,NA
G0101210,1860,Alabama,23520,8865,3111205,139892,310014,1,NA
G1901390,1860,Iowa,16444,0,3886294,112899,73666,0,NA
G1901150,1860,Iowa,10370,0,2538652,75201,53974,0,NA
G3400250,1860,New Jersey,39346,0,16295970,138081,66435,0,NA
G4803630,1860,Texas,1524,130,53095,4666,22138,1,NA
G3700470,1860,North Carolina,8597,2463,1081225,35364,322702,1,NA
G0100030,1860,Alabama,7530,3714,468090,10141,73045,1,NA
G1302070,1860,Georgia,15953,10177,3153690,194067,120433,1,NA
G3701690,1860,North Carolina,10402,2469,983387,46042,182478,1,NA
G1900450,1860,Iowa,18938,0,3366065,139507,104520,0,NA
G5100935,1860,Virginia,8306,55,1355201,36457,102881,1,NA
G4800410,1860,Texas,3096,1063,1371702,14509,243942,1,NA
G0501130,1860,Arkansas,4262,172,297360,13807,19342,1,NA
G3700590,1860,North Carolina,8494,2392,1388642,59974,93004,1,NA
G2200470,1860,Louisiana,14661,10680,12661190,62523,131688,1,NA
G3700210,1860,North Carolina,12654,1933,1957951,72755,281200,1,NA
G4803270,1860,Texas,NA,NA,NA,NA,NA,1,NA
G4803610,1860,Texas,1916,392,24598,2079,19387,1,NA
G4802070,1860,Texas,NA,NA,NA,NA,NA,1,NA
G4800350,1860,Texas,2005,293,156417,4953,42546,1,NA
G2900890,1860,Missouri,15946,5886,4157312,143204,123756,1,NA
G4100150,1860,Oregon,393,0,29800,421,5764,0,NA
G5100730,1860,Virginia,10956,5736,2001234,58708,53418,1,NA
G4200170,1860,Pennsylvania,63578,0,28766280,281640,49780,0,NA
G2902170,1860,Missouri,4850,136,1091776,27976,122333,1,NA
G1301190,1860,Georgia,7393,1313,942449,40238,145726,1,NA
G1700410,1860,Illinois,7140,0,2384660,94923,53483,0,NA
G3701790,1860,North Carolina,11202,2246,1293504,66572,236900,1,NA
G3901490,1860,Ohio,17493,0,4699322,93484,103698,0,NA
G2800150,1860,Mississippi,22035,13808,8276506,164239,408216,1,NA
G2601170,1860,Michigan,3968,0,517230,14269,20159,0,NA
G0500870,1860,Arkansas,7740,296,757783,34558,63187,1,NA
G5101350,1860,Virginia,8836,6468,1729186,67775,88800,1,NA
G2801570,1860,Mississippi,15933,13132,3389407,112693,170822,1,NA
G0100970,1860,Alabama,41131,11376,1186763,10399,130400,1,NA
G0600570,1860,California,16446,0,304250,8144,52464,0,NA
G5100970,1860,Virginia,10328,6139,2454708,108107,76925,1,NA
G4200490,1860,Pennsylvania,49432,0,14114964,252830,141081,0,NA
G3901610,1860,Ohio,10238,0,2090190,48541,77402,0,NA
G5101790,1860,Virginia,8555,3314,1536580,62377,63960,1,NA
G2101130,1860,Kentucky,9465,3698,5297860,76313,38499,1,NA
G1302170,1860,Georgia,14320,6458,1885836,130279,127564,1,NA
G1302970,1860,Georgia,11074,4621,1342409,123342,120759,1,NA
G4200890,1860,Pennsylvania,16758,0,2861730,65068,60713,0,NA
G2700170,1860,Minnesota,51,0,3800,71,569,0,NA
G1900470,1860,Iowa,383,0,57430,2382,7841,0,NA
G2100230,1860,Kentucky,11021,750,2493125,70560,57770,1,NA
G4400070,1860,Rhode Island,107799,0,7912955,109634,80315,0,NA
G3900550,1860,Ohio,15817,0,5946630,151545,56253,0,NA
G2801070,1860,Mississippi,13794,8557,3682361,102986,216625,1,NA
G2400010,1860,Maryland,28348,666,3155563,108388,180817,1,NA
G4200610,1860,Pennsylvania,28100,0,6570952,168662,137087,0,NA
G2101870,1860,Kentucky,12719,1660,2284137,98678,88961,1,NA
G2701690,1860,Minnesota,9208,0,9820188,28798,84618,0,NA
G3150735,1860,Nebraska Territory,NA,NA,NA,NA,NA,0,NA
G5500970,1860,Wisconsin,7507,0,689125,23255,56663,0,NA
G2900970,1860,Missouri,6883,335,1231883,41537,118215,1,NA
G4801130,1860,Texas,8665,1074,2342875,47905,300281,1,NA
G2901970,1860,Missouri,6697,39,936425,40743,78535,1,NA
G2600650,1860,Michigan,17435,0,3566344,76796,90000,0,NA
G4803950,1860,Texas,4997,2258,1616210,22149,264258,1,NA
G1801030,1860,Indiana,16851,0,4470525,85723,95959,0,NA
G5501370,1860,Wisconsin,8770,0,1121040,43455,92247,0,NA
