point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,ph_coef
1,-0.2168515989027598,0.06264266179014379,5.367274842482641e-4,16,24,108.58918293475139,108.58918293475139,0.0388563512505807,0.004315802267407756,6.267249769366303e-4
2,-0.11868513526110622,0.07961637755866059,0.13603697295308134,27,31,114.49686880659799,114.49686880659799,0.057037186097221956,-0.033735223893608286,-2.3075612037850026e-4
3,-0.2711085102332271,0.06725097338735705,5.5470375984369936e-5,37,44,126.1561027356663,126.1561027356663,0.069065707305635,0.011406188543450034,-0.001180135478685111
4,-0.36354894027180146,0.07971475065860582,5.100203124331718e-6,22,22,85.10584899965907,85.10584899965907,0.05592521886998231,-0.028207512025288158,-0.001666270329829719
5,-0.33966231008868875,0.10341175150970701,0.0010214101977445505,19,26,85.78603192185739,85.78603192185739,-0.006072046485686183,0.008822805512733845,-0.004143778377801828
6,-0.5378268783238902,0.06292566866703211,1.263085333416996e-17,19,42,102.7127660413162,102.7127660413162,0.0568227460910532,-0.11050118572053946,-0.0014602164322764493
7,-0.6235485540283614,0.0975773141019175,1.6555791276237694e-10,31,48,117.15290000322756,117.15290000322756,0.0417725987181001,-0.11012711093837822,-0.0015499519102932348
8,-0.6188223835646919,0.10020746001259678,6.599101944004455e-10,87,113,192.37621558829784,192.37621558829784,0.10914203794575528,-0.08150015667505726,-0.0016829064788577873
9,-0.3449332555687809,0.23992809819421176,0.150532646785238,51,61,142.74356056112683,142.74356056112683,0.09725486899509235,-0.10064512723617249,-0.003250024004306834
10,0.3084751050230205,0.461883173117434,0.5042204622365254,42,46,126.35926238897258,126.35926238897258,0.06381462946477842,-0.14868876331021239,-0.0011269728376446025
11,0.87674082234218,0.59409875437666,0.14001120520531915,32,48,116.79729891027911,116.79729891027911,0.07776801305138803,-0.14528267465355654,0.0023145180160012223
12,0.404408799723175,0.2891679523895598,0.16195527445651073,61,51,138.64921858107488,138.64921858107488,0.13261338484617718,-0.09678317641193412,7.945173323242296e-4
13,-0.22152344969834997,0.16928751992208432,0.19068229139241413,60,47,132.07628323884407,132.07628323884407,0.14882035299105728,-0.03767711538670493,0.0016511936859035644
14,-0.6406085516943113,0.15130393484503163,2.29654047196427e-5,53,37,120.50189028941355,120.50189028941355,0.13035573750193247,-0.032976557483098995,0.0026704497352650946
