point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef
1,-0.5129283359552282,0.34096845322494157,0.13249697473040006,39,64,122.81860460270674,122.81860460270674,0.04323615427172736,-0.0016218560405215404
2,-0.5034410623635165,0.10880031676669004,3.7063866246758764e-6,31,92,156.32596889490006,156.32596889490006,-0.05652770187384468,-2.184806403070853e-4
3,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,-0.3659094555228185,0.21512661291828514,0.08896124316794161,18,28,76.20062155161966,76.20062155161966,-0.12085419858548445,0.001515423574431016
5,-2.2752167366378444,0.781619457239482,0.0036038836841135635,7,7,38.5032511717545,38.5032511717545,-0.06683591029345007,0.0037885145974713773
6,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,-0.5894506974096859,0.34998204873073957,0.09213698939912626,21,11,52.861282886490464,52.861282886490464,-0.1607610663148934,-0.001894434012272364
8,-0.4339682392789519,0.3542559590086085,0.22057023293888384,17,8,44.34905273157819,44.34905273157819,-0.14684748720433516,-0.008148249394514862
9,-0.2971407955594646,0.5223885008333051,0.5694837981964271,9,10,40.470359512826,40.470359512826,-0.17628494372136605,0.001714010452885096
10,1.4371695908222235,0.49846850817502225,0.003936945535429297,13,12,42.75525740304409,42.75525740304409,-0.04715582077869384,0.0036461379314358215
11,1.003054217552831,0.23627554844116583,2.183273928384904e-5,29,35,71.00104303829501,71.00104303829501,-0.13402124953564987,0.005789046410391192
12,0.9112795453077558,0.21959687429300714,3.327894908442154e-5,37,32,72.23143950601883,72.23143950601883,-0.16027030263321193,0.0018775225826875496
13,0.10944463930800155,0.21063186507414378,0.6033413316545921,29,21,68.56954273267266,68.56954273267266,-0.13927744277760168,0.0032674096520495894
14,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,0.0343300508267988,0.29046915781507326,0.9059184742434689,21,38,86.7225735855804,86.7225735855804,-0.054007516358511226,0.0023590240580940018
16,-0.010580868524187236,0.4488216230751331,0.9811917936452303,15,19,61.91655841589831,61.91655841589831,-0.05423806778380916,3.0192432937840017e-4
17,-1.3106100067027144,0.6097550305739233,0.03160237501257156,25,29,77.39523595528425,77.39523595528425,-0.03606604183823878,-0.001379063987542273
18,-0.45110403455060855,0.5754881287508428,0.43312031525435274,34,15,77.7595804721983,77.7595804721983,-0.08339919217157321,-0.001712596106545109
19,-0.2798255734137767,0.5119257658973745,0.5846442403106895,61,58,124.16567393764886,124.16567393764886,-0.11136864563586302,-4.628400833561648e-4
20,0.023865261485875006,0.4053578674198092,0.95305203011357,70,93,171.9259372064593,171.9259372064593,-0.07249413501118772,-0.0018495257127373983
