point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef
1,-0.2887375201388978,0.11769875462463765,0.014159515097233814,31,48,164.94740094448994,164.94740094448994,0.01398924796093184,-0.00441963702666786
2,-0.27662094827105477,0.14946802893478298,0.0642122742202407,37,48,147.0347633195617,147.0347633195617,-0.035514740953190654,-0.00275451424468434
3,-0.4610543115103636,0.09755271488718964,2.2875260780685894e-6,39,48,130.14511952442385,130.14511952442385,-0.0371242105692779,-0.0010872544671564623
4,-0.6581622750380396,0.09986120833346157,4.3755072304476884e-11,29,28,100.8123300523006,100.8123300523006,-0.02997142194926561,-0.002957699410860841
5,-0.5628308800292967,0.06862836705487707,2.3811704599000944e-16,30,47,115.98611164392307,115.98611164392307,-0.06585021381519868,-0.004502998734950072
6,-0.6429990606716804,0.0831593207776984,1.0575804329353136e-14,25,52,116.49928994021724,116.49928994021724,-0.13542142432731646,-0.004485895674445559
7,-0.7218381703640151,0.1613669220734389,7.703160747762876e-6,31,48,117.16765894203422,117.16765894203422,-0.13242884850597564,-0.004637788748446653
8,-0.6090044633305294,0.14034283668348932,1.4286875129739701e-5,44,49,130.93945071537973,130.93945071537973,-0.12624774208118808,-0.0067133495247467334
9,-0.26826832808545126,0.270158358411141,0.32070800958254847,45,48,131.13691743001874,131.13691743001874,-0.12175194023710571,-0.0048813938857916956
10,0.20780203533330452,0.49793576844438026,0.6764392496301503,37,42,121.21895279151045,121.21895279151045,-0.14964657244319543,-0.0022033730780648955
11,0.08873211910202919,0.21909652357772452,0.6854841301102113,172,167,244.52264323790996,244.52264323790996,-0.1833039434753197,0.0023172542700648294
12,-0.27772096887283093,0.2597637638256847,0.28501155307174675,180,128,235.65021214940808,235.65021214940808,-0.1643783415161763,0.002173041747599801
13,-0.37615005580621064,0.2585476182398251,0.14570859333338293,69,54,146.64330572840106,146.64330572840106,-0.11159292531861251,0.0010480347965578759
14,-0.3967808226575251,0.21443759648979407,0.06426566224492239,54,37,121.80197647419335,121.80197647419335,-0.09065876706261658,0.0010712970229031552
15,-0.46407749237864493,0.22036917727353636,0.035212234631022125,69,31,129.89490860177276,129.89490860177276,-0.09407065832363382,0.0016419594860303658
16,-0.37447581675145813,0.21052545839956,0.07527790823313182,72,30,129.9330498181171,129.9330498181171,-0.10600799515258502,0.0027223784228348575
17,-0.2929134519062307,0.23180006574749135,0.20635676500472683,77,39,133.44178562506022,133.44178562506022,-0.13956643544400407,0.004145301292405106
18,-0.30397832973992117,0.22124361813215904,0.1694562784707298,69,45,129.90351821323918,129.90351821323918,-0.14649246672589772,0.0038923843531205437
