spec,bw_method,kernel,exclude_ohio_virginia,year,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,ph_coef,pc_black_coef
1,mserd,triangular,TRUE,1890,0.04311013456058621,0.13035055877097987,0.740852529594448,250,240,89.88361388196286,89.88361388196286,NA,NA,NA,NA
2,mserd,triangular,TRUE,1890,0.05116805563807328,0.12229393162491121,0.6756530448635083,266,263,97.16143908913342,97.16143908913342,0.01335456323253571,-0.04623357854552823,-2.2108442691295017e-4,NA
3,mserd,triangular,TRUE,1890,-0.03553977096072772,0.2593567874097977,0.8910067457995717,177,170,84.4023788494652,84.4023788494652,0.011328063790148276,-0.05594768328236705,-1.1130894111315189e-4,NA
4,mserd,triangular,TRUE,1890,-0.03935837167368601,0.12714778589052486,0.7569045324984145,257,250,92.95095664139285,92.95095664139285,0.02391623211220572,-0.02856964016485987,0.022437546274578904,1.9003731695699266e-4
1,msetwo,triangular,TRUE,1890,0.012631878691227172,0.10988578625959691,0.9084810923093695,425,250,93.07475924257285,157.70870317999794,NA,NA,NA,NA
2,msetwo,triangular,TRUE,1890,-0.01042289198783795,0.10072765779658643,0.917585221120526,560,247,92.06710856921741,213.67635422164108,0.009554773984209406,-0.06077945038100273,4.8250086332172776e-4,NA
3,msetwo,triangular,TRUE,1890,0.0905117350747486,0.25669916361879086,0.7243894767972454,415,162,80.41562968054181,176.00552057091056,0.010131258980769,-0.06882054659409417,6.959837005212346e-4,NA
4,msetwo,triangular,TRUE,1890,-0.04420345267207813,0.10865721413858215,0.6841434085694937,417,241,90.62025585973491,154.4404405534206,0.02102918935859309,-0.042712754120169366,0.016574531956465514,6.094080603864427e-4
1,msesum,triangular,TRUE,1890,0.04210941017398362,0.09634214142289022,0.6620519235851074,440,407,164.41283412448684,164.41283412448684,NA,NA,NA,NA
2,msesum,triangular,TRUE,1890,0.0761368417112085,0.10961582963909677,0.48731924296650686,332,324,122.21564279552504,122.21564279552504,0.009296270126498396,-0.04974693993516435,-1.3759439435261653e-4,NA
3,msesum,triangular,TRUE,1890,0.011703817161379044,0.22554654513381225,0.9586156113283881,202,197,95.27401451433876,95.27401451433876,0.00856369050840429,-0.060303897461378084,2.6660444823395097e-5,NA
4,msesum,triangular,TRUE,1890,8.112608331409818e-4,0.10943456927855956,0.9940851728193496,338,327,124.55142776683617,124.55142776683617,0.019000357764888447,-0.03302434227527558,0.019452066563998078,2.1809137733861013e-4
1,cerrd,triangular,TRUE,1890,0.0332703255163711,0.1614908264338562,0.8367753590262941,172,161,60.8235925177111,60.8235925177111,NA,NA,NA,NA
2,cerrd,triangular,TRUE,1890,0.015077777328018896,0.15051195044835491,0.9202041131669598,185,172,65.76046034193779,65.76046034193779,0.020573815259858033,-0.027076107045325926,-6.033603948172924e-4,NA
3,cerrd,triangular,TRUE,1890,-0.282885245564334,0.4314006683006172,0.5119935585606423,105,96,57.26316426054406,57.26316426054406,0.03132170438702794,-0.005204671085485155,-0.0013095507343810287,NA
4,cerrd,triangular,TRUE,1890,-0.026034257707409286,0.15688649577853578,0.8682015971143557,175,163,62.91073655623857,62.91073655623857,0.027800049003712038,-0.01482861332648755,0.018620857078909307,-2.2292683110406494e-4
1,certwo,triangular,TRUE,1890,0.04210350233437765,0.13172084698317163,0.7492398046849534,293,163,62.98301754186977,106.72034072098845,NA,NA,NA,NA
2,certwo,triangular,TRUE,1890,-0.005870795447061091,0.11950466322006266,0.9608188209857187,385,163,62.31253364113692,144.61967164681076,0.012784632753855794,-0.0590535178633579,2.0871613645263723e-4,NA
3,certwo,triangular,TRUE,1890,0.06040760351426993,0.4565272285668921,0.8947313262598753,265,93,54.55833679433226,119.4117176861832,0.015790781225079778,-0.06695591889215766,2.749319855498023e-4,NA
4,certwo,triangular,TRUE,1890,-0.047177702141886255,0.1313948036059194,0.719555419680926,289,161,61.33327992572761,104.52783080834868,0.02420457395003426,-0.036464629629423595,0.020055897144737773,2.61200699600585e-4
1,cersum,triangular,TRUE,1890,0.07605626053511383,0.11705372388653229,0.5158503903769063,304,298,111.25697772457468,111.25697772457468,NA,NA,NA,NA
2,cersum,triangular,TRUE,1890,0.018389330122521905,0.13245278791274845,0.8895790603029133,230,225,82.71755756773693,82.71755756773693,0.016180298715406157,-0.0403305058005169,-3.474915089846154e-4,NA
3,cersum,triangular,TRUE,1890,-0.21497624408167815,0.3780799065148683,0.5696276082454119,123,109,64.63907317857083,64.63907317857083,0.02314129045497647,-0.028501554961837677,-8.02181125275735e-4,NA
4,cersum,triangular,TRUE,1890,-0.05453863132723001,0.1338052091078111,0.6835694052150887,235,228,84.29845526144327,84.29845526144327,0.025074740257122023,-0.02571655911422685,0.022309381108568088,1.1761050131989291e-4
1,mserd,uniform,TRUE,1890,-0.001514600320831505,0.1339934864864623,0.9909812744673704,193,185,68.63280858690177,68.63280858690177,NA,NA,NA,NA
2,mserd,uniform,TRUE,1890,0.04155920290504489,0.12389966748569382,0.737303556546373,208,195,73.18038333641405,73.18038333641405,0.00994883328728421,-0.05565753919950633,-4.394339842457031e-5,NA
3,mserd,uniform,TRUE,1890,-0.044859921160460565,0.25848078956914367,0.8622173657858836,136,130,69.27538509321803,69.27538509321803,0.007026687015618418,-0.06867562138037536,1.976128492567604e-4,NA
4,mserd,uniform,TRUE,1890,-0.07054467352901587,0.12898560410185694,0.5844344034904437,198,191,71.1841999673197,71.1841999673197,0.02276010539661112,-0.0334147347053845,0.026231424644982362,4.0044496095838016e-4
1,msetwo,uniform,TRUE,1890,0.0473212926017581,0.11387078006224322,0.6777246023643572,315,194,73.07639587953679,117.36184680369446,NA,NA,NA,NA
2,msetwo,uniform,TRUE,1890,0.002907493065446822,0.10871542626769477,0.9786638622139309,376,181,67.04057226677054,140.80868698137036,0.010816508213281735,-0.06370268810510676,7.028288161744112e-4,NA
3,msetwo,uniform,TRUE,1890,0.07937194917385236,0.3283210113772388,0.8089730705005513,285,93,55.353910524798664,128.02637614466104,0.010497116990261374,-0.07185132487123386,8.073999030543508e-4,NA
4,msetwo,uniform,TRUE,1890,-0.039685624516044654,0.11428791872516059,0.7284091320218935,313,172,65.67922872487601,114.79232887998567,0.02319914917622589,-0.04410024068852394,0.01809773967989842,7.622315227276974e-4
1,msesum,uniform,TRUE,1890,0.07325473696735152,0.09863537385821929,0.4576741057449554,338,327,124.67056562246898,124.67056562246898,NA,NA,NA,NA
2,msesum,uniform,TRUE,1890,0.04437580721711969,0.11562135337778266,0.7011245610056753,237,229,84.56183990103492,84.56183990103492,0.008338510413175754,-0.05774675491391702,1.1277437368941508e-4,NA
3,msesum,uniform,TRUE,1890,0.007563320969575334,0.2540521776395521,0.9762498956383735,139,132,70.85500432657385,70.85500432657385,0.006293407661968408,-0.06786360971763458,1.6654482900999522e-4,NA
4,msesum,uniform,TRUE,1890,-0.05542825012255105,0.11630306423063,0.6336579469186927,238,229,85.31668219961092,85.31668219961092,0.02095596688833587,-0.038788073368452705,0.023756246510407163,5.492276592952451e-4
1,cerrd,uniform,TRUE,1890,-6.276608981909959e-4,0.16610168193990799,0.996984980871925,131,124,46.443326013991985,46.443326013991985,NA,NA,NA,NA
2,cerrd,uniform,TRUE,1890,0.04336339075161464,0.15548742142920297,0.7803316922201282,139,129,49.52968730513873,49.52968730513873,0.02093353608727536,-0.027243829611001073,-4.912329306735958e-4,NA
3,cerrd,uniform,TRUE,1890,-0.3039711344725536,0.5040428910821402,0.5464647780377527,75,66,47.00018897430076,47.00018897430076,0.029541095074671727,-5.83328442617298e-4,-9.573171312377855e-4,NA
4,cerrd,uniform,TRUE,1890,-0.038191016522555944,0.1592848919363059,0.8105120793909263,137,125,48.17863756247136,48.17863756247136,0.029670649934021177,-0.01565617495767757,0.021242668276927848,-4.539742042733745e-5
1,certwo,uniform,TRUE,1890,0.04662967528389039,0.1375734508225583,0.7346520289285119,221,129,49.45026945041236,79.4179143318404,NA,NA,NA,NA
2,certwo,uniform,TRUE,1890,0.01829647548082092,0.13036976495669608,0.888389042569157,261,124,45.37416216947367,95.3016357399171,0.010573377767251752,-0.06336723746578145,0.00017756540847650671,NA
3,certwo,uniform,TRUE,1890,-0.36133734871708234,0.7013757809992307,0.6064246793535093,184,43,37.55510347046444,86.860056633349,0.020401255355808653,-0.06674900788960962,2.2375037878311337e-4,NA
4,certwo,uniform,TRUE,1890,-0.07031835860295113,0.1376856189967516,0.6095493758771766,220,119,44.452782465367164,77.69333659154539,0.02130587325930713,-0.04042258110428697,0.024167463653192056,4.2707774423331396e-4
1,cersum,uniform,TRUE,1890,0.06205419761769804,0.11925965699152613,0.6028346398350231,235,228,84.36367158458562,84.36367158458562,NA,NA,NA,NA
2,cersum,uniform,TRUE,1890,-0.016564263545037858,0.1454601361605447,0.9093369352961614,163,154,57.23284434014959,57.23284434014959,0.016506298213176153,-0.04232233558492218,-3.6855696930790925e-4,NA
3,cersum,uniform,TRUE,1890,-0.15780527377734574,0.4936641486431047,0.7492251761315021,78,67,48.07188857402527,48.07188857402527,0.02649894108007861,-0.02367184815333072,-6.135586701373698e-4,NA
4,cersum,uniform,TRUE,1890,-0.09970420407927678,0.146344713243316,0.49568362449128467,164,155,57.74373402545353,57.74373402545353,0.026645218316093816,-0.023621257763731626,0.025818131938706995,1.6824154594595876e-4
1,mserd,epanechnikov,TRUE,1890,0.027697196468407626,0.13184906702163993,0.8336150346664303,225,220,81.07614651072106,81.07614651072106,NA,NA,NA,NA
2,mserd,epanechnikov,TRUE,1890,0.03154968171617709,0.12257441680206585,0.7968761312098893,245,239,88.41115249527277,88.41115249527277,0.01249778829250305,-0.04864823797601821,-1.720628286241148e-4,NA
3,mserd,epanechnikov,TRUE,1890,-0.02829681576416963,0.2700691658467811,0.9165534109220497,162,158,78.38965899435135,78.38965899435135,0.011106531911817097,-0.05761111656851524,-8.239624185176712e-5,NA
4,mserd,epanechnikov,TRUE,1890,-0.06364698039189112,0.1275258953413453,0.6177155330307247,237,229,84.65686368386396,84.65686368386396,0.023786329087366873,-0.029242328844016445,0.024283905486297337,2.5494310077447805e-4
1,msetwo,epanechnikov,TRUE,1890,0.023861270949498525,0.11133130938361101,0.8302923065687405,375,234,85.85281578438989,140.47378945568974,NA,NA,NA,NA
2,msetwo,epanechnikov,TRUE,1890,-0.003193965757156297,0.10365264976511014,0.9754177752584122,477,229,84.43370021551617,177.98187475008012,0.008937551504190996,-0.0625365290437361,5.190807631295423e-4,NA
3,msetwo,epanechnikov,TRUE,1890,0.053461404501041754,0.18451154187475033,0.7720108802445941,378,213,100.75355703362423,162.56790266140237,0.00607643063726165,-0.06744465255984186,6.391520478977036e-4,NA
4,msetwo,epanechnikov,TRUE,1890,-0.04531625581531929,0.1107889064723913,0.6825158608857275,363,225,82.6142858461024,135.11240310570312,0.02148874120475966,-0.04279738866147539,0.018364936025864573,6.280229399454674e-4
