point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,pc_black_coef
1,-0.4003727930007406,0.17914656308202623,0.025424596658636715,63,104,161.07141326464628,161.07141326464628,0.17393379840265133,-0.03680372761493822,-0.007208435608063466
2,-0.6431521368270281,0.08598674319149864,7.451162430577243e-14,45,161,217.51095468500006,217.51095468500006,-0.0031722499702767776,-0.0010136774209278283,-0.004642491996336939
3,-0.40260854081925224,0.11739193730807453,6.044497728795005e-4,18,22,38.951674432315315,38.951674432315315,-0.12306196218663952,0.018635598237226443,-0.003990013774921537
4,-0.3461339137723969,0.19770926704203776,0.07999385123444544,37,53,110.46303986583675,110.46303986583675,-0.0930766250124551,0.02422915355189465,-0.00485090699899796
5,-0.30794235434122297,0.2937659315144785,0.2945199639560539,34,27,84.46528843165223,84.46528843165223,-0.14808673253198987,0.017608591294749537,0.00485247194315998
6,-0.33907557441404546,0.29741622904810694,0.2542567831997411,39,18,75.06117788235704,75.06117788235704,-0.18798433482763563,0.007505549137251581,0.006080283134382597
7,-0.6653379251212788,0.19546956520544798,6.645711123186886e-4,25,19,49.941942755479445,49.941942755479445,-0.2591572645316053,0.016939698760722925,0.009978411981518175
8,-0.6395135799726875,0.1945869728214845,0.0010143430713928714,32,22,62.13448530715192,62.13448530715192,-0.31717570248109617,0.0143872800580434,0.013474829512724454
9,-0.6398607975211459,0.23222172193665733,0.005862268567124328,31,31,69.61744110338729,69.61744110338729,-0.18875291126251312,0.03736578311515481,0.008989476803928297
10,-0.6217083390583478,0.22628112087172628,0.006005073242177677,46,36,76.32655868575358,76.32655868575358,-0.05232051571615039,0.04425673557556373,0.00607371467241207
11,-0.25146830403699794,0.20525942420865856,0.22052839879856223,58,81,123.65762535256391,123.65762535256391,-0.03670818191912978,0.03741949325089401,0.007339419916277644
12,0.051344215611850895,0.1878454492933452,0.7845978420533867,52,45,78.2560496088892,78.2560496088892,-0.14444336916079492,0.022008449125962167,6.093288941866953e-4
13,0.07220554498162413,0.2089878523703201,0.7297176399277552,36,25,57.29795000900415,57.29795000900415,-0.1618587868933421,0.021277268492189708,-0.004946492565228144
14,-0.20854977842702238,0.2001823339794891,0.29750482443937887,23,13,37.15678292731329,37.15678292731329,-0.13241378862002037,0.02148635052711706,0.00353450366243611
15,0.05990574690048339,0.2000543352672612,0.7645987142896995,31,53,101.79608965207875,101.79608965207875,-0.09212608709020656,0.06313586962661961,0.004569336525666196
16,0.2690711585701905,0.30029805013766625,0.3702454613084153,23,26,52.027644672919514,52.027644672919514,-0.0677109247214357,0.18507254256916683,6.758419848240133e-4
17,-0.23340688725882514,0.24050278263850966,0.33179952757989634,29,35,67.91569577582575,67.91569577582575,-0.04086368754407929,0.015906277215578232,-0.0019870648761607388
18,-0.3249025876355526,0.2610128863091006,0.21321408490655394,52,31,101.85776031168845,101.85776031168845,-0.08603445217581385,-0.013686639653011659,-0.0021215584772964766
19,-0.4458766113783293,0.26855175268881315,0.09685401361993473,54,59,103.99950901805683,103.99950901805683,-0.03092607827947358,-2.28761196862666e-4,-0.0020204416650816143
20,-0.1017389921706201,0.16721706900026245,0.5429058450282933,73,103,170.80433809834966,170.80433809834966,0.14882554830796652,-0.03144900784645434,-0.006635861952817061
