point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef
1,-0.6791537671638661,0.32692152279209613,0.037762682870988454,33,61,108.50953813310913,108.50953813310913,0.1826028021060635,-0.004161064072764693
2,-0.5847488658288941,0.12010068951050709,1.1226553719086492e-6,30,81,145.61796584295905,145.61796584295905,-0.04512918808691106,-0.0015011850866142088
3,0.49690563249215847,0.2992778304208183,0.09684427296788836,7,13,40.125798893127616,40.125798893127616,-0.051722707365856255,-0.0028900330789295055
4,-0.5037450696973381,0.22828851812291592,0.027340906464414984,17,28,74.22709986615637,74.22709986615637,-0.05289771983078961,-0.0011347074479012016
5,-2.8051519445177773,0.7237641946308723,1.0628298561465101e-4,8,9,41.899219334354946,41.899219334354946,-0.061440785409328194,0.003810853862893961
6,-0.5960420946356005,0.37016957008092977,0.1073571180954615,17,7,50.72721417007758,50.72721417007758,-0.16553501462689463,0.0028323262697480004
7,-1.887139118039697,0.9624996230128842,0.04991813937862451,6,4,27.19810328662614,27.19810328662614,-0.1815235897207656,-0.004469551152667818
8,-0.6559362960227393,0.4338323840419624,0.1305445754761763,13,8,38.424984796987744,38.424984796987744,-0.1650536912517387,-0.002448656816632616
9,-0.3684616469054889,0.8151579329000894,0.651259913999561,4,6,28.43572257310807,28.43572257310807,-0.2375831334797547,0.006834850566554273
10,0.9757700140226921,0.3405164618459939,0.004162736864973455,28,21,66.21241086246087,66.21241086246087,-0.1190964860594278,0.007612903245173921
11,0.7603139018138827,0.27260416372651547,0.005285855673043237,33,38,79.17597332555073,79.17597332555073,-0.1427506754786399,0.007722242230064612
12,0.9235652155103663,0.34603647409532035,0.00760814653866077,34,28,65.94373558876582,65.94373558876582,-0.1804277302001788,0.0027272359406138777
13,0.08954605932392418,0.24450617550423787,0.7141917410924747,28,22,68.98409930996613,68.98409930996613,-0.1490362522626917,3.2320885375488814e-5
14,0.42412442726794297,1.187731201223446,0.7210260108314435,13,5,36.65395534115054,36.65395534115054,-0.10280651939785083,0.00960769037010172
15,-0.20068039822249845,0.26205966197020963,0.44380642097148093,18,34,81.15211505418921,81.15211505418921,-0.07750950819208693,0.002001928904605638
16,-0.3478117856924319,0.4434394031176914,0.4328346494990933,15,19,59.51725524691042,59.51725524691042,-0.08777538086297478,3.1957431994268583e-4
17,-1.8171814297846498,0.6069780222330633,0.0027551068011079836,20,23,66.65565586886798,66.65565586886798,-6.979390586847323e-4,-0.002087884831834393
18,-0.9873017248298713,0.6377162136994168,0.12157812090076996,29,13,69.83099901441842,69.83099901441842,-0.060420236265265714,-0.002512679477601955
19,-1.8768767241234876,1.0039908084638345,0.06156492662390169,27,20,62.657327720754566,62.657327720754566,-0.10448382198311268,-0.0011262207885195004
20,0.6295949892483426,0.5265175813473513,0.23178553948204159,47,73,134.1083688712116,134.1083688712116,0.06938269991469762,-0.003756789941970651
