point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef
1,-0.3003407507483833,0.16210895420307614,0.06392405075058193,59,92,147.81832902977627,147.81832902977627,0.1134202292366579,-0.003135087581057125
2,-0.30381874928545766,0.06678831799528215,5.3906463904811465e-6,42,106,156.85325797621093,156.85325797621093,-0.05271008964682761,-0.0010205462210082087
3,-0.11352955609190571,0.07860640577253038,0.14866060000908488,18,22,38.33072144510774,38.33072144510774,-0.13398466527093808,-0.0016051875966605145
4,0.23581408360817935,0.25319757717193275,0.35167556824795676,39,55,115.82110297998486,115.82110297998486,-0.16218411843860497,-0.005196285709156524
5,0.121348284963464,0.3394987259305491,0.7207671535596303,36,27,90.15827167576424,90.15827167576424,-0.24704661732389557,0.0037397308396554104
6,0.4489643312330712,0.616988878951614,0.4668155855303182,26,15,38.72518514657212,38.72518514657212,-0.39832603880355494,0.014021052114486236
7,-0.5212335342630411,0.15027622807973645,5.233668604066481e-4,31,22,57.61298700449785,57.61298700449785,-0.16075588950132352,-3.1570376612164233e-4
8,-0.37593680385945194,0.16033758484349556,0.019044538608103175,31,22,56.13286914738647,56.13286914738647,-0.24487002243377254,0.00297173168358416
9,-0.21040274142274262,0.18273937814174354,0.24957531655360682,26,27,55.502949455952006,55.502949455952006,-0.2729851162298555,0.008727131968618905
10,0.1115635926145909,0.20204347733327976,0.5808276623453945,36,30,61.622489538569965,61.622489538569965,-0.09949136475969525,0.006015115955372542
11,0.41847908610789447,0.1762728812239357,0.017594586138978366,56,67,103.6080123344427,103.6080123344427,-0.1007230487440744,0.006897502810809283
12,0.3797554994283172,0.13692086725588806,0.005545002646781246,71,75,125.8352831554227,125.8352831554227,-0.15109088526030912,0.0013057032185348912
13,0.10918961051367558,0.15502448290094298,0.48122240216636597,72,51,127.74755655129509,127.74755655129509,-0.13574568725632885,0.0016555643420989733
14,-0.09792788818277076,0.13803573463828062,0.4780522969681328,33,18,52.56532817834084,52.56532817834084,-0.11473874960167213,0.006600620445026157
15,0.12750880753547053,0.13100460735494815,0.3303965491618376,27,44,80.31732046254763,80.31732046254763,-0.05275935559492967,0.0056274195910852145
16,-0.004397195444628516,0.17913699944620667,0.980416652773517,27,36,74.90576731492934,74.90576731492934,-0.05497190569206953,4.88143751713498e-4
17,-0.33723363673333995,0.16683293602396007,0.04323989999186863,49,59,136.7169811960301,136.7169811960301,-0.015697029102544467,-0.0011076652358518475
18,-0.2310879547045995,0.2954680188224988,0.4341509993201943,44,25,80.29387614255924,80.29387614255924,-0.05128362892181651,-0.001830538091053166
19,-0.4614472762444615,0.2853506421846364,0.10585158957686386,48,45,85.51329244489084,85.51329244489084,-0.053568469498401716,-0.0013788044094833725
20,0.04796977144879236,0.19176121015168668,0.802468508443953,76,111,178.0175812405187,178.0175812405187,0.03673533490217453,-0.002745106841087847
