bw_method,kernel,p_order,year,spec,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,pc_black_coef
cerrd,epanechnikov,2,1880,2,0.0188497585739764,0.19049874827583316,0.9211783552258672,448,418,153.20812598976573,153.20812598976573,-0.05237330493178036,-2.9157200921570972e-5,NA
certwo,epanechnikov,2,1880,2,0.02949324561353102,0.1891478023825216,0.8760905783890909,463,440,165.58087069415225,158.63356078825367,-0.051749688393993146,-4.8221507918327824e-5,NA
cersum,epanechnikov,2,1880,2,0.02138756120113929,0.18996371536168255,0.9103575062811055,517,475,181.92485906105057,181.92485906105057,-0.05062834005632929,-3.999217709774812e-5,NA
mserd,triangular,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,triangular,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,triangular,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,triangular,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,triangular,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,triangular,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,uniform,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,uniform,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,uniform,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,uniform,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,uniform,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,uniform,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,epanechnikov,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,epanechnikov,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,epanechnikov,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,epanechnikov,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,epanechnikov,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,epanechnikov,1,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,triangular,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,triangular,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,triangular,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,triangular,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,triangular,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,triangular,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,uniform,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,uniform,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,uniform,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,uniform,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,uniform,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,uniform,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,epanechnikov,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,epanechnikov,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,epanechnikov,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,epanechnikov,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,epanechnikov,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,epanechnikov,2,1880,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,triangular,1,1880,4,-0.09231464279347891,0.18145480371420955,0.6109293580983086,318,315,102.77642222740299,102.77642222740299,-0.0345700437382873,0.02296781607706954,6.161306959859062e-4
msetwo,triangular,1,1880,4,-0.10792890569189142,0.17624355874482434,0.5402830863665189,389,337,113.7070135376275,131.1772748417244,-0.039252016729094355,0.020832135291803985,6.086181445725746e-4
msesum,triangular,1,1880,4,-0.12973987790823477,0.1682293498035603,0.4405834505137466,494,452,172.87086608683114,172.87086608683114,-0.04299821752372673,0.01639400948188059,4.773563054221027e-4
cerrd,triangular,1,1880,4,-0.10078495925163646,0.18846846087904068,0.5928174218048317,274,264,85.46543269641838,85.46543269641838,-0.03067669182270266,0.023272900891690672,6.507894633674075e-4
certwo,triangular,1,1880,4,-0.11019550197247568,0.18235306695579043,0.5456458700071999,337,286,94.55494657236423,109.08263112603059,-0.03690762362344916,0.022542251020076204,6.858731034536099e-4
cersum,triangular,1,1880,4,-0.12475094183229612,0.17280186575094664,0.47033719228442417,417,400,143.75362607997403,143.75362607997403,-0.03974190004727442,0.019370823564498173,4.905962070593348e-4
mserd,uniform,1,1880,4,-0.1216820963852627,0.18678208350502454,0.5147459959009081,256,243,76.99317827256702,76.99317827256702,-0.03861582573251858,0.02613671208732132,8.079278141449116e-4
msetwo,uniform,1,1880,4,-0.13756619759205768,0.17668738741858955,0.4362240576455103,296,330,111.00111786375173,95.93165855170693,-0.03967164492987072,0.022148350996500053,3.073515885469039e-4
msesum,uniform,1,1880,4,-0.09484732287466371,0.17411045762081162,0.5859228990443878,372,360,124.92557909374403,124.92557909374403,-0.04499906139026327,0.016456407048931736,4.2404371610304647e-4
cerrd,uniform,1,1880,4,-0.13184865256090342,0.19701431786277931,0.5033463095958803,217,199,64.02495001409909,64.02495001409909,-0.03540989056699214,0.026211861933864666,8.516278593120618e-4
certwo,uniform,1,1880,4,-0.15236079279902998,0.18395300952509996,0.4075236611892708,257,281,92.30481429895747,79.77355632467875,-0.03562792988982395,0.025864610128089816,5.772625340685882e-4
cersum,uniform,1,1880,4,-0.09155584626686657,0.17420528085408346,0.5991918850161599,323,317,103.88393019241276,103.88393019241276,-0.0433309440399357,0.02030472121509947,4.3925579744120676e-4
mserd,epanechnikov,1,1880,4,-0.11009732050052252,0.18455740368495235,0.5508093046497069,292,285,93.81095420831981,93.81095420831981,-0.03625526062304038,0.02441730650507319,6.972840921728684e-4
msetwo,epanechnikov,1,1880,4,-0.10305854343413964,0.17718330401234986,0.5608029333462226,347,316,103.32687886299746,116.10583676120045,-0.04094660492633047,0.0223859169435227,6.705862665651421e-4
msesum,epanechnikov,1,1880,4,-0.13253525555248877,0.17002947915415448,0.4356946693863589,461,431,158.29691215899373,158.29691215899373,-0.04408784228105309,0.01697997840562692,4.78805337787115e-4
cerrd,epanechnikov,1,1880,4,-0.10612281951807902,0.19001528575778387,0.5765055825472178,256,248,78.01004957477723,78.01004957477723,-0.03167136474287807,0.024649611368214266,6.91791994097796e-4
certwo,epanechnikov,1,1880,4,-0.12119837124992944,0.1849362284061273,0.5122409947752865,299,267,85.923174010254,96.54972767411594,-0.03774322281367147,0.02418776970576799,7.476795122327777e-4
cersum,epanechnikov,1,1880,4,-0.1218601724407233,0.17363881643918277,0.482802278542127,390,380,131.63441379814984,131.63441379814984,-0.04100960396396153,0.020231897788670634,4.910806867437143e-4
mserd,triangular,2,1880,4,-0.013762397609136492,0.19238528523019188,0.9429714891131875,536,489,189.5998584131353,189.5998584131353,-0.04018389605616061,0.015601541192881398,4.149160774799348e-4
msetwo,triangular,2,1880,4,-0.018977813162981208,0.1918662919222834,0.9212084120800841,558,531,208.11787573356565,198.1245409611113,-0.03999632610698577,0.01477866475345935,3.804250132432294e-4
msesum,triangular,2,1880,4,-0.014638155765614924,0.18969286785142012,0.9384901641492236,614,565,222.85993633340016,222.85993633340016,-0.04036021731589892,0.012903573871996771,3.561831407636099e-4
cerrd,triangular,2,1880,4,-0.022435168314809125,0.1960633497378757,0.908898392307471,447,420,153.56481591032963,153.56481591032963,-0.038725698371043844,0.019084597539640893,4.612117146345035e-4
certwo,triangular,2,1880,4,-0.0157525049237629,0.1937024181971542,0.9351849059818219,465,446,168.5633288028855,160.46931107783888,-0.03878792280416529,0.018328799643306623,4.3212032326521953e-4
cersum,triangular,2,1880,4,-0.007855168603358111,0.1927551658963182,0.9674935642917747,513,475,180.50353720335588,180.50353720335588,-0.03991243429673252,0.016467356977085325,4.275775060020111e-4
mserd,uniform,2,1880,4,0.009075827202075492,0.19097123010344857,0.9620951417132776,454,423,156.1008060059359,156.1008060059359,-0.0421101306210582,0.012790188596075374,3.7309012690240175e-4
msetwo,uniform,2,1880,4,-0.009738100316711046,0.19287415442857003,0.9597323962729503,488,438,164.26903306028413,169.80185028601238,-0.04138666466692955,0.011443948823576577,3.174204680139192e-4
msesum,uniform,2,1880,4,-0.05291988812875952,0.1936138323862176,0.7846018615856122,549,507,194.85960910194578,194.85960910194578,-0.038870098870945245,0.008484471024079968,2.0593504783738745e-4
cerrd,uniform,2,1880,4,0.00479853906262696,0.19669292751068687,0.9805366642853294,373,370,126.43253923492853,126.43253923492853,-0.042158888968999185,0.016752808483044158,3.611691723174604e-4
certwo,uniform,2,1880,4,0.015451994261130645,0.19557289654000856,0.937025565022646,403,381,133.04832626353243,137.52958519402748,-0.04255401841101215,0.015478671799237075,3.8011303410813435e-4
cersum,uniform,2,1880,4,-9.266150163012206e-4,0.19145531992978393,0.9961383735420537,459,430,157.8249068883588,157.8249068883588,-0.04183149074694961,0.012714537301678552,3.617024381263076e-4
mserd,epanechnikov,2,1880,4,-0.007686438353467082,0.1920695066913497,0.9680779422337288,505,465,176.7099984596945,176.7099984596945,-0.041823010555269775,0.015595940055058086,4.181308704877685e-4
msetwo,epanechnikov,2,1880,4,-0.013656928913368158,0.19310144823141248,0.9436173283835393,534,510,196.5540156720744,188.60709597248618,-0.04164417905333868,0.014274630865557112,3.8035136583762703e-4
msesum,epanechnikov,2,1880,4,-0.012380548351021472,0.19145638672090046,0.9484406426612657,587,532,211.99312018646663,211.99312018646663,-0.041409779090440454,0.012157525043217227,3.41030011924745e-4
cerrd,epanechnikov,2,1880,4,-0.024024415057701233,0.19793518867445603,0.9033938914000598,416,400,143.12478189644906,143.12478189644906,-0.04064156645595754,0.019415628245112854,4.561108780616128e-4
certwo,epanechnikov,2,1880,4,-0.01612923958422132,0.19296352144442686,0.9333848126655336,446,431,159.19727728566195,152.7607362938313,-0.040873058534757235,0.018232925880195212,4.291991270978445e-4
cersum,epanechnikov,2,1880,4,-0.008265927064802229,0.19171400868321511,0.9656091237711667,493,451,171.70205056142473,171.70205056142473,-0.041789681084919754,0.016130441672343693,4.287746816097706e-4
