point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,ph_coef,pc_black_coef
1,-0.003982634409025236,0.319568013475999,0.9900565760117517,8,13,92.5431796979098,92.5431796979098,-0.02446568822026831,0.12359502568380054,0.06917819890879287,5.714323247820244e-4
2,-0.11472061474059225,0.19371510645736642,0.5537079293086868,10,13,80.3378699346593,80.3378699346593,0.05650098604035014,0.04799595402583071,0.03587721192736522,0.0013318968137462422
3,0.22961194464710982,0.11816349666266458,0.051995434643584394,17,17,92.36138081145128,92.36138081145128,0.07946665073286452,0.03358337664832382,0.01818688322998935,6.5341971694618875e-05
4,-0.2401479988432654,0.08099561445417397,0.003027314991381023,16,20,96.50241940505003,96.50241940505003,0.06973565911901498,4.725764877167027e-4,-0.012708775888972058,-0.0021879375418472394
5,-0.6595984233031774,0.07118466169284751,1.9322349293408324e-20,15,31,107.13981771505475,107.13981771505475,0.00969560508516392,-0.10289336907194188,-0.007755619071774132,3.312342054508782e-5
6,-0.7863653290578952,0.0918997741268194,1.1607270455946446e-17,11,36,107.92239913218837,107.92239913218837,-0.005269314672835083,-0.1498872940091671,-0.0027270566828520807,0.0018148848295533042
7,-0.6995625824653565,0.09004255573410502,7.895596761906108e-15,25,41,127.7546837072616,127.7546837072616,0.03534367438814955,-0.1334584512894852,0.0021645845112534066,0.0021220961016778297
8,-0.8266438947348498,0.1088402069298544,3.077373392904229e-14,23,27,113.63711652656106,113.63711652656106,0.052376786879664544,-0.12853774163514367,0.006125873322177512,0.0027742415674885806
9,-0.592851931709306,0.19958593955764714,0.0029740320862680055,30,36,129.53889814338106,129.53889814338106,0.1014875862996979,-0.10238136124609849,0.0142387310038573,0.006599456441042948
10,-0.5121567308753371,0.23177936135905894,0.02712782471921693,28,34,124.33267974732505,124.33267974732505,0.09473460354682499,-0.059687998504955445,0.02565222773037923,0.005715955677764476
11,-0.05123866381599923,0.4087002909631574,0.9002308147780975,13,23,97.24079610593938,97.24079610593938,0.10477688711389488,0.0028349691311878762,0.03061799113632968,0.00753560345680431
12,0.2800072384337772,0.7371839373466558,0.7040689293505422,11,5,74.55345110299986,74.55345110299986,0.08516572180666207,-0.03753234677351114,0.025059475953920912,0.0013555848819822875
13,-0.026783478962566443,0.22218151965894237,0.9040492682186813,13,12,88.52337566364334,88.52337566364334,0.038623302838758325,-0.09654433860665416,0.039585724080594596,0.0024611293407016685
14,-0.006588034792736813,0.2826101592371433,0.9814018886685911,18,12,90.24653937036526,90.24653937036526,8.41520812907906e-5,-0.12863497539453986,0.03039605377360414,0.0023646306276576103
15,0.1521117889706861,0.19850421058395415,0.44350377478547565,41,11,107.19844544324127,107.19844544324127,0.02401041965108619,-0.13022036083390914,0.019474332365479526,0.003368139789781937
16,0.1572472245629901,0.12314410020503082,0.20162458561329963,55,13,120.39250724120127,120.39250724120127,0.06372938515633994,-0.07161292763259439,0.011126680929822705,0.003122902204178152
