point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef
1,-0.5317634240130643,0.20436125172576697,0.00926614269215275,52,89,131.61293333292102,131.61293333292102,0.3033479868079212,-0.007735153404483609
2,-0.4944432277569078,0.10483629234161645,2.401292148285167e-6,42,113,172.851758922863,172.851758922863,-0.06133748150832943,-0.005071621254370912
3,0.06759477126209752,0.16263709261071863,0.6776901466052502,19,24,41.722911286889165,41.722911286889165,-0.15550298900845752,-0.0055274511827346036
4,0.09064248677166387,0.20302930245224812,0.6552720277628238,34,50,98.77397909097856,98.77397909097856,-0.09630935317493847,-0.003917630489768915
5,0.0029996057919054794,0.24994220944173756,0.9904246597449876,30,26,77.11201452380847,77.11201452380847,-0.1724259729195743,0.00538371924462365
6,0.3073647597078379,0.2158781824011784,0.15450785831775668,38,18,72.11137606234558,72.11137606234558,-0.15879515386872495,0.0023946193658115206
7,0.11535107074432478,0.16236911929539505,0.4774406660587982,24,19,49.54580688079476,49.54580688079476,-0.09913776460118295,-0.0023261039412787662
8,0.20689880119581433,0.1314134660795485,0.11539247180715242,29,22,56.74544534007202,56.74544534007202,-0.2641293388221713,0.010090686893100435
9,0.20360816514730662,0.20661791101960542,0.324411290695334,24,23,49.283606490273876,49.283606490273876,-0.2406064832900762,0.00965128060739291
10,0.11563805191008704,0.18748645685370557,0.5373792999568276,36,30,60.56052973071524,60.56052973071524,-0.11181670593652629,0.007962415140292303
11,0.1565995046741284,0.19840927866772312,0.4299512324514943,51,57,91.17773645733455,91.17773645733455,-0.12491136997008126,0.008962476025251787
12,-0.003773779390256044,0.1790314615116595,0.9831827471885195,53,53,91.42573498384083,91.42573498384083,-0.17924830970692363,0.0010173094802403996
13,-0.17509702888537912,0.19455409035867002,0.36812477067975613,35,30,68.15672948164546,68.15672948164546,-0.17625777540461152,-0.0021244748627512085
14,-0.350863618565932,0.15962320689120127,0.02794383401180341,26,17,45.8164856599248,45.8164856599248,-0.13343323284646352,0.004880878035108643
15,-0.06433120428075341,0.17074104974457466,0.7063397534081561,21,36,66.47201389375621,66.47201389375621,-0.07596254106680267,0.005291694661873596
16,-0.11361934493669042,0.20309266365350195,0.5758574871559583,26,32,67.98711029566888,67.98711029566888,-0.08547949570941434,2.78427889225954e-4
17,-0.11605925629009674,0.19286086031103933,0.5473224960257208,30,36,73.52960450567154,73.52960450567154,-0.06232032878201977,-0.0020983453650108078
18,-0.24795089322299652,0.21100525637037781,0.23995733361983587,51,31,105.27801428459598,105.27801428459598,-0.07274942885390412,-0.0016922169032448156
19,-0.40076649571712475,0.23756267675762938,0.09160476031463026,82,80,157.50466538266951,157.50466538266951,0.02052835094982619,-0.0028558495042476633
20,-0.23408089152517914,0.18690073780211813,0.21041166065553826,71,103,173.31822453350625,173.31822453350625,0.18602512988644374,-0.006613155773077088
