point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,ph_coef,pc_black_coef
1,-0.018346311485840684,0.13087795312051662,0.8885187393366233,9,13,100.16565066632484,100.16565066632484,-0.0030547490860904345,0.018290297854580643,0.049033982454599404,-1.807630482506266e-4
2,0.20839739309643543,0.09672087993295679,0.031191055717384925,21,28,124.02416422266651,124.02416422266651,0.02385313668422149,-0.01120271288793472,0.042300668685606106,-2.507314849091754e-4
3,-0.3769582829300176,0.10827429366869977,4.985909205858411e-4,24,27,108.2642228238426,108.2642228238426,0.0633434431317752,0.010064246121737154,-0.005454332264332615,-0.0011277500812191855
4,-0.32280029594924453,0.18939146784980246,0.08830492684339529,11,12,77.69085863047323,77.69085863047323,0.04715277516084283,-0.08973425309036653,-0.01093361023964246,-0.0018055742644080513
5,-0.9394566647563296,0.15092006593049256,4.81978401486714e-10,10,16,82.4358229217413,82.4358229217413,-0.06389185420123272,-0.10389558890421413,-0.022230071439389362,-0.0019127761821622138
6,-1.2435803569581494,0.19620859764990126,2.3268782417760626e-10,10,35,105.63824321179307,105.63824321179307,-0.03613125121406517,-0.17952335839395928,-0.010899490956128653,1.762024575763096e-4
7,-0.8878192176219458,0.1063166759996202,6.785660071834892e-17,35,62,153.11929420915487,153.11929420915487,0.0394462588093763,-0.11236850030611015,0.00301854518796507,-2.3672036010724193e-4
8,-0.8686983427323838,0.16594948896415332,1.6523928592158915e-7,32,34,127.85085063817807,127.85085063817807,0.05457897230300478,-0.0763826147089753,0.0067884539259254265,9.507754173329439e-4
9,-0.35829449590249934,0.38144687474090666,0.3475747922461627,10,14,86.14401517907513,86.14401517907513,-0.030407693363518555,-0.06967159468031078,0.015898271607754307,-0.0050598809279310385
10,-0.5307493441082238,0.38259316352659395,0.16536795149033023,10,13,81.62297846680819,81.62297846680819,0.05275251544110472,-0.0011206871908200754,0.012244158614401302,0.003040345839957342
11,2.578629213073376,2.5708640616054694,0.31585099723120363,4,10,69.77126540460176,69.77126540460176,-0.05868755515452291,0.16519978065324126,-0.09161735793822251,-0.004029019936804188
12,-1.6494790491314852,0.8732844858237095,0.05891566849194306,10,4,69.92839347893666,69.92839347893666,0.10279231008819159,0.08689121291936824,0.01759442953310588,2.3860589137257408e-4
13,-0.9573177590638201,0.22947869740511007,3.0232698077357988e-5,10,11,79.90637382618381,79.90637382618381,0.09858235972579893,-0.01704871404640601,0.02081822117901988,0.002725477451352621
14,-0.753918990361738,0.2614442361866879,0.003930699935416568,10,9,77.07545043781452,77.07545043781452,0.08417973889882369,-0.05957871359851308,0.01663915707093254,0.004032375281943338
15,0.3654660242395122,0.26125984869062224,0.16185488657786598,30,8,94.7617294254873,94.7617294254873,-0.013345778018648571,-0.1247724199539911,0.024395272399328514,0.003628649484090477
16,0.3446149375031862,0.1949792697340377,0.07715390215487437,41,9,101.73339341322684,101.73339341322684,0.0015867905681904992,-0.1092262664200145,0.018910156991178345,0.0034977080388935693
17,-0.33951614647354417,0.13816053744669315,0.013994552104663327,35,11,99.13394292897138,99.13394292897138,-0.003191048931633425,-0.14175395540623903,0.015875579806423637,0.0011362804142775514
18,-0.5455768452288239,0.10964005864243001,6.488746079910763e-7,24,13,89.71295794050026,89.71295794050026,0.035470368620949634,-0.12375210439809325,0.012003590266131976,5.28979445606044e-4
19,-0.3975976473856441,0.1553582582163286,0.010490405324674448,15,15,81.41523281997229,81.41523281997229,0.08531008599340102,-0.09752435841301775,0.008578085186884672,0.0017553992332834563
20,-0.29217420416551243,0.15508094332377118,0.05956348665088793,10,20,79.14359578597593,79.14359578597593,0.09483584457986835,-0.06671206406427657,0.002855128516421085,0.005025809210041244
21,-0.28849616385237575,0.15240748987845099,0.05836765551529835,10,15,72.80103336183105,72.80103336183105,0.081874306551724,-0.04838098165619914,0.009029688205751174,0.003246335301959908
22,-0.36958386238877494,0.21540696681018295,0.08620835389953722,21,23,91.31407093864468,91.31407093864468,0.07763835360826137,-0.07150599750496184,0.024657067156222706,0.00419338575265577
23,-0.6004185084978224,0.2800895026092349,0.03205961115543058,32,20,95.25786719843435,95.25786719843435,0.11573522079896144,-0.015032307590917404,0.027088832563904805,0.0026722436595046652
24,-0.3983865134313323,0.16651291647044061,0.016732833888624562,53,44,122.71618090423301,122.71618090423301,0.1356938360063604,0.003046288146838591,0.027495999781053194,0.003136186308616767
25,-0.5565659845598754,0.12740277228075117,1.2507147080080844e-5,106,72,163.6006487773867,163.6006487773867,0.1490257783918472,0.007380539228247828,0.029805001428708823,8.937364715350309e-4
26,-0.07494016795680375,0.13884690553228363,0.5893816201702033,61,55,132.62949298837108,132.62949298837108,0.1300127420809225,0.005430227607782584,0.02371097224272713,0.0017260139677847917
27,0.11004674712534565,0.12580604253168326,0.3817189832097643,52,53,124.01188886688045,124.01188886688045,0.10807914506338394,-0.016736300097596843,0.020939951371596592,0.0018992872236395153
28,-0.10192470135806704,0.23316527870740658,0.6620134543509624,29,40,100.2335485949045,100.2335485949045,0.1150966565413358,-0.008917266916676755,0.01995216132093195,7.511538679946753e-4
29,-0.23320927184295778,0.23738952549255296,0.3259073860467709,26,40,99.4828027777185,99.4828027777185,0.12070641284586092,-0.01818360076610252,0.021608874629607026,-0.001649580200529419
30,-0.4970293910231904,0.1605426960929027,0.001961948509691237,98,95,174.27335995778753,174.27335995778753,0.05302177295683691,-0.06559001384420649,0.02499769996693247,2.627495276935716e-4
31,-0.5898224866866677,0.17876750859325172,9.689759479874383e-4,88,58,151.79184257669078,151.79184257669078,0.039465886485584085,-0.08425127777444467,0.02302080348164566,-7.546634152286397e-4
32,-0.656163347391036,0.17603883997189718,1.9348195612917612e-4,82,45,144.19132299845006,144.19132299845006,-0.0199171737560489,-0.10482715715289036,0.024084753004517432,-0.0010632928347750568
33,0.355120533354574,0.2194160449975475,0.10555914172009916,72,21,126.33911761304704,126.33911761304704,-0.06126888724498973,-0.10496299692904607,0.03731349901569493,-7.109082867694091e-4
34,-0.045085241706864454,0.2149252383642403,0.8338458287630858,61,30,125.32127016581657,125.32127016581657,-0.06467692959516858,-0.10714507412233443,0.03110152159997572,-8.837995635928493e-4
35,0.15086323428163673,0.25113135312941165,0.5480169255108331,52,27,125.00952640433292,125.00952640433292,-0.036813684630220576,-0.11073269121586377,0.014135391597931491,-5.316340111611106e-4
36,-0.11284198465966958,0.2287172527842696,0.6217519367122109,32,28,113.44679616040061,113.44679616040061,0.04270647412036141,-0.09860200339652266,-0.009599433454351368,2.7144192658151863e-4
37,0.11125568753622742,0.34000162938530737,0.7435007067499124,24,23,106.90663799952578,106.90663799952578,0.07243136470480416,-0.11316838350935951,0.04780397835688403,4.5232710893809827e-4
38,0.3761330680069016,0.3430584662135615,0.2728989624602873,19,25,104.28247806294607,104.28247806294607,-0.016434285854175057,-0.11883353764203924,0.08070135618286652,-1.514304553022522e-4
39,0.9514184182190166,0.6145697873618495,0.12159707427403016,13,38,107.35647632979128,107.35647632979128,0.018548915958696566,-0.06768406288140644,0.05046110034173419,2.5488616341503667e-4
40,1.7757565091081386,1.2640096547810817,0.16006293533307317,7,44,114.15967542351537,114.15967542351537,0.07520746608885284,-0.017565950809782474,0.034902320486113594,0.0013141007802081762
41,0.3856755368837321,0.4157051990591689,0.35353097716420706,22,35,115.22024736728478,115.22024736728478,0.008210477405583248,-0.09304924694167728,0.014287577646598035,-4.759591674915376e-4
42,-0.6582041589375969,0.5547261021989455,0.23540950625226334,30,25,116.93659064584367,116.93659064584367,0.051533621844168584,-0.06810773715700594,-0.0032954790253046234,-2.8266436289577394e-4
43,-1.7616679020976849,0.455433802500486,1.0968232925898841e-4,39,18,117.73899497124017,117.73899497124017,0.09687370366546497,0.0012241928783381824,-0.005664067826044561,-3.2393801607930386e-4
44,-1.6377586192214542,0.28485195181967604,8.950343760791466e-9,68,40,152.2986497043442,152.2986497043442,0.10822094565346482,-0.1001131338806888,-0.0295703789460219,-1.7809792612473278e-4
45,-0.7817451399178329,0.25410275174467334,0.002094517656569815,107,78,194.622596367263,194.622596367263,0.08056909136718772,-0.08806132045852286,-0.024763133588420427,-7.76001558273072e-4
46,0.43151085406155104,0.6320929582689874,0.49481543634551034,53,41,141.63246679658585,141.63246679658585,0.07359847819529114,-0.12607757117546647,-0.010873021844542748,-3.3827455334493883e-4
47,1.4958049107900522,0.9629090325905955,0.12032214322019869,35,38,126.49644012611327,126.49644012611327,0.12261564002508876,-0.051028952168996,-0.012610689213347065,-0.001883839815753502
48,1.1637596965408883,0.7953040402291978,0.1433883016640879,34,58,147.37882536776462,147.37882536776462,0.15263538576076574,-0.0819805426642557,-0.01492047805328666,-0.002187884373964312
49,0.7829567181253094,0.655757643223908,0.2324886506080724,38,51,147.43232160598907,147.43232160598907,0.166468031945696,-0.06281532645896404,-0.014775662384800822,-0.00300288280994462
50,0.3245901078685969,0.643115762030694,0.6137590939158893,34,28,138.13150080246285,138.13150080246285,0.22459463041061675,0.21964611776766818,-0.02768280894981259,-0.011643673421467894
