point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right
1,-0.4476141370528932,0.1671087169692661,0.0073934975682841365,70,111,172.0028256887241,172.0028256887241
2,-0.29902842861040924,0.06938981959695854,1.636986963070394e-5,43,112,170.24027670429817,170.24027670429817
3,-0.0505081761883428,0.10466836990931029,0.6294122059125598,20,26,44.48287644098933,44.48287644098933
4,0.34528631167485724,0.30783975424815563,0.26201425241063664,39,53,111.39142829074322,111.39142829074322
5,0.6851683350648914,0.5371376675419739,0.20209989980071733,25,23,61.57109495475614,61.57109495475614
6,0.8450927495954064,0.7061654165206149,0.2314099267859945,26,17,40.121045860534025,40.121045860534025
7,-0.06342117258675373,0.1960007845423572,0.746258972636415,35,24,67.81814293977159,67.81814293977159
8,-0.0246695492646678,0.2702257474865642,0.9272602795264459,29,19,52.16540925977742,52.16540925977742
9,0.13954624723693643,0.3099126235579732,0.6525113705139158,28,28,62.69338594893188,62.69338594893188
10,0.050098844778173834,0.20586070445911445,0.8077243313402473,40,34,67.2951101915907,67.2951101915907
11,0.39194033111432347,0.17190163560281022,0.022606100773155544,57,70,110.55789013487315,110.55789013487315
12,0.2018784033693528,0.1857628571263056,0.27714583870988085,57,52,87.99539332960757,87.99539332960757
13,0.24249608834460545,0.28802085741957006,0.3998219128588324,42,31,69.47512717488418,69.47512717488418
14,-0.2665417787351201,0.17825429670239182,0.1348389034037525,27,16,43.09825868622592,43.09825868622592
15,0.08793118853819237,0.20577093309792793,0.6691421853634916,23,31,57.437196133757844,57.437196133757844
16,0.028648256494996804,0.19432080561849893,0.8827944955167923,25,27,57.84070896963212,57.84070896963212
17,-0.1790857838673281,0.1959306857174176,0.3607030689018671,42,49,103.74971469110393,103.74971469110393
18,-0.3077903661845962,0.33488690747575256,0.35804981373120986,46,25,82.61414855621877,82.61414855621877
19,-0.18956910451864672,0.33400641992316804,0.5703329187299124,69,71,120.93642392067972,120.93642392067972
20,-0.2863713825620975,0.19341526446993454,0.13871217251617285,99,159,233.39241952415006,233.39241952415006
