point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef
1,0.20428802647936106,0.2058690310417722,0.3210412852076493,56,85,224.91436141264586,224.91436141264586,-0.058898598583414626,-0.006126848940616305
2,-0.020190238535781384,0.17035643129402034,0.9056575359237136,49,71,181.1596793681865,181.1596793681865,-0.06912554036721107,-0.0049608476666619175
3,-0.3671649485070972,0.12067699681621301,0.00234588320462813,44,58,148.22132958357912,148.22132958357912,-0.011866750515272334,-0.0029165822197110528
4,-0.5840758043562594,0.11561388350954296,4.3731733019186964e-7,40,46,122.84108960225693,122.84108960225693,0.05837762681631667,-0.00461675510572495
5,-0.5208683156059503,0.14555812023558926,3.456755801487355e-4,34,55,127.20346597689499,127.20346597689499,-0.032277042383080434,-0.006691153776273608
6,-0.4347242917830565,0.2293488865041482,0.0580299560203706,31,66,131.11627055905635,131.11627055905635,-0.10393801684749862,-0.006174459050550618
7,-0.4266452598359474,0.1945418268833247,0.028301811919046137,37,53,127.70574697699908,127.70574697699908,-0.11212557538213477,-0.0064439670168546575
8,-0.30578615805638665,0.16587716007062986,0.06526341707386348,35,39,118.12071837013394,118.12071837013394,-0.13388585302339076,-0.007928535549251483
9,-0.17729617105002915,0.264302391396052,0.5023428203371365,25,28,101.37026940878572,101.37026940878572,-0.13899618076270773,-0.008977767387040989
10,0.43174001128409084,0.5338373440919666,0.418659975475189,27,31,104.04929518137217,104.04929518137217,-0.1379178529579048,-0.002585502337260416
11,0.9799267896849966,0.854322556865829,0.25137251799007954,24,33,101.4855629017275,101.4855629017275,-0.14239789704823258,0.0011231972961067778
12,0.13851700048240553,0.33881019707197985,0.682661763130736,65,53,143.36953170307706,143.36953170307706,-0.15029289643989907,-7.153183104683376e-4
13,-0.11209028712671443,0.18770233055818278,0.5503935791523867,168,110,223.10519651186553,223.10519651186553,-0.1064034730265666,-5.86814633913997e-4
14,-0.11146863207256269,0.1715149413633447,0.5157527818583958,125,80,189.26955047402606,189.26955047402606,-0.09476710636277848,-0.0011520249977200374
15,-0.1438295855765004,0.1897929761901529,0.44855662652935807,97,45,158.97245680149254,158.97245680149254,-0.08801388784835609,-0.0015822262075652705
16,0.01947339705846124,0.16539322270445495,0.9062736764843418,108,46,163.20672617303467,163.20672617303467,-0.08974485398525694,-0.0011861917532096176
17,0.3103057284725049,0.11839586144696061,0.008769360382512512,98,50,155.06209391953556,155.06209391953556,-0.11194145729076346,0.0014491566048046665
18,0.35384094200288263,0.1314233889340254,0.007094529418907826,94,60,156.30754192812736,156.30754192812736,-0.11666645978048758,0.0017530943234649156
19,0.3181114189609301,0.1665002549908722,0.056059069575088945,129,87,178.96068663377747,178.96068663377747,-0.11024160026012868,0.0025401069383436366
20,0.12724126978164935,0.2826237689140154,0.6525559070470441,37,53,110.04529827609902,110.04529827609902,-0.15549749357324244,0.007186173166749586
21,-0.06470446271959679,0.16240285446349445,0.6903209924042273,81,79,145.5741195582736,145.5741195582736,-0.1484871056231667,0.006419622379635228
22,-0.37162526336461144,0.1995266411685478,0.06252777974998636,59,55,119.82327313790668,119.82327313790668,-0.18107005317417046,0.006455340498130903
23,0.09308476557519701,0.18305077898108812,0.6110895462158255,146,119,186.6779473796503,186.6779473796503,-0.121459333013858,0.0024830363915745307
24,0.16650260999738337,0.2602500568968233,0.5223160650911942,121,116,172.85018543662127,172.85018543662127,-0.13524650601379126,0.004809568896179136
25,0.3521606566887818,0.24495487667158403,0.15053190515918427,129,107,173.44546699875346,173.44546699875346,-0.14013736267181096,0.0029592034880322215
26,0.8334678157533074,0.24982482168141262,8.492929289246003e-4,75,70,131.27404950431773,131.27404950431773,-0.1295213003052726,0.005708026202831866
27,0.5157484653009692,0.2673870836699692,0.05375000253531026,60,63,119.04133350664654,119.04133350664654,-0.14535104880021105,0.004708136474605448
28,0.46566190652238054,0.18220392391875145,0.010596886180830059,85,122,161.64045361529898,161.64045361529898,-0.12582002720434562,0.0018629903132822822
29,0.38077666522727155,0.13306772963519956,0.004216079495994067,133,183,205.4153446755784,205.4153446755784,-0.10816255627962851,7.940673834416316e-4
30,-0.06911973027241974,0.1478808044078443,0.6402125505967142,179,174,219.04708195822195,219.04708195822195,-0.12758357440841578,8.649916856292436e-4
31,-0.25849685571328146,0.2167951654448402,0.23312197549184951,84,59,135.8332330804895,135.8332330804895,-0.16178193365086901,-0.0024977615081791214
