point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef
1,-0.6952122865406891,0.3143766634281035,0.027008208604149857,36,62,113.39093691828168,113.39093691828168,0.10711284720389974,-0.0030268747438278554
2,-0.6059516722101789,0.12680363166516304,1.764657174593295e-6,25,55,102.15177749302367,102.15177749302367,-0.10101920260511818,-1.556837382245119e-4
3,-17.732318814685907,4.4813809500786785,7.593277159701891e-5,2,3,28.748467165856194,28.748467165856194,1.8126317262649536,-0.006591812940314412
4,-0.2667827917302611,0.23801373890521682,0.26234260818761873,15,25,71.19938570229911,71.19938570229911,-0.10872821957208344,-0.0012248082424765805
5,-2.4703890284859824,0.9612838505218347,0.010173225541590173,6,6,37.576906928509295,37.576906928509295,-0.06577047113174855,0.003607582809915164
6,-1.8724072051814606,0.9603934680325709,0.05122082023164995,8,2,29.65812552712013,29.65812552712013,-0.3244109015443132,0.002700604351213428
7,-0.7556478900818424,0.3366377314141635,0.024787937266746423,17,10,47.35805153560214,47.35805153560214,-0.19611331224904271,-0.0014682946128267843
8,-0.5523933114231888,1.111309527910874,0.6191430621975502,10,4,30.349469482891518,30.349469482891518,-0.17226668960954333,-0.008297951146892774
9,-0.4699620982771823,0.41170807171558976,0.25366460475254876,14,14,50.66038905401982,50.66038905401982,-0.1744535431479856,0.004801347196594044
10,0.7843958714367661,0.4125255526855244,0.05724336242525737,27,21,66.03082342021999,66.03082342021999,-0.12483928273811645,0.007002904610650253
11,0.9150340191449708,0.23883605483875484,1.2750823496036697e-4,32,37,75.30785918011487,75.30785918011487,-0.14437736667248394,0.006204482784748214
12,0.8118061489579539,0.22225219041893166,2.5956296844564206e-4,39,32,74.27801460816623,74.27801460816623,-0.16929103442804902,0.001585820640178052
13,0.20669715887932574,0.19505340619407502,0.2892832858358245,35,24,77.57164390666989,77.57164390666989,-0.1427375903037266,0.0011497200340548144
14,0.6780440741978621,0.9093112670211845,0.4558681535404565,15,6,38.084989598877804,38.084989598877804,-0.11436979813442598,0.009768126348794499
15,-0.11542461547479532,0.2980932530091125,0.6986009288911128,20,35,84.21502155724615,84.21502155724615,-0.054031154512120386,0.002585428764068832
16,-0.2564143167293782,0.4856711866413278,0.5975280178970386,12,13,45.98202949994918,45.98202949994918,-0.041975834247809415,0.0019289588914175697
17,-1.7048300826533875,0.6364838609814951,0.007394993548784175,19,20,64.73132906622952,64.73132906622952,0.004149162546627838,-0.0018020509315270696
18,-1.133071711201815,0.657809593905634,0.08498044501236428,25,10,60.45428016659586,60.45428016659586,-0.03811285271967929,-0.0027075027861295214
19,-2.9898284911043778,1.2070300486330054,0.01324872702279636,20,14,53.73514114133136,53.73514114133136,-0.08146358119456298,-0.0015964209994760725
20,0.3202634778141412,0.36440948695949366,0.3794793377904346,62,91,168.501471979005,168.501471979005,0.010984955865464247,-0.002788297931290331
