bw_method,kernel,p_order,year,spec,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,pc_black_coef
cerrd,uniform,1,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,uniform,1,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,uniform,1,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,epanechnikov,1,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,epanechnikov,1,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,epanechnikov,1,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,epanechnikov,1,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,epanechnikov,1,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,epanechnikov,1,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,triangular,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,triangular,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,triangular,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,triangular,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,triangular,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,triangular,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,uniform,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,uniform,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,uniform,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,uniform,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,uniform,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,uniform,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,epanechnikov,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,epanechnikov,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,epanechnikov,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,epanechnikov,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,epanechnikov,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,epanechnikov,2,1890,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,triangular,1,1890,4,-0.007826016094572116,0.16521326135221626,0.9622189952274312,352,338,114.49466788155712,114.49466788155712,-0.04554444125581142,0.019632694017744833,6.827799354938492e-4
msetwo,triangular,1,1890,4,-0.03960174177246535,0.15612720758220527,0.7997655911305779,499,343,118.19573185240358,171.3751586340484,-0.05209201040866979,0.013582535263347819,8.30533218865502e-4
msesum,triangular,1,1890,4,-0.038502097969335125,0.1550888661516789,0.8039345624035645,514,465,176.84044010286925,176.84044010286925,-0.050697043111842185,0.012227153835054183,6.334561888816355e-4
cerrd,triangular,1,1890,4,-0.026428878476177437,0.17495419907790422,0.8799270458673302,299,287,95.20993356121087,95.20993356121087,-0.04432255940628539,0.021532604820720964,7.949476636311219e-4
certwo,triangular,1,1890,4,-0.04605074790314924,0.16492038443567447,0.7800681874694566,420,299,98.28761448111723,142.50984582503875,-0.05124571609829706,0.016900514761271294,9.138478937581638e-4
cersum,triangular,1,1890,4,-0.029587788220710644,0.15995110436959203,0.8532445610406975,431,406,147.0545909661666,147.0545909661666,-0.04804661507997858,0.01565923032048365,6.248845233750556e-4
mserd,uniform,1,1890,4,-0.033552528965506256,0.16935198065698098,0.8429488000687749,283,272,87.90265638204305,87.90265638204305,-0.050643298996844506,0.021092834248384543,8.36648361781743e-4
msetwo,uniform,1,1890,4,-0.0359566895347468,0.16459375426768208,0.8270729078906931,383,272,87.64751051905124,128.0431592512185,-0.05616074381519689,0.013163503747996238,9.786196995560993e-4
msesum,uniform,1,1890,4,0.01920369288331738,0.16559207744059268,0.9076764152066386,358,343,118.19444470950191,118.19444470950191,-0.04788046405187096,0.01416203033487294,4.7815408792068067e-4
cerrd,uniform,1,1890,4,-0.04299892642910419,0.17735243430232897,0.808432243573488,247,228,73.09690685898208,73.09690685898208,-0.047542228203367856,0.024308758124145798,8.643458038561087e-4
certwo,uniform,1,1890,4,-0.03707624953327845,0.16758298844285857,0.8249046864525263,331,227,72.88473609930095,106.47640550289582,-0.055263043077273394,0.01777215674409919,0.0010041788210121822
cersum,uniform,1,1890,4,0.04945116453855525,0.15869166945542804,0.7553309301109654,308,299,98.28654413616214,98.28654413616214,-0.04753450243021482,0.017853174532339745,5.113544041534307e-4
mserd,epanechnikov,1,1890,4,-0.015596203293156884,0.1666458751580249,0.9254357314912387,328,320,104.70913873495725,104.70913873495725,-0.04696230449831657,0.021237347034595094,7.499795425664286e-4
msetwo,epanechnikov,1,1890,4,-0.03564100204528613,0.1597791230485983,0.8234855416755837,449,327,108.59206979077864,151.4405985938978,-0.05284196025686062,0.014991345872487183,8.728702495926057e-4
msesum,epanechnikov,1,1890,4,-0.011240340562795527,0.15901639748645993,0.9436471253467017,449,416,151.47100100230955,151.47100100230955,-0.04996218504511439,0.014023614894233233,6.126885767725535e-4
cerrd,epanechnikov,1,1890,4,-0.04687834300010273,0.17657044461645183,0.7906291522091138,281,271,87.07261505417897,87.07261505417897,-0.045110101173270106,0.02331762708966404,8.428688218672421e-4
certwo,epanechnikov,1,1890,4,-0.05182926900378007,0.16861607486722457,0.7585538790855698,378,274,90.30153055468034,125.93293292497142,-0.052034641121349985,0.018605049232656632,9.425569945792312e-4
cersum,epanechnikov,1,1890,4,-0.0068126697563323894,0.16183708780898565,0.966422288541752,378,367,125.95821455020815,125.95821455020815,-0.047836263859364486,0.01787199300968819,6.225524289465959e-4
mserd,triangular,2,1890,4,0.056764698626324134,0.176891696052424,0.7482855168928989,582,528,205.64567120333245,205.64567120333245,-0.048706684292094245,0.010267792175880856,5.901298204968612e-4
msetwo,triangular,2,1890,4,0.05242996040604781,0.1759955293651687,0.7657756186397533,588,570,226.6005119583479,209.33642968694025,-0.048444615604594,0.00987401419470034,5.63606949695409e-4
msesum,triangular,2,1890,4,0.036131506273184746,0.1714604650817401,0.8330995908477767,684,613,249.60964681086713,249.60964681086713,-0.04878389901945125,0.007680975461496113,5.408659070908772e-4
cerrd,triangular,2,1890,4,0.046534668646538,0.18110166268488714,0.7972148292444485,484,441,166.56098746805864,166.56098746805864,-0.04767686089406094,0.013857993244026194,6.073151593884709e-4
certwo,triangular,2,1890,4,0.05368411796181138,0.18027345216522392,0.765861386893498,493,476,183.53318507362016,169.55028636231063,-0.047417359714064154,0.013478786559517467,5.809238437245521e-4
cersum,triangular,2,1890,4,0.05234001553869111,0.1773618266230074,0.7679151618083344,575,521,202.16924096235323,202.16924096235323,-0.04867175381692479,0.01053915436518587,5.925863093849326e-4
mserd,uniform,2,1890,4,0.06549012858116632,0.18137650654697834,0.7180450033221399,501,453,173.14817341974577,173.14817341974577,-0.0486440058230617,0.007403613016813351,5.379021359243352e-4
msetwo,uniform,2,1890,4,0.06446973631167544,0.1744568068239428,0.71172112937977,567,455,173.67410562354382,199.22044102387719,-0.047870306444425095,0.00483885757363872,5.143919310790634e-4
msesum,uniform,2,1890,4,-0.03737927782713115,0.17214924638656257,0.8281047174345073,673,608,246.10565090291215,246.10565090291215,-0.043464409630718334,0.003828111428825277,2.858773438239872e-4
cerrd,uniform,2,1890,4,0.06690226937285045,0.17603804376321133,0.7039124710755487,414,397,140.23991156404256,140.23991156404256,-0.04918073244438044,0.010360564429407686,5.574569329823689e-4
certwo,uniform,2,1890,4,0.055449751699081215,0.1764671764030933,0.7533529399658465,472,397,140.66588594363085,161.3569261467703,-0.049218020774267804,0.007771931827708423,5.56903789464271e-4
cersum,uniform,2,1890,4,0.02902538641878139,0.17531323343377972,0.8685008601139453,569,516,199.3312088506247,199.3312088506247,-0.046905616207105275,0.004770374946221308,4.839399472517118e-4
mserd,epanechnikov,2,1890,4,0.060711906791565406,0.17841182538508135,0.7336375278535904,555,502,193.67422945412122,193.67422945412122,-0.04936863284037701,0.009723238132823154,5.802764629083545e-4
msetwo,epanechnikov,2,1890,4,0.059198322268803213,0.17783485760259088,0.7392220871817579,564,532,209.84825425781113,197.92722948335606,-0.04919600424531698,0.009283925167308,5.636431436009178e-4
msesum,epanechnikov,2,1890,4,0.0313782239809202,0.17220783002397524,0.8554168533658633,652,586,237.56853857886577,237.56853857886577,-0.04910040849843759,0.006723199972119601,5.332711495723622e-4
cerrd,epanechnikov,2,1890,4,0.04392735186711905,0.18098303385125264,0.8082259519450666,460,427,156.86481857961448,156.86481857961448,-0.04855625973454209,0.013677250018915392,5.916512255640463e-4
certwo,epanechnikov,2,1890,4,0.05435026888145396,0.17891561330769296,0.7612985544183989,470,446,169.9648343828735,160.30950030048874,-0.04844080508210318,0.013160776278059168,5.747944101096422e-4
cersum,epanechnikov,2,1890,4,0.054896995577920486,0.1784268009984711,0.7583316509886739,550,495,192.41664629018578,192.41664629018578,-0.04933809097472305,0.009837948813959522,5.805360212053513e-4
