point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,pc_black_coef
1,-0.45891662507759223,0.16203891392563902,0.004623783540029123,71,116,174.6303573032604,174.6303573032604,0.01459503755725243,-0.0411916937848322,-0.003601769826837669
2,-0.30795132308414047,0.06421471476906082,1.6214785089485727e-6,41,93,146.0306020263323,146.0306020263323,-0.08258840984004358,-0.011217027058315818,1.9646641501027963e-4
3,-0.10267243817179782,0.04672475892629654,0.02799272679274866,20,26,44.73077751222001,44.73077751222001,-0.10986561308052409,-0.0028443916526932666,-2.608807474055296e-4
4,0.296889163949546,0.26139843675051855,0.25605177634883325,39,54,113.33394056605638,113.33394056605638,-0.14886206030271495,0.004128484274670243,-0.003833938122180066
5,0.3252842001667535,0.4072590257909489,0.42445524931676026,28,25,67.71035050346201,67.71035050346201,-0.26455837935193693,-0.007192536017922485,0.004044312473782314
6,0.7754973078871901,0.857992556979476,0.36607449039981294,19,12,29.720236987901192,29.720236987901192,-0.46538052044837447,-0.001177947891052291,0.01834251203874668
7,-0.2658132866872763,0.12097069822562356,0.027996448635301284,37,24,69.05085630545324,69.05085630545324,-0.18718362928034488,0.0033419693164200587,9.335320823225905e-4
8,-0.1965055889146975,0.14648964187610575,0.1797809079962172,27,19,51.23797360570672,51.23797360570672,-0.28362685843221636,0.004320391572202917,0.0035904748532585157
9,-0.3829886399904968,0.15045859260443736,0.010912906570125775,27,28,59.099591650686236,59.099591650686236,-0.21787829310238033,0.03672218036249543,0.005220131435845141
10,-0.1349997794254149,0.1688402346817068,0.4239593122999629,50,39,84.905075477412,84.905075477412,-0.06579797982719161,0.04600772388837406,0.004175667316163287
11,0.16725503519927062,0.1636061860692079,0.30663768626393567,57,70,109.78065206665453,109.78065206665453,-0.03216766845423283,0.03901794555521402,0.005701451078752271
12,0.2720841652054297,0.13632889927222913,0.04595653707373889,64,61,103.82292855709989,103.82292855709989,-0.10533255877302028,0.023842010879251262,0.0013167564503830434
13,0.11672245940957353,0.1820538773758869,0.5214301703715228,53,37,89.56001642669389,89.56001642669389,-0.09930150753593045,0.030940010486343223,0.001746397741439733
14,-0.09603349235483763,0.14814009944912726,0.5168159647940374,29,17,46.44761052691086,46.44761052691086,-0.07070481226989414,0.04613787829913132,0.008443619209158856
15,0.12881576123421312,0.13046434797610149,0.3234643734822658,30,50,91.65810420244182,91.65810420244182,-0.04792320945409366,0.019824660894507306,0.004163133549133254
16,0.47144194880613927,0.22873173771410593,0.03929226475365903,21,22,43.84869616661474,43.84869616661474,-0.018046367574943812,0.1447316033003385,7.4626840540714e-4
17,-0.16904472835950413,0.19802962541276908,0.39330807372863985,39,47,95.05983909274504,95.05983909274504,-0.022520760742612406,0.011516403229176346,-0.0010377188849903095
18,0.04118441228739557,0.25445443031881665,0.8714209982206362,72,41,138.9754520854785,138.9754520854785,-0.07998394907054394,-0.017836189963336788,-0.0011469694199545237
19,-0.25151646412029716,0.3049986631526249,0.4095715985277624,57,58,104.3488101434329,104.3488101434329,-0.09740447051006446,-0.014206470327399856,-9.32282036501684e-4
20,-0.08967349540493874,0.2012314780815662,0.6558691612785696,85,113,182.8643693143821,182.8643693143821,-0.031377227650534315,-0.04085704387553731,-0.003401667555969716
