point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef
1,-0.4387954171085517,0.24775410412632476,0.07654533345293346,58,63,150.2206719882072,150.2206719882072,0.337639522492163,-0.009030783021317875
2,0.03522877668420482,0.20968909894199161,0.8665794970704118,30,38,76.8242503194504,76.8242503194504,-0.20456898132121815,-0.002821592429827742
3,0.11331406075857194,0.20100558768303875,0.5729338987459618,19,21,37.95616013632976,37.95616013632976,-0.10144987384384282,-0.00870064134185772
4,-0.009830643357369627,0.2073123668727591,0.9621789085988849,32,51,104.18179195671021,104.18179195671021,0.016440743549796806,-0.0016757844597983717
5,0.18889646178646075,0.2945124873719927,0.5212713188540337,23,23,64.4175795153668,64.4175795153668,-0.0992984379697989,0.0039345174218517265
6,-0.08762451314780142,0.23576017438817648,0.7101400511490739,27,17,56.8176581856333,56.8176581856333,-0.09890223457487748,0.0047146177455700536
7,-0.3054134927323527,0.13415346475014076,0.02281024991776071,19,18,42.55124318479377,42.55124318479377,-0.06571702429453995,0.001626086088917976
8,-0.008130295224068308,0.17242709212649832,0.9623920234095724,19,17,38.79193612880863,38.79193612880863,-0.2365790706989054,0.017556483842304082
9,-0.06009918358237428,0.3271344284791177,0.8542378033976035,19,23,46.310490936522875,46.310490936522875,-0.1564529404758162,0.009336002687090313
10,-0.04383153117852864,0.22318678895357674,0.8443053515850244,36,32,64.51287192482947,64.51287192482947,-0.05833577308707804,0.009349392186162937
11,0.006715985677691737,0.22965136488369098,0.9766697768906205,47,52,81.79534599391388,81.79534599391388,-0.08175107521558277,0.011308168975053726
12,-0.05691862903195672,0.21576058624005207,0.7919305116640489,47,52,90.40168804553713,90.40168804553713,-0.1663478468189455,0.003327153722143229
13,-0.32701573094289105,0.26474795491426545,0.2167574045353813,35,32,77.21735744656591,77.21735744656591,-0.17577881255185812,-2.08512913200524e-4
14,-0.47696878955912775,0.23310713839716793,0.04074304180335983,20,15,43.144173868444156,43.144173868444156,-0.11589878301381501,0.0037531964782537694
15,0.11764028038053387,0.1614117374396761,0.46611110159320135,18,37,69.48965813219651,69.48965813219651,-0.05351763630140916,0.006959060143899255
16,-0.007154126092153293,0.2604012828167942,0.9780821019953262,18,26,57.7144735311287,57.7144735311287,-0.08247162687349761,6.003397562162851e-4
17,-0.37568269903126283,0.1855690156365305,0.04291971412718532,36,49,105.10763328686558,105.10763328686558,-0.05235835297186657,-0.0022228555880748377
18,-0.2896416397923403,0.22530451102628288,0.19859794658599172,39,25,80.20986128719957,80.20986128719957,-0.07313240822475095,-0.0021188505264008862
19,-0.3374475298652453,0.2448154022046334,0.1680874120964861,83,77,155.84473777269548,155.84473777269548,0.06544156819691416,-0.003324716388856528
20,-0.47308564140941406,0.201586958342848,0.01893507103522903,62,65,143.20368502976487,143.20368502976487,0.2206883777357787,-0.006807362542058144
