point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef
1,-0.04382674587460858,0.11634965063749339,0.706410408906599,23,34,133.6236691184038,133.6236691184038,-0.07676587661302146,2.7901392896003904e-4
2,-0.08499720716425165,0.10416411978075835,0.41450405929979306,39,52,153.72302290798171,153.72302290798171,-0.09095220139253918,5.660233051143677e-4
3,-0.156678254851051,0.0652213446383794,0.016294377115615485,41,49,133.72750278044973,133.72750278044973,-0.07609759173295622,0.001562970802478972
4,-0.32956574203123584,0.057191067542667604,8.28580182560292e-9,51,75,154.16020785068199,154.16020785068199,-0.0547337013681543,5.190703875552895e-4
5,-0.2254661163907488,0.07284799167353677,0.0019679848590713894,25,41,107.39098984555845,107.39098984555845,-0.09095174646761309,-4.252998572174347e-4
6,-0.21736247897048003,0.08751739477501076,0.0130043963926411,11,21,73.35967193698974,73.35967193698974,-0.16612041188739335,8.17948518328118e-5
7,-0.38013785415285223,0.06315629094813915,1.7549548519157256e-9,26,40,108.34700510747693,108.34700510747693,-0.13786184299472734,-1.346071489241714e-4
8,-0.6177409787290176,0.1365994306975176,6.117683572890853e-6,33,29,105.82691529983173,105.82691529983173,-0.19014511037304527,-0.007136308667081632
9,-0.2806344164483658,0.20819898269844342,0.1776859011623915,41,46,126.91121939372215,126.91121939372215,-0.19000100651324847,-0.008047063843132606
10,0.6796898349220497,0.6669385255608645,0.30814639548522854,27,31,103.68988291125804,103.68988291125804,-0.2148323918936848,-0.005042763060321952
11,1.855722422638096,1.0053444631706632,0.06491292716573537,19,27,93.06071535706411,93.06071535706411,-0.20351997497182317,0.004615321061477938
12,1.1205590786335677,0.4491420206437518,0.012599686005483678,44,39,121.29691273716995,121.29691273716995,-0.24078066500244855,-0.002224798873600278
13,0.5641365376642267,0.28350192025988136,0.04660348109201245,81,56,149.15885699098834,149.15885699098834,-0.17537555707093946,1.0619875502081762e-4
14,0.039104257495802305,0.1594577214106415,0.8062762100662689,69,43,134.09222167084266,134.09222167084266,-0.15095041702696346,9.05594984095412e-4
15,-0.10031991879356866,0.13665031239969716,0.46286583209600757,100,42,151.23726608591818,151.23726608591818,-0.14233627130642887,0.001147592104145321
16,-0.1217458977830565,0.14124792486332408,0.3887257512139919,109,40,154.64136184769526,154.64136184769526,-0.14139517331547757,0.001447655500757583
17,-0.24642487265617385,0.1306240826709477,0.05922498986055451,94,44,144.1841405898829,144.1841405898829,-0.1467319949020161,8.178864641782482e-4
