point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef
1,-2.5797234940453384,0.939549390325402,0.006038141544749772,18,29,71.4280055815749,71.4280055815749,0.3961415951687084,-0.008179478608517903
2,-0.9980922498671932,0.2149674951651418,3.434005064430039e-6,31,100,171.40526529800613,171.40526529800613,-0.044534974992290116,-0.0051530320746712155
3,2.8118135387620957,4.6906464548105316,0.5488720582864999,3,5,30.05781762137589,30.05781762137589,0.4915179205897392,-0.004578625301528383
4,-0.2930595046233524,0.35036741309046554,0.40291032990789694,15,25,70.69604353953281,70.69604353953281,-0.056869163060690925,-5.085006980071487e-4
5,-1.6658233935405358,0.6016343786627136,0.005625795889326762,12,12,54.20473347212821,54.20473347212821,-0.11598768625653433,0.006189495272349719
6,0.48111892624503577,0.6294747233128163,0.44467770005052165,12,4,36.33695493221836,36.33695493221836,-0.19193574846324316,4.90255276812515e-4
7,-0.25716990765957415,0.6201240395039808,0.6783562567113968,12,6,34.74217787064661,34.74217787064661,-0.011418768572354798,-0.011598965498386817
8,0.03351266642482796,0.3397050779749983,0.9214143918283729,16,9,47.18769815775627,47.18769815775627,-0.09002479722599188,-0.004941803180547082
9,-0.07970147403170591,0.6441860991543285,0.901533571059979,4,6,28.40475501802246,28.40475501802246,-0.371216014019999,0.017216235348050397
10,1.2535388691392124,0.38874599189421605,0.0012616177535929006,23,18,57.68925365713892,57.68925365713892,-0.1269208201645178,0.008732874251178385
11,1.3087969540172613,0.42093011695778904,0.0018753279528731061,20,25,54.64914628056684,54.64914628056684,-0.1716237227278383,0.008195350567061065
12,1.0317842584427905,0.464963463229337,0.026482286523533866,25,22,57.603699943859056,57.603699943859056,-0.21233188360437003,0.0024208969091827188
13,1.4492010345956707e-4,0.3934354144275006,0.9997061029428328,16,15,50.23150509982094,50.23150509982094,-0.18083577953653657,-0.004050182274734327
14,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,-0.47692109426635115,0.32482904800552276,0.14204398057466944,12,22,63.39600820410796,63.39600820410796,-0.08865496700449003,8.716436757081393e-4
16,-0.44905245664290094,0.8753007535501138,0.6079328041129812,10,10,41.78402507607857,41.78402507607857,-0.03661326506320117,0.00675230260046674
17,-1.119159163936335,0.4928410981662889,0.023157171209833793,21,25,74.48220791767102,74.48220791767102,-0.055169827666766744,-0.0021361247036631955
18,-1.5489455440606648,0.503294579341138,0.0020866625983807447,30,16,80.38333673925445,80.38333673925445,-0.06700469423836175,-0.0016912016662784931
19,-3.506100059527998,1.223650235178351,0.0041664118624848,22,20,62.49787808625442,62.49787808625442,-0.07355754411268023,-1.8484368340732082e-5
20,-0.5706938689205538,0.5483294842667837,0.2979746942007583,35,61,114.1481714619439,114.1481714619439,0.16559902233367949,-0.0064876415315634085
