spec,bw_method,kernel,exclude_ohio_virginia,year,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,ph_coef,pc_black_coef
1,mserd,triangular,TRUE,1880,-0.023146197174364502,0.1360303697140454,0.8648885316432111,246,240,89.04497973036702,89.04497973036702,NA,NA,NA,NA
2,mserd,triangular,TRUE,1880,-0.010117537456959433,0.13151282569485223,0.9386776845085553,254,250,92.76253655706986,92.76253655706986,0.007054254903182223,-0.036717924786078555,-5.462112943110092e-4,NA
3,mserd,triangular,TRUE,1880,0.04797010504059289,0.2932479532554285,0.870060166463205,168,164,81.70682413631953,81.70682413631953,0.009705137952639099,-0.04451979518725037,-4.274204623957653e-4,NA
4,mserd,triangular,TRUE,1880,-0.12433457679978789,0.13958624406100653,0.3730704934433669,235,229,85.07995782860279,85.07995782860279,0.01988388136604493,-0.013082374064076203,0.023383119226539288,-1.0025041179764923e-4
1,msetwo,triangular,TRUE,1880,-0.022557889389791086,0.12068961276665577,0.8517325376607312,364,259,96.20539305106087,137.26893801378563,NA,NA,NA,NA
2,msetwo,triangular,TRUE,1880,-0.03689452003559217,0.11750893018417988,0.7535422648542764,417,240,90.0135273383096,157.07806338248193,0.0010286623507021753,-0.06164673004691618,6.571837741767197e-5,NA
3,msetwo,triangular,TRUE,1880,0.14418002256032722,0.2692237729577961,0.5922767028397046,323,162,80.93022993981862,145.06947424992754,1.5542231000858706e-4,-0.07690641221955473,3.955872782520748e-4,NA
4,msetwo,triangular,TRUE,1880,-0.11182178082624535,0.12800510990057998,0.38235095045589135,307,239,87.36819513229867,114.98611852907479,0.016145471680048675,-0.031412657012953996,0.022324804298470922,2.2446688909201745e-4
1,msesum,triangular,TRUE,1880,-0.06961230991869183,0.09860523439868145,0.48020696689662057,467,432,175.6647601301842,175.6647601301842,NA,NA,NA,NA
2,msesum,triangular,TRUE,1880,0.018767887071708133,0.11608684998169579,0.8715648752249188,332,326,123.62427911858201,123.62427911858201,-5.559135683168136e-4,-0.050498750926562426,-3.509224975649355e-4,NA
3,msesum,triangular,TRUE,1880,0.08978437978405376,0.2578002930167007,0.7276366302263197,195,188,91.6880853510095,91.6880853510095,0.004253330714312404,-0.05506839018018865,-2.282636607769434e-4,NA
4,msesum,triangular,TRUE,1880,-0.09925609530733423,0.11346473043867648,0.3816964109116155,350,346,131.11501813648727,131.11501813648727,0.010643093591274449,-0.03197616878633736,0.020872833819849952,1.1812982065449902e-4
