point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef
1,-0.34433390765240385,0.16499808385641332,0.03689750014759336,59,98,150.98496759010467,150.98496759010467,0.15859754647281527,-0.004095092874501768
2,-0.38923373381059656,0.07330179187884037,1.0961523309317875e-7,41,89,134.5051585604851,134.5051585604851,-0.08588872911370993,-0.0010593435674843901
3,-0.24368004525983197,0.1340341849187775,0.06905740850532979,19,24,42.188476426930144,42.188476426930144,-0.11860760462686254,-0.002686597704696697
4,-0.02773930958009053,0.22299876448548597,0.9010047394075917,39,55,116.28846098909698,116.28846098909698,-0.11889944437360973,-0.0045107129094445995
5,-0.02830346253075881,0.32290171557513964,0.930152086299952,32,26,78.3900804610151,78.3900804610151,-0.23811600155016888,0.004548188072024482
6,0.07136088905875475,0.4419620559256954,0.8717280920284595,28,17,51.69519513701606,51.69519513701606,-0.35132444241901495,0.01095648188005187
7,-0.49728296568915115,0.13638716397088213,2.662372861493213e-4,30,22,57.32757063366294,57.32757063366294,-0.1841981998471019,0.003001542691810903
8,-0.39343090265497477,0.17608212419533764,0.02545937760046867,26,18,49.294261860052046,49.294261860052046,-0.3163590404374277,0.011560252469780236
9,-0.2705754042176559,0.20172448741999702,0.17981929027080415,25,27,53.4199882907813,53.4199882907813,-0.25599723797765855,0.008977488330405202
10,-0.06754453251782733,0.2106188965604593,0.7484411571669041,31,29,53.572475353425844,53.572475353425844,-0.08051229824198043,0.005986705156423149
11,0.2603107345306461,0.18713403359001254,0.16421360788897615,54,64,99.45855363729702,99.45855363729702,-0.0948222236638324,0.008415434295554868
12,0.329110538759524,0.1436491517900494,0.02195925408252016,73,85,137.85178044109756,137.85178044109756,-0.16050094534133627,0.0014019708134774714
13,0.050805846113467563,0.1932371779739297,0.7926125307715134,46,34,79.88411297962413,79.88411297962413,-0.1538412320629139,5.011116562626053e-4
14,-0.12974824018917475,0.13976066489920944,0.353220751379519,29,17,45.045792565110915,45.045792565110915,-0.10942412373698852,0.006801802583371317
15,0.07533287515587925,0.13606481802668657,0.5798154388104186,27,45,81.78124760098633,81.78124760098633,-0.07290299044181264,0.005078823106028919
16,0.015670747962366664,0.21097479691236504,0.9407893254490457,25,28,61.77488771019779,61.77488771019779,-0.07808350732382756,9.741891254115391e-6
17,-0.38858359537557197,0.17610287991874918,0.027344010100763285,46,56,122.39771983066201,122.39771983066201,-0.016889233398641255,-0.001487157016370003
18,-0.2634993677992362,0.27780917370812364,0.3428797963467524,47,26,85.24073430166077,85.24073430166077,-0.055233788267270434,-0.002093424033988006
19,-0.37362911771527124,0.2837966136384932,0.1879934246069299,52,56,98.85245972946404,98.85245972946404,-0.04096906276932394,-0.0016277005916015283
20,0.0543966493061154,0.20807572009169215,0.793763096878206,74,104,169.0589164237587,169.0589164237587,0.09073987650341739,-0.003735059730021157
