point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,ph_coef
1,-0.6271989247241277,0.1783739291378099,4.377663185949032e-4,11,15,104.41972484292086,104.41972484292086,0.05114371508636971,0.2737750764077546,0.001998395303108753
2,-0.28558639306800104,0.2162653045887984,0.18665570391283945,12,15,88.39052435657214,88.39052435657214,0.08643313139757665,0.11468519300488292,5.158099399073873e-4
3,-0.39101475767800903,0.1866778444139967,0.03620687750238069,24,27,110.00656306277524,110.00656306277524,0.07923539291496484,0.05956776182584763,-0.0031350983354824975
4,-0.7957494267321542,0.16443298141366752,1.3026176189139396e-6,35,52,145.5140133644812,145.5140133644812,0.0317846614874321,-0.007019504399357002,-0.003397358715905131
5,-0.993915009808554,0.12396652593302984,1.0782426918214047e-15,20,40,120.96975016480152,120.96975016480152,-0.014648336067011034,-0.0984489874920721,-0.0033994171908047254
6,-0.94157786651781,0.16065635692359725,4.605891592431141e-9,32,74,154.2671832140647,154.2671832140647,0.021958528775758712,-0.11153901293377064,-0.0032810175083518014
7,-0.8460742218687427,0.14845772560390907,1.204472851967236e-8,45,81,171.9811534059235,171.9811534059235,0.06693188715123208,-0.1308278355095339,-0.001909521182478351
8,-0.48888590979204083,0.3069420740019431,0.1112134187413701,21,22,108.24427975515565,108.24427975515565,0.035305217244685494,-0.07756985328339704,-0.002405962808746283
9,-0.2517910126652715,0.37664279544215706,0.5038054959697242,13,16,94.22043120389058,94.22043120389058,-0.002134525885931656,-0.08856250413497586,-0.0036724654488073235
10,-0.225305829250588,0.33119309157534604,0.4963237586660552,10,17,89.00841979091176,89.00841979091176,0.10551634957989123,-0.023527564867468247,0.004536354762618315
11,0.15685739528200382,0.7702210178799352,0.8386251048535602,7,13,78.47689461348635,78.47689461348635,0.1407799901947743,0.19365866039378188,0.0030694597617244145
12,-0.14797193827740354,0.5355143118245724,0.7823042697984284,12,8,80.32208374124947,80.32208374124947,0.1423501932251591,0.10016197733034385,-0.0010745802650943695
13,-0.915042809200742,0.5974457733315038,0.12562329572486428,10,11,83.10949528081876,83.10949528081876,0.13745939562300086,0.08015471278858216,0.0019644982324850675
14,-0.545943780727316,0.5516019584975754,0.32230010305895096,18,13,91.7749150503049,91.7749150503049,0.03703867060763802,-0.11867283132063987,0.0031294778664196395
15,0.6389986084313649,0.4396454924542827,0.14610146074344676,36,10,104.75587311627481,104.75587311627481,-0.05418219996741901,-0.16853808854070232,0.0023706778908194172
16,0.6821263278521903,0.34682293665047886,0.04920794326946597,44,10,110.82300279358762,110.82300279358762,-0.01887895446000729,-0.12408019977318299,0.0032392485149742474
17,0.09469723180084999,0.3247100326499224,0.770564719574702,49,18,119.29885777151472,119.29885777151472,0.06025660793928781,-0.16147186033340494,0.00959249744820122
18,-0.04932513984703914,0.25108744272063505,0.8442610447121747,50,27,125.18938961457341,125.18938961457341,0.07682658572530046,-0.17477021294608125,0.010645324850598228
19,-0.5971703707134985,0.20570638972206634,0.003695795504419921,30,27,108.86654537223153,108.86654537223153,0.13476756358132913,-0.16275755807287115,0.013694504875334211
20,-0.617889245329986,0.25268612969055276,0.014473828420336527,27,41,119.23694064989631,119.23694064989631,0.1273761942306461,-0.10804710786990859,0.012309638690469643
21,-0.6019304913431476,0.21625056563734263,0.005377813012657633,42,49,128.86217404819058,128.86217404819058,0.11384434913525303,-0.11679503925872103,0.010609368756939123
22,0.5262226066706706,0.7578203104368695,0.4874378607364137,7,8,61.09707304701806,61.09707304701806,0.09670830709817692,-0.025961374673396098,-9.826202704021694e-4
23,-0.9778205161806949,0.923115028623181,0.2894805524135023,9,7,61.535811424075106,61.535811424075106,-0.1905137463694621,-0.3736031924294861,0.005334473667474557
24,-0.911441253078356,1.214082272504698,0.4528185019087048,18,16,82.41527261017308,82.41527261017308,0.22583830859410703,0.01435916493704699,0.008505310610678569
25,-0.3874282794853299,0.5528675325192427,0.48345187062815886,32,14,85.39325909954222,85.39325909954222,0.2837495450195075,-0.0034897794712934332,0.007992040529579332
26,0.3646624278149705,0.17799766904413472,0.04049222700942898,20,15,78.06376346270258,78.06376346270258,0.1402645834321528,-0.07048269713463975,0.0023866450221195247
27,0.9118586086056474,0.12373532421449293,1.7136120801572145e-13,50,52,123.11014411997255,123.11014411997255,0.07977007937626449,-0.12936682921130388,0.0024305998529766592
28,0.20396356784202235,0.3422813836392795,0.5512457586939692,27,37,96.76156028834353,96.76156028834353,0.09650770004655587,-0.10018502850610897,7.265049292386125e-4
29,0.8935948214212213,0.15870243563982428,1.7955171653925958e-8,84,133,183.92856884140633,183.92856884140633,0.024288538342946843,-0.12905558026079306,0.001227851487377888
30,0.21376701725829583,0.16994459150911784,0.2084412992639008,130,132,202.91459574638446,202.91459574638446,0.03388525310986353,-0.13597581776112797,0.001208158174910704
31,-0.6277601287972779,0.2802590384722431,0.025095583331885343,75,51,142.45833781892853,142.45833781892853,0.0745802272767345,-0.14384823567386532,-0.0015811411174826498
32,-1.023462392036481,0.4657277136247585,0.027980813652080785,50,25,114.618014209059,114.618014209059,0.03471748782527276,-0.15224386668255535,-0.0021793939605433566
33,-0.7660020492921991,0.31635437118188076,0.015463331841025564,71,21,126.9863672265197,126.9863672265197,0.04641221127679948,-0.14914479458309476,-7.565142706891098e-5
34,-0.9495970576196093,0.3291714169358018,0.003916497173738326,69,37,139.09065975577235,139.09065975577235,-0.003918673830826461,-0.15313991484209996,-6.693018705516583e-4
35,-0.8419169224178678,0.2949833473141248,0.004315666354115624,61,31,134.5174252925374,134.5174252925374,-0.009769446138200244,-0.14506586778799624,-5.692046971617604e-4
36,-1.006866073139018,0.23160501194033467,1.3779760060152995e-5,70,58,158.84472374649587,158.84472374649587,-0.008000876610054948,-0.1408498158143101,-3.440611973095542e-4
37,-0.9919648016455935,0.24377426625135618,4.7176037644126725e-5,101,81,189.59000308182118,189.59000308182118,0.008067152175261931,-0.14418211658471447,-6.221876460713017e-5
38,-1.0469442619976372,0.24270599036114457,1.605943739853372e-5,64,75,176.70881572760308,176.70881572760308,0.01758471505118401,-0.1276038520838616,-1.630097681417414e-4
39,-0.5187864654279082,0.3000284032980155,0.08378681360553074,42,76,168.07334127652027,168.07334127652027,0.038359481965827905,-0.0734967955104048,-4.7026583173776556e-5
40,1.0657200310196064,0.4589380006237233,0.02022519411640615,25,71,159.6760320766612,159.6760320766612,0.07012531078404204,-0.01819402284800803,6.077368557915407e-4
