point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,ph_coef
41,-0.7435449848616823,0.28647477073804806,0.009445367407469443,45,68,161.62540348394705,161.62540348394705,0.04115953350575019,-0.09640036968178159,-1.0309324451435392e-4
42,-1.2631710708378072,0.42783429142166873,0.003152351579850283,45,43,141.84735889674684,141.84735889674684,0.07739367536103754,-0.11408596783150016,6.742543433768504e-5
43,-1.9825037006991988,0.5019163816883017,7.819414401584854e-5,42,25,123.90584563662976,123.90584563662976,0.14173428277730865,-0.0318747017673609,8.669630170874982e-5
44,-2.265319002335056,0.5351002846927957,2.3013584915433964e-5,31,14,100.98660988588709,100.98660988588709,0.19198487549498355,-0.06698427033700705,0.0011370758553283806
45,-0.738703409188545,0.3540839229614553,0.03695705077209787,58,33,141.5412903367675,141.5412903367675,0.06890493889894966,-0.09083866934252205,-3.5978055319624974e-4
46,0.10290071809923212,0.40801444051774866,0.8008874703174702,57,45,147.85194526696236,147.85194526696236,0.05846696819991355,-0.08532659724500874,-5.362944371610293e-4
47,0.7012257722166488,0.41827882943792405,0.0936490393258058,61,62,165.30089449145035,165.30089449145035,0.12381705272909656,-0.016138459402034788,-0.002314142020090851
48,0.24620622532930903,0.36146031720605565,0.49578090498658295,58,71,183.98282134912014,183.98282134912014,0.1451347092689924,-0.02942083110883903,-0.003642415520076766
49,0.20536420076930312,0.4240692726565759,0.6281939725489808,63,65,183.73276145438317,183.73276145438317,0.15548724150892795,-0.03754890082318629,-0.0038189977285882177
50,0.12364962205518207,0.5531806830451976,0.823127054881197,71,55,189.8365641631073,189.8365641631073,0.1692699370980543,-0.01991448139269697,-0.004599960919536659
