point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,ph_coef,pc_enslaved_coef
1,0.19253422071804366,0.2320436809174753,0.40668995123255824,22,34,133.84851366232795,133.84851366232795,-0.11972836874648862,-0.22717741543668316,-0.0037313797253505066,0.06805382278827855
2,0.07811035039395359,0.19964150100812497,0.6956101833727446,28,36,124.92363756723543,124.92363756723543,0.024469821128803672,-0.024189281846530727,-0.0039004884790543,0.045204653939242355
3,-0.10252727724561841,0.1085512407126742,0.3449112356347699,38,47,128.99843006456504,128.99843006456504,0.08674452125125244,0.122424036777565,-0.0040959003611032545,0.01493170287229547
4,-0.6033177619396727,0.1140910648139905,1.2363603393896416e-7,36,43,117.00239192361363,117.00239192361363,0.04120581824998284,0.06829866313314481,-0.005412471630743445,-0.004595432981724934
5,-0.4851777280948639,0.1509058841639415,0.0013039842552391846,29,46,114.70970180321117,114.70970180321117,0.03274136854053411,-0.007646429290314194,-0.0069985479444779975,-9.453533205599426e-4
6,-0.543565317710767,0.17654101964640906,0.0020771438095075704,54,107,172.44579821645354,172.44579821645354,0.05752135613913597,-0.08852967944572014,-0.005401214402644397,0.003354664006561585
7,-0.5332741649760255,0.15249669240492883,4.706001214295246e-4,55,86,161.160928452582,161.160928452582,0.07734692031572654,-0.09858295317243479,-0.004696184838617408,0.00301447655414247
8,-0.468682891605724,0.13806092407258652,6.869025862118318e-4,75,97,178.60095245906146,178.60095245906146,0.09006491018431503,-0.07517507399305048,-0.0030968258876095684,0.0030922227081654416
9,0.15046405470612326,0.1948242084070988,0.43993275788981145,81,111,185.2820705403279,185.2820705403279,0.1155332584653502,-0.04910181356669388,-1.7737444580968962e-4,-0.003260758557639104
10,-0.05568278063689745,0.24652523711212848,0.8213021359968083,111,123,202.46826667490393,202.46826667490393,0.10585000915497861,-0.042799266997817595,-5.046203542281359e-5,0.00854431082823167
11,0.0621204199017302,0.3021962357091071,0.8371321395100284,97,104,187.83936632943062,187.83936632943062,0.10274670169381084,-0.04615026479773599,5.0085017095019254e-5,0.01354930685310677
12,-0.20038065601376323,0.24538709126175584,0.4141627457302023,90,71,168.38896721100735,168.38896721100735,0.10728876355200251,-0.02230882051412933,1.990585939565118e-4,0.023576176067970737
13,-0.4693743432207686,0.17279927437384568,0.006601644402756471,83,63,159.65376086977915,159.65376086977915,0.10319647040839512,0.002376431175818792,5.383362108922396e-4,0.03336241103784828
14,-0.541672777585094,0.14832698028400898,2.6032449114883995e-4,77,49,146.35658334882237,146.35658334882237,0.09448950644845015,0.0037795188901545915,9.130517813349158e-4,0.0339568609473473
15,-0.32743769073807444,0.17548070394322524,0.06204878286089013,83,35,143.1492294078946,143.1492294078946,0.05935058975933474,-0.020819629964114225,0.001232922223482273,0.030277428417830595
16,-0.06851900843415165,0.13996358421229105,0.6244531954948276,78,33,134.20730575062984,134.20730575062984,0.03981717897540287,-0.03923348490061665,0.0022103989447411687,0.03136196183879174
17,0.06261083943869228,0.10607391670199372,0.5550185678117894,61,33,118.80890113917613,118.80890113917613,0.046905258624702136,-0.043258104881614176,0.0010104269363403243,0.031531044143348806
18,-0.026441886346078358,0.08834293280775264,0.7647038436765047,63,43,124.96339067031909,124.96339067031909,0.046393167955749014,-0.048327994904455523,1.6305001362651667e-4,0.030496722081812287
19,-0.08650639779310787,0.1276339845690764,0.4979179720957276,53,50,120.98497221456688,120.98497221456688,0.06577235862600539,-0.04906836453903684,4.1926283974700294e-4,0.026174840091140256
20,-0.2834240491577222,0.17005843226318004,0.0955885096467789,42,58,118.81315821627354,118.81315821627354,0.07951057194707162,-0.035622372284874665,0.002845273684468264,0.022872488871264363
21,-0.5523339548418716,0.13172634641436765,2.7523982502090506e-5,18,24,75.985234096269,75.985234096269,0.0758617943406526,-0.01927785451795636,0.0031879920718306883,0.016076610494831778
22,-0.5318186401889087,0.13759815274827428,1.1108331258584388e-4,86,79,145.37580097046416,145.37580097046416,0.11198679839386474,-0.019634345813222945,0.0036483820989085224,0.027604682563310168
23,-0.6160746633626455,0.23768302049669734,0.009541945157876075,75,54,125.3422856609618,125.3422856609618,0.13793568885728208,-0.018616983290614994,0.003913571352228233,0.027277471676723293
24,-0.5421568099670262,0.3201800135563168,0.09040075908605223,86,76,140.01815867644123,140.01815867644123,0.16344859250225313,0.013572813593168545,0.003421105676908984,0.025163229508462087
25,-0.6995899921094132,0.2781830387519032,0.011908136514572412,86,57,127.74239277087133,127.74239277087133,0.20623766896830356,0.004127627009075999,0.0027571204893716,0.022163791007497057
26,-0.4002649917778093,0.17965165792039173,0.025880107465773895,96,94,152.6419351978716,152.6419351978716,0.14980329263050413,-0.004149140955755082,0.001476849173438206,0.02243907000455745
27,-0.4324523370320468,0.1345625380017244,0.0013100697478957424,128,157,193.79408848530292,193.79408848530292,0.09396036167917092,-0.025251472741814343,4.7381908107332654e-4,0.026762239356907903
28,-0.35839928836609225,0.15494868941635573,0.020721585407914297,129,176,201.38970126410695,201.38970126410695,0.05002556713457369,-0.04358921023177641,5.595611337313314e-4,0.027463411530391293
29,-0.5217750504057521,0.13641088890715733,1.3075885549716277e-4,93,138,171.59355117043702,171.59355117043702,0.034768792297249246,-0.05188518756259493,-5.242169627070363e-4,0.02892047141345807
30,-0.8748852222235303,0.1539332280607193,1.3193703831341272e-8,117,116,175.6467610614199,175.6467610614199,0.05168622035193457,-0.06467204033168315,-9.974224153342878e-4,0.02571550141343322
31,-0.6453307666154027,0.16299940991996026,7.523311449600468e-5,84,59,136.08638803339616,136.08638803339616,0.06414730209946831,-0.08414342254893498,-0.0032421010143249343,0.02289865277112843
32,-0.807071703561001,0.22574362187381844,3.500011144856217e-4,70,44,122.43648895855976,122.43648895855976,0.014833454998159593,-0.10725066837026791,-0.0027233009877419903,0.02457342126807696
33,-0.7256195381474991,0.21440748710490318,7.135964736382424e-4,80,32,126.6265291630955,126.6265291630955,-0.008787909846633218,-0.12237613864333519,-6.344488627566801e-4,0.031239034429379767
34,-0.8672661677647252,0.14652168349415975,3.238468700718732e-9,103,62,150.8657216607091,150.8657216607091,-0.03335261521857477,-0.12699696444305428,-0.0012998799858163453,0.025208188330282155
35,-0.7459310786394628,0.1475027960692922,4.257604046290252e-7,92,60,150.1983636344509,150.1983636344509,-0.037444434038631624,-0.12861468829108166,-0.0012803116925287602,0.02562486784722967
36,-0.7180879608267647,0.1470483617726239,1.043008614248383e-6,100,87,170.37748971418938,170.37748971418938,-0.0044890326954577665,-0.11493561694492291,-7.425437676558822e-4,0.022685955149700565
37,-0.6481878335441786,0.16457070407701582,8.193839285266946e-5,96,91,173.58283632473672,173.58283632473672,0.04402822165145402,-0.1017582705210123,-6.50070961275161e-5,0.025808342835366423
38,-0.3202995400331655,0.17507174051707328,0.0673197889274868,73,94,172.6251887850021,172.6251887850021,0.052195263852319825,-0.0898820505113402,-7.423320120035723e-5,0.0364947453430212
39,0.1473303000991502,0.12006517427251437,0.21979025150144152,60,100,175.95095107180902,175.95095107180902,0.04352415828887511,-0.056338283537533035,-2.6646835316408344e-4,0.05572097816151472
40,0.47650317728918834,0.1276492970353409,1.8928118419852e-4,40,88,163.4292715008803,163.4292715008803,0.059670491386850336,-0.018469978558449562,3.67051180344256e-6,0.06147114746640173
41,-0.06295136925892303,0.13803383596596286,0.6483486144774466,68,98,175.21067252222483,175.21067252222483,0.05342766598815435,-0.07138697064413538,-2.9690240346735093e-4,0.03549726582073627
42,-0.40992878604798233,0.16957946751911138,0.015635024873337542,71,75,158.10151886761062,158.10151886761062,0.0979913988718517,-0.0819267880527946,-1.7665313143529237e-4,0.01200413141769609
43,-0.6463803031703698,0.22320720520369197,0.003781022318844135,61,45,136.10563105745257,136.10563105745257,0.13109347074203315,-0.05326876682368521,-2.680265419183811e-4,-0.0037211657082626554
44,-0.5475441070035864,0.2537239629228631,0.03092544324837585,69,48,143.01610967305885,143.01610967305885,0.10813915564619639,-0.07694170179176374,-1.1877091392396399e-4,-0.00833895536922806
45,-0.15020219194316142,0.21868575611098517,0.49218336642787525,112,84,183.30831076752747,183.30831076752747,0.08932441853311882,-0.050510336095151556,-0.0010001921523679369,-0.00802898314904343
46,-0.07247331967647033,0.20779718078258955,0.7272623597832986,87,78,175.31307146660663,175.31307146660663,0.089240517071491,-0.03731899487049262,-0.0013519394605989187,-0.005908939495909492
47,0.02634449787285367,0.2532180445668452,0.917138569032963,53,61,143.80286979586901,143.80286979586901,0.10832857306465267,-0.016845655059130556,-0.002383563010782913,0.0034262574388157505
48,-0.1621155057240076,0.26565104903855075,0.5416913434732,61,82,177.49545369676446,177.49545369676446,0.1302995947210547,0.0015846647247397332,-0.003955437665697659,0.002031665967875018
