point_id,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,ph_coef,pc_enslaved_coef
1,1.3476745510387513,0.47757260900128023,0.004773619424642345,15,24,128.64403281935859,128.64403281935859,-0.1921611095191504,-0.18745645954359108,-0.002667518445696484,0.0680692315415251
2,0.7295700462161745,0.29423913287219267,0.013156156911626833,17,24,113.306862638106,113.306862638106,-0.008861189843692635,-0.0055126306041666795,-0.0028744118234274203,0.05730222657535416
3,0.6381371565384544,0.32598691188735646,0.05028230710716245,19,25,105.18028400255015,105.18028400255015,0.1195177039303391,0.19592839312418975,-0.003498452778066883,0.027153381378124
4,-1.0424760364517267,0.2721612995576336,1.2795538125932513e-4,25,31,116.60247518927453,116.60247518927453,0.05023529532155162,0.05377911682727429,-0.005359274977999192,-0.009910931621555232
5,-1.130402290814755,0.1933313606243482,5.006135770420342e-9,39,82,164.3961588296804,164.3961588296804,0.008900673275227332,-0.0947129245455024,-0.004579163936701033,0.0036244954082240467
6,-1.1004907489399547,0.2740792796405734,5.938839980629361e-5,42,106,184.00429994575364,184.00429994575364,0.0384499950500905,-0.09094879744674761,-0.0045714894597754146,0.009597066215443168
7,-1.109424195223407,0.2525647765876516,1.1198644042752531e-5,47,85,174.04875558373786,174.04875558373786,0.044762331922945806,-0.1193988502117798,-0.0029127109572761782,0.013167283393175556
8,-0.7878972332266321,0.23600544696599154,8.424096098523715e-4,41,53,148.99818061811754,148.99818061811754,0.08084359106400642,-0.07073252590668377,7.324464556900267e-4,0.013199955017605288
9,-0.4360352824361837,0.2558001499911425,0.08827025757518517,27,33,124.15579099790003,124.15579099790003,0.08010514995148471,-0.06878336590219014,0.0034142919796322953,0.010791996577437329
10,-0.3825483285673251,0.2668608826376344,0.15171151750176362,27,33,122.4893620858094,122.4893620858094,0.07861548351895623,-0.04206748300446718,0.002902343619104734,0.016509398060960884
11,0.046814086773994124,0.316868501916479,0.882548126214354,17,27,108.77490758649405,108.77490758649405,0.09035931991117421,-0.005655167105571998,0.00417669108787021,0.01732394685346622
12,-1.1455910430857452,0.3933796752877959,0.0035891977275073466,21,17,103.74043525996983,103.74043525996983,0.10275063159879358,0.12115560755204074,4.049793377814201e-4,0.029170462850378637
13,-1.5441080525650865,0.3001410793193018,2.680806850112056e-7,24,20,111.8864716277081,111.8864716277081,0.09694569529235639,0.0492976295297435,0.0023419972543851676,0.05245268694179653
14,-0.957049057680459,0.22438001322115317,1.9962984028409917e-5,39,22,121.69763285402992,121.69763285402992,0.042573806771261914,-0.07497110036397499,0.0028262580033832996,0.044259280253666315
15,-0.1363438244461344,0.257248788047959,0.596106629944505,52,15,124.38183366715093,124.38183366715093,-0.00676901275331504,-0.14392196425051418,0.003186626606746991,0.034325357705523384
16,0.13451181684237257,0.23215968803164733,0.56232368133309385,52,14,124.53739883165835,124.53739883165835,0.005309901560600225,-0.11914897160987922,0.003291295765674553,0.03275678648615603
17,0.07327572509735769,0.14165805688233055,0.6049664020877215,48,17,118.41350672403328,118.41350672403328,0.03466587278787574,-0.10042830683100216,0.002024440967610583,0.03218376667386724
18,-0.04759810556243971,0.11999861667109052,0.6916215548593903,47,27,123.89915009799671,123.89915009799671,0.029431771667027755,-0.11747158373772831,0.0013594464489423055,0.032709694480387214
19,0.012311577808106933,0.13169861863068158,0.9255198796605583,35,31,118.47818106279645,118.47818106279645,0.05480952275823188,-0.104896154352909,0.0013775224308449994,0.0284685791277819
20,-0.14504780142690205,0.11319267073268124,0.20004478951498963,51,55,144.92747021733055,144.92747021733055,0.07021850108818736,-0.04355430895565577,0.002055679377174722,0.031099486778885136
21,-0.18944587899144638,0.14008052477582963,0.17624515883366734,16,25,87.76923190554977,87.76923190554977,0.09775675896327517,-0.02977586889952724,0.00537047548829124,0.030266338563989047
22,-0.05963814581672608,0.29272318586584406,0.838560089045373,29,27,99.89759137291313,99.89759137291313,0.08647828131975735,-0.02748268966588427,0.005454164168198558,0.04206279998078264
23,-0.09793764145394779,0.4916786886010948,0.8421138614652821,29,17,90.40277384995431,90.40277384995431,0.05965796131195995,-0.041541054817191676,0.0035560392747466738,0.046023126980905486
24,-0.5164355917315061,0.2401738060350295,0.03153483108134642,39,31,104.92641805614039,104.92641805614039,0.10426332013587125,-0.020727000827278044,0.004741428717883146,0.03688523944123295
25,-0.7955959231453315,0.28415579741546093,0.00511250683852822,31,14,82.44208063216094,82.44208063216094,0.17508760754884417,0.0077361004130251515,0.004355507431043042,0.0306949470896763
26,-0.6175264022950913,0.1136553945689911,5.531433249312202e-8,77,77,154.2914952453457,154.2914952453457,0.10739582310858344,-0.029174716926405025,0.0025682519201039875,0.03559498250384996
27,-0.5496073837876485,0.1159256135459091,2.1262926051450066e-6,81,107,172.15446692245948,172.15446692245948,0.08160990928690136,-0.04115099497431199,0.0018754279435565188,0.035531971927059404
28,-0.48945917785280635,0.18158238125174375,0.007027858265711777,67,110,167.7029452844585,167.7029452844585,0.05455983935213619,-0.046267212876345304,0.0021135404152827393,0.036897437972572444
29,-0.7501044664319166,0.18363497103695473,4.412272600850279e-5,52,94,153.6937995153293,153.6937995153293,0.0438533180982121,-0.0431414900354386,0.0011050875568763229,0.04004361698562574
30,-1.366616989857312,0.15130635098855333,1.6837895644267982e-19,60,64,142.76620581302728,142.76620581302728,0.06943622946804306,-0.053562067143215375,-8.978789189243498e-4,0.03626625126194953
31,-1.0225508957363687,0.2244437780949635,5.21534707894662e-6,48,32,119.61375962092671,119.61375962092671,0.058730211968014485,-0.07818141891089364,-0.002536528740054874,0.03341720824736358
32,-1.3934025972226858,0.2910528624118287,1.6890926055857805e-6,32,22,105.0419391538651,105.0419391538651,0.016049114352661056,-0.086799400666692,-0.002428983029112339,0.03873495990188591
33,-0.4338796143635207,0.33649270999664793,0.19725295440942683,47,14,111.03642013637591,111.03642013637591,-0.023957250668709823,-0.08537337686641733,-5.548074148721638e-4,0.0529493591262612
34,-0.6873265910595076,0.18602233743913305,2.2000752333884018e-4,41,24,117.26313926623563,117.26313926623563,-0.024583048323506856,-0.08316453626027498,-8.229018139232312e-4,0.05405744254256694
35,-0.4236254285857358,0.23559727375305245,0.07216252701365819,37,20,109.62124863250789,109.62124863250789,-0.027494375322959286,-0.0913231298983307,-0.0011080254681168113,0.05872031731360017
36,-0.8447324756708318,0.1833315088176823,4.0719148457917415e-6,53,50,149.02439627328522,149.02439627328522,0.022466930830672596,-0.09151630495937138,-7.875508202333302e-5,0.0476094026238026
37,-0.7461382875547229,0.16452503462580176,5.757486777314316e-6,75,70,173.9281832744029,173.9281832744029,0.03597700099010884,-0.0994972932376754,6.216538036156943e-5,0.03693498330278438
38,-0.5956544889608014,0.25743559457418996,0.02067869319631071,53,71,167.1040766147003,167.1040766147003,0.03827152920395667,-0.0881885638370275,-6.917380125011634e-5,0.0435188150635316
39,0.6005091104090222,0.5970779496134095,0.3145374865095305,29,61,150.8239304532783,150.8239304532783,0.05846399308081477,-0.04753472285093873,3.323359739044034e-4,0.0675169311909477
40,0.8398178366802622,1.0757610935818738,0.4349947371428233,20,64,150.85833169753195,150.85833169753195,0.07849112621258844,-0.02207829631662551,9.419307500402553e-4,0.01817871255501822
41,0.2352893423317639,0.48459780332074104,0.6272966751807831,31,57,143.8445068801998,143.8445068801998,0.060385843461082445,-0.06081314643512084,1.2436184047615005e-4,0.0676298907364533
42,-0.2916295752709495,0.39333429266239295,0.45843317526324107,38,33,128.68812550914114,128.68812550914114,0.07973344716379412,-0.07735372644484137,3.190353332553316e-5,0.037908420847763455
43,-1.0178674593588881,0.5530661602417272,0.06570834033762286,33,14,110.86925041146422,110.86925041146422,0.11792855134292522,-0.042710949393914566,1.9149106567546232e-4,0.010003179202703896
44,-2.076896912233505,0.48705960010207816,2.0066144253609218e-5,28,13,100.01149045851707,100.01149045851707,0.18567609505120397,-0.07480153632295508,0.0012886826144823703,0.0010248716814512324
45,-0.9997373158757323,0.33017246167098674,0.002462395254864259,46,26,132.60350701651393,132.60350701651393,0.09795240384760567,-0.09731389475896643,-2.1590163862213554e-5,-0.0020268602651696173
46,-0.42476128415354486,0.26931114230221753,0.11474630964920887,52,45,150.3751637415412,150.3751637415412,0.0824409996779725,-0.06858382527459493,-6.608454191244424e-4,0.0019824580397154665
47,-0.3213794069484891,0.4011478251920523,0.4230450630727356,36,44,133.7618895695019,133.7618895695019,0.10924739766100518,-0.06755181443164078,-0.0012631324691764483,0.011916883279843103
48,-0.3226220761139418,0.46082714459464913,0.483868931729409,53,69,182.56878901136136,182.56878901136136,0.1365217729433886,-0.03986332946323546,-0.0035071735684365332,0.004759506713844572
49,-0.652344196674095,0.42221977862306986,0.12233787733503736,81,89,224.309896311437,224.309896311437,0.11916115396513706,-0.011126164018658796,-0.0033099950132495655,-0.005091260139082867
50,-0.11011006622140956,0.6833009539128789,0.8719797356017024,76,58,200.83631180280466,200.83631180280466,0.14286973507147327,-0.011727411861429808,-0.0047305230954003494,-0.0017751435194216262
