GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AJR001,AJU001,AJU002,AJU003,AJV001,AJV002
"G2100410","1870","Kentucky","210","Carroll","0410","Carroll","51","410",6189,46838,25974,3918,1806127,57954
"G2100430","1870","Kentucky","210","Carter","0430","Carter","51","430",7509,40056,0,0,587800,28104
"G2100450","1870","Kentucky","210","Casey","0450","Casey","51","450",8884,61042,123095,7203,1197906,53996
"G2100470","1870","Kentucky","210","Christian","0470","Christian","51","470",23227,140349,142883,12367,5528778,222009
"G2100490","1870","Kentucky","210","Clark","0490","Clark","51","490",10882,118684,20686,2247,7292615,90946
"G2100510","1870","Kentucky","210","Clay","0510","Clay","51","510",8297,33488,2685,211222,635570,22237
"G2100530","1870","Kentucky","210","Clinton","0530","Clinton","51","530",6497,41063,60938,684,595028,32583
"G2100550","1870","Kentucky","210","Crittenden","0550","Crittenden","51","550",9381,64604,50173,65652,1295646,74762
"G2100570","1870","Kentucky","210","Cumberland","0570","Cumberland","51","570",7690,40781,67525,8,939691,46761
"G2100590","1870","Kentucky","210","Daviess","0590","Daviess","51","590",20714,115001,107226,593,4816889,188044
"G2100610","1870","Kentucky","210","Edmonson","0610","Edmonson","51","610",4459,29079,71365,100,450117,29115
"G2100630","1870","Kentucky","210","Elliott","0630","Elliott","51","630",4433,25387,95590,0,327361,10407
"G2100650","1870","Kentucky","210","Estill","0650","Estill","51","650",9198,47048,103609,0,1298846,30485
"G2100670","1870","Kentucky","210","Fayette","0670","Fayette","51","670",26656,125246,35747,1002,15234120,150588
"G2100690","1870","Kentucky","210","Fleming","0690","Fleming","51","690",13398,119414,51403,12935,3842873,115624
"G2100710","1870","Kentucky","210","Floyd","0710","Floyd","51","710",7877,27958,196116,252,712547,14023
"G2100730","1870","Kentucky","210","Franklin","0730","Franklin","51","730",15300,62205,32176,1395,2651192,68543
"G2100750","1870","Kentucky","210","Fulton","0750","Fulton","51","750",6161,31365,47489,0,1994154,51694
"G2100770","1870","Kentucky","210","Gallatin","0770","Gallatin","51","770",5074,45266,11836,0,2046600,47215
"G2100790","1870","Kentucky","210","Garrard","0790","Garrard","51","790",10376,91014,16956,2832,3777902,70977
"G2100810","1870","Kentucky","210","Grant","0810","Grant","51","810",9529,80440,39886,0,3562505,72394
"G2100830","1870","Kentucky","210","Graves","0830","Graves","51","830",19398,104725,146430,7633,3168722,149559
"G2100850","1870","Kentucky","210","Grayson","0850","Grayson","51","850",11580,80414,157942,15252,1182435,83930
"G2100870","1870","Kentucky","210","Green","0870","Green","51","870",9379,68323,70278,731,958818,58444
"G2100890","1870","Kentucky","210","Greenup","0890","Greenup","51","890",11463,19893,25334,3997,1078840,32941
"G2100910","1870","Kentucky","210","Hancock","0910","Hancock","51","910",6591,47131,3422,52982,1310317,64265
"G2100930","1870","Kentucky","210","Hardin","0930","Hardin","51","930",15705,125178,126410,8159,2453229,120473
"G2100950","1870","Kentucky","210","Harlan","0950","Harlan","51","950",4415,23527,28251,175101,398583,6317
"G2100970","1870","Kentucky","210","Harrison","0970","Harrison","51","970",12993,117186,36314,5606,4755752,116822
"G2100990","1870","Kentucky","210","Hart","0990","Hart","51","990",13687,81249,107009,4997,1766083,96437
"G2101010","1870","Kentucky","210","Henderson","1010","Henderson","51","1010",18457,101706,114083,4332,3322516,115702
"G2101030","1870","Kentucky","210","Henry","1030","Henry","51","1030",11066,99747,39614,57,4279326,123018
"G2101050","1870","Kentucky","210","Hickman","1050","Hickman","51","1050",8453,35006,712,61893,1178430,44523
"G2101070","1870","Kentucky","210","Hopkins","1070","Hopkins","51","1070",13827,85955,120435,9998,1052974,83020
"G2101090","1870","Kentucky","210","Jackson","1090","Jackson","51","1090",4547,20610,88352,0,305815,9825
"G2101110","1870","Kentucky","210","Jefferson","1110","Jefferson","51","1110",118953,152494,46135,5993,17253896,134386
"G2101130","1870","Kentucky","210","Jessamine","1130","Jessamine","51","1130",8638,70201,6118,0,3518055,75276
"G2101150","1870","Kentucky","210","Johnson","1150","Johnson","51","1150",7494,32020,167111,275,590875,14922
"G2101155","1870","Kentucky","210","Josh Bell","1155","Josh Bell","51","130",3731,18344,102798,0,261366,6586
"G2101170","1870","Kentucky","210","Kenton","1170","Kenton","51","1170",36096,66742,20415,288,6294885,120482
"G2101210","1870","Kentucky","210","Knox","1210","Knox","51","1210",8294,43663,12815,283486,716351,30084
"G2101230","1870","Kentucky","210","Larue","1230","Larue","51","1230",8235,66144,82061,2800,1744462,77033
"G2101250","1870","Kentucky","210","Laurel","1250","Laurel","51","1250",6016,42470,113259,4481,561226,11637
"G2101270","1870","Kentucky","210","Lawrence","1270","Lawrence","51","1270",8497,32863,160385,450,592678,15624
"G2101290","1870","Kentucky","210","Lee","1290","Lee","51","1290",3055,10637,67916,121,235380,7412
"G2101330","1870","Kentucky","210","Letcher","1330","Letcher","51","1330",4608,19579,173014,846,278019,7312
"G2101350","1870","Kentucky","210","Lewis","1350","Lewis","51","1350",9115,34336,57063,0,699396,30299
"G2101370","1870","Kentucky","210","Lincoln","1370","Lincoln","51","1370",10947,73460,25981,31752,4002549,91866
"G2101390","1870","Kentucky","210","Livingston","1390","Livingston","51","1390",8200,40912,83514,758,826057,53757
"G2101410","1870","Kentucky","210","Logan","1410","Logan","51","1410",20429,139036,127589,200,6084554,223286
"G2101430","1870","Kentucky","210","Lyon","1430","Lyon","51","1430",6233,32475,52512,0,316605,22199
"G2101450","1870","Kentucky","210","McCracken","1450","Mccracken","51","1450",13988,40593,47134,4189,1643148,71513
"G2101490","1870","Kentucky","210","McLean","1490","Mclean","51","1490",7614,42640,54052,4131,1214143,65287
"G2101510","1870","Kentucky","210","Madison","1510","Madison","51","1510",19543,224377,48755,12477,8981032,127988
"G2101530","1870","Kentucky","210","Magoffin","1530","Magoffin","51","1530",4684,24664,206036,0,493366,9567
"G2101550","1870","Kentucky","210","Marion","1550","Marion","51","1550",12838,106575,59494,2399,3530976,93077
"G2101570","1870","Kentucky","210","Marshall","1570","Marshall","51","1570",9455,59134,112658,890,1193005,64734
"G2101610","1870","Kentucky","210","Mason","1610","Mason","51","1610",18126,119021,10894,25,5897634,140033
"G2101630","1870","Kentucky","210","Meade","1630","Meade","51","1630",9485,77652,92109,1349,1906109,90541
"G2101650","1870","Kentucky","210","Menifee","1650","Menifee","51","1650",1986,9760,71110,1545,191120,5724
"G2101670","1870","Kentucky","210","Mercer","1670","Mercer","51","1670",13144,94842,19698,14510,4022762,101171
"G2101690","1870","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",7934,47776,73489,3537,916599,54092
"G2101710","1870","Kentucky","210","Monroe","1710","Monroe","51","1710",9231,68685,95967,543,720680,52854
"G2101730","1870","Kentucky","210","Montgomery","1730","Montgomery","51","1730",7557,83606,13576,363,5038849,51968
"G2101750","1870","Kentucky","210","Morgan","1750","Morgan","51","1750",5975,37827,179977,0,624545,22891
"G2101770","1870","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",12638,76983,146605,10539,1645030,104459
"G2101790","1870","Kentucky","210","Nelson","1790","Nelson","51","1790",14804,126556,92692,13514,5246296,143308
"G2101810","1870","Kentucky","210","Nicholas","1810","Nicholas","51","1810",9129,88314,25399,2275,3593935,100324
"G2101830","1870","Kentucky","210","Ohio","1830","Ohio","51","1830",15561,114749,178606,2976,2185083,144399
"G2101850","1870","Kentucky","210","Oldham","1850","Oldham","51","1850",9027,86605,32107,52,4919320,135102
"G2101870","1870","Kentucky","210","Owen","1870","Owen","51","1870",14309,127320,83728,0,4034405,111243
"G2101890","1870","Kentucky","210","Owsley","1890","Owsley","51","1890",3889,23366,4583,97058,417133,16415
"G2101910","1870","Kentucky","210","Pendleton","1910","Pendleton","51","1910",14030,82724,46740,768,2602376,90450
"G2101930","1870","Kentucky","210","Perry","1930","Perry","51","1930",4274,17537,183920,0,271803,5098
"G2101950","1870","Kentucky","210","Pike","1950","Pike","51","1950",9562,30816,400945,0,854777,16861
"G2101970","1870","Kentucky","210","Powell","1970","Powell","51","1970",2599,11544,26126,1596,306560,10572
"G2101990","1870","Kentucky","210","Pulaski","1990","Pulaski","51","1990",17670,128307,216879,6212,1773628,94223
"G2102010","1870","Kentucky","210","Robertson","2010","Robertson","51","2010",5399,35555,19220,0,1115462,42419
"G2102030","1870","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",7145,46115,95708,6325,725857,28327
"G2102050","1870","Kentucky","210","Rowan","2050","Rowan","51","2050",2991,19474,56111,500,329165,11533
"G2102070","1870","Kentucky","210","Russell","2070","Russell","51","2070",5809,40329,69802,0,531009,38503
"G2102090","1870","Kentucky","210","Scott","2090","Scott","51","2090",11607,100484,28263,0,5342521,71111
"G2102110","1870","Kentucky","210","Shelby","2110","Shelby","51","2110",15733,164879,58266,3093,10023460,187998
"G2102130","1870","Kentucky","210","Simpson","2130","Simpson","51","2130",9573,69004,45152,5150,2800058,99940
"G2102150","1870","Kentucky","210","Spencer","2150","Spencer","51","2150",5956,74992,37259,9286,2963479,82051
"G2102170","1870","Kentucky","210","Taylor","2170","Taylor","51","2170",8226,67974,70011,4553,1309712,59737
"G2102190","1870","Kentucky","210","Todd","2190","Todd","51","2190",12612,94144,89765,180,7923969,122670
"G2102210","1870","Kentucky","210","Trigg","2210","Trigg","51","2210",13686,86664,120588,1326,1880044,98470
"G2102230","1870","Kentucky","210","Trimble","2230","Trimble","51","2230",5577,35856,29104,0,1191509,43494
"G2102250","1870","Kentucky","210","Union","2250","Union","51","2250",13640,72621,61340,212,2852215,98600
"G2102270","1870","Kentucky","210","Warren","2270","Warren","51","2270",21742,134874,110046,1346,5991918,136465
"G2102290","1870","Kentucky","210","Washington","2290","Washington","51","2290",12464,130480,53649,1389,4349657,107493
"G2102310","1870","Kentucky","210","Wayne","2310","Wayne","51","2310",10602,94380,191328,25601,1198460,64110
"G2102330","1870","Kentucky","210","Webster","2330","Webster","51","2330",10937,66344,92390,4600,1075452,54253
"G2102350","1870","Kentucky","210","Whitley","2350","Whitley","51","2350",8278,58464,189898,3750,685940,21924
"G2102370","1870","Kentucky","210","Wolfe","2370","Wolfe","51","2370",3603,20862,93338,0,354100,10106
"G2102390","1870","Kentucky","210","Woodford","2390","Woodford","51","2390",8240,67118,16235,399,5698160,88285
"G2200050","1870","Louisiana","220","Ascension","0050","Ascension","45","50",11577,40091,40718,0,1475633,364005
"G2200070","1870","Louisiana","220","Assumption","0070","Assumption","45","70",13234,39895,52854,1490,1953395,476426
"G2200090","1870","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",12926,38525,67952,17328,1525955,120780
"G2200130","1870","Louisiana","220","Bienville","0130","Bienville","45","130",10636,59449,180274,2764,442648,33724
"G2200150","1870","Louisiana","220","Bossier","0150","Bossier","45","150",12675,60381,114579,17671,1633983,81073
"G2200170","1870","Louisiana","220","Caddo","0170","Caddo","45","170",21714,75813,86647,38827,1911256,177895
"G2200190","1870","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",6733,4719,9247,2669,83800,0
"G2200210","1870","Louisiana","220","Caldwell","0210","Caldwell","45","210",4820,16146,61295,90,260275,12766
"G2200230","1870","Louisiana","220","Cameron","0230","Cameron","45","230",1591,2808,8538,510,68055,1750
"G2200235","1870","Louisiana","220","Carroll","0235","Carroll","45","235",10110,44448,71815,15268,2376630,21594
"G2200250","1870","Louisiana","220","Catahoula","0250","Catahoula","45","250",8475,46509,128772,6056,1009831,48487
"G2200270","1870","Louisiana","220","Claiborne","0270","Claiborne","45","270",20240,130186,323256,1540,1494346,98033
"G2200290","1870","Louisiana","220","Concordia","0290","Concordia","45","290",9977,87275,137663,0,3168500,80175
"G2200310","1870","Louisiana","220","De Soto","0310","De Soto","45","310",14962,110132,206445,40,1190596,99525
"G2200330","1870","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",17816,50355,100084,4110,1719591,150278
"G2200370","1870","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",13499,73545,84765,23705,886420,11257
"G2200410","1870","Louisiana","220","Franklin","0410","Franklin","45","410",5078,11994,43586,16529,396594,22335
"G2200430","1870","Louisiana","220","Grant","0430","Grant","45","430",4517,28135,36409,2755,464444,22182
"G2200450","1870","Louisiana","220","Iberia","0450","Iberia","45","450",9042,19244,25324,36208,1429025,111191
"G2200470","1870","Louisiana","220","Iberville","0470","Iberville","45","470",12347,32812,40755,103315,1334675,393117
"G2200490","1870","Louisiana","220","Jackson","0490","Jackson","45","490",7646,41094,143105,4579,225414,50788
"G2200510","1870","Louisiana","220","Jefferson","0510","Jefferson","45","510",17767,17806,12434,46757,1333700,255526
"G2200550","1870","Louisiana","220","Lafayette","0550","Lafayette","45","550",10388,58105,11732,44342,1118526,89094
"G2200570","1870","Louisiana","220","Lafourche","0570","Lafourche","45","570",14719,32820,60390,20145,1998950,306349
"G2200630","1870","Louisiana","220","Livingston","0630","Livingston","45","630",4026,10465,72342,30621,200629,4316
"G2200650","1870","Louisiana","220","Madison","0650","Madison","45","650",8600,42284,39695,6035,1757403,122021
"G2200670","1870","Louisiana","220","Morehouse","0670","Morehouse","45","670",9387,35734,82559,10422,1011421,59159
"G2200690","1870","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",18265,81782,187107,13726,1939575,61820
"G2200710","1870","Louisiana","220","Orleans","0710","Orleans","45","710",191418,4603,3120,6725,859012,51110
"G2200730","1870","Louisiana","220","Ouachita","0730","Ouachita","45","730",11582,40571,70880,414,1588070,77113
"G2200750","1870","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",10552,36777,15813,81963,3808300,56783
"G2200770","1870","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",12981,38166,48556,37078,1611037,547842
"G2200790","1870","Louisiana","220","Rapides","0790","Rapides","45","790",18015,63265,145912,16989,1580915,395403
"G2200830","1870","Louisiana","220","Richland","0830","Richland","45","830",5110,16932,66026,360,523947,39105
"G2200850","1870","Louisiana","220","Sabine","0850","Sabine","45","850",6456,16576,51214,449,223805,18931
"G2200870","1870","Louisiana","220","St Bernard","0870","St Bernard","45","870",3553,7648,10591,12568,438700,44670
"G2200890","1870","Louisiana","220","St Charles","0890","St Charles","45","890",4867,15330,16734,5934,920800,129780
"G2200910","1870","Louisiana","220","St Helena","0910","St Helena","45","910",5423,33673,115810,1610,373708,800
"G2200930","1870","Louisiana","220","St James","0930","St James","45","930",10152,26513,59762,17989,2097131,392550
"G2200950","1870","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",6762,19880,23274,8585,1621127,332382
"G2200970","1870","Louisiana","220","St Landry","0970","St Landry","45","970",25553,80452,141449,90877,2258502,240755
"G2200990","1870","Louisiana","220","St Martin","0990","St Martin","45","990",9370,33776,32646,37887,1621150,90290
"G2201010","1870","Louisiana","220","St Mary","1010","St Mary","45","1010",13860,43564,61890,24008,4710540,362814
"G2201030","1870","Louisiana","220","St Tammany","1030","St Tammany","45","1030",5586,1978,22083,0,38900,1711
"G2201050","1870","Louisiana","220","Tangipahoa","1050","Tangipahoa","45","1050",7928,16708,90769,2183,520181,3195
"G2201070","1870","Louisiana","220","Tensas","1070","Tensas","45","1070",12419,77724,132721,23632,3223840,210790
"G2201090","1870","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",12451,36693,64913,28885,2742325,555215
"G2201110","1870","Louisiana","220","Union","1110","Union","45","1110",11685,47230,165616,27757,550311,63577
"G2201130","1870","Louisiana","220","Vermilion","1130","Vermillion","45","1130",4528,11524,3758,44042,278975,22510
"G2201170","1870","Louisiana","220","Washington","1170","Washington","45","1170",3330,11140,71404,531,63908,3070
