GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AWS001,AWT001,AWU001,AWW001,AWW002,AWW003,AWW004
"G3300070","1900","New Hampshire","330","Coos","0070","Coos","4","70",29468,329066,124786,2484490,2180300,393380,1048992
"G3300090","1900","New Hampshire","330","Grafton","0090","Grafton","4","90",40844,619988,222367,4565100,4426570,797980,1832960
"G3300110","1900","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",112640,454214,145000,5700580,5405960,761180,1493008
"G3300130","1900","New Hampshire","330","Merrimack","0130","Merrimack","4","130",52430,476794,125588,4771850,4346470,657020,1314613
"G3300150","1900","New Hampshire","330","Rockingham","0150","Rockingham","4","150",51118,331450,102058,5632800,6211580,772390,1236791
"G3300170","1900","New Hampshire","330","Strafford","0170","Strafford","4","170",39337,197089,65305,2488290,2568910,348730,617692
"G3300190","1900","New Hampshire","330","Sullivan","0190","Sullivan","4","190",18009,262324,62722,1732430,1760980,311390,722637
"G3400010","1900","New Jersey","340","Atlantic","0010","Atlantic","12","10",46402,64419,32954,1611560,1124220,144270,211215
"G3400030","1900","New Jersey","340","Bergen","0030","Bergen","12","30",78441,75760,46776,8243180,4838960,524380,682267
"G3400050","1900","New Jersey","340","Burlington","0050","Burlington","12","50",58241,343096,190871,6474010,5845790,899120,1863961
"G3400070","1900","New Jersey","340","Camden","0070","Camden","12","70",107643,76535,55370,3873320,2258700,332920,513482
"G3400090","1900","New Jersey","340","Cape May","0090","Cape May","12","90",13201,54366,24387,784450,631520,92300,183087
"G3400110","1900","New Jersey","340","Cumberland","0110","Cumberland","12","110",51193,143994,101830,3864940,2798520,381280,745304
"G3400130","1900","New Jersey","340","Essex","0130","Essex","12","130",359053,31169,18975,6978660,2678460,288150,501304
"G3400150","1900","New Jersey","340","Gloucester","0150","Gloucester","12","150",31905,148590,117554,4429080,3449850,565360,901566
"G3400170","1900","New Jersey","340","Hudson","0170","Hudson","12","170",386048,2820,1928,2901700,915250,175550,158783
"G3400190","1900","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",34507,248733,208986,4313850,4908570,757990,1749002
"G3400210","1900","New Jersey","340","Mercer","0210","Mercer","12","210",95365,132726,108747,4518210,3641700,582070,1044667
"G3400230","1900","New Jersey","340","Middlesex","0230","Middlesex","12","230",79762,129317,96782,4631230,3519430,511910,750229
"G3400250","1900","New Jersey","340","Monmouth","0250","Monmouth","12","250",82057,197481,155716,8508590,6101810,851050,1449793
"G3400270","1900","New Jersey","340","Morris","0270","Morris","12","270",65156,206759,118212,7477170,6483820,631020,987558
"G3400290","1900","New Jersey","340","Ocean","0290","Ocean","12","290",19747,84856,40141,1501760,1189980,139380,266382
"G3400310","1900","New Jersey","340","Passaic","0310","Passaic","12","310",155202,69820,28721,2976860,1908610,180160,361578
"G3400330","1900","New Jersey","340","Salem","0330","Salem","12","330",25530,175202,135727,4636570,3509700,501780,1216613
"G3400350","1900","New Jersey","340","Somerset","0350","Somerset","12","350",32948,167663,140436,5108230,5073840,644880,1259840
"G3400370","1900","New Jersey","340","Sussex","0370","Sussex","12","370",24134,256896,178431,3661480,3172640,393010,1406100
"G3400390","1900","New Jersey","340","Union","0390","Union","12","390",99353,29076,20483,3179870,1904850,266880,312932
"G3400410","1900","New Jersey","340","Warren","0410","Warren","12","410",37781,201688,154015,3686210,3273860,466570,1046957
"G3550035","1900","New Mexico Territory","355","Bernalillo","0035","Bernalillo","66","10",28630,103554,18737,931630,257470,84280,1375816
"G3550055","1900","New Mexico Territory","355","Chaves","0055","Chaves","66","50",4773,135696,19068,1700357,220810,66310,3584514
"G3550075","1900","New Mexico Territory","355","Colfax","0075","Colfax","66","70",10150,1203949,37893,2191821,229349,62370,1680171
"G3550115","1900","New Mexico Territory","355","Dona Ana","0115","Dona Ana","66","130",10187,44720,21870,774105,211507,54530,522639
"G3550135","1900","New Mexico Territory","355","Eddy","0135","Eddy","66","150",3229,289339,8676,710260,77990,25880,2370277
"G3550155","1900","New Mexico Territory","355","Grant","0155","Grant","66","170",12883,95645,14903,1207175,207610,88680,3547701
"G3550175","1900","New Mexico Territory","355","Guadalupe","0175","Guadalupe","66","190",5429,64184,3711,208980,94400,43450,1896213
"G3550195","1900","New Mexico Territory","355","Lincoln","0195","Lincoln","66","270",4953,59792,7100,400810,90440,22690,885438
"G3550255","1900","New Mexico Territory","355","Mora","0255","Mora","66","330",10304,262219,35163,1168125,253585,90390,1068767
"G3550275","1900","New Mexico Territory","355","Otero","0275","Otero","66","350",4791,27289,3639,228650,57220,15960,246544
"G3550315","1900","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba","66","390",13777,74223,18152,584240,154850,70760,1756481
"G3550375","1900","New Mexico Territory","355","San Juan","0375","San Juan","66","450",4828,48486,16157,668810,167470,63540,382341
"G3550395","1900","New Mexico Territory","355","San Miguel","0395","San Miguel","66","470",22053,1004467,23531,1746393,252017,89610,2212611
"G3550435","1900","New Mexico Territory","355","Santa Fe","0435","Santa Fe","66","490",14658,658930,13610,1679024,498183,56250,548557
"G3550455","1900","New Mexico Territory","355","Sierra","0455","Sierra","66","510",3158,462151,8036,612430,59220,24040,1132892
"G3550475","1900","New Mexico Territory","355","Socorro","0475","Socorro","66","530",12195,166795,17728,701805,226330,76710,2597826
"G3550495","1900","New Mexico Territory","355","Taos","0495","Taos","66","550",10889,47136,13839,259214,106894,48960,477081
"G3550535","1900","New Mexico Territory","355","Union","0535","Union","66","570",4528,254161,9652,675330,214680,52190,3721412
"G3550555","1900","New Mexico Territory","355","Valencia","0555","Valencia","66","610",13895,65929,11973,524690,171950,60770,1415683
"G3559015","1900","New Mexico Territory","355","Jicarilla Apache Indian Reservation","9015","Jicarilla Apache Indian Reservation","66","8010",0,6008,1695,60080,0,6950,11802
"G3559035","1900","New Mexico Territory","355","Pueblo Indian Reservation","9035","Pueblo Indian Reservation","66","8020",0,51838,17373,246250,13130,47290,194597
"G3559055","1900","New Mexico Territory","355","Zuni Indian Reservation","9055","Zuni Indian Reservation","66","8030",0,4367,4367,43530,0,0,98037
"G3600010","1900","New York","360","Albany","0010","Albany","13","10",165571,298656,245969,6782350,6428530,1080910,1575077
"G3600030","1900","New York","360","Allegany","0030","Allegany","13","30",41501,593888,408252,10631560,5612520,1182640,2991954
"G3600070","1900","New York","360","Broome","0070","Broome","13","70",69149,417022,308758,7375650,4883280,784340,2116021
"G3600090","1900","New York","360","Cattaraugus","0090","Cattaraugus","13","90",65643,672561,417123,11675400,6237990,1226200,3721058
"G3600110","1900","New York","360","Cayuga","0110","Cayuga","13","110",66234,413924,341950,10757040,7671590,1394080,2649102
"G3600130","1900","New York","360","Chautauqua","0130","Chautauqua","13","130",88314,614303,434246,16470490,8869090,1563600,3934751
"G3600150","1900","New York","360","Chemung","0150","Chemung","13","150",54063,233976,176328,5487560,3119540,551460,1093174
"G3600170","1900","New York","360","Chenango","0170","Chenango","13","170",36568,543884,398503,7829260,5551300,959160,3198673
"G3600190","1900","New York","360","Clinton","0190","Clinton","13","190",47430,435825,214929,6081670,3508290,700590,1764482
"G3600210","1900","New York","360","Columbia","0210","Columbia","13","210",43211,375904,301103,6450670,5847010,955180,1810089
"G3600230","1900","New York","360","Cortland","0230","Cortland","13","230",27576,303254,232647,5228270,3235980,656070,1889571
"G3600250","1900","New York","360","Delaware","0250","Delaware","13","250",46413,795997,502036,9349570,7437090,1147460,4123897
"G3600270","1900","New York","360","Dutchess","0270","Dutchess","13","270",81670,466453,348495,10399650,10316300,1380880,2927062
"G3600290","1900","New York","360","Erie","0290","Erie","13","290",433686,571084,428024,34212480,11026460,2247420,4111360
"G3600310","1900","New York","360","Essex","0310","Essex","13","310",30707,401912,152255,3571120,2673670,441560,1195881
"G3600330","1900","New York","360","Franklin","0330","Franklin","13","330",42853,429452,201981,6473470,3789840,692920,1957296
"G3600350","1900","New York","360","Fulton","0350","Fulton","13","350",42842,208687,115213,2603800,2066850,331420,832680
"G3600370","1900","New York","360","Genesee","0370","Genesee","13","370",34561,294316,242307,9438320,5217350,897270,1745779
"G3600390","1900","New York","360","Greene","0390","Greene","13","390",31478,337909,215694,4862580,4419130,718290,1316125
"G3600410","1900","New York","360","Hamilton","0410","Hamilton","13","410",4947,63832,22917,338460,337420,63990,160408
"G3600430","1900","New York","360","Herkimer","0430","Herkimer","13","430",51049,383180,272158,6873680,4879640,810320,2477406
"G3600450","1900","New York","360","Jefferson","0450","Jefferson","13","450",76748,745093,526288,16945020,8839550,1481840,4166325
"G3600470","1900","New York","360","Kings","0470","Kings","13","470",1166582,6480,5989,8966760,1185150,338620,213693
"G3600490","1900","New York","360","Lewis","0490","Lewis","13","490",27427,494165,272866,6455090,3748190,702640,2160460
"G3600510","1900","New York","360","Livingston","0510","Livingston","13","510",37059,373660,301860,12851960,5516100,1078260,2282382
"G3600530","1900","New York","360","Madison","0530","Madison","13","530",40545,388866,299251,6754610,5462560,940600,2523252
"G3600550","1900","New York","360","Monroe","0550","Monroe","13","550",217854,381941,339870,23724770,11597480,1894660,2823543
"G3600570","1900","New York","360","Montgomery","0570","Montgomery","13","570",47488,236934,202394,5941600,4608840,769990,1608651
"G3600590","1900","New York","360","Nassau","0590","Nassau","13","590",55448,88452,69357,10972640,5746490,906010,988288
"G3600610","1900","New York","360","New York","0610","New York","13","610",2050600,3461,2599,7064600,688650,96130,110824
"G3600630","1900","New York","360","Niagara","0630","Niagara","13","630",74961,305456,279807,13959900,6636980,786065,2089585
"G3600650","1900","New York","360","Oneida","0650","Oneida","13","650",132800,657748,447359,12560500,8687940,1435730,3987463
"G3600670","1900","New York","360","Onondaga","0670","Onondaga","13","670",168735,453934,383621,16474420,10149940,1679100,3430038
"G3600690","1900","New York","360","Ontario","0690","Ontario","13","690",49605,405003,318948,12670520,7990530,744055,2321845
"G3600710","1900","New York","360","Orange","0710","Orange","13","710",103859,402519,284093,10426180,9462550,1180400,3486031
"G3600730","1900","New York","360","Orleans","0730","Orleans","13","730",30164,237600,205279,8315300,4833770,935270,1507141
"G3600750","1900","New York","360","Oswego","0750","Oswego","13","750",70881,492935,319431,9482900,6062710,1167000,2875538
"G3600770","1900","New York","360","Otsego","0770","Otsego","13","770",48939,612224,470787,9487540,7350970,1223000,3414454
"G3600790","1900","New York","360","Putnam","0790","Putnam","13","790",13787,133899,70263,3763920,2895990,273300,793584
"G3600810","1900","New York","360","Queens","0810","Queens","13","810",152999,25649,21865,11827740,2918020,754540,550660
"G3600830","1900","New York","360","Rensselaer","0830","Rensselaer","13","830",121697,365007,256584,6122330,6266440,1048920,1852146
"G3600850","1900","New York","360","Richmond","0850","Richmond","13","850",67021,11724,8048,3228000,767800,253670,140902
"G3600870","1900","New York","360","Rockland","0870","Rockland","13","870",38298,62050,32649,2764650,2274090,223810,366633
"G3600890","1900","New York","360","St Lawrence","0890","St Lawrence","13","890",89083,1068798,550010,18732620,10082490,1743080,5952795
"G3600910","1900","New York","360","Saratoga","0910","Saratoga","13","910",61089,406079,271135,5335210,4943790,817530,1522720
"G3600930","1900","New York","360","Schenectady","0930","Schenectady","13","930",46852,119577,95396,2623370,2016150,377260,575180
"G3600950","1900","New York","360","Schoharie","0950","Schoharie","13","950",26854,367023,283225,5381490,4515620,789820,1774038
"G3600970","1900","New York","360","Schuyler","0970","Schuyler","13","970",15811,196718,158991,3964810,2903990,538950,969863
"G3600990","1900","New York","360","Seneca","0990","Seneca","13","990",28114,194591,169186,5454960,3778430,679290,1136267
"G3601010","1900","New York","360","Steuben","1010","Steuben","13","1010",82822,825334,610181,17863180,9303860,1942310,3661234
"G3601030","1900","New York","360","Suffolk","1030","Suffolk","13","1030",77582,276860,130144,12684600,8597670,943850,1462775
"G3601050","1900","New York","360","Sullivan","1050","Sullivan","13","1050",32306,478783,201032,4922860,5032350,743800,1775134
"G3601070","1900","New York","360","Tioga","1070","Tioga","13","1070",27951,305061,233907,4303630,3398560,621440,1520675
"G3601090","1900","New York","360","Tompkins","1090","Tompkins","13","1090",33830,285721,230543,5973890,4351570,820790,1589148
"G3601110","1900","New York","360","Ulster","1110","Ulster","13","1110",88422,522113,254310,7854510,7278590,1121880,2059818
"G3601130","1900","New York","360","Warren","1130","Warren","13","1130",29943,286945,127763,1829730,1578950,278520,654339
"G3601150","1900","New York","360","Washington","1150","Washington","13","1150",45624,454502,314993,6411260,5572510,880710,2099953
"G3601170","1900","New York","360","Wayne","1170","Wayne","13","1170",48660,363211,305299,12167630,7782750,1377090,2344327
"G3601190","1900","New York","360","Westchester","1190","Westchester","13","1190",184257,184512,124916,16884890,10606110,981070,1956578
"G3601210","1900","New York","360","Wyoming","1210","Wyoming","13","1210",30413,367894,270374,8608380,4626840,908550,2144329
"G3601230","1900","New York","360","Yates","1230","Yates","13","1230",20318,203568,168485,6523200,3770120,740690,1099258
"G3700010","1900","North Carolina","370","Alamance","0010","Alamance","47","10",25665,244178,97229,1449050,720330,133640,368947
"G3700030","1900","North Carolina","370","Alexander","0030","Alexander","47","30",10960,157619,65576,1071120,283760,67680,217936
"G3700050","1900","North Carolina","370","Alleghany","0050","Alleghany","47","50",7759,145200,84996,1416710,331250,70060,354335
"G3700070","1900","North Carolina","370","Anson","0070","Anson","47","70",21870,309986,116084,1515990,535870,119240,328026
"G3700090","1900","North Carolina","370","Ashe","0090","Ashe","47","90",19581,272137,154575,3021440,692240,100320,728767
"G3700130","1900","North Carolina","370","Beaufort","0130","Beaufort","47","130",26404,248104,65823,1273480,575930,86770,303765
"G3700150","1900","North Carolina","370","Bertie","0150","Bertie","47","150",20538,341428,109239,1153570,498400,102160,302510
"G3700170","1900","North Carolina","370","Bladen","0170","Bladen","47","170",17677,364103,68738,920720,402260,66270,247621
"G3700190","1900","North Carolina","370","Brunswick","0190","Brunswick","47","190",12657,252117,31243,500240,253160,45400,160076
"G3700210","1900","North Carolina","370","Buncombe","0210","Buncombe","47","210",44288,348644,142283,4234110,1608040,158970,626353
"G3700230","1900","North Carolina","370","Burke","0230","Burke","47","230",17699,222551,65700,1608920,429390,93800,304723
"G3700250","1900","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",22456,209125,98582,1815670,649360,133530,360883
"G3700270","1900","North Carolina","370","Caldwell","0270","Caldwell","47","270",15694,231497,71151,1756000,478750,96100,314926
"G3700290","1900","North Carolina","370","Camden","0290","Camden","47","290",5474,76549,44656,619360,232520,29480,121140
"G3700310","1900","North Carolina","370","Carteret","0310","Carteret","47","310",11811,74751,18626,314720,168050,20980,80522
"G3700330","1900","North Carolina","370","Caswell","0330","Caswell","47","330",15028,243737,113824,1162710,627230,87540,273406
"G3700350","1900","North Carolina","370","Catawba","0350","Catawba","47","350",22133,239824,116379,2053150,705440,168680,375660
"G3700370","1900","North Carolina","370","Chatham","0370","Chatham","47","370",23912,411084,132427,1640460,739700,149100,518091
"G3700390","1900","North Carolina","370","Cherokee","0390","Cherokee","47","390",11860,208359,41927,782540,210580,33870,236271
"G3700410","1900","North Carolina","370","Chowan","0410","Chowan","47","410",10258,72528,34972,493300,233800,40040,115405
"G3700430","1900","North Carolina","370","Clay","0430","Clay","47","430",4532,97462,23973,451300,123290,20840,136289
"G3700450","1900","North Carolina","370","Cleveland","0450","Cleveland","47","450",25078,258042,126058,2509240,919400,160270,433386
"G3700470","1900","North Carolina","370","Columbus","0470","Columbus","47","470",21274,360855,68471,1167150,492840,83370,290764
"G3700490","1900","North Carolina","370","Craven","0490","Craven","47","490",24160,211523,55986,1067810,343360,62150,205532
"G3700510","1900","North Carolina","370","Cumberland","0510","Cumberland","47","510",29249,362609,88461,1553310,589680,91710,335244
"G3700530","1900","North Carolina","370","Currituck","0530","Currituck","47","530",6529,89273,39063,620890,268980,31430,127730
"G3700550","1900","North Carolina","370","Dare","0550","Dare","47","550",4757,14937,2619,91210,81030,7850,22766
"G3700570","1900","North Carolina","370","Davidson","0570","Davidson","47","570",23403,329043,132761,2497260,959580,222050,509687
"G3700590","1900","North Carolina","370","Davie","0590","Davie","47","590",12115,149302,68650,1161480,377510,82630,248369
"G3700610","1900","North Carolina","370","Duplin","0610","Duplin","47","610",22405,389366,113365,1626390,731640,98790,353413
"G3700630","1900","North Carolina","370","Durham","0630","Durham","47","630",26233,148281,49303,1018230,423510,56690,189310
"G3700650","1900","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",26591,277376,139426,1895850,753200,122200,366098
"G3700670","1900","North Carolina","370","Forsyth","0670","Forsyth","47","670",35261,228432,101666,2240350,915010,169600,373052
"G3700690","1900","North Carolina","370","Franklin","0690","Franklin","47","690",25116,267530,117900,1553760,647660,111340,334002
"G3700710","1900","North Carolina","370","Gaston","0710","Gaston","47","710",27903,201963,88659,1994000,790380,117090,354982
"G3700730","1900","North Carolina","370","Gates","0730","Gates","47","730",10413,137494,53425,671740,411510,54440,193052
"G3700750","1900","North Carolina","370","Graham","0750","Graham","47","750",4343,103617,18360,272730,72620,13370,104591
"G3700770","1900","North Carolina","370","Granville","0770","Granville","47","770",23263,309216,118420,1585840,888420,106420,372185
"G3700790","1900","North Carolina","370","Greene","0790","Greene","47","790",12038,156362,87050,1355390,488420,83950,233196
"G3700810","1900","North Carolina","370","Guilford","0810","Guilford","47","810",39074,388940,149223,2693270,1169180,206280,571976
"G3700830","1900","North Carolina","370","Halifax","0830","Halifax","47","830",30793,380627,163951,2087450,708910,133720,460690
"G3700850","1900","North Carolina","370","Harnett","0850","Harnett","47","850",15988,230859,70179,1059090,399440,81540,279139
"G3700870","1900","North Carolina","370","Haywood","0870","Haywood","47","870",16222,251587,84541,1936850,627470,85750,443278
"G3700890","1900","North Carolina","370","Henderson","0890","Henderson","47","890",14104,165409,61670,1497350,486850,68760,260054
"G3700910","1900","North Carolina","370","Hertford","0910","Hertford","47","910",14294,181955,68324,1021430,509990,66320,215856
"G3700950","1900","North Carolina","370","Hyde","0950","Hyde","47","950",9278,92682,42677,1084230,342770,46990,130152
"G3700970","1900","North Carolina","370","Iredell","0970","Iredell","47","970",29064,353363,159174,2540840,907470,196970,571579
"G3700990","1900","North Carolina","370","Jackson","0990","Jackson","47","990",11853,211056,55773,888930,296910,42510,260162
"G3701010","1900","North Carolina","370","Johnston","1010","Johnston","47","1010",32250,371000,167339,2649970,1002280,177480,553708
"G3701030","1900","North Carolina","370","Jones","1030","Jones","47","1030",8226,191028,56122,733570,239960,54380,174828
"G3701070","1900","North Carolina","370","Lenoir","1070","Lenoir","47","1070",18639,215911,101996,1625520,618390,91150,291455
"G3701090","1900","North Carolina","370","Lincoln","1090","Lincoln","47","1090",15498,180482,84218,1489450,483880,106210,298884
"G3701110","1900","North Carolina","370","McDowell","1110","Mcdowell","47","1110",12567,189569,47420,1247160,275670,43420,212073
"G3701130","1900","North Carolina","370","Macon","1130","Macon","47","1130",12104,213637,55585,887910,317050,45410,269776
"G3701150","1900","North Carolina","370","Madison","1150","Madison","47","1150",20644,228718,100621,1577210,509090,61680,419048
"G3701170","1900","North Carolina","370","Martin","1170","Martin","47","1170",15383,201719,72643,894910,404400,66940,215929
"G3701190","1900","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",55268,315414,173204,4150720,1317490,232690,708286
"G3701210","1900","North Carolina","370","Mitchell","1210","Mitchell","47","1210",15221,178972,66562,1341650,409720,47020,323063
"G3701230","1900","North Carolina","370","Montgomery","1230","Montgomery","47","1230",14197,227844,51644,754480,303080,57500,196713
"G3701250","1900","North Carolina","370","Moore","1250","Moore","47","1250",23622,369007,83351,1351020,635310,106560,348105
"G3701270","1900","North Carolina","370","Nash","1270","Nash","47","1270",25478,308317,119988,1668770,691480,124460,364133
"G3701290","1900","North Carolina","370","New Hanover","1290","New Hanover","47","1290",25785,49581,9728,346530,138000,15650,49875
"G3701310","1900","North Carolina","370","Northampton","1310","Northampton","47","1310",21150,251867,126873,1237440,617150,109160,342970
"G3701330","1900","North Carolina","370","Onslow","1330","Onslow","47","1330",11940,263326,62864,698650,312910,45790,184825
"G3701350","1900","North Carolina","370","Orange","1350","Orange","47","1350",14690,214346,78539,959160,519680,77660,255727
"G3701370","1900","North Carolina","370","Pamlico","1370","Pamlico","47","1370",8045,78493,22333,386810,165560,26320,92906
"G3701390","1900","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",13660,80862,49094,706070,315540,55350,169951
"G3701410","1900","North Carolina","370","Pender","1410","Pender","47","1410",13381,295248,52090,939190,386060,59120,211674
"G3701430","1900","North Carolina","370","Perquimans","1430","Perquimans","47","1430",10091,96912,50524,781670,384150,54790,231058
"G3701450","1900","North Carolina","370","Person","1450","Person","47","1450",16685,228904,86119,967190,471610,70930,234336
"G3701470","1900","North Carolina","370","Pitt","1470","Pitt","47","1470",30889,355152,151847,2752200,954080,147230,481762
"G3701490","1900","North Carolina","370","Polk","1490","Polk","47","1490",7004,100499,30537,633820,191350,34170,131487
"G3701510","1900","North Carolina","370","Randolph","1510","Randolph","47","1510",28232,431754,140507,2252100,923100,231540,638418
"G3701530","1900","North Carolina","370","Richmond","1530","Richmond","47","1530",15855,180504,57593,803190,290110,68180,194518
"G3701550","1900","North Carolina","370","Robeson","1550","Robeson","47","1550",40371,498173,174801,3525900,1116980,190340,563616
"G3701570","1900","North Carolina","370","Rockingham","1570","Rockingham","47","1570",33163,336719,115874,2155400,863460,142710,425208
"G3701590","1900","North Carolina","370","Rowan","1590","Rowan","47","1590",31066,295184,132196,2248190,821690,200040,490008
"G3701610","1900","North Carolina","370","Rutherford","1610","Rutherford","47","1610",25101,274412,99511,1999060,596820,114720,381326
"G3701630","1900","North Carolina","370","Sampson","1630","Sampson","47","1630",26380,487864,148886,2200770,886580,146350,484794
"G3701650","1900","North Carolina","370","Scotland","1650","Scotland","47","1650",12553,127403,61442,1752380,417320,72030,175999
"G3701670","1900","North Carolina","370","Stanly","1670","Stanly","47","1670",15220,215018,85466,986280,421210,113900,290675
"G3701690","1900","North Carolina","370","Stokes","1690","Stokes","47","1690",19866,256521,88648,1754870,730920,114430,354590
"G3701710","1900","North Carolina","370","Surry","1710","Surry","47","1710",25515,291989,90467,1935840,737520,118870,375873
"G3701730","1900","North Carolina","370","Swain","1730","Swain","47","1730",8401,164439,27036,620480,176210,26310,156519
"G3701750","1900","North Carolina","370","Transylvania","1750","Transylvania","47","1750",6620,112731,29734,791320,240280,33030,156972
"G3701770","1900","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",4980,62260,19840,225710,125770,23100,68354
"G3701790","1900","North Carolina","370","Union","1790","Union","47","1790",27156,316097,149143,2057870,630400,180990,520553
"G3701810","1900","North Carolina","370","Vance","1810","Vance","47","1810",16684,149754,63613,888900,406070,56030,184319
"G3701830","1900","North Carolina","370","Wake","1830","Wake","47","1830",54626,476608,195548,3252640,1371130,218600,655241
"G3701850","1900","North Carolina","370","Warren","1850","Warren","47","1850",19151,214142,89638,1096210,491290,77330,251892
"G3701870","1900","North Carolina","370","Washington","1870","Washington","47","1870",10608,85891,36046,540770,269160,48800,115601
"G3701890","1900","North Carolina","370","Watauga","1890","Watauga","47","1890",13417,208559,88423,1829830,484070,66980,401127
"G3701910","1900","North Carolina","370","Wayne","1910","Wayne","47","1910",31356,337162,145199,2507520,860020,138020,394185
"G3701930","1900","North Carolina","370","Wilkes","1930","Wilkes","47","1930",26872,418393,132307,2197590,644390,116590,454070
"G3701950","1900","North Carolina","370","Wilson","1950","Wilson","47","1950",23596,212686,99762,1952600,619280,98910,332691
"G3701970","1900","North Carolina","370","Yadkin","1970","Yadkin","47","1970",14083,207294,77907,1533690,489860,98570,279750
"G3701990","1900","North Carolina","370","Yancey","1990","Yancey","47","1990",11464,158309,53120,1119030,319460,36500,281405
"G3800030","1900","North Dakota","380","Barnes","0030","Barnes","36","30",13159,740553,525320,9125050,1227770,670650,1569747
"G3800050","1900","North Dakota","380","Benson","0050","Benson","36","50",8320,374939,224127,3908780,617300,425950,911209
"G3800070","1900","North Dakota","380","Billings","0070","Billings","36","70",975,88156,22498,202600,117490,41940,1078290
"G3800090","1900","North Dakota","380","Bottineau","0090","Bottineau","36","90",7532,440792,194211,3291670,420750,358040,900918
"G3800150","1900","North Dakota","380","Burleigh","0150","Burleigh","36","150",6081,204749,81745,830180,170730,84370,693503
"G3800170","1900","North Dakota","380","Cass","0170","Cass","36","170",28625,1080650,977951,22551710,2832160,1309070,2566290
"G3800190","1900","North Dakota","380","Cavalier","0190","Cavalier","36","190",12580,595266,322399,5882090,807900,635050,1312717
"G3800210","1900","North Dakota","380","Dickey","0210","Dickey","36","210",6061,470810,249915,2542380,442680,212920,978833
"G3800270","1900","North Dakota","380","Eddy","0270","Eddy","36","270",3330,235517,146641,1955780,292600,192540,431063
"G3800290","1900","North Dakota","380","Emmons","0290","Emmons","36","290",4349,286542,103482,986900,234700,121420,1030080
"G3800310","1900","North Dakota","380","Foster","0310","Foster","36","310",3770,246952,165147,2839330,295090,249270,502302
"G3800350","1900","North Dakota","380","Grand Forks","0350","Grand Forks","36","350",24459,861872,749567,14983410,2141980,872400,2001454
"G3800390","1900","North Dakota","380","Griggs","0390","Griggs","36","390",4744,327947,219100,3449010,444350,311870,670629
"G3800430","1900","North Dakota","380","Kidder","0430","Kidder","36","430",1754,128731,48632,537190,136530,61590,598303
"G3800450","1900","North Dakota","380","LaMoure","0450","La Moure","36","450",6048,347861,213055,3128130,589050,410930,835265
"G3800470","1900","North Dakota","380","Logan","0470","Logan","36","470",1625,97518,31271,368700,72440,41760,544654
"G3800490","1900","North Dakota","380","McHenry","0490","Mchenry","36","490",5253,264969,92908,1871520,269190,180650,836937
"G3800510","1900","North Dakota","380","McIntosh","0510","Mcintosh","36","510",4818,275983,142728,1254010,270840,182790,609384
"G3800550","1900","North Dakota","380","McLean","0550","Mclean","36","550",4791,177589,65264,1201230,182320,143130,836764
"G3800570","1900","North Dakota","380","Mercer","0570","Mercer","36","570",1778,120164,37789,354280,111030,41520,685835
"G3800590","1900","North Dakota","380","Morton","0590","Morton","36","590",8069,405467,124300,1242870,405600,192230,1636976
"G3800630","1900","North Dakota","380","Nelson","0630","Nelson","36","630",7316,433738,254434,3995290,576750,367320,915902
"G3800650","1900","North Dakota","380","Oliver","0650","Oliver","36","650",990,62081,21573,174630,43480,24750,292100
"G3800670","1900","North Dakota","380","Pembina","0670","Pembina","36","670",17869,655324,547040,11337840,1631750,814840,1657806
"G3800690","1900","North Dakota","380","Pierce","0690","Pierce","36","690",4765,269299,126609,1930060,258310,267490,647680
"G3800710","1900","North Dakota","380","Ramsey","0710","Ramsey","36","710",9198,536495,314512,5258190,784340,498920,1118961
"G3800730","1900","North Dakota","380","Ransom","0730","Ransom","36","730",6919,393383,234461,3733820,534520,312290,1027340
"G3800770","1900","North Dakota","380","Richland","0770","Richland","36","770",17387,719052,577916,11399940,1825770,772320,1715458
"G3800790","1900","North Dakota","380","Rolette","0790","Rolette","36","790",7995,257694,127777,1642940,232620,237570,579433
"G3800810","1900","North Dakota","380","Sargent","0810","Sargent","36","810",6039,359779,208645,2836480,462810,235730,893279
"G3800890","1900","North Dakota","380","Stark","0890","Stark","36","890",7621,523624,137515,1401440,289900,180470,2882728
"G3800910","1900","North Dakota","380","Steele","0910","Steele","36","910",5888,386261,320337,6365410,681960,405000,820004
"G3800930","1900","North Dakota","380","Stutsman","0930","Stutsman","36","930",9143,516248,268941,4105000,743830,421410,1182017
"G3800950","1900","North Dakota","380","Towner","0950","Towner","36","950",6491,348699,220990,3277490,406180,374170,792735
"G3800970","1900","North Dakota","380","Traill","0970","Traill","36","970",13107,553597,515687,13616920,1788540,785390,1430407
"G3800990","1900","North Dakota","380","Walsh","0990","Walsh","36","990",20288,771914,615279,13389690,1915680,825830,1777187
