GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AWS001,AWT001,AWU001,AWW001,AWW002,AWW003,AWW004
"G1701030","1900","Illinois","170","Lee","1030","Lee","21","1030",29894,453624,409362,23613060,4449770,757590,2959994
"G1701050","1900","Illinois","170","Livingston","1050","Livingston","21","1050",42035,649495,625401,45503328,4875310,1088120,3588573
"G1701070","1900","Illinois","170","Logan","1070","Logan","21","1070",28680,381037,357205,26062690,2773050,609420,2194692
"G1701090","1900","Illinois","170","McDonough","1090","Mcdonough","21","1090",28412,358153,307108,18446010,3157520,712650,3122025
"G1701110","1900","Illinois","170","McHenry","1110","Mchenry","21","1110",29759,369225,271017,18433990,4399160,718270,3555698
"G1701130","1900","Illinois","170","McLean","1130","Mclean","21","1130",67843,737578,697828,54532728,6628510,1192240,5079327
"G1701150","1900","Illinois","170","Macon","1150","Macon","21","1150",44003,352109,333016,22125720,2887190,519750,2139980
"G1701170","1900","Illinois","170","Macoupin","1170","Macoupin","21","1170",42256,525587,415125,17693750,3510730,494160,2658818
"G1701190","1900","Illinois","170","Madison","1190","Madison","21","1190",64694,408879,351353,18432400,4227640,690330,1884163
"G1701210","1900","Illinois","170","Marion","1210","Marion","21","1210",30446,328734,269293,6393830,1686880,274190,1318184
"G1701230","1900","Illinois","170","Marshall","1230","Marshall","21","1230",16370,234973,206485,13848110,1793440,319730,1513969
"G1701250","1900","Illinois","170","Mason","1250","Mason","21","1250",17491,309182,260145,12317100,1581950,339270,1123576
"G1701270","1900","Illinois","170","Massac","1270","Massac","21","1270",13110,126990,85087,2138080,570580,166410,382537
"G1701290","1900","Illinois","170","Menard","1290","Menard","21","1290",14336,191761,173060,10767580,1422050,252360,1546251
"G1701310","1900","Illinois","170","Mercer","1310","Mercer","21","1310",20945,330702,258074,13722830,2470640,391350,2956054
"G1701330","1900","Illinois","170","Monroe","1330","Monroe","21","1330",13847,207265,154066,5755110,1267890,294150,662519
"G1701350","1900","Illinois","170","Montgomery","1350","Montgomery","21","1350",30836,433555,377644,14207880,2679870,422530,2036979
"G1701370","1900","Illinois","170","Morgan","1370","Morgan","21","1370",35006,346854,315278,18268840,3019970,401680,2758920
"G1701390","1900","Illinois","170","Moultrie","1390","Moultrie","21","1390",15224,203946,188968,11185790,1326160,255920,1275824
"G1701410","1900","Illinois","170","Ogle","1410","Ogle","21","1410",29129,467723,399175,23617050,4414780,684560,3349294
"G1701430","1900","Illinois","170","Peoria","1430","Peoria","21","1430",88608,357091,280996,19177020,3302920,567060,2400701
"G1701450","1900","Illinois","170","Perry","1450","Perry","21","1450",19830,226381,171916,3892870,900260,217820,660531
"G1701470","1900","Illinois","170","Piatt","1470","Piatt","21","1470",17706,272027,262714,17469810,2089450,459750,1761405
"G1701490","1900","Illinois","170","Pike","1490","Pike","21","1490",31595,491818,387999,13951400,2730530,437170,2461213
"G1701510","1900","Illinois","170","Pope","1510","Pope","21","1510",13585,204920,131786,1811350,548130,138750,555931
"G1701530","1900","Illinois","170","Pulaski","1530","Pulaski","21","1530",14554,89129,64825,1994370,490100,122240,350996
"G1701550","1900","Illinois","170","Putnam","1550","Putnam","21","1550",4746,95405,73967,5038800,651130,87900,612801
"G1701570","1900","Illinois","170","Randolph","1570","Randolph","21","1570",28001,315857,240660,7288450,1986550,425660,1045272
"G1701590","1900","Illinois","170","Richland","1590","Richland","21","1590",16391,216634,187839,5083430,1250830,248610,934900
"G1701610","1900","Illinois","170","Rock Island","1610","Rock Island","21","1610",55249,247766,185755,10401910,2192370,333740,1852455
"G1701630","1900","Illinois","170","St Clair","1630","St Clair","21","1630",86685,369108,313649,18098330,3323390,571580,1546418
"G1701650","1900","Illinois","170","Saline","1650","Saline","21","1650",21685,219361,178724,3819950,900260,217090,835927
"G1701670","1900","Illinois","170","Sangamon","1670","Sangamon","21","1670",71593,514256,478809,31376790,4145670,608360,3642514
"G1701690","1900","Illinois","170","Schuyler","1690","Schuyler","21","1690",16129,262884,181856,9244520,1660510,295190,1607463
"G1701710","1900","Illinois","170","Scott","1710","Scott","21","1710",10455,144772,117882,6089640,1059210,151330,857047
"G1701730","1900","Illinois","170","Shelby","1730","Shelby","21","1730",32126,465341,407781,17478990,2630880,504410,2624146
"G1701750","1900","Illinois","170","Stark","1750","Stark","21","1750",10186,181875,155993,10212930,1619990,247430,1253845
"G1701770","1900","Illinois","170","Stephenson","1770","Stephenson","21","1770",34933,348799,305913,17965000,4148850,647510,2683354
"G1701790","1900","Illinois","170","Tazewell","1790","Tazewell","21","1790",33221,384146,324712,25651620,3477450,574380,2262738
"G1701810","1900","Illinois","170","Union","1810","Union","21","1810",22610,193933,135820,4214190,954340,225580,667670
"G1701830","1900","Illinois","170","Vermilion","1830","Vermilion","21","1830",65635,575182,501098,33597900,4025500,868930,3490620
"G1701850","1900","Illinois","170","Wabash","1850","Wabash","21","1850",12583,128629,107253,4247060,934090,164120,540580
"G1701870","1900","Illinois","170","Warren","1870","Warren","21","1870",23163,331845,284236,19283510,2649940,440180,3312627
"G1701890","1900","Illinois","170","Washington","1890","Washington","21","1890",19526,327200,258835,6580520,1566450,308140,1042860
"G1701910","1900","Illinois","170","Wayne","1910","Wayne","21","1910",27626,371584,308381,7297440,1684740,304200,1664384
"G1701930","1900","Illinois","170","White","1930","White","21","1930",25386,286813,253169,7873990,1259150,344460,1194451
"G1701950","1900","Illinois","170","Whiteside","1950","Whiteside","21","1950",34710,425231,371229,19837530,3939240,673720,3396463
"G1701970","1900","Illinois","170","Will","1970","Will","21","1970",74764,502331,441803,33525720,5327990,911690,3029842
"G1701990","1900","Illinois","170","Williamson","1990","Williamson","21","1990",27796,247117,201035,4307630,1085750,277320,912554
"G1702010","1900","Illinois","170","Winnebago","2010","Winnebago","21","2010",47845,315761,271245,15123440,3653910,505250,2209991
"G1702030","1900","Illinois","170","Woodford","2030","Woodford","21","2030",21822,318677,276140,21451200,3240760,515340,1941367
"G1789015","1900","Indian Territory","178","Cherokee Nation","9015","Cherokee Nation","97","10",101754,1816719,1165061,9422670,2802480,1304130,9560802
"G1789035","1900","Indian Territory","178","Chickasaw Nation","9035","Chickasaw Nation","97","30",139260,3246187,1111631,18127010,2254750,1528010,17954830
"G1789055","1900","Indian Territory","178","Choctaw Nation","9055","Choctaw Nation","97","50",99781,693055,404159,4230510,1399800,633250,5011153
"G1789075","1900","Indian Territory","178","Creek Nation","9075","Creek Nation","97","70",40674,1395832,298858,5944940,943400,340930,8245060
"G1789095","1900","Indian Territory","178","Seminole Nation","9095","Seminole Nation","97","90",3786,22512,16672,306570,56010,37160,247176
"G1789115","1900","Indian Territory","178","Modoc Indian Reservation","9115","Modoc Indian Reservation","97","110",140,,,,,,
"G1789135","1900","Indian Territory","178","Ottawa Indian Reservation","9135","Ottawa Indian Reservation","97","130",2205,22232,16001,253850,49460,18150,78803
"G1789155","1900","Indian Territory","178","Peroria Indian Reservation","9155","Peroria Indian Reservation","97","150",1180,51457,37119,691420,123020,59570,198121
"G1789177","1900","Indian Territory","178","Quapaw Indian Reservation","9177","Quapaw Indian Reservation","97","170",800,,,,,,
"G1789195","1900","Indian Territory","178","Seneca Indian Reservation","9195","Seneca Indian Reservation","97","190",970,,,,,,
"G1789215","1900","Indian Territory","178","Shawnee Indian Reservation","9215","Shawnee Indian Reservation","97","210",297,,,,,,
"G1789235","1900","Indian Territory","178","Wyandotte Indian Reservation","9235","Wyandotte Indian Reservation","97","230",1213,21087,12692,211280,46270,18280,82750
"G1800010","1900","Indiana","180","Adams","0010","Adams","22","10",22232,209576,170694,7384560,1986070,449030,1346384
"G1800030","1900","Indiana","180","Allen","0030","Allen","22","30",77270,397235,294859,14565350,4707320,738620,2292915
"G1800050","1900","Indiana","180","Bartholomew","0050","Bartholomew","22","50",24594,254051,202272,9199790,1765550,313830,1068312
"G1800070","1900","Indiana","180","Benton","0070","Benton","22","70",13123,249904,237650,14228890,1538230,318560,1836819
"G1800090","1900","Indiana","180","Blackford","0090","Blackford","22","90",17213,103823,83555,3746880,723140,144050,627682
"G1800110","1900","Indiana","180","Boone","0110","Boone","22","110",26321,264150,223691,11515900,2339900,419500,2187401
"G1800130","1900","Indiana","180","Brown","0130","Brown","22","130",9727,178971,104504,1446560,431130,102700,435569
"G1800150","1900","Indiana","180","Carroll","0150","Carroll","22","150",19953,231616,188340,9564940,1952510,346110,1463009
"G1800170","1900","Indiana","180","Cass","0170","Cass","22","170",34545,251591,200115,9913850,2251140,396530,1537462
"G1800190","1900","Indiana","180","Clark","0190","Clark","22","190",31835,216526,152648,4604390,1329000,228550,703329
"G1800210","1900","Indiana","180","Clay","0210","Clay","22","210",34285,212036,165553,6400540,1441540,271120,981415
"G1800230","1900","Indiana","180","Clinton","0230","Clinton","22","230",28202,251246,218544,11770780,2343140,451440,1884653
"G1800250","1900","Indiana","180","Crawford","0250","Crawford","22","250",13476,177552,103112,1267360,488030,113390,394016
"G1800270","1900","Indiana","180","Daviess","0270","Daviess","22","270",29914,259644,223610,6589430,1197660,271750,1126369
"G1800290","1900","Indiana","180","Dearborn","0290","Dearborn","22","290",22194,182681,138129,3845130,1762430,265750,680166
"G1800310","1900","Indiana","180","Decatur","0310","Decatur","22","310",19518,229899,184309,7328110,1598360,284880,1310930
"G1800330","1900","Indiana","180","DeKalb","0330","De Kalb","22","330",25711,222181,173756,7202220,2334010,387940,1226494
"G1800350","1900","Indiana","180","Delaware","0350","Delaware","22","350",49624,246696,205970,10636750,2188970,383940,1805781
"G1800370","1900","Indiana","180","Dubois","0370","Dubois","22","370",20357,266195,178818,4368820,1355400,282270,778398
"G1800390","1900","Indiana","180","Elkhart","0390","Elkhart","22","390",45052,279019,230530,11604020,3451290,523070,1537105
"G1800410","1900","Indiana","180","Fayette","0410","Fayette","22","410",13495,132695,105225,4391760,965720,169090,711465
"G1800430","1900","Indiana","180","Floyd","0430","Floyd","22","430",30118,81594,53901,2026510,776300,127610,271073
"G1800450","1900","Indiana","180","Fountain","0450","Fountain","22","450",21446,245151,196238,9581980,1676040,312390,1414361
"G1800470","1900","Indiana","180","Franklin","0470","Franklin","22","470",16388,240175,162983,4467480,1516260,260520,870425
"G1800490","1900","Indiana","180","Fulton","0490","Fulton","22","490",17453,222812,173538,7320900,1474660,278210,1208383
"G1800510","1900","Indiana","180","Gibson","0510","Gibson","22","510",30099,278830,242145,9090930,1708980,338100,1222651
"G1800530","1900","Indiana","180","Grant","0530","Grant","22","530",54693,248194,207474,10586710,2188860,400030,1704555
"G1800550","1900","Indiana","180","Greene","0550","Greene","22","550",28530,332759,269545,6767150,1352080,268220,1452370
"G1800570","1900","Indiana","180","Hamilton","0570","Hamilton","22","570",29914,243105,202912,10850210,2256540,404040,1789251
"G1800590","1900","Indiana","180","Hancock","0590","Hancock","22","590",19189,186830,157114,8463460,1749910,281930,1188422
"G1800610","1900","Indiana","180","Harrison","0610","Harrison","22","610",21702,291587,190768,3684730,1283370,299650,707426
"G1800630","1900","Indiana","180","Hendricks","0630","Hendricks","22","630",21292,259875,194194,10324880,2130490,337250,1984041
"G1800650","1900","Indiana","180","Henry","0650","Henry","22","650",25088,245090,206739,9913390,2376780,370630,1657670
"G1800670","1900","Indiana","180","Howard","0670","Howard","22","670",28575,185082,158402,8426320,1905880,337710,1369191
"G1800690","1900","Indiana","180","Huntington","0690","Huntington","22","690",28901,233709,188330,7502670,2180650,352600,1275250
"G1800710","1900","Indiana","180","Jackson","0710","Jackson","22","710",26633,303710,209153,6472670,1456450,290540,1010653
"G1800730","1900","Indiana","180","Jasper","0730","Jasper","22","730",14292,338857,235347,9544310,1194130,252890,1564304
"G1800750","1900","Indiana","180","Jay","0750","Jay","22","750",26818,231150,186842,7270180,1712750,333630,1330672
"G1800770","1900","Indiana","180","Jefferson","0770","Jefferson","22","770",22913,218166,146037,3237220,1185380,219910,754556
"G1800790","1900","Indiana","180","Jennings","0790","Jennings","22","790",15757,226014,161751,3249570,1027190,204090,713195
"G1800810","1900","Indiana","180","Johnson","0810","Johnson","22","810",20223,194624,159269,8813100,1586930,239080,1238780
"G1800830","1900","Indiana","180","Knox","0830","Knox","22","830",32746,305966,249603,9972470,1695930,375480,1421483
"G1800850","1900","Indiana","180","Kosciusko","0850","Kosciusko","22","850",29109,322179,240069,10396170,2582670,397500,1854350
"G1800870","1900","Indiana","180","Lagrange","0870","Lagrange","22","870",15284,233201,176709,7925510,2021420,323510,1197162
"G1800890","1900","Indiana","180","Lake","0890","Lake","22","890",37892,233568,173841,9559840,1595030,287710,1286222
"G1800910","1900","Indiana","180","LaPorte","0910","Laporte","22","910",38386,343450,261294,11225020,2476200,347330,1284711
"G1800930","1900","Indiana","180","Lawrence","0930","Lawrence","22","930",25729,266945,168575,3163640,898520,153340,866159
"G1800950","1900","Indiana","180","Madison","0950","Madison","22","950",70470,273956,232512,12572970,2303470,418310,1977052
"G1800970","1900","Indiana","180","Marion","0970","Marion","22","970",197227,242644,199235,18254090,3997750,500700,1520712
"G1800990","1900","Indiana","180","Marshall","0990","Marshall","22","990",25119,262759,198378,8744490,2405670,356890,1361629
"G1801010","1900","Indiana","180","Martin","1010","Martin","22","1010",14711,201006,139659,2220370,610950,133330,646285
"G1801030","1900","Indiana","180","Miami","1030","Miami","22","1030",28344,232465,185621,9199230,2182310,362040,1608267
"G1801050","1900","Indiana","180","Monroe","1050","Monroe","22","1050",20873,237552,149722,3175490,1049040,223820,733927
"G1801070","1900","Indiana","180","Montgomery","1070","Montgomery","22","1070",29388,311670,238954,12875610,2681910,379420,2150260
"G1801090","1900","Indiana","180","Morgan","1090","Morgan","22","1090",20457,244694,168402,6135440,1229260,214030,1147619
"G1801110","1900","Indiana","180","Newton","1110","Newton","22","1110",10448,245557,195190,10020130,993860,207700,1183648
"G1801130","1900","Indiana","180","Noble","1130","Noble","22","1130",23533,249812,186040,8543100,2257160,263800,1512057
"G1801150","1900","Indiana","180","Ohio","1150","Ohio","22","1150",4724,52436,42043,1203110,378270,50790,196588
"G1801170","1900","Indiana","180","Orange","1170","Orange","22","1170",16854,247668,160648,2443500,905350,151380,652178
"G1801190","1900","Indiana","180","Owen","1190","Owen","22","1190",15149,246748,164439,3476210,1026810,220080,828475
"G1801210","1900","Indiana","180","Parke","1210","Parke","22","1210",23000,256647,163680,6851750,1363910,262430,1266956
"G1801230","1900","Indiana","180","Perry","1230","Perry","22","1230",18778,217316,108359,1643360,567390,135990,470005
"G1801250","1900","Indiana","180","Pike","1250","Pike","22","1250",20486,200724,172689,3861750,963220,236900,871313
"G1801270","1900","Indiana","180","Porter","1270","Porter","22","1270",19175,238783,180724,7616440,1711140,295770,1204990
"G1801290","1900","Indiana","180","Posey","1290","Posey","22","1290",22333,233797,204277,8660240,1769770,379730,903600
"G1801310","1900","Indiana","180","Pulaski","1310","Pulaski","22","1310",14033,241475,168358,5886830,930810,225430,995584
"G1801330","1900","Indiana","180","Putnam","1330","Putnam","22","1330",21478,301039,206070,8076430,1813480,271300,1726252
"G1801350","1900","Indiana","180","Randolph","1350","Randolph","22","1350",28653,283017,227290,10085030,2213470,457650,1426352
"G1801370","1900","Indiana","180","Ripley","1370","Ripley","22","1370",19881,270974,199212,4255640,1663490,314460,979824
"G1801390","1900","Indiana","180","Rush","1390","Rush","22","1390",20148,254870,211724,12054150,2083780,362160,1759917
"G1801410","1900","Indiana","180","St Joseph","1410","St Joseph","22","1410",58881,266707,210597,12691270,2603030,389220,1154047
"G1801430","1900","Indiana","180","Scott","1430","Scott","22","1430",8307,113578,82002,1458860,461210,115500,328130
"G1801450","1900","Indiana","180","Shelby","1450","Shelby","22","1450",26491,250963,218744,12378700,2107360,438480,1463692
"G1801470","1900","Indiana","180","Spencer","1470","Spencer","22","1470",22407,246978,202799,3998690,1384980,288180,765975
"G1801490","1900","Indiana","180","Starke","1490","Starke","22","1490",10431,162224,106391,3871230,748280,146650,687329
"G1801510","1900","Indiana","180","Steuben","1510","Steuben","22","1510",15219,185839,139657,5345790,1471170,230690,965972
"G1801530","1900","Indiana","180","Sullivan","1530","Sullivan","22","1530",26005,272012,227785,7618170,1589750,269920,1555940
"G1801550","1900","Indiana","180","Switzerland","1550","Switzerland","22","1550",11840,136047,110565,2434130,845960,152960,501766
"G1801570","1900","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",38659,298842,259795,13727180,2296750,382330,1599188
"G1801590","1900","Indiana","180","Tipton","1590","Tipton","22","1590",19116,162597,139370,7762400,1385680,336480,1429008
"G1801610","1900","Indiana","180","Union","1610","Union","22","1610",6748,101710,79951,4004740,956190,160770,618350
"G1801630","1900","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",71769,142287,120619,5766290,1755970,272730,616884
"G1801650","1900","Indiana","180","Vermillion","1650","Vermillion","22","1650",15252,140984,112199,5570900,902840,163270,722381
"G1801670","1900","Indiana","180","Vigo","1670","Vigo","22","1670",62035,233996,192043,8480440,1885020,259630,1086112
"G1801690","1900","Indiana","180","Wabash","1690","Wabash","22","1690",28235,253392,205686,8797370,2473990,391590,1667394
"G1801710","1900","Indiana","180","Warren","1710","Warren","22","1710",11371,218232,185085,9981030,1352210,242080,1275208
"G1801730","1900","Indiana","180","Warrick","1730","Warrick","22","1730",22329,236357,202705,4652220,1188380,295760,778310
"G1801750","1900","Indiana","180","Washington","1750","Washington","22","1750",19409,316515,218116,4110760,1042840,260460,984378
"G1801770","1900","Indiana","180","Wayne","1770","Wayne","22","1770",38970,250407,200713,9755260,2476930,414960,1493008
"G1801790","1900","Indiana","180","Wells","1790","Wells","22","1790",23449,232433,190475,8060460,2227200,424170,1412180
"G1801810","1900","Indiana","180","White","1810","White","22","1810",19138,313194,258605,12048690,1830150,309270,1546826
"G1801830","1900","Indiana","180","Whitley","1830","Whitley","22","1830",17328,206810,154573,5850470,1853780,305140,1202203
"G1900010","1900","Iowa","190","Adair","0010","Adair","31","10",16192,360224,331570,10868310,1965700,503840,3414436
"G1900030","1900","Iowa","190","Adams","0030","Adams","31","30",13601,273042,249130,9662040,1628760,408450,2903761
"G1900050","1900","Iowa","190","Allamakee","0050","Allamakee","31","50",18711,383324,223256,8389430,2284690,627670,2110468
"G1900070","1900","Iowa","190","Appanoose","0070","Appanoose","31","70",25927,325147,265492,8111620,1653450,373280,2321730
"G1900090","1900","Iowa","190","Audubon","0090","Audubon","31","90",13626,282456,272197,9814950,1630500,474110,2650485
"G1900110","1900","Iowa","190","Benton","0110","Benton","31","110",25177,458801,403859,20788190,3966730,799280,3896565
"G1900130","1900","Iowa","190","Black Hawk","0130","Black Hawk","31","130",32399,349194,318102,14943470,3354200,675210,3067935
"G1900150","1900","Iowa","190","Boone","0150","Boone","31","150",28200,349930,307338,13481850,2495340,632200,2656709
"G1900170","1900","Iowa","190","Bremer","0170","Bremer","31","170",16305,275501,242494,10389470,3084690,624200,2255818
"G1900190","1900","Iowa","190","Buchanan","0190","Buchanan","31","190",21427,357516,320901,12852520,2755840,646880,3014781
"G1900210","1900","Iowa","190","Buena Vista","0210","Buena Vista","31","210",16975,360231,338925,13001470,2306120,562610,2736760
"G1900230","1900","Iowa","190","Butler","0230","Butler","31","230",17955,360578,323179,14145360,2571020,641120,2841148
"G1900250","1900","Iowa","190","Calhoun","0250","Calhoun","31","250",18569,362873,345079,13248880,1992560,584120,2496244
"G1900270","1900","Iowa","190","Carroll","0270","Carroll","31","270",20319,356987,346597,13676400,2527550,652530,2875267
"G1900290","1900","Iowa","190","Cass","0290","Cass","31","290",21274,354644,333357,13725420,2395790,602070,3610416
"G1900310","1900","Iowa","190","Cedar","0310","Cedar","31","310",19371,348056,313257,16824370,3627460,649060,3658147
"G1900330","1900","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",20672,353188,314078,13272230,2384700,640230,2610465
"G1900350","1900","Iowa","190","Cherokee","0350","Cherokee","31","350",16570,354643,323883,13341580,2268410,573840,3051784
"G1900370","1900","Iowa","190","Chickasaw","0370","Chickasaw","31","370",17037,311208,255930,11594740,2330060,589290,2251826
"G1900390","1900","Iowa","190","Clarke","0390","Clarke","31","390",12440,259491,197318,7131900,1248960,318790,2183388
"G1900410","1900","Iowa","190","Clay","0410","Clay","31","410",13401,344960,324815,11440140,1750250,526780,2413082
"G1900430","1900","Iowa","190","Clayton","0430","Clayton","31","430",27750,459892,314776,13826980,3965540,898390,3217318
"G1900450","1900","Iowa","190","Clinton","0450","Clinton","31","450",43832,423251,383562,19623080,4285110,822230,3959715
"G1900470","1900","Iowa","190","Crawford","0470","Crawford","31","470",21685,449956,416917,15266790,3049900,779560,3988215
"G1900490","1900","Iowa","190","Dallas","0490","Dallas","31","490",23058,359280,307221,14124010,2505300,566660,3279689
"G1900510","1900","Iowa","190","Davis","0510","Davis","31","510",15620,318392,246558,7762460,1724020,399310,2260854
"G1900530","1900","Iowa","190","Decatur","0530","Decatur","31","530",18115,326078,235657,8537330,1676120,402600,2417731
"G1900550","1900","Iowa","190","Delaware","0550","Delaware","31","550",19185,355619,292386,14607900,3123380,754660,3038823
"G1900570","1900","Iowa","190","Des Moines","0570","Des Moines","31","570",35989,250572,186832,9875800,2475230,490030,1939403
"G1900590","1900","Iowa","190","Dickinson","0590","Dickinson","31","590",7995,221970,198812,6243020,970260,329660,1143256
"G1900610","1900","Iowa","190","Dubuque","0610","Dubuque","31","610",56403,367203,259735,13931470,3336240,779230,2894899
"G1900630","1900","Iowa","190","Emmet","0630","Emmet","31","630",9936,236580,209877,6859570,979200,312020,1341214
"G1900650","1900","Iowa","190","Fayette","0650","Fayette","31","650",29845,445118,356848,15210420,3756290,828120,3592448
"G1900670","1900","Iowa","190","Floyd","0670","Floyd","31","670",17754,303843,278541,11533320,2384020,614370,2201362
"G1900690","1900","Iowa","190","Franklin","0690","Franklin","31","690",14996,362601,326411,13873480,2025880,564600,2723713
"G1900710","1900","Iowa","190","Fremont","0710","Fremont","31","710",18546,328958,295577,12791750,1996860,420280,2646021
"G1900730","1900","Iowa","190","Greene","0730","Greene","31","730",17820,366125,329617,13018450,2186710,584070,2849654
"G1900750","1900","Iowa","190","Grundy","0750","Grundy","31","750",13757,316912,304421,15614830,2337520,615590,2751260
"G1900770","1900","Iowa","190","Guthrie","0770","Guthrie","31","770",18729,357076,304646,11201840,2025720,512750,3096133
"G1900790","1900","Iowa","190","Hamilton","0790","Hamilton","31","790",19514,364042,328308,13245110,2364880,595720,2704918
"G1900810","1900","Iowa","190","Hancock","0810","Hancock","31","810",13752,349342,322088,11367060,1735980,565090,2068541
"G1900830","1900","Iowa","190","Hardin","0830","Hardin","31","830",22794,351046,305871,13272250,2471260,604990,2852577
"G1900850","1900","Iowa","190","Harrison","0850","Harrison","31","850",25597,422749,332303,12530850,2481820,655470,3374820
"G1900870","1900","Iowa","190","Henry","0870","Henry","31","870",20022,271588,215464,10728740,2506750,461980,2372828
"G1900890","1900","Iowa","190","Howard","0890","Howard","31","890",14512,291263,257938,9800150,1971910,507630,1987949
"G1900910","1900","Iowa","190","Humboldt","0910","Humboldt","31","910",12667,274613,258186,9904680,1746780,468160,1974374
"G1900930","1900","Iowa","190","Ida","0930","Ida","31","930",12327,270415,260556,10104640,1933970,538590,2597118
"G1900950","1900","Iowa","190","Iowa","0950","Iowa","31","950",19544,368779,312378,13740820,2828300,616260,3463023
"G1900970","1900","Iowa","190","Jackson","0970","Jackson","31","970",23615,394420,271742,11908350,3087650,656930,3104633
"G1900990","1900","Iowa","190","Jasper","0990","Jasper","31","990",26976,464105,425393,18995090,3344060,778600,4447620
"G1901010","1900","Iowa","190","Jefferson","1010","Jefferson","31","1010",17437,268189,211089,9042520,2247510,445610,2247468
"G1901030","1900","Iowa","190","Johnson","1030","Johnson","31","1030",24817,385770,319264,15328830,3789670,748320,3693848
"G1901050","1900","Iowa","190","Jones","1050","Jones","31","1050",21954,354699,289431,14761750,3081660,598930,3484931
"G1901070","1900","Iowa","190","Keokuk","1070","Keokuk","31","1070",24979,361544,300975,13560100,2724690,664590,3340935
"G1901090","1900","Iowa","190","Kossuth","1090","Kossuth","31","1090",22720,587147,539818,17923910,2830460,947420,3289751
"G1901110","1900","Iowa","190","Lee","1110","Lee","31","1110",39719,312852,216794,9539660,2441890,453130,1986872
"G1901130","1900","Iowa","190","Linn","1130","Linn","31","1130",55392,432888,351998,19207170,4254110,819190,3848381
"G1901150","1900","Iowa","190","Louisa","1150","Louisa","31","1150",13516,237972,182032,8812240,1770530,352660,1791864
"G1901170","1900","Iowa","190","Lucas","1170","Lucas","31","1170",16126,263674,198724,7296300,1318340,334350,2127340
"G1901190","1900","Iowa","190","Lyon","1190","Lyon","31","1190",13165,358801,344041,11590090,1727090,552320,1918442
"G1901210","1900","Iowa","190","Madison","1210","Madison","31","1210",17710,354216,271717,11373450,2206850,517930,3325232
"G1901230","1900","Iowa","190","Mahaska","1230","Mahaska","31","1230",34273,358250,307823,14835900,3073970,683180,3320208
"G1901250","1900","Iowa","190","Marion","1250","Marion","31","1250",24159,351163,292500,12043240,2104720,460680,3122870
"G1901270","1900","Iowa","190","Marshall","1270","Marshall","31","1270",29991,360232,334372,15403970,2993000,700740,3132071
"G1901290","1900","Iowa","190","Mills","1290","Mills","31","1290",16764,272815,241455,11492560,2033310,441020,2683799
"G1901310","1900","Iowa","190","Mitchell","1310","Mitchell","31","1310",14916,288600,257107,11323630,2181900,550550,2083764
"G1901330","1900","Iowa","190","Monona","1330","Monona","31","1330",17980,386780,305664,12084550,1851220,566500,2917524
"G1901350","1900","Iowa","190","Monroe","1350","Monroe","31","1350",17985,262296,181110,7756140,1363820,364850,1839749
"G1901370","1900","Iowa","190","Montgomery","1370","Montgomery","31","1370",17803,272067,252009,12045480,1976010,470850,2799733
"G1901390","1900","Iowa","190","Muscatine","1390","Muscatine","31","1390",28242,264121,219652,11342880,2604270,492710,2197576
"G1901410","1900","Iowa","190","O Brien","1410","O Brien","31","1410",16985,360025,343008,13754540,2171510,633950,2618240
"G1901430","1900","Iowa","190","Osceola","1430","Osceola","31","1430",8725,246875,236099,8011360,1123060,400770,1096678
"G1901450","1900","Iowa","190","Page","1450","Page","31","1450",24187,338132,311495,14962640,2660300,579330,3446301
"G1901470","1900","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",14354,342509,326854,9372930,1421810,442310,1932055
"G1901490","1900","Iowa","190","Plymouth","1490","Plymouth","31","1490",22209,541967,489765,19388570,2425480,877200,3425044
"G1901510","1900","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",15339,365455,344243,11338110,2206070,589880,2633035
"G1901530","1900","Iowa","190","Polk","1530","Polk","31","1530",82624,370252,326789,18799700,3272560,689040,3135246
"G1901550","1900","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",54336,599930,523790,24223790,4440310,1007670,5414155
"G1901570","1900","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",19414,366620,338773,14983600,2824640,682730,3966124
"G1901590","1900","Iowa","190","Ringgold","1590","Ringgold","31","1590",15325,340111,295581,9877970,1688320,414870,3215154
"G1901610","1900","Iowa","190","Sac","1610","Sac","31","1610",17639,364232,354151,13892300,2590690,633120,3189585
"G1901630","1900","Iowa","190","Scott","1630","Scott","31","1630",51558,278945,254739,14987980,3973940,750200,2489635
"G1901650","1900","Iowa","190","Shelby","1650","Shelby","31","1650",17932,371873,350733,13813760,2418980,661610,3626677
"G1901670","1900","Iowa","190","Sioux","1670","Sioux","31","1670",23337,476621,452031,18558110,2675470,757980,3094698
"G1901690","1900","Iowa","190","Story","1690","Story","31","1690",23159,356654,329856,15780830,2627360,658280,2859454
"G1901710","1900","Iowa","190","Tama","1710","Tama","31","1710",24585,438596,391668,18403280,3277300,802290,3895081
