GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AKE001,AK3001,AK3002,AK3003,AK3004
"G4200570","1870","Pennsylvania","420","Fulton","0570","Fulton","14","570",0,9209,151,0,0
"G4200590","1870","Pennsylvania","420","Greene","0590","Greene","14","590",0,25374,513,0,0
"G4200610","1870","Pennsylvania","420","Huntingdon","0610","Huntingdon","14","610",3034,30952,299,0,0
"G4200630","1870","Pennsylvania","420","Indiana","0630","Indiana","14","630",0,35952,186,0,0
"G4200650","1870","Pennsylvania","420","Jefferson","0650","Jefferson","14","650",0,21588,68,0,0
"G4200670","1870","Pennsylvania","420","Juniata","0670","Juniata","14","670",0,17164,226,0,0
"G4200710","1870","Pennsylvania","420","Lancaster","0710","Lancaster","14","710",26694,118479,2861,0,0
"G4200730","1870","Pennsylvania","420","Lawrence","0730","Lawrence","14","730",6164,27181,117,0,0
"G4200750","1870","Pennsylvania","420","Lebanon","0750","Lebanon","14","750",6727,34022,74,0,0
"G4200770","1870","Pennsylvania","420","Lehigh","0770","Lehigh","14","770",16737,56756,40,0,0
"G4200790","1870","Pennsylvania","420","Luzerne","0790","Luzerne","14","790",72302,160149,766,0,0
"G4200810","1870","Pennsylvania","420","Lycoming","0810","Lycoming","14","810",16030,46775,851,0,0
"G4200830","1870","Pennsylvania","420","McKean","0830","Mckean","14","830",0,8801,24,0,0
"G4200850","1870","Pennsylvania","420","Mercer","0850","Mercer","14","850",4221,49700,277,0,0
"G4200870","1870","Pennsylvania","420","Mifflin","0870","Mifflin","14","870",2737,17285,223,0,0
"G4200890","1870","Pennsylvania","420","Monroe","0890","Monroe","14","890",0,18157,205,0,0
"G4200910","1870","Pennsylvania","420","Montgomery","0910","Montgomery","14","910",17949,80375,1237,0,0
"G4200930","1870","Pennsylvania","420","Montour","0930","Montour","14","930",8436,15265,79,0,0
"G4200950","1870","Pennsylvania","420","Northampton","0950","Northampton","14","950",22222,61245,186,0,1
"G4200970","1870","Pennsylvania","420","Northumberland","0970","Northumberland","14","970",7451,41311,133,0,0
"G4200990","1870","Pennsylvania","420","Perry","0990","Perry","14","990",0,25307,140,0,0
"G4201010","1870","Pennsylvania","420","Philadelphia","1010","Philadelphia","14","1010",674022,651854,22147,13,8
"G4201030","1870","Pennsylvania","420","Pike","1030","Pike","14","1030",0,8323,113,0,0
"G4201050","1870","Pennsylvania","420","Potter","1050","Potter","14","1050",0,11243,22,0,0
"G4201070","1870","Pennsylvania","420","Schuylkill","1070","Schuylkill","14","1070",44907,116044,384,0,0
"G4201090","1870","Pennsylvania","420","Snyder","1090","Snyder","14","1090",0,15573,33,0,0
"G4201110","1870","Pennsylvania","420","Somerset","1110","Somerset","14","1110",0,28181,45,0,0
"G4201130","1870","Pennsylvania","420","Sullivan","1130","Sullivan","14","1130",0,6186,5,0,0
"G4201150","1870","Pennsylvania","420","Susquehanna","1150","Susquehanna","14","1150",2729,37274,249,0,0
"G4201170","1870","Pennsylvania","420","Tioga","1170","Tioga","14","1170",0,35003,94,0,0
"G4201190","1870","Pennsylvania","420","Union","1190","Union","14","1190",3121,15403,162,0,0
"G4201210","1870","Pennsylvania","420","Venango","1210","Venango","14","1210",3908,47492,433,0,0
"G4201230","1870","Pennsylvania","420","Warren","1230","Warren","14","1230",0,23787,104,0,6
"G4201250","1870","Pennsylvania","420","Washington","1250","Washington","14","1250",3571,46452,2031,0,0
"G4201270","1870","Pennsylvania","420","Wayne","1270","Wayne","14","1270",2654,33147,41,0,0
"G4201290","1870","Pennsylvania","420","Westmoreland","1290","Westmoreland","14","1290",0,58160,559,0,0
"G4201310","1870","Pennsylvania","420","Wyoming","1310","Wyoming","14","1310",0,14575,10,0,0
"G4201330","1870","Pennsylvania","420","York","1330","York","14","1330",11003,74900,1233,0,1
"G4400010","1870","Rhode Island","440","Bristol","0010","Bristol","5","10",5302,9233,187,0,1
"G4400030","1870","Rhode Island","440","Kent","0030","Kent","5","30",10453,18257,337,0,1
"G4400050","1870","Rhode Island","440","Newport","0050","Newport","5","50",12521,19115,931,0,4
"G4400070","1870","Rhode Island","440","Providence","0070","Providence","5","70",129122,146246,2911,0,33
"G4400090","1870","Rhode Island","440","Washington","0090","Washington","5","90",4709,19368,614,0,115
"G4500010","1870","South Carolina","450","Abbeville","0010","Abbeville","48","10",0,10916,20213,0,0
"G4500070","1870","South Carolina","450","Anderson","0070","Anderson","48","70",0,14456,9593,0,0
"G4500110","1870","South Carolina","450","Barnwell","0110","Barnwell","48","110",0,13578,22146,0,0
"G4500130","1870","South Carolina","450","Beaufort","0130","Beaufort","48","130",0,5309,29050,0,0
"G4500190","1870","South Carolina","450","Charleston","0190","Charleston","48","190",48956,28204,60603,0,56
"G4500230","1870","South Carolina","450","Chester","0230","Chester","48","230",0,6290,12513,0,2
"G4500250","1870","South Carolina","450","Chesterfield","0250","Chesterfield","48","250",0,6275,4309,0,0
"G4500270","1870","South Carolina","450","Clarendon","0270","Clarendon","48","270",0,4660,9366,0,12
"G4500290","1870","South Carolina","450","Colleton","0290","Colleton","48","290",0,8909,16492,0,9
"G4500310","1870","South Carolina","450","Darlington","0310","Darlington","48","310",0,10097,16146,0,0
"G4500370","1870","South Carolina","450","Edgefield","0370","Edgefield","48","370",0,17040,25417,0,29
"G4500390","1870","South Carolina","450","Fairfield","0390","Fairfield","48","390",0,5787,14101,0,0
"G4500430","1870","South Carolina","450","Georgetown","0430","Georgetown","48","430",0,2773,13388,0,0
"G4500450","1870","South Carolina","450","Greenville","0450","Greenville","48","450",2757,15121,7141,0,0
"G4500510","1870","South Carolina","450","Horry","0510","Horry","48","510",0,7486,3235,0,0
"G4500550","1870","South Carolina","450","Kershaw","0550","Kershaw","48","550",0,3809,7945,0,0
"G4500570","1870","South Carolina","450","Lancaster","0570","Lancaster","48","570",0,6159,5924,0,4
"G4500590","1870","South Carolina","450","Laurens","0590","Laurens","48","590",0,9904,12632,0,0
"G4500630","1870","South Carolina","450","Lexington","0630","Lexington","48","630",0,8452,4536,0,0
"G4500670","1870","South Carolina","450","Marion","0670","Marion","48","670",0,11428,10732,0,0
"G4500690","1870","South Carolina","450","Marlboro","0690","Marlboro","48","690",0,5146,6668,0,0
"G4500710","1870","South Carolina","450","Newberry","0710","Newberry","48","710",0,7457,13318,0,0
"G4500730","1870","South Carolina","450","Oconee","0730","Oconee","48","730",0,8114,2422,0,0
"G4500750","1870","South Carolina","450","Orangeburg","0750","Orangeburg","48","750",0,5709,11156,0,0
"G4500770","1870","South Carolina","450","Pickens","0770","Pickens","48","770",0,7730,2538,0,1
"G4500790","1870","South Carolina","450","Richland","0790","Richland","48","790",9298,7842,15177,1,5
"G4500830","1870","South Carolina","450","Spartanburg","0830","Spartanburg","48","830",0,17375,8408,0,1
"G4500850","1870","South Carolina","450","Sumter","0850","Sumter","48","850",0,7463,17805,0,0
"G4500870","1870","South Carolina","450","Union","0870","Union","48","870",0,8718,10530,0,0
"G4500890","1870","South Carolina","450","Williamsburg","0890","Williamsburg","48","890",0,5346,10143,0,0
"G4500910","1870","South Carolina","450","York","0910","York","48","910",0,12114,12167,0,5
"G4700010","1870","Tennessee","470","Anderson","0010","Anderson","54","10",0,7773,928,0,3
"G4700030","1870","Tennessee","470","Bedford","0030","Bedford","54","30",0,17849,6484,0,0
"G4700050","1870","Tennessee","470","Benton","0050","Benton","54","50",0,7782,452,0,0
"G4700070","1870","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",0,4161,709,0,0
"G4700090","1870","Tennessee","470","Blount","0090","Blount","54","90",0,12781,1456,0,0
"G4700110","1870","Tennessee","470","Bradley","0110","Bradley","54","110",0,9952,1700,0,0
"G4700130","1870","Tennessee","470","Campbell","0130","Campbell","54","130",0,7017,428,0,0
"G4700150","1870","Tennessee","470","Cannon","0150","Cannon","54","150",0,9575,927,0,0
"G4700170","1870","Tennessee","470","Carroll","0170","Carroll","54","170",0,14648,4799,0,0
"G4700190","1870","Tennessee","470","Carter","0190","Carter","54","190",0,7336,573,0,0
"G4700210","1870","Tennessee","470","Cheatham","0210","Cheatham","54","210",0,5208,1470,0,0
"G4700250","1870","Tennessee","470","Claiborne","0250","Claiborne","54","250",0,8563,758,0,0
"G4700290","1870","Tennessee","470","Cocke","0290","Cocke","54","290",0,11184,1274,0,0
"G4700310","1870","Tennessee","470","Coffee","0310","Coffee","54","310",0,8736,1501,0,0
"G4700350","1870","Tennessee","470","Cumberland","0350","Cumberland","54","350",0,3363,98,0,0
"G4700370","1870","Tennessee","470","Davidson","0370","Davidson","54","370",25865,37468,25412,0,17
"G4700390","1870","Tennessee","470","Decatur","0390","Decatur","54","390",0,6716,1056,0,0
"G4700410","1870","Tennessee","470","DeKalb","0410","De Kalb","54","410",0,10321,1104,0,0
"G4700430","1870","Tennessee","470","Dickson","0430","Dickson","54","430",0,7663,1677,0,0
"G4700450","1870","Tennessee","470","Dyer","0450","Dyer","54","450",0,10813,2893,0,0
"G4700470","1870","Tennessee","470","Fayette","0470","Fayette","54","470",0,9158,16987,0,0
"G4700490","1870","Tennessee","470","Fentress","0490","Fentress","54","490",0,4547,170,0,0
"G4700510","1870","Tennessee","470","Franklin","0510","Franklin","54","510",0,11998,2972,0,0
"G4700530","1870","Tennessee","470","Gibson","0530","Gibson","54","530",0,18801,6865,0,0
"G4700550","1870","Tennessee","470","Giles","0550","Giles","54","550",0,19675,12738,0,0
"G4700570","1870","Tennessee","470","Grainger","0570","Grainger","54","570",0,11391,1030,0,0
"G4700590","1870","Tennessee","470","Greene","0590","Greene","54","590",0,19604,2064,0,0
"G4700610","1870","Tennessee","470","Grundy","0610","Grundy","54","610",0,3113,137,0,0
"G4700650","1870","Tennessee","470","Hamilton","0650","Hamilton","54","650",6093,13053,4188,0,0
"G4700670","1870","Tennessee","470","Hancock","0670","Hancock","54","670",0,6563,585,0,0
"G4700690","1870","Tennessee","470","Hardeman","0690","Hardeman","54","690",0,11218,6854,0,2
"G4700710","1870","Tennessee","470","Hardin","0710","Hardin","54","710",0,10321,1447,0,0
"G4700730","1870","Tennessee","470","Hawkins","0730","Hawkins","54","730",0,13947,1889,0,1
"G4700750","1870","Tennessee","470","Haywood","0750","Haywood","54","750",0,11261,13832,0,1
"G4700770","1870","Tennessee","470","Henderson","0770","Henderson","54","770",0,11809,2408,0,0
"G4700790","1870","Tennessee","470","Henry","0790","Henry","54","790",0,15176,5204,0,0
"G4700810","1870","Tennessee","470","Hickman","0810","Hickman","54","810",0,8385,1471,0,0
"G4700850","1870","Tennessee","470","Humphreys","0850","Humphreys","54","850",0,8031,1295,0,0
"G4700870","1870","Tennessee","470","Jackson","0870","Jackson","54","870",0,11816,767,0,0
"G4700890","1870","Tennessee","470","Jefferson","0890","Jefferson","54","890",0,16566,2910,0,0
"G4700910","1870","Tennessee","470","Johnson","0910","Johnson","54","910",0,5434,418,0,0
"G4700930","1870","Tennessee","470","Knox","0930","Knox","54","930",8682,24150,4840,0,0
"G4700950","1870","Tennessee","470","Lake","0950","Lake","54","950",0,2035,393,0,0
"G4700970","1870","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",0,7354,3484,0,0
"G4700990","1870","Tennessee","470","Lawrence","0990","Lawrence","54","990",0,7036,565,0,0
"G4701010","1870","Tennessee","470","Lewis","1010","Lewis","54","1010",0,1798,188,0,0
"G4701030","1870","Tennessee","470","Lincoln","1030","Lincoln","54","1030",0,22097,5953,0,0
"G4701070","1870","Tennessee","470","McMinn","1070","Mcminn","54","1070",0,12139,1830,0,0
"G4701090","1870","Tennessee","470","McNairy","1090","Mcnairy","54","1090",0,11226,1500,0,0
"G4701110","1870","Tennessee","470","Macon","1110","Macon","54","1110",0,5842,791,0,0
"G4701130","1870","Tennessee","470","Madison","1130","Madison","54","1130",4119,13328,10152,0,0
"G4701150","1870","Tennessee","470","Marion","1150","Marion","54","1150",0,5926,915,0,0
"G4701170","1870","Tennessee","470","Marshall","1170","Marshall","54","1170",0,11822,4385,0,0
"G4701190","1870","Tennessee","470","Maury","1190","Maury","54","1190",2550,20022,16265,0,2
"G4701210","1870","Tennessee","470","Meigs","1210","Meigs","54","1210",0,4075,436,0,0
"G4701230","1870","Tennessee","470","Monroe","1230","Monroe","54","1230",0,11339,1235,0,15
"G4701250","1870","Tennessee","470","Montgomery","1250","Montgomery","54","1250",3200,13077,11670,0,0
"G4701290","1870","Tennessee","470","Morgan","1290","Morgan","54","1290",0,2868,101,0,0
"G4701310","1870","Tennessee","470","Obion","1310","Obion","54","1310",0,13402,2182,0,0
"G4701330","1870","Tennessee","470","Overton","1330","Overton","54","1330",0,10747,550,0,0
"G4701350","1870","Tennessee","470","Perry","1350","Perry","54","1350",0,6453,472,0,0
"G4701390","1870","Tennessee","470","Polk","1390","Polk","54","1390",0,7049,313,0,7
"G4701410","1870","Tennessee","470","Putnam","1410","Putnam","54","1410",0,8168,530,0,0
"G4701430","1870","Tennessee","470","Rhea","1430","Rhea","54","1430",0,5007,531,0,0
"G4701450","1870","Tennessee","470","Roane","1450","Roane","54","1450",0,13494,2128,0,0
"G4701470","1870","Tennessee","470","Robertson","1470","Robertson","54","1470",0,11353,4813,0,0
"G4701490","1870","Tennessee","470","Rutherford","1490","Rutherford","54","1490",3502,16807,16478,0,4
"G4701510","1870","Tennessee","470","Scott","1510","Scott","54","1510",0,4015,39,0,0
"G4701530","1870","Tennessee","470","Sequatchie","1530","Sequatchie","54","1530",0,2160,175,0,0
"G4701550","1870","Tennessee","470","Sevier","1550","Sevier","54","1550",0,10495,533,0,0
"G4701570","1870","Tennessee","470","Shelby","1570","Shelby","54","1570",40226,39737,36640,0,1
"G4701590","1870","Tennessee","470","Smith","1590","Smith","54","1590",0,12458,3536,0,0
"G4701610","1870","Tennessee","470","Stewart","1610","Stewart","54","1610",0,9319,2700,0,0
"G4701630","1870","Tennessee","470","Sullivan","1630","Sullivan","54","1630",0,12279,857,0,0
"G4701650","1870","Tennessee","470","Sumner","1650","Sumner","54","1650",0,15934,7777,0,0
"G4701670","1870","Tennessee","470","Tipton","1670","Tipton","54","1670",0,7988,6891,0,5
"G4701730","1870","Tennessee","470","Union","1730","Union","54","1730",0,7391,214,0,0
"G4701750","1870","Tennessee","470","Van Buren","1750","Van Buren","54","1750",0,2569,156,0,0
"G4701770","1870","Tennessee","470","Warren","1770","Warren","54","1770",0,10753,1955,0,6
"G4701790","1870","Tennessee","470","Washington","1790","Washington","54","1790",0,14703,1614,0,0
"G4701810","1870","Tennessee","470","Wayne","1810","Wayne","54","1810",0,9316,893,0,0
"G4701830","1870","Tennessee","470","Weakley","1830","Weakley","54","1830",0,16856,3899,0,0
"G4701850","1870","Tennessee","470","White","1850","White","54","1850",0,8295,1080,0,0
"G4701870","1870","Tennessee","470","Williamson","1870","Williamson","54","1870",0,13917,11411,0,0
"G4701890","1870","Tennessee","470","Wilson","1890","Wilson","54","1890",0,18544,7331,0,6
"G4800010","1870","Texas","480","Anderson","0010","Anderson","49","10",0,4793,4436,0,0
"G4800050","1870","Texas","480","Angelina","0050","Angelina","49","50",0,3243,742,0,0
"G4800090","1870","Texas","480","Archer","0090","Archer","49","90",,,,,
"G4800130","1870","Texas","480","Atascosa","0130","Atascosa","49","130",0,2733,160,0,22
"G4800150","1870","Texas","480","Austin","0150","Austin","49","150",0,8513,6574,0,0
"G4800190","1870","Texas","480","Bandera","0190","Bandera","49","190",0,631,18,0,0
"G4800210","1870","Texas","480","Bastrop","0210","Bastrop","49","210",0,7056,5233,0,1
"G4800230","1870","Texas","480","Baylor","0230","Baylor","49","230",,,,,
"G4800250","1870","Texas","480","Bee","0250","Bee","49","250",0,1013,69,0,0
"G4800270","1870","Texas","480","Bell","0270","Bell","49","270",0,8667,1104,0,0
"G4800290","1870","Texas","480","Bexar","0290","Bexar","49","290",12256,13739,2303,0,1
"G4800295","1870","Texas","480","Bexar District","0295","Bexar District","49","295",0,1014,63,0,0
"G4800310","1870","Texas","480","Blanco","0310","Blanco","49","310",0,1143,44,0,0
"G4800350","1870","Texas","480","Bosque","0350","Bosque","49","350",0,4453,528,0,0
"G4800370","1870","Texas","480","Bowie","0370","Bowie","49","370",0,2434,2249,0,1
"G4800390","1870","Texas","480","Brazoria","0390","Brazoria","49","390",0,1791,5736,0,0
"G4800410","1870","Texas","480","Brazos","0410","Brazos","49","410",0,5446,3759,0,0
"G4800490","1870","Texas","480","Brown","0490","Brown","49","490",0,507,37,0,0
"G4800510","1870","Texas","480","Burleson","0510","Burleson","49","510",0,5051,3021,0,0
"G4800530","1870","Texas","480","Burnet","0530","Burnet","49","530",0,3330,358,0,0
"G4800550","1870","Texas","480","Caldwell","0550","Caldwell","49","550",0,4041,2531,0,0
"G4800570","1870","Texas","480","Calhoun","0570","Calhoun","49","570",0,2536,907,0,0
"G4800590","1870","Texas","480","Callahan","0590","Callahan","49","590",,,,,
"G4800610","1870","Texas","480","Cameron","0610","Cameron","49","610",4905,10842,157,0,0
"G4800710","1870","Texas","480","Chambers","0710","Chambers","49","710",0,1051,452,0,0
"G4800730","1870","Texas","480","Cherokee","0730","Cherokee","49","730",0,7794,3285,0,0
"G4800770","1870","Texas","480","Clay","0770","Clay","49","770",,,,,
"G4800830","1870","Texas","480","Coleman","0830","Coleman","49","830",0,340,7,0,0
"G4800850","1870","Texas","480","Collin","0850","Collin","49","850",0,12348,1653,0,12
"G4800890","1870","Texas","480","Colorado","0890","Colorado","49","890",0,4625,3701,0,0
"G4800910","1870","Texas","480","Comal","0910","Comal","49","910",0,4906,377,0,0
"G4800930","1870","Texas","480","Comanche","0930","Comanche","49","930",0,977,24,0,0
"G4800950","1870","Texas","480","Concho","0950","Concho","49","950",,,,,
"G4800970","1870","Texas","480","Cooke","0970","Cooke","49","970",0,4827,471,0,17
"G4800990","1870","Texas","480","Coryell","0990","Coryell","49","990",0,3845,279,0,0
"G4801130","1870","Texas","480","Dallas","1130","Dallas","49","1130",0,11197,2109,0,8
"G4801135","1870","Texas","480","Davis","1135","Davis","49","670",0,5496,3379,0,0
"G4801210","1870","Texas","480","Denton","1210","Denton","49","1210",0,6751,500,0,0
"G4801230","1870","Texas","480","DeWitt","1230","De Witt","49","1230",0,4686,1757,0,0
"G4801270","1870","Texas","480","Dimmit","1270","Dimmit","49","1270",0,103,6,0,0
"G4801310","1870","Texas","480","Duval","1310","Duval","49","1310",0,1080,3,0,0
"G4801330","1870","Texas","480","Eastland","1330","Eastland","49","1330",0,87,1,0,0
"G4801370","1870","Texas","480","Edwards","1370","Edwards","49","1370",,,,,
"G4801390","1870","Texas","480","Ellis","1390","Ellis","49","1390",0,6008,1506,0,0
"G4801410","1870","Texas","480","El Paso","1410","El Paso","49","1410",0,3229,306,0,136
"G4801415","1870","Texas","480","Encinal","1415","Encinal","49","1415",0,427,0,0,0
"G4801430","1870","Texas","480","Erath","1430","Erath","49","1430",0,1712,89,0,0
"G4801450","1870","Texas","480","Falls","1450","Falls","49","1450",0,5145,4681,0,25
"G4801470","1870","Texas","480","Fannin","1470","Fannin","49","1470",0,10721,2484,0,2
"G4801490","1870","Texas","480","Fayette","1490","Fayette","49","1490",0,10953,5901,0,9
"G4801570","1870","Texas","480","Fort Bend","1570","Fort Bend","49","1570",0,1604,5510,0,0
"G4801610","1870","Texas","480","Freestone","1610","Freestone","49","1610",0,4771,3368,0,0
"G4801630","1870","Texas","480","Frio","1630","Frio","49","1630",0,294,15,0,0
"G4801670","1870","Texas","480","Galveston","1670","Galveston","49","1670",13818,12053,3236,0,1
"G4801710","1870","Texas","480","Gillespie","1710","Gillespie","49","1710",0,3489,77,0,0
"G4801750","1870","Texas","480","Goliad","1750","Goliad","49","1750",0,2751,876,0,1
"G4801770","1870","Texas","480","Gonzales","1770","Gonzales","49","1770",0,5269,3670,0,12
"G4801810","1870","Texas","480","Grayson","1810","Grayson","49","1810",0,12237,2145,0,5
"G4801850","1870","Texas","480","Grimes","1850","Grimes","49","1850",0,5294,7921,0,3
"G4801870","1870","Texas","480","Guadalupe","1870","Guadalupe","49","1870",0,4748,2534,0,0
"G4801930","1870","Texas","480","Hamilton","1930","Hamilton","49","1930",0,715,17,0,1
"G4801970","1870","Texas","480","Hardeman","1970","Hardeman","49","1970",,,,,
"G4801990","1870","Texas","480","Hardin","1990","Hardin","49","1990",0,1218,242,0,0
"G4802010","1870","Texas","480","Harris","2010","Harris","49","2010",9382,10865,6509,0,1
"G4802030","1870","Texas","480","Harrison","2030","Harrison","49","2030",0,4310,8931,0,0
"G4802070","1870","Texas","480","Haskell","2070","Haskell","49","2070",,,,,
"G4802090","1870","Texas","480","Hays","2090","Hays","49","2090",0,2871,1217,0,0
"G4802130","1870","Texas","480","Henderson","2130","Henderson","49","2130",0,5132,1654,0,0
"G4802150","1870","Texas","480","Hidalgo","2150","Hidalgo","49","2150",0,2345,41,0,1
"G4802170","1870","Texas","480","Hill","2170","Hill","49","2170",0,6647,806,0,0
"G4802210","1870","Texas","480","Hood","2210","Hood","49","2210",0,2477,97,11,0
"G4802230","1870","Texas","480","Hopkins","2230","Hopkins","49","2230",0,11030,1620,0,1
"G4802250","1870","Texas","480","Houston","2250","Houston","49","2250",0,4605,3542,0,0
"G4802310","1870","Texas","480","Hunt","2310","Hunt","49","2310",0,9213,1078,0,0
"G4802370","1870","Texas","480","Jack","2370","Jack","49","2370",0,620,72,1,1
"G4802390","1870","Texas","480","Jackson","2390","Jackson","49","2390",0,1114,1164,0,0
"G4802410","1870","Texas","480","Jasper","2410","Jasper","49","2410",0,2459,1759,0,0
"G4802450","1870","Texas","480","Jefferson","2450","Jefferson","49","2450",0,1408,498,0,0
"G4802510","1870","Texas","480","Johnson","2510","Johnson","49","2510",0,4639,279,0,5
"G4802530","1870","Texas","480","Jones","2530","Jones","49","2530",,,,,
"G4802550","1870","Texas","480","Karnes","2550","Karnes","49","2550",0,1426,279,0,0
"G4802570","1870","Texas","480","Kaufman","2570","Kaufman","49","2570",0,6055,838,0,2
"G4802590","1870","Texas","480","Kendall","2590","Kendall","49","2590",0,1435,101,0,0
"G4802650","1870","Texas","480","Kerr","2650","Kerr","49","2650",0,952,90,0,0
"G4802670","1870","Texas","480","Kimble","2670","Kimble","49","2670",0,72,0,0,0
"G4802710","1870","Texas","480","Kinney","2710","Kinney","49","2710",0,785,418,0,1
"G4802750","1870","Texas","480","Knox","2750","Knox","49","2750",,,,,
"G4802770","1870","Texas","480","Lamar","2770","Lamar","49","2770",0,11365,4410,0,15
"G4802810","1870","Texas","480","Lampasas","2810","Lampasas","49","2810",0,1258,86,0,0
"G4802830","1870","Texas","480","La Salle","2830","La Salle","49","2830",0,68,1,0,0
"G4802850","1870","Texas","480","Lavaca","2850","Lavaca","49","2850",0,6461,2707,0,0
"G4802890","1870","Texas","480","Leon","2890","Leon","49","2890",0,3815,2708,0,0
"G4802910","1870","Texas","480","Liberty","2910","Liberty","49","2910",0,2415,1975,0,24
"G4802930","1870","Texas","480","Limestone","2930","Limestone","49","2930",0,6662,1919,10,0
"G4802970","1870","Texas","480","Live Oak","2970","Live Oak","49","2970",0,824,28,0,0
"G4802990","1870","Texas","480","Llano","2990","Llano","49","2990",0,1361,18,0,0
"G4803070","1870","Texas","480","McCulloch","3070","Mcculloch","49","3070",0,171,2,0,0
"G4803090","1870","Texas","480","McLennan","3090","Mclennan","49","3090",3008,8861,4627,0,12
"G4803110","1870","Texas","480","McMullen","3110","Mcmullen","49","3110",0,218,12,0,0
"G4803130","1870","Texas","480","Madison","3130","Madison","49","3130",0,2591,1470,0,0
"G4803150","1870","Texas","480","Marion","3150","Marion","49","3150",4190,4200,4362,0,0
"G4803190","1870","Texas","480","Mason","3190","Mason","49","3190",0,650,26,0,2
"G4803210","1870","Texas","480","Matagorda","3210","Matagorda","49","3210",0,1254,2120,0,3
"G4803230","1870","Texas","480","Maverick","3230","Maverick","49","3230",0,1670,281,0,0
"G4803250","1870","Texas","480","Medina","3250","Medina","49","3250",0,1986,92,0,0
"G4803270","1870","Texas","480","Menard","3270","Menard","49","3270",0,295,372,0,0
"G4803310","1870","Texas","480","Milam","3310","Milam","49","3310",0,6005,2977,0,2
"G4803370","1870","Texas","480","Montague","3370","Montague","49","3370",0,861,24,0,5
"G4803390","1870","Texas","480","Montgomery","3390","Montgomery","49","3390",0,3131,3351,0,1
"G4803470","1870","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",0,6307,3275,0,32
"G4803490","1870","Texas","480","Navarro","3490","Navarro","49","3490",0,6634,2245,0,0
"G4803510","1870","Texas","480","Newton","3510","Newton","49","3510",0,1356,831,0,0
"G4803550","1870","Texas","480","Nueces","3550","Nueces","49","3550",0,3643,332,0,0
"G4803610","1870","Texas","480","Orange","3610","Orange","49","3610",0,1005,250,0,0
"G4803630","1870","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",,,,,
"G4803650","1870","Texas","480","Panola","3650","Panola","49","3650",0,6392,3727,0,0
"G4803670","1870","Texas","480","Parker","3670","Parker","49","3670",0,3893,293,0,0
"G4803730","1870","Texas","480","Polk","3730","Polk","49","3730",0,4408,4298,0,1
"G4803770","1870","Texas","480","Presidio","3770","Presidio","49","3770",0,1147,489,0,0
"G4803870","1870","Texas","480","Red River","3870","Red River","49","3870",0,6505,4148,0,0
"G4803910","1870","Texas","480","Refugio","3910","Refugio","49","3910",0,2078,246,0,0
"G4803950","1870","Texas","480","Robertson","3950","Robertson","49","3950",0,5457,4530,3,0
"G4803990","1870","Texas","480","Runnels","3990","Runnels","49","3990",,,,,
"G4804010","1870","Texas","480","Rusk","4010","Rusk","49","4010",0,9201,7715,0,0
"G4804030","1870","Texas","480","Sabine","4030","Sabine","49","4030",0,2149,1107,0,0
"G4804050","1870","Texas","480","San Augustine","4050","San Augustine","49","4050",0,2231,1964,0,1
"G4804090","1870","Texas","480","San Patricio","4090","San Patricio","49","4090",0,538,64,0,0
"G4804110","1870","Texas","480","San Saba","4110","San Saba","49","4110",0,1281,144,0,0
"G4804170","1870","Texas","480","Shackelford","4170","Shackelford","49","4170",0,400,55,0,0
"G4804190","1870","Texas","480","Shelby","4190","Shelby","49","4190",0,3977,1755,0,0
"G4804230","1870","Texas","480","Smith","4230","Smith","49","4230",0,9401,7131,0,0
"G4804270","1870","Texas","480","Starr","4270","Starr","49","4270",0,4136,18,0,0
"G4804290","1870","Texas","480","Stephens","4290","Stephens","49","4290",0,306,24,0,0
"G4804390","1870","Texas","480","Tarrant","4390","Tarrant","49","4390",0,5083,705,0,0
"G4804410","1870","Texas","480","Taylor","4410","Taylor","49","4410",,,,,
"G4804470","1870","Texas","480","Throckmorton","4470","Throckmorton","49","4470",,,,,
"G4804490","1870","Texas","480","Titus","4490","Titus","49","4490",0,8519,2818,0,2
"G4804530","1870","Texas","480","Travis","4530","Travis","49","4530",4428,8505,4647,0,1
"G4804550","1870","Texas","480","Trinity","4550","Trinity","49","4550",0,3056,1084,0,1
"G4804570","1870","Texas","480","Tyler","4570","Tyler","49","4570",0,3538,1472,0,0
"G4804590","1870","Texas","480","Upshur","4590","Upshur","49","4590",0,7172,4867,0,0
"G4804630","1870","Texas","480","Uvalde","4630","Uvalde","49","4630",0,778,73,0,0
"G4804670","1870","Texas","480","Van Zandt","4670","Van Zandt","49","4670",0,5812,682,0,0
"G4804690","1870","Texas","480","Victoria","4690","Victoria","49","4690",2534,3092,1768,0,0
"G4804710","1870","Texas","480","Walker","4710","Walker","49","4710",0,3951,5823,0,2
"G4804770","1870","Texas","480","Washington","4770","Washington","49","4770",0,10863,12241,0,0
"G4804790","1870","Texas","480","Webb","4790","Webb","49","4790",0,2613,2,0,0
"G4804810","1870","Texas","480","Wharton","4810","Wharton","49","4810",0,514,2910,0,2
"G4804850","1870","Texas","480","Wichita","4850","Wichita","49","4850",,,,,
