GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AUM001,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AUY001,AUY002
"G0600750","1890","California","060","San Francisco","0750","San Francisco","71","750",298997,1847,1628,1330,25833,21745,12022,590,45,8,31,45,54,1803900,30580
"G0600770","1890","California","060","San Joaquin","0770","San Joaquin","71","770",28629,353,328,223,1676,1997,1629,10,0,0,2,34,5,26554980,620960
"G0600790","1890","California","060","San Luis Obispo","0790","San Luis Obispo","71","790",16072,457,23,9,386,183,59,2,0,0,47,153,137,15867330,352970
"G0600810","1890","California","060","San Mateo","0810","San Mateo","71","810",10087,52,34,10,448,596,519,9,0,0,6,8,8,11509540,108160
"G0600830","1890","California","060","Santa Barbara","0830","Santa Barbara","71","830",15754,26,63,38,581,227,109,5,0,0,73,88,153,15064470,223010
"G0600850","1890","California","060","Santa Clara","0850","Santa Clara","71","850",48005,989,161,173,2723,2695,1525,27,0,0,19,73,12,38954592,721380
"G0600870","1890","California","060","Santa Cruz","0870","Santa Cruz","71","870",19270,62,63,53,785,523,156,19,0,0,10,131,2,9309900,208350
"G0600890","1890","California","060","Shasta","0890","Shasta","71","890",12133,221,54,44,342,1334,574,2,1,0,693,1037,26,4422890,132610
"G0600910","1890","California","060","Sierra","0910","Sierra","71","910",5051,12,22,28,488,1252,810,0,0,0,10,12,0,646370,27600
"G0600930","1890","California","060","Siskiyou","0930","Siskiyou","71","930",12163,117,88,29,1151,1568,1440,0,0,0,710,493,50,4594440,151950
"G0600950","1890","California","060","Solano","0950","Solano","71","950",20946,97,72,78,1522,993,920,26,2,0,11,21,3,25801950,454370
"G0600970","1890","California","060","Sonoma","0970","Sonoma","71","970",32721,45,60,77,1145,904,473,74,0,0,297,339,85,32905290,531180
"G0600990","1890","California","060","Stanislaus","0990","Stanislaus","71","990",10040,61,20,4,421,518,306,0,0,0,12,27,0,17752120,517690
"G0601010","1890","California","060","Sutter","1010","Sutter","71","1010",5469,47,35,31,327,266,208,0,0,0,1,13,0,10455960,282930
"G0601030","1890","California","060","Tehama","1030","Tehama","71","1030",9916,252,142,73,892,774,294,0,0,0,101,167,54,11671130,238450
"G0601050","1890","California","060","Trinity","1050","Trinity","71","1050",3719,27,7,23,554,1951,1099,0,0,0,193,261,140,1549270,27100
"G0601070","1890","California","060","Tulare","1070","Tulare","71","1070",24574,207,80,39,954,324,99,2,2,0,178,118,4,27555740,684290
"G0601090","1890","California","060","Tuolumne","1090","Tuolumne","71","1090",6082,52,84,67,253,805,1524,0,0,0,218,347,3,850910,50750
"G0601110","1890","California","060","Ventura","1110","Ventura","71","1110",10071,110,15,0,451,129,0,1,0,0,91,80,0,13118520,212500
"G0601130","1890","California","060","Yolo","1130","Yolo","71","1130",12684,122,102,69,604,608,395,5,0,0,41,47,117,18717970,410800
"G0601150","1890","California","060","Yuba","1150","Yuba","71","1150",9636,218,247,152,974,2146,2337,1,0,0,27,67,0,5314180,167930
"G0800050","1890","Colorado","080","Arapahoe","0050","Arapahoe","62","50",132135,3254,1083,257,980,238,4,9,0,0,47,1,2,17650180,228930
"G0800070","1890","Colorado","080","Archuleta","0070","Archuleta","62","70",826,3,0,0,0,0,0,0,0,0,0,0,0,94700,10970
"G0800090","1890","Colorado","080","Baca","0090","Baca","62","90",1479,0,0,0,0,0,0,0,0,0,0,0,0,121460,10670
"G0800110","1890","Colorado","080","Bent","0110","Bent","62","110",1313,11,42,11,1,2,0,0,0,0,3,17,11,383050,19020
"G0800130","1890","Colorado","080","Boulder","0130","Boulder","62","130",14082,69,49,1,11,18,0,0,0,0,1,0,0,3632890,121670
"G0800150","1890","Colorado","080","Chaffee","0150","Chaffee","62","150",6612,66,70,0,14,6,0,0,0,0,0,1,0,751960,30510
"G0800170","1890","Colorado","080","Cheyenne","0170","Cheyenne","62","170",534,2,0,0,0,0,0,0,0,0,0,0,0,74850,2930
"G0800190","1890","Colorado","080","Clear Creek","0190","Clear Creek","62","190",7184,86,94,22,7,17,2,0,0,0,0,0,0,50650,3620
"G0800210","1890","Colorado","080","Conejos","0210","Conejos","62","210",7193,30,17,0,0,9,0,0,0,0,10,21,34,1614670,84390
"G0800230","1890","Colorado","080","Costilla","0230","Costilla","62","230",3491,4,7,1,0,0,0,0,0,0,4,20,17,681420,37000
"G0800270","1890","Colorado","080","Custer","0270","Custer","62","270",2970,6,40,0,0,9,0,0,0,0,0,6,0,1114600,67120
"G0800290","1890","Colorado","080","Delta","0290","Delta","62","290",2534,2,0,0,0,0,0,0,0,0,0,0,0,1014690,47360
"G0800330","1890","Colorado","080","Dolores","0330","Dolores","62","330",1498,14,0,0,0,0,0,0,0,0,1,0,0,11850,2300
"G0800350","1890","Colorado","080","Douglas","0350","Douglas","62","350",3006,20,17,2,1,0,0,0,0,0,0,1,1,3198900,88160
"G0800370","1890","Colorado","080","Eagle","0370","Eagle","62","370",3725,1,0,0,1,0,0,0,0,0,0,0,0,703550,44400
"G0800390","1890","Colorado","080","Elbert","0390","Elbert","62","390",1856,24,7,0,0,1,0,0,0,0,0,0,0,1881750,45620
"G0800410","1890","Colorado","080","El Paso","0410","El Paso","62","410",21239,571,159,1,69,16,0,1,0,0,1,3,0,3706880,86020
"G0800430","1890","Colorado","080","Fremont","0430","Fremont","62","430",9156,85,72,1,6,4,0,0,0,0,3,0,0,1580160,58700
"G0800450","1890","Colorado","080","Garfield","0450","Garfield","62","450",4478,48,0,0,0,0,0,0,0,0,0,0,0,774300,52750
"G0800470","1890","Colorado","080","Gilpin","0470","Gilpin","62","470",5867,54,71,60,49,124,1,0,0,0,1,1,0,257730,2110
"G0800490","1890","Colorado","080","Grand","0490","Grand","62","490",604,2,4,0,0,0,0,0,0,0,0,0,0,349500,15960
"G0800495","1890","Colorado","080","Greenwood","0495","Greenwood","62","495",0,0,0,31,0,0,0,0,0,0,0,0,0,,
"G0800510","1890","Colorado","080","Gunnison","0510","Gunnison","62","510",4359,48,46,0,4,0,0,0,0,0,0,0,0,541080,29930
"G0800530","1890","Colorado","080","Hinsdale","0530","Hinsdale","62","530",862,8,16,0,0,3,0,0,0,0,1,0,0,42400,3920
"G0800550","1890","Colorado","080","Huerfano","0550","Huerfano","62","550",6882,40,0,2,3,0,0,0,0,0,4,10,31,1101960,44780
"G0800590","1890","Colorado","080","Jefferson","0590","Jefferson","62","590",8450,19,34,20,9,2,0,0,0,0,0,0,0,9104540,156470
"G0800610","1890","Colorado","080","Kiowa","0610","Kiowa","62","610",1243,15,0,0,0,0,0,0,0,0,0,0,0,145200,10730
"G0800630","1890","Colorado","080","Kit Carson","0630","Kit Carson","62","630",2472,0,0,0,0,0,0,0,0,0,0,0,0,252440,14900
"G0800650","1890","Colorado","080","Lake","0650","Lake","62","650",14663,209,298,1,0,0,0,0,0,0,0,7,0,391000,18350
"G0800670","1890","Colorado","080","La Plata","0670","La Plata","62","670",5509,34,1,0,19,0,0,0,0,0,1,0,0,1125290,48230
"G0800690","1890","Colorado","080","Larimer","0690","Larimer","62","690",9712,18,43,0,3,3,0,0,0,0,1,2,10,4403490,183190
"G0800710","1890","Colorado","080","Las Animas","0710","Las Animas","62","710",17208,227,53,13,15,6,0,0,0,0,12,48,72,1849300,67360
"G0800730","1890","Colorado","080","Lincoln","0730","Lincoln","62","730",689,0,0,0,0,0,0,0,0,0,0,0,0,290660,9340
"G0800750","1890","Colorado","080","Logan","0750","Logan","62","750",3070,5,0,0,0,0,0,0,0,0,0,0,0,665840,23880
"G0800770","1890","Colorado","080","Mesa","0770","Mesa","62","770",4260,26,0,0,3,0,0,0,0,0,0,0,0,1429860,56020
"G0800830","1890","Colorado","080","Montezuma","0830","Montezuma","62","830",1529,1,0,0,0,0,0,0,0,0,0,0,0,185400,13650
"G0800850","1890","Colorado","080","Montrose","0850","Montrose","62","850",3980,17,0,0,5,0,0,0,0,0,0,0,0,2131610,116880
"G0800870","1890","Colorado","080","Morgan","0870","Morgan","62","870",1601,3,0,0,0,0,0,0,0,0,0,0,0,815080,27150
"G0800890","1890","Colorado","080","Otero","0890","Otero","62","890",4192,22,0,0,6,0,0,0,0,0,4,0,0,1368620,39800
"G0800910","1890","Colorado","080","Ouray","0910","Ouray","62","910",6510,64,6,0,17,3,0,0,0,0,0,1,0,499900,26340
"G0800930","1890","Colorado","080","Park","0930","Park","62","930",3548,7,14,1,62,124,0,0,0,0,1,8,0,1358150,57690
"G0800950","1890","Colorado","080","Phillips","0950","Phillips","62","950",2642,2,0,0,0,0,0,0,0,0,0,0,0,610820,42040
"G0800970","1890","Colorado","080","Pitkin","0970","Pitkin","62","970",8929,77,0,0,0,0,0,0,0,0,0,0,0,339350,22740
"G0800990","1890","Colorado","080","Prowers","0990","Prowers","62","990",1969,9,0,0,1,0,0,0,0,0,1,0,0,559750,6660
"G0801010","1890","Colorado","080","Pueblo","1010","Pueblo","62","1010",31491,904,147,27,82,7,0,0,0,0,1,1,1,1986180,58470
"G0801030","1890","Colorado","080","Rio Blanco","1030","Rio Blanco","62","1030",1200,0,0,0,2,0,0,0,0,0,2,0,0,500450,35810
"G0801050","1890","Colorado","080","Rio Grande","1050","Rio Grande","62","1050",3451,18,4,0,1,0,0,0,0,0,3,4,0,1049750,52970
"G0801070","1890","Colorado","080","Routt","1070","Routt","62","1070",2369,7,1,0,0,0,0,0,0,0,1,0,0,1115590,70410
"G0801090","1890","Colorado","080","Saguache","1090","Saguache","62","1090",3313,3,3,0,1,0,0,0,0,0,4,2,0,1831880,64660
"G0801110","1890","Colorado","080","San Juan","1110","San Juan","62","1110",1572,8,0,0,8,1,0,0,0,0,0,0,0,,
"G0801130","1890","Colorado","080","San Miguel","1130","San Miguel","62","1130",2909,21,0,0,11,0,0,0,0,0,0,0,0,167400,13450
"G0801150","1890","Colorado","080","Sedgwick","1150","Sedgwick","62","1150",1293,5,0,0,0,0,0,0,0,0,0,0,0,464680,18750
"G0801170","1890","Colorado","080","Summit","1170","Summit","62","1170",1906,0,22,5,4,19,0,0,0,0,0,0,0,53500,2850
"G0801210","1890","Colorado","080","Washington","1210","Washington","62","1210",2301,17,0,0,0,0,0,0,0,0,0,0,0,528570,28620
"G0801230","1890","Colorado","080","Weld","1230","Weld","62","1230",11736,29,15,0,2,0,0,0,0,0,0,0,1,7775890,268340
"G0801250","1890","Colorado","080","Yuma","1250","Yuma","62","1250",2596,0,0,0,1,0,0,0,0,0,0,0,0,699810,34260
"G0900010","1890","Connecticut","090","Fairfield","0010","Fairfield","1","10",150081,2563,2182,1680,61,11,0,6,0,0,31,22,14,23831976,531090
"G0900030","1890","Connecticut","090","Hartford","0030","Hartford","1","30",147180,2276,2232,1752,67,50,1,3,1,0,17,14,2,19255110,675650
"G0900050","1890","Connecticut","090","Litchfield","0050","Litchfield","1","50",53542,807,1026,1052,8,0,0,0,0,0,13,40,27,13893590,434590
"G0900070","1890","Connecticut","090","Middlesex","0070","Middlesex","1","70",39524,418,371,372,8,7,0,2,0,0,5,7,5,5955520,205660
"G0900090","1890","Connecticut","090","New Haven","0090","New Haven","1","90",209058,4065,3513,2734,90,39,0,5,5,0,25,14,6,12565430,436375
"G0900110","1890","Connecticut","090","New London","0110","New London","1","110",76634,1473,1480,1419,27,14,0,1,0,0,105,147,141,8203040,310740
"G0900130","1890","Connecticut","090","Tolland","0130","Tolland","1","130",25081,191,195,199,6,0,0,1,0,0,0,4,0,4979740,220090
"G0900150","1890","Connecticut","090","Windham","0150","Windham","1","150",45158,509,548,460,5,2,1,0,0,0,32,7,40,6316190,261300
"G1000010","1890","Delaware","100","Kent","0010","Kent","11","10",32664,8036,8114,7164,2,0,0,0,0,0,1,0,0,11920410,658430
"G1000030","1890","Delaware","100","New Castle","0030","New Castle","11","30",97182,14365,12636,10192,35,1,0,0,0,0,3,5,0,18581940,691910
"G1000050","1890","Delaware","100","Sussex","0050","Sussex","11","50",38647,5985,5692,5438,0,0,0,0,0,0,0,0,0,9083730,485230
"G1100010","1890","District Of Columbia","110","District Of Columbia","0010","District Of Columbia","98","10",230392,75572,59596,43404,91,13,3,9,4,0,25,5,15,6471120,79760
"G1200010","1890","Florida","120","Alachua","0010","Alachua","43","10",22934,13260,10016,12393,1,0,0,0,0,0,0,0,0,2959640,67260
"G1200030","1890","Florida","120","Baker","0030","Baker","43","30",3333,745,643,290,0,0,0,0,0,0,0,0,0,319450,10440
"G1200070","1890","Florida","120","Bradford","0070","Bradford","43","70",7516,1555,1290,824,0,0,0,0,0,0,0,0,0,777450,28830
"G1200090","1890","Florida","120","Brevard","0090","Brevard","43","90",3401,541,84,19,1,0,0,0,0,0,23,15,0,1689300,4170
"G1200130","1890","Florida","120","Calhoun","0130","Calhoun","43","130",1681,549,396,244,0,0,0,0,0,0,0,0,0,55530,5660
"G1200170","1890","Florida","120","Citrus","0170","Citrus","43","170",2394,304,0,0,0,0,0,0,0,0,0,0,0,959020,16490
"G1200190","1890","Florida","120","Clay","0190","Clay","43","190",5154,1521,573,399,1,0,0,0,0,0,0,0,0,373240,9860
"G1200230","1890","Florida","120","Columbia","0230","Columbia","43","230",12877,6484,4769,3228,0,0,0,0,0,0,0,0,0,1243070,42910
"G1200250","1890","Florida","120","Dade","0250","Dade","43","250",861,87,67,13,0,0,0,0,0,0,134,0,0,1107630,6250
"G1200270","1890","Florida","120","DeSoto","0270","De Soto","43","270",4944,139,0,0,0,0,0,0,0,0,0,0,0,657350,11760
"G1200310","1890","Florida","120","Duval","0310","Duval","43","310",26800,14802,10850,6780,27,1,0,1,0,0,0,0,0,1157960,21000
"G1200330","1890","Florida","120","Escambia","0330","Escambia","43","330",20188,8706,5302,2880,6,0,0,0,0,0,1,0,0,173120,6190
"G1200370","1890","Florida","120","Franklin","0370","Franklin","43","370",3308,1358,592,475,0,0,0,0,0,0,0,0,0,20200,240
"G1200390","1890","Florida","120","Gadsden","0390","Gadsden","43","390",11894,7448,8055,6038,0,0,0,0,0,0,0,0,0,600060,42930
"G1200470","1890","Florida","120","Hamilton","0470","Hamilton","43","470",8507,3170,2318,2363,0,0,0,0,0,0,0,0,0,632250,29330
"G1200530","1890","Florida","120","Hernando","0530","Hernando","43","530",2476,892,929,854,0,0,0,0,0,0,0,0,1,583300,7810
"G1200570","1890","Florida","120","Hillsborough","0570","Hillsborough","43","570",14941,2917,915,546,26,0,0,0,0,0,2,0,0,2964910,32570
"G1200590","1890","Florida","120","Holmes","0590","Holmes","43","590",4336,184,106,137,0,0,0,0,0,0,0,21,0,250390,17110
"G1200630","1890","Florida","120","Jackson","0630","Jackson","43","630",17544,11211,8735,5598,1,0,0,0,0,0,0,0,0,1062110,73730
"G1200650","1890","Florida","120","Jefferson","0650","Jefferson","43","650",15757,12199,12668,9897,0,0,0,0,0,0,0,0,0,1113200,36980
"G1200670","1890","Florida","120","Lafayette","0670","Lafayette","43","670",3686,239,173,197,0,0,0,0,0,0,0,0,0,295340,24500
"G1200690","1890","Florida","120","Lake","0690","Lake","43","690",8034,1844,0,0,0,0,0,0,0,0,0,0,0,6194720,60060
"G1200710","1890","Florida","120","Lee","0710","Lee","43","710",1414,80,0,0,0,0,0,0,0,0,0,0,0,280200,7580
"G1200730","1890","Florida","120","Leon","0730","Leon","43","730",17752,14631,16840,12341,0,0,0,0,0,0,0,0,0,1130560,53980
"G1200750","1890","Florida","120","Levy","0750","Levy","43","750",6586,2129,2035,395,0,0,0,0,0,0,0,0,0,750820,24570
"G1200770","1890","Florida","120","Liberty","0770","Liberty","43","770",1452,634,548,323,0,0,0,0,0,0,0,0,0,48450,1890
"G1200790","1890","Florida","120","Madison","0790","Madison","43","790",14316,8760,9184,6692,0,0,0,0,0,0,0,5,0,1308570,45160
"G1200810","1890","Florida","120","Manatee","0810","Manatee","43","810",2895,181,135,88,0,0,0,0,0,0,0,31,0,778050,11800
"G1200830","1890","Florida","120","Marion","0830","Marion","43","830",20796,11485,8305,7878,1,0,0,0,0,0,0,0,0,8499650,92940
"G1200870","1890","Florida","120","Monroe","0870","Monroe","43","870",18786,5935,3197,1026,22,12,0,13,0,0,1,72,0,29750,100
"G1200890","1890","Florida","120","Nassau","0890","Nassau","43","890",8294,4338,3547,1970,5,3,0,0,0,0,0,10,0,216910,8610
"G1200950","1890","Florida","120","Orange","0950","Orange","43","950",12584,3536,1023,198,9,0,0,0,0,0,0,0,0,10588140,82070
"G1200970","1890","Florida","120","Osceola","0970","Osceola","43","970",3133,476,0,0,0,0,0,0,0,0,0,0,0,225050,2910
"G1201010","1890","Florida","120","Pasco","1010","Pasco","43","1010",4249,376,0,0,0,0,0,0,0,0,1,0,0,2359680,22820
"G1201050","1890","Florida","120","Polk","1050","Polk","43","1050",7905,784,122,482,0,0,0,0,0,0,0,26,0,2497010,35000
"G1201070","1890","Florida","120","Putnam","1070","Putnam","43","1070",11186,4778,2416,1334,1,0,0,0,0,0,3,0,0,5406900,41460
"G1201090","1890","Florida","120","St Johns","1090","St Johns","43","1090",8712,3195,1363,681,7,2,0,0,0,0,2,0,0,1758090,14610
"G1201130","1890","Florida","120","Santa Rosa","1130","Santa Rosa","43","1130",7961,2192,1872,562,0,0,0,0,0,0,1,0,0,210240,8460
"G1201190","1890","Florida","120","Sumter","1190","Sumter","43","1190",5363,1498,1185,980,0,0,0,0,0,0,1,0,0,3644990,31510
"G1201210","1890","Florida","120","Suwannee","1210","Suwannee","43","1210",10524,4943,3140,1435,0,0,0,0,0,0,0,0,0,856380,42110
"G1201230","1890","Florida","120","Taylor","1230","Taylor","43","1230",2122,151,165,79,0,0,0,0,0,0,0,0,0,121390,6500
"G1201270","1890","Florida","120","Volusia","1270","Volusia","43","1270",8467,2462,538,328,0,0,0,0,0,0,1,0,0,6262100,42010
"G1201290","1890","Florida","120","Wakulla","1290","Wakulla","43","1290",3117,1379,1160,944,0,0,0,0,0,0,0,0,0,111330,11640
"G1201310","1890","Florida","120","Walton","1310","Walton","43","1310",4816,743,516,405,0,0,0,0,0,0,1,0,0,214470,3230
"G1201330","1890","Florida","120","Washington","1330","Washington","43","1330",6426,1339,918,373,0,0,0,0,0,0,0,0,1,257210,11000
"G1300010","1890","Georgia","130","Appling","0010","Appling","44","10",8676,2462,1192,976,0,0,0,0,0,0,0,0,0,531430,19160
"G1300070","1890","Georgia","130","Baker","0070","Baker","44","70",6144,4549,5565,4955,0,0,0,0,0,0,0,0,0,405420,24720
"G1300090","1890","Georgia","130","Baldwin","0090","Baldwin","44","90",14608,9343,9294,6774,0,0,0,0,0,0,3,0,0,709220,39130
"G1300110","1890","Georgia","130","Banks","0110","Banks","44","110",8562,1563,1507,921,0,0,0,0,0,0,0,0,0,754750,23060
"G1300150","1890","Georgia","130","Bartow","0150","Bartow","44","150",20616,6041,6271,4719,1,0,0,0,0,0,0,0,1,2223300,69470
"G1300190","1890","Georgia","130","Berrien","0190","Berrien","44","190",10694,2417,836,460,0,0,0,0,0,0,0,0,1,856720,43860
"G1300210","1890","Georgia","130","Bibb","0210","Bibb","44","210",42370,23336,15700,11424,5,0,0,0,0,0,0,18,0,1544650,40370
"G1300270","1890","Georgia","130","Brooks","0270","Brooks","44","270",13979,7637,6057,4231,0,0,0,0,0,0,0,0,0,1168670,69890
"G1300290","1890","Georgia","130","Bryan","0290","Bryan","44","290",5520,2687,2561,3605,0,0,0,0,0,0,0,0,0,395940,15740
"G1300310","1890","Georgia","130","Bulloch","0310","Bulloch","44","310",13712,4689,2256,1744,0,0,0,0,0,0,0,0,0,1658890,45170
"G1300330","1890","Georgia","130","Burke","0330","Burke","44","330",28501,22680,21031,13436,1,0,0,1,0,0,2,8,0,2700330,158480
"G1300350","1890","Georgia","130","Butts","0350","Butts","44","350",10565,5398,4034,3445,0,0,0,0,0,0,0,0,0,936310,29730
"G1300370","1890","Georgia","130","Calhoun","0370","Calhoun","44","370",8438,6199,4670,3477,0,0,0,0,0,0,0,0,0,661370,47470
"G1300390","1890","Georgia","130","Camden","0390","Camden","44","390",6178,4137,4092,3157,0,0,0,0,0,0,0,0,0,313570,13580
"G1300395","1890","Georgia","130","Campbell","0395","Campbell","44","410",9115,3493,3885,2587,0,0,0,1,0,0,0,0,0,1011250,30720
"G1300450","1890","Georgia","130","Carroll","0450","Carroll","44","450",22301,3851,2310,1309,0,0,0,0,0,0,0,0,0,1811050,59350
"G1300470","1890","Georgia","130","Catoosa","0470","Catoosa","44","470",5431,636,612,616,0,0,0,0,0,0,0,0,0,734900,29340
"G1300490","1890","Georgia","130","Charlton","0490","Charlton","44","490",3335,870,360,401,0,0,0,0,0,0,0,0,0,117320,5850
"G1300510","1890","Georgia","130","Chatham","0510","Chatham","44","510",57740,34757,27515,24518,15,2,0,0,0,0,3,12,1,3021600,53500
"G1300530","1890","Georgia","130","Chattahoochee","0530","Chattahoochee","44","530",4902,3065,3540,3405,0,0,0,0,0,0,0,0,0,399160,13740
"G1300550","1890","Georgia","130","Chattooga","0550","Chattooga","44","550",11202,1998,2040,1503,0,0,0,0,0,0,0,0,0,1258080,36520
"G1300570","1890","Georgia","130","Cherokee","0570","Cherokee","44","570",15412,1508,1626,1281,0,0,0,0,0,0,0,0,1,1361870,35100
"G1300590","1890","Georgia","130","Clarke","0590","Clarke","44","590",15186,8111,6388,6453,2,0,0,0,0,0,1,1,0,766810,14890
"G1300610","1890","Georgia","130","Clay","0610","Clay","44","610",7817,4815,3852,2849,0,0,0,0,0,0,0,0,0,435230,19310
"G1300630","1890","Georgia","130","Clayton","0630","Clayton","44","630",8295,3075,3089,1743,0,0,0,0,0,0,0,0,0,1042420,29690
"G1300650","1890","Georgia","130","Clinch","0650","Clinch","44","650",6652,2360,838,507,0,0,1,0,0,0,0,0,0,249470,10570
"G1300670","1890","Georgia","130","Cobb","0670","Cobb","44","670",22286,6774,6012,3217,0,0,0,0,0,0,2,2,4,2058610,74860
"G1300690","1890","Georgia","130","Coffee","0690","Coffee","44","690",10483,3858,1042,678,0,0,0,0,0,0,4,0,0,821520,53670
"G1300710","1890","Georgia","130","Colquitt","0710","Colquitt","44","710",4794,477,105,137,0,0,0,0,0,0,0,0,0,429330,13260
"G1300730","1890","Georgia","130","Columbia","0730","Columbia","44","730",11281,8038,7435,9449,0,0,0,0,0,0,0,0,0,1114470,43160
"G1300770","1890","Georgia","130","Coweta","0770","Coweta","44","770",22354,12612,11797,8019,0,0,0,0,0,0,2,7,0,2507640,84445
"G1300790","1890","Georgia","130","Crawford","0790","Crawford","44","790",9315,5156,4716,4273,0,0,0,0,0,0,0,0,0,788580,38710
"G1300830","1890","Georgia","130","Dade","0830","Dade","44","830",5707,1093,1084,245,0,0,0,0,0,0,0,0,0,545620,15870
"G1300850","1890","Georgia","130","Dawson","0850","Dawson","44","850",5612,259,356,337,0,0,0,0,0,0,0,2,0,535230,15550
"G1300870","1890","Georgia","130","Decatur","0870","Decatur","44","870",19949,10811,10183,7718,18,0,0,0,0,0,4,0,0,975960,31430
"G1300890","1890","Georgia","130","DeKalb","0890","De Kalb","44","890",17189,5974,4543,2662,0,0,0,1,0,0,0,0,0,2957890,41950
"G1300910","1890","Georgia","130","Dodge","0910","Dodge","44","910",11452,5309,1852,0,0,0,0,0,0,0,0,0,0,643190,29710
"G1300930","1890","Georgia","130","Dooly","0930","Dooly","44","930",18146,8914,5828,4855,0,0,0,0,0,0,0,0,0,1102400,74680
"G1300950","1890","Georgia","130","Dougherty","0950","Dougherty","44","950",12206,10231,10670,9424,0,0,0,0,0,0,0,0,0,664540,40870
"G1300970","1890","Georgia","130","Douglas","0970","Douglas","44","970",7794,1801,1471,0,0,0,0,0,0,0,0,0,0,983310,31330
