GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADI001,ADI002,ADJ001,ADJ002,ADM001,ADM002,ADM003,ADM004,ADM005,ADM006,ADM007,ADM008,ADM009,ADM010,ADM011,ADM012,ADM013,ADM014,ADM015,ADM016,ADM017,ADM018,ADM019,ADM020,ADM021,ADM022,ADM023,ADM024,ADM025,ADM026,ADM027,ADM028,ADM029,ADM030
"G1701970","1850","Illinois","170","Will","1970","Will","21","1970",102578,82789,1950289,103461,230885,130,527903,334360,0,2760,0,50237,1109,64274,508,1795,8136,10,319054,55735,32043,104,384,4,0,0,574,30,0,9617,0,167,0,15175
"G1701990","1850","Illinois","170","Williamson","1990","Williamson","21","1990",27149,31586,253008,31893,6376,169,235729,33164,0,536268,0,14030,2193,9316,9620,0,6,0,59131,230,242,3,16,0,0,0,1359,51,0,299,0,8,0,2778
"G1702010","1850","Illinois","170","Winnebago","2010","Winnebago","21","2010",64929,94325,1550965,87050,316586,1801,281452,188333,0,0,0,30170,27,40495,0,657,5477,15,148191,19895,14444,0,27,0,0,0,160,3,0,0,0,0,0,4333
"G1702030","1850","Illinois","170","Woodford","2030","Woodford","21","2030",36651,57842,696205,53510,76770,863,404244,50727,0,0,0,16033,13,14013,144,5545,347,0,79664,6450,4553,78,52,0,0,0,60,0,0,0,0,0,0,7255
"G1800010","1850","Indiana","180","Adams","0010","Adams","22","10",22760,50850,612250,26904,52292,920,101688,22300,0,0,0,9532,424,14532,103,41,1088,0,90820,1215,3338,157,86,34,0,0,1516,89,0,17317,0,748,0,5270
"G1800030","1850","Indiana","180","Allen","0030","Allen","22","30",50481,103624,1622930,100050,189509,913,281339,58125,0,0,0,14240,119,48222,138,363,5981,155,127677,10179,5919,213,124,30,0,0,510,159,0,24256,0,331,0,18986
"G1800050","1850","Indiana","180","Bartholomew","0050","Bartholomew","22","50",70203,96534,2315095,88660,102531,188,1173902,59850,0,4800,0,32014,641,18543,2179,1410,603,0,177017,4920,3558,192,27,750,0,0,2484,102,30,6653,0,309,0,6244
"G1800070","1850","Indiana","180","Benton","0070","Benton","22","70",12100,21092,277360,11568,2612,246,160400,14308,0,0,0,4846,51,1134,161,187,460,0,13906,675,948,0,3,5,0,0,70,4,0,250,0,5,0,2010
"G1800090","1850","Indiana","180","Blackford","0090","Blackford","22","90",11740,38647,355555,18391,18262,321,67060,9384,0,0,0,5865,364,5646,137,0,462,0,56288,2245,1254,64,79,111,0,0,1898,51,0,22095,0,1077,0,7410
"G1800110","1850","Indiana","180","Boone","0110","Boone","22","110",54593,109841,1482275,78706,76289,165,583045,46187,0,6010,0,39380,2336,15587,3628,6,1008,14,188287,7386,4259,101,93,841,0,0,9026,362,0,87661,0,6214,0,20280
"G1800130","1850","Indiana","180","Brown","0130","Brown","22","130",16984,48586,341145,21163,14154,315,179304,18704,0,9504,0,10029,17,6649,865,0,140,0,48023,1320,642,32,34,0,0,0,11807,534,0,22412,0,1092,0,2946
"G1800150","1850","Indiana","180","Carroll","0150","Carroll","22","150",54876,104830,2056005,125790,133371,173,549882,53076,0,558,0,27487,280,18782,1766,616,1380,229,190502,3592,4397,988,90,253,0,0,11852,324,0,53470,0,3371,0,15230
"G1800170","1850","Indiana","180","Cass","0170","Cass","22","170",44990,107321,1638645,72617,107078,444,397915,39674,0,0,0,17510,64,22325,982,464,1240,400,188121,2458,3092,75,10,39,0,0,1639,418,11,40779,0,4411,0,12431
"G1800190","1850","Indiana","180","Clark","0190","Clark","22","190",65631,84356,2117303,78540,62067,407,567964,120430,0,235,0,22772,43,47458,5771,26,226,5611,185521,8174,4600,56,12,80,0,0,2850,87,1,6987,0,978,0,5513
"G1800210","1850","Indiana","180","Clay","0210","Clay","22","210",38811,71213,700645,43534,33039,378,357832,39210,0,1280,0,18584,780,13394,1960,0,893,0,72745,2352,2003,142,22,0,0,0,5591,219,0,12908,0,379,0,6784
"G1800230","1850","Indiana","180","Clinton","0230","Clinton","22","230",66553,99204,1432134,83989,95839,9,710973,34198,0,4400,0,33722,17,12746,873,1974,1965,4,191412,3403,5068,462,71,5,0,0,1381,213,0,48374,0,1765,0,5050
"G1800250","1850","Indiana","180","Crawford","0250","Crawford","22","250",24918,55775,434619,28965,20009,217,183930,37397,0,10530,0,11686,737,9634,2805,0,17,0,34627,1677,918,21,62,169,0,0,30507,578,20,4776,0,400,0,1134
"G1800270","1850","Indiana","180","Daviess","0270","Daviess","22","270",54593,93706,813148,62894,30200,3543,643685,59944,0,19900,0,28495,190,31055,4258,0,563,15,120540,2750,3938,57,30,20,0,0,71165,1296,69,6185,0,25,0,6943
"G1800290","1850","Indiana","180","Dearborn","0290","Dearborn","22","290",85335,69209,3627022,121713,70506,3924,938491,94108,0,1102,0,27380,955,57751,1911,5543,4272,2931,265668,14562,13889,300,417,19962,0,0,2547,339,12,1598,0,557,0,3514
"G1800310","1850","Indiana","180","Decatur","0310","Decatur","22","310",86449,90895,2488089,96275,88493,1222,1050217,47778,0,700,0,47029,315,17699,2456,322,1847,0,198846,6665,5537,253,70,1400,0,0,13872,365,0,19621,0,2022,0,18311
"G1800330","1850","Indiana","180","DeKalb","0330","De Kalb","22","330",31981,85327,981735,37635,75995,446,139986,34366,0,0,0,15790,579,27943,101,184,3022,0,118282,16502,4660,454,258,8,0,0,1468,38,0,115230,0,2975,0,5789
"G1800350","1850","Indiana","180","Delaware","0350","Delaware","22","350",51757,99559,1588002,75225,55078,675,429209,41992,0,22,0,36797,111,13433,606,359,1024,14,141575,4161,4957,238,99,40,0,0,3642,402,0,39033,0,1518,0,2986
"G1800370","1850","Indiana","180","Dubois","0370","Dubois","22","370",27543,52123,329785,27823,15213,2058,287905,38590,0,2654,0,12269,0,15650,1339,78,30,16,58332,117,1242,7,1,35,0,0,6141,74,0,3501,0,102,0,401
"G1800390","1850","Indiana","180","Elkhart","0390","Elkhart","22","390",67557,93782,1845665,105688,174716,1599,370973,104940,0,0,0,41112,66,53468,76,265,6697,0,188744,11265,8287,459,46,0,0,0,0,202,0,155671,0,5100,0,165
"G1800410","1850","Indiana","180","Fayette","0410","Fayette","22","410",71516,60075,3050791,100608,93469,1527,945614,43533,0,500,0,34689,144,15053,3783,55,1394,75,161769,22446,4691,811,195,72,0,0,741,113,0,17074,0,2828,0,7898
"G1800430","1850","Indiana","180","Floyd","0430","Floyd","22","430",24742,33174,955500,37473,30706,243,131261,61154,0,1500,0,7581,10,42276,1599,8,6,780,73650,100,3241,33,15,0,0,0,635,4,0,21,0,71,0,1660
"G1800450","1850","Indiana","180","Fountain","0450","Fountain","22","450",72347,109952,1867702,108327,60031,495,927278,53480,0,2670,0,49203,214,14406,2935,90,2008,24,182639,9169,7554,90,143,27,0,0,4163,87,0,53817,0,3608,0,17301
"G1800470","1850","Indiana","180","Franklin","0470","Franklin","22","470",90073,142866,4179281,141557,124289,3535,1002149,100279,0,0,0,34587,724,37215,1804,1578,6015,674,314863,14424,6392,733,138,17578,0,0,1445,24,150,2467,0,1193,0,4555
"G1800490","1850","Indiana","180","Fulton","0490","Fulton","22","490",31843,101454,777124,46592,70757,421,221761,32843,0,190,0,11795,34,20383,184,513,3820,0,79678,5385,4637,169,70,27,0,0,1205,169,0,34278,0,1393,0,19497
"G1800510","1850","Indiana","180","Gibson","0510","Gibson","22","510",63343,103873,1293112,78686,43888,197,947590,77636,0,14825,0,25434,120,15957,4050,205,566,5,150546,1990,1693,226,32,28,0,0,6341,108,0,3960,0,367,0,5829
"G1800530","1850","Indiana","180","Grant","0530","Grant","22","530",37942,69752,1192596,61650,90961,105,361318,40868,0,4428,0,22842,322,10380,1433,11,785,0,96476,3798,3273,256,80,0,0,0,2735,120,0,50070,0,2166,0,7609
"G1800550","1850","Indiana","180","Greene","0550","Greene","22","550",56254,131371,1034484,60540,32091,788,615050,64083,0,190476,0,31502,430,17374,4412,27,1159,0,115824,6305,2306,54,71,40,0,0,26777,1650,0,16887,0,591,0,14065
"G1800570","1850","Indiana","180","Hamilton","0570","Hamilton","22","570",54250,95954,1618531,98325,64872,488,663903,59209,0,0,0,38864,98,15517,2353,20,752,34,149716,5810,5131,145,86,40,0,0,1475,191,0,62490,0,4603,0,14894
"G1800590","1850","Indiana","180","Hancock","0590","Hancock","22","590",48600,87469,1405948,77797,58267,490,664715,49364,0,6040,0,30704,134,11687,2139,191,1743,15,163205,1920,3851,502,129,367,0,0,4926,317,3,38213,0,2263,0,11297
"G1800610","1850","Indiana","180","Harrison","0610","Harrison","22","610",90278,163667,1692289,108611,108819,776,549276,154739,0,24,0,32956,371,62045,1848,299,109,40,152279,480,2450,84,6,0,0,0,10864,891,0,90,0,0,0,249
"G1800630","1850","Indiana","180","Hendricks","0630","Hendricks","22","630",93072,131042,2651292,119032,80814,184,775539,75154,0,1292,0,64117,231,14210,6605,0,468,0,198591,24442,4934,414,1343,97,0,0,5344,449,0,67302,0,4981,0,8294
"G1800650","1850","Indiana","180","Henry","0650","Henry","22","650",89232,107244,2995545,121372,129303,796,940042,90685,0,1800,0,57336,107,9943,2822,545,1078,5,193543,8406,7334,718,228,101,0,0,1005,1994,0,58671,0,4153,0,15506
"G1800670","1850","Indiana","180","Howard","0670","Howard","22","670",15551,68734,748268,30088,27930,94,238853,6063,0,6653,0,6896,564,10898,1253,347,219,0,56107,1351,569,8,27,44,0,0,4085,179,0,59279,0,3269,0,9180
"G1800690","1850","Indiana","180","Huntington","0690","Huntington","22","690",26703,66507,908669,48013,76750,560,216173,27037,0,78,0,9675,781,19757,2177,57,655,0,68823,815,2707,218,80,100,0,0,2072,101,0,43931,0,2289,0,9331
"G1800710","1850","Indiana","180","Jackson","0710","Jackson","22","710",59503,108582,992532,55128,38464,537,949174,75752,0,2442,0,24323,359,13719,2244,0,6,110,100971,810,2458,12,30,0,0,0,3844,299,0,6648,0,445,0,7211
"G1800730","1850","Indiana","180","Jasper","0730","Jasper","22","730",24161,44077,406790,22048,9051,355,250895,27376,0,5,0,10811,16,7574,534,18,1592,0,64660,14010,3822,0,7,20,0,0,0,6,0,0,0,0,0,13404
"G1800750","1850","Indiana","180","Jay","0750","Jay","22","750",29576,74972,799400,48301,47290,94,170455,40193,0,50,0,16925,319,15105,651,0,570,100,137738,7165,4266,437,243,254,0,0,2686,922,14,45917,0,2339,0,9569
"G1800770","1850","Indiana","180","Jefferson","0770","Jefferson","22","770",76449,94558,2062495,101002,58659,488,549471,98664,0,5540,0,38160,422,53929,6823,1189,323,130,242856,10472,8944,139,72,916,0,0,3200,120,5,2184,0,379,0,8409
"G1800790","1850","Indiana","180","Jennings","0790","Jennings","22","790",55220,103644,1067030,88717,62843,141,516053,78274,0,710,0,28874,80,28381,4843,0,805,166,237220,2160,5701,45,42,600,0,0,11070,93,0,8013,0,396,0,17459
"G1800810","1850","Indiana","180","Johnson","0810","Johnson","22","810",71230,94026,1928575,97233,99038,540,993375,34262,0,11538,0,41602,909,13825,1671,75,774,50,135640,5028,3082,277,264,174,0,0,5139,228,0,25705,0,1659,0,5054
"G1800830","1850","Indiana","180","Knox","0830","Knox","22","830",50434,89609,823033,51994,27187,1013,720725,51010,0,2122,0,21941,94,14396,808,103,99,0,101298,990,2783,22,14,0,0,0,952,53,0,6285,0,137,0,2481
"G1800850","1850","Indiana","180","Kosciusko","0850","Kosciusko","22","850",46679,110040,1295348,65575,117918,1564,341556,78092,0,355,0,28540,420,32818,801,57,3705,0,177193,8993,4338,284,86,193,0,0,4062,205,0,93521,0,3436,0,22401
"G1800870","1850","Indiana","180","Lagrange","0870","Lagrange","22","870",53003,85415,1281700,76744,127905,2375,321211,73816,0,0,0,36346,678,61514,0,2759,6977,0,144460,17079,7203,510,50,0,0,0,240,32,0,84287,0,2471,0,11491
"G1800890","1850","Indiana","180","Lake","0890","Lake","22","890",25171,34148,400583,24225,46389,105,138040,92424,0,126,0,11526,574,23694,0,77,9725,0,89686,13212,8949,0,102,0,0,0,160,2,0,0,0,0,0,7878
"G1800910","1850","Indiana","180","LaPorte","0910","Laporte","22","910",75259,58647,1753121,135882,206016,1480,663949,176143,0,2236,0,57891,1764,57722,538,8981,10250,35,206191,14361,21322,363,559,139,0,0,65,3,33,40893,0,1451,0,16300
"G1800930","1850","Indiana","180","Lawrence","0930","Lawrence","22","930",116228,98318,1658231,69808,43953,3490,838238,146556,0,7800,0,36697,138,11120,3270,0,20,0,130730,2061,2746,0,0,0,0,0,8023,870,0,21350,0,1720,0,6590
"G1800950","1850","Indiana","180","Madison","0950","Madison","22","950",61925,116833,1875335,76812,107483,470,895817,47857,0,0,0,37775,245,18331,1142,76,0,0,144082,3096,4353,44,15,0,0,0,4361,270,0,80194,0,3305,0,13257
"G1800970","1850","Indiana","180","Marion","0970","Marion","22","970",82525,108648,3461545,114709,110334,439,1123860,89318,0,650,0,51193,867,21381,2375,720,1431,20,215164,25883,7485,559,97,63,0,0,1691,238,0,28644,0,2846,0,13272
"G1800990","1850","Indiana","180","Marshall","0990","Marshall","22","990",20070,65018,565595,35416,51435,1627,168080,28827,0,0,0,9504,416,22100,291,5,1886,0,75495,8600,3998,77,43,51,0,0,2089,105,2,39415,0,1413,0,15208
"G1801010","1850","Indiana","180","Martin","1010","Martin","22","1010",23982,47337,357389,22602,8423,1309,251700,32650,0,36700,0,14569,951,6638,2024,0,213,0,56412,1112,839,19,1,0,0,0,12268,870,0,13088,0,595,0,2308
"G1801030","1850","Indiana","180","Miami","1030","Miami","22","1030",43403,106286,2047497,67682,114454,0,548338,29569,0,300,0,17511,8,20829,563,233,770,0,254774,5600,3701,57,17,0,0,0,2017,170,0,78803,0,3787,0,10342
"G1801050","1850","Indiana","180","Monroe","1050","Monroe","22","1050",81976,94139,1375679,78986,61416,1497,710463,92385,0,13719,0,40371,402,13272,4376,15,162,165,151242,3742,3073,111,459,111,0,0,21609,1502,0,46210,0,3705,0,8717
"G1801070","1850","Indiana","180","Montgomery","1070","Montgomery","22","1070",130657,122290,3371179,196208,121988,47,1392404,99083,0,3760,0,85233,13,25083,4328,1420,2934,71,289714,10579,10714,705,613,19,0,0,11743,447,0,108522,0,8106,0,21959
"G1801090","1850","Indiana","180","Morgan","1090","Morgan","22","1090",83196,119945,1394149,101350,93850,368,1213153,92831,0,2175,0,44595,566,19082,5114,0,482,600,141090,18754,2689,169,387,71,0,0,12731,752,0,35400,0,3376,0,28017
"G1801130","1850","Indiana","180","Noble","1130","Noble","22","1130",32206,74754,1010896,50049,69802,312,206295,56715,0,100,0,21625,80,35081,120,896,4704,30,144101,10434,2487,133,27,0,0,0,470,7,0,85910,0,1526,0,10096
"G1801150","1850","Indiana","180","Ohio","1150","Ohio","22","1150",24056,27159,1202507,35199,45479,381,269085,9718,0,0,0,5801,78,56810,446,1055,43,0,60316,1490,2023,9,66,0,0,0,100,3,0,100,0,63,0,40
"G1801170","1850","Indiana","180","Orange","1170","Orange","22","1170",69133,97089,997225,66601,46941,0,484165,96849,0,26635,0,33761,314,9920,4078,15,24,0,132842,1819,2298,8,50,62,0,0,11187,741,0,6928,0,199,0,3248
"G1801190","1850","Indiana","180","Owen","1190","Owen","22","1190",63072,127120,1381711,81132,60327,2169,764029,58789,0,49810,0,39541,812,15816,5275,78,553,80,144557,2540,2176,81,217,317,0,0,48142,1575,0,64533,0,4583,0,7888
"G1801210","1850","Indiana","180","Parke","1210","Parke","22","1210",85288,137181,2290909,140672,101720,989,1195656,80165,0,800,0,60743,485,20128,6403,511,188,0,184820,6520,5548,136,104,5,0,0,5441,382,0,52905,0,3742,0,10297
"G1801230","1850","Indiana","180","Perry","1230","Perry","22","1230",19748,43350,432400,20522,3848,64,232835,33475,0,35535,0,10581,184,10975,1551,0,45,0,58897,0,999,0,0,0,0,0,5806,329,0,5355,0,0,0,1983
"G1801250","1850","Indiana","180","Pike","1250","Pike","22","1250",33663,57634,388106,33569,15128,274,407231,27394,0,5575,10,16991,120,7798,654,0,15,0,52628,268,733,34,4,0,0,0,3147,64,0,4778,0,143,0,24
"G1801270","1850","Indiana","180","Porter","1270","Porter","22","1270",36882,45855,567590,31579,70252,187,205655,76143,0,100,0,20842,590,20941,42,345,6337,0,64202,15640,5896,69,98,30,0,0,230,55,0,11083,0,0,0,578
"G1801290","1850","Indiana","180","Posey","1290","Posey","22","1290",52889,74729,1070819,62955,21245,71,895794,30209,0,0,0,17667,26,14151,2119,509,332,0,102874,1302,846,251,0,0,0,0,0,0,0,0,0,0,0,284
"G1801310","1850","Indiana","180","Pulaski","1310","Pulaski","22","1310",14620,34271,300630,16658,27593,115,95915,15050,0,0,0,3839,6,10439,300,0,2111,0,36709,400,2276,0,1,0,0,0,90,57,0,0,0,0,0,5861
"G1801330","1850","Indiana","180","Putnam","1330","Putnam","22","1330",111934,138579,3027510,129401,82965,3350,1313209,81423,0,4550,0,85837,192,15975,8739,5,310,100,239559,7857,5115,261,1248,84,0,0,11705,383,11,100942,0,7362,0,18218
"G1801350","1850","Indiana","180","Randolph","1350","Randolph","22","1350",67037,104984,1940497,97088,67048,196,526197,75290,0,170,0,50125,189,13281,2133,3,1561,12,212624,5282,7362,551,198,60,0,0,1430,3560,0,80697,0,5400,0,12173
"G1801370","1850","Indiana","180","Ripley","1370","Ripley","22","1370",65792,100854,1578335,91059,39587,4743,464904,89826,0,11855,0,34322,1657,31786,2902,768,1770,304,188504,29033,10306,59,48,44011,0,0,5273,372,0,13573,0,1263,0,10376
"G1801390","1850","Indiana","180","Rush","1390","Rush","22","1390",126449,115576,4323533,151104,133473,1985,1685994,64203,0,1070,0,69531,26,7265,3069,300,518,0,234136,6364,6520,327,142,0,0,0,1672,159,0,59011,0,5587,0,7571
"G1801410","1850","Indiana","180","St Joseph","1410","St Joseph","22","1410",56081,87474,1440166,106408,161956,1453,346841,109516,0,63,0,31167,396,47952,212,85,5061,36,195942,25960,5904,301,82,65,0,0,55,12,0,65491,0,1322,0,10962
"G1801430","1850","Indiana","180","Scott","1430","Scott","22","1430",32083,56849,648108,46656,20417,204,251375,65855,0,7335,0,17407,517,12593,3273,25,339,0,184478,1901,2452,58,39,1068,0,0,6572,423,0,3010,0,327,0,5729
"G1801450","1850","Indiana","180","Shelby","1450","Shelby","22","1450",86101,121587,2685781,113242,118820,189,1231884,54776,0,12740,4,48333,335,21478,2413,606,2000,24,215012,5110,3892,514,52,21,0,0,3681,396,2,18209,0,1792,0,14897
"G1801470","1850","Indiana","180","Spencer","1470","Spencer","22","1470",38310,74164,809939,43732,19777,578,598135,36916,0,84192,0,16638,1588,37723,2657,191,271,0,82097,3447,1697,4,32,128,0,0,20215,295,0,561,0,14,0,9591
"G1801490","1850","Indiana","180","Starke","1490","Starke","22","1490",2092,6929,33485,3284,3153,349,11170,1160,0,0,0,616,2,2783,120,0,572,0,7030,430,698,2,4,0,0,0,20,0,0,0,0,0,0,2265
"G1801510","1850","Indiana","180","Steuben","1510","Steuben","22","1510",32125,63189,732879,39635,73141,1353,101190,38734,0,0,0,19530,492,31666,0,292,4390,0,68608,8829,5389,104,62,22,0,0,41,19,0,40863,0,254,0,6713
"G1801530","1850","Indiana","180","Sullivan","1530","Sullivan","22","1530",57471,87617,727335,67036,56725,4169,742136,75879,0,1040,0,31452,671,23794,5473,3,948,0,195672,920,3751,316,10,10,0,0,40749,2049,0,59301,0,634,0,2675
"G1801550","1850","Indiana","180","Switzerland","1550","Switzerland","22","1550",64356,83120,1850080,70551,78169,708,401884,44455,0,0,0,22913,17,144739,456,745,1182,438,152299,14595,9769,27,214,2,0,0,880,63,6,550,0,0,0,3138
"G1801570","1850","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",136856,132144,3899280,136047,68259,140,1833311,95038,0,0,0,54458,404,22619,2046,1556,5531,0,225470,3388,6872,86,73,48,0,0,155,0,0,7501,0,1969,0,12575
"G1801590","1850","Indiana","180","Tipton","1590","Tipton","22","1590",10588,57044,408310,20711,8487,60,151961,7715,0,910,0,7838,75,3744,723,0,227,29,43399,660,913,22,12,9,0,0,3876,101,0,24601,0,18034,0,6056
"G1801610","1850","Indiana","180","Union","1610","Union","22","1610",52820,40522,1955000,57816,58862,757,631515,52930,0,0,0,22882,33,7361,2261,925,1303,5,196715,7554,3665,291,147,0,0,0,165,495,10,9046,0,1657,0,3220
"G1801630","1850","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",27754,54923,899785,37761,19079,144,408075,36719,0,7200,0,5719,23,20459,219,1513,384,69,49588,2230,2337,37,20,0,0,0,75,0,0,0,0,0,0,59
"G1801650","1850","Indiana","180","Vermillion","1650","Vermillion","22","1650",54294,72535,1327874,69573,45144,434,701770,90711,0,0,0,32776,54,9821,716,282,1189,5,90532,3285,2829,42,28,850,0,0,3430,35,0,12328,0,320,0,2347
"G1801670","1850","Indiana","180","Vigo","1670","Vigo","22","1670",67759,110962,2015962,120687,58598,2036,996481,90826,0,1050,0,32707,740,35889,2995,644,1895,55,192173,7360,3978,120,262,27,0,0,2685,146,0,18557,0,722,0,7509
"G1801690","1850","Indiana","180","Wabash","1690","Wabash","22","1690",44252,111124,1977112,73889,117803,345,434962,28047,0,0,0,17137,115,27358,3369,70,699,5,167810,2292,4107,233,61,730,0,0,2725,136,0,79868,0,4574,0,20023
"G1801710","1850","Indiana","180","Warren","1710","Warren","22","1710",87007,65670,1424224,105385,21068,109,1024386,95442,0,0,0,33384,167,9366,2,25,1948,0,113555,4050,5900,2,0,0,0,0,233,105,0,3630,0,168,0,7910
"G1801730","1850","Indiana","180","Warrick","1730","Warrick","22","1730",39463,84239,797346,53436,38479,351,415061,39991,0,309099,0,20077,1080,13471,6212,5,50,95,78084,10290,2074,24,151,7,0,0,16666,133,3,360,0,17,0,6037
"G1801750","1850","Indiana","180","Washington","1750","Washington","22","1750",117450,138070,1894342,144674,103262,953,756001,215595,0,100907,0,48454,1891,20476,6309,17,125,0,272199,6528,6131,472,369,2,0,0,20334,863,0,7646,0,1162,0,9678
"G1801770","1850","Indiana","180","Wayne","1770","Wayne","22","1770",135352,122115,5834438,204564,163667,817,1398455,207295,0,1030,0,71659,179,30334,8831,2069,2128,160,363082,24356,11377,833,419,156,0,0,1794,4103,4,44393,0,4843,0,12266
"G1801790","1850","Indiana","180","Wells","1790","Wells","22","1790",23901,68545,858200,46021,50289,994,148565,20089,0,0,0,7601,213,15264,796,0,749,0,92930,3095,2757,144,107,0,0,0,2315,107,0,38152,0,1998,0,147788
