GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AYM001,AZ3001,AZ3002,AZ3003,AZ3004
"G4201110","1900","Pennsylvania","420","Somerset","1110","Somerset","14","1110",49461,124,80,118,80
"G4201130","1900","Pennsylvania","420","Sullivan","1130","Sullivan","14","1130",12134,21,8,21,8
"G4201150","1900","Pennsylvania","420","Susquehanna","1150","Susquehanna","14","1150",40043,74,68,73,68
"G4201170","1900","Pennsylvania","420","Tioga","1170","Tioga","14","1170",49086,45,42,43,42
"G4201190","1900","Pennsylvania","420","Union","1190","Union","14","1190",17592,32,33,32,33
"G4201210","1900","Pennsylvania","420","Venango","1210","Venango","14","1210",49648,269,272,250,272
"G4201230","1900","Pennsylvania","420","Warren","1230","Warren","14","1230",38946,74,66,29,23
"G4201250","1900","Pennsylvania","420","Washington","1250","Washington","14","1250",92181,2417,1971,2395,1971
"G4201270","1900","Pennsylvania","420","Wayne","1270","Wayne","14","1270",30171,12,9,9,9
"G4201290","1900","Pennsylvania","420","Westmoreland","1290","Westmoreland","14","1290",160175,1196,818,1166,818
"G4201310","1900","Pennsylvania","420","Wyoming","1310","Wyoming","14","1310",17152,5,9,5,9
"G4201330","1900","Pennsylvania","420","York","1330","York","14","1330",116413,803,882,800,875
"G4400010","1900","Rhode Island","440","Bristol","0010","Bristol","5","10",13144,65,104,57,101
"G4400030","1900","Rhode Island","440","Kent","0030","Kent","5","30",29976,172,170,165,170
"G4400050","1900","Rhode Island","440","Newport","0050","Newport","5","50",32599,903,1069,876,1068
"G4400070","1900","Rhode Island","440","Providence","0070","Providence","5","70",328683,3085,2991,2745,2976
"G4400090","1900","Rhode Island","440","Washington","0090","Washington","5","90",24154,459,488,447,487
"G4500010","1900","South Carolina","450","Abbeville","0010","Abbeville","48","10",33400,10901,11168,10901,11168
"G4500030","1900","South Carolina","450","Aiken","0030","Aiken","48","30",39032,10801,10843,10797,10843
"G4500070","1900","South Carolina","450","Anderson","0070","Anderson","48","70",55728,11875,11621,11875,11621
"G4500090","1900","South Carolina","450","Bamberg","0090","Bamberg","48","90",17296,5752,5886,5752,5886
"G4500110","1900","South Carolina","450","Barnwell","0110","Barnwell","48","110",35504,12602,12814,12602,12814
"G4500130","1900","South Carolina","450","Beaufort","0130","Beaufort","48","130",35495,15544,16602,15537,16600
"G4500150","1900","South Carolina","450","Berkeley","0150","Berkeley","48","150",30454,11693,12280,11693,12280
"G4500190","1900","South Carolina","450","Charleston","0190","Charleston","48","190",88006,28097,32262,28057,32255
"G4500210","1900","South Carolina","450","Cherokee","0210","Cherokee","48","210",21359,3710,3697,3704,3692
"G4500230","1900","South Carolina","450","Chester","0230","Chester","48","230",28616,9433,9940,9432,9940
"G4500250","1900","South Carolina","450","Chesterfield","0250","Chesterfield","48","250",20401,3951,4194,3951,4194
"G4500270","1900","South Carolina","450","Clarendon","0270","Clarendon","48","270",28184,10184,9967,10184,9967
"G4500290","1900","South Carolina","450","Colleton","0290","Colleton","48","290",33452,11020,11245,11020,11245
"G4500310","1900","South Carolina","450","Darlington","0310","Darlington","48","310",32388,9564,9741,9563,9741
"G4500350","1900","South Carolina","450","Dorchester","0350","Dorchester","48","350",16294,4905,5187,4903,5186
"G4500370","1900","South Carolina","450","Edgefield","0370","Edgefield","48","370",25478,8981,9150,8981,9150
"G4500390","1900","South Carolina","450","Fairfield","0390","Fairfield","48","390",29425,10981,11394,10981,11394
"G4500410","1900","South Carolina","450","Florence","0410","Florence","48","410",28474,7949,8706,7948,8706
"G4500430","1900","South Carolina","450","Georgetown","0430","Georgetown","48","430",22846,8543,8967,8540,8967
"G4500450","1900","South Carolina","450","Greenville","0450","Greenville","48","450",53490,9574,9917,9571,9917
"G4500470","1900","South Carolina","450","Greenwood","0470","Greenwood","48","470",28343,9492,9414,9492,9414
"G4500490","1900","South Carolina","450","Hampton","0490","Hampton","48","490",23738,7554,7948,7554,7948
"G4500510","1900","South Carolina","450","Horry","0510","Horry","48","510",23364,3090,3232,3090,3230
"G4500550","1900","South Carolina","450","Kershaw","0550","Kershaw","48","550",24696,7232,7462,7231,7462
"G4500570","1900","South Carolina","450","Lancaster","0570","Lancaster","48","570",24311,5950,6160,5950,6160
"G4500590","1900","South Carolina","450","Laurens","0590","Laurens","48","590",37382,11016,11161,11016,11161
"G4500630","1900","South Carolina","450","Lexington","0630","Lexington","48","630",27264,5274,5029,5274,5029
"G4500670","1900","South Carolina","450","Marion","0670","Marion","48","670",35181,8822,9367,8809,9351
"G4500690","1900","South Carolina","450","Marlboro","0690","Marlboro","48","690",27639,7918,8495,7918,8495
"G4500710","1900","South Carolina","450","Newberry","0710","Newberry","48","710",30182,9877,9954,9877,9954
"G4500730","1900","South Carolina","450","Oconee","0730","Oconee","48","730",23634,3021,3083,3021,3083
"G4500750","1900","South Carolina","450","Orangeburg","0750","Orangeburg","48","750",59663,20380,21063,20379,21063
"G4500770","1900","South Carolina","450","Pickens","0770","Pickens","48","770",19375,2473,2328,2473,2328
"G4500790","1900","South Carolina","450","Richland","0790","Richland","48","790",45589,13612,14464,13606,14464
"G4500810","1900","South Carolina","450","Saluda","0810","Saluda","48","810",18966,5079,5068,5079,5068
"G4500830","1900","South Carolina","450","Spartanburg","0830","Spartanburg","48","830",65560,10683,10486,10681,10486
"G4500850","1900","South Carolina","450","Sumter","0850","Sumter","48","850",51237,18656,19700,18653,19700
"G4500870","1900","South Carolina","450","Union","0870","Union","48","870",25501,7261,7297,7261,7297
"G4500890","1900","South Carolina","450","Williamsburg","0890","Williamsburg","48","890",31685,9405,10462,9405,10462
"G4500910","1900","South Carolina","450","York","0910","York","48","910",41684,10893,11007,10865,10974
"G4509015","1900","South Carolina","450","Catawba Reservation","9015","Catawba Reservation","48","175",,,,,
"G4600010","1900","South Dakota","460","Armstrong","0010","Armstrong","37","10",8,0,0,0,0
"G4600030","1900","South Dakota","460","Aurora","0030","Aurora","37","30",4011,5,3,3,3
"G4600050","1900","South Dakota","460","Beadle","0050","Beadle","37","50",8081,3,3,3,3
"G4600090","1900","South Dakota","460","Bon Homme","0090","Bon Homme","37","90",10379,2,2,0,2
"G4600110","1900","South Dakota","460","Brookings","0110","Brookings","37","110",12561,19,12,17,12
"G4600130","1900","South Dakota","460","Brown","0130","Brown","37","130",15286,9,7,9,7
"G4600150","1900","South Dakota","460","Brule","0150","Brule","37","150",5401,53,51,0,0
"G4600170","1900","South Dakota","460","Buffalo","0170","Buffalo","37","170",1790,496,556,0,0
"G4600190","1900","South Dakota","460","Butte","0190","Butte","37","190",2907,2,0,0,0
"G4600210","1900","South Dakota","460","Campbell","0210","Campbell","37","210",4527,0,0,0,0
"G4600230","1900","South Dakota","460","Charles Mix","0230","Charles Mix","37","230",8498,695,790,1,1
"G4600250","1900","South Dakota","460","Clark","0250","Clark","37","250",6942,3,2,3,2
"G4600270","1900","South Dakota","460","Clay","0270","Clay","37","270",9316,1,0,1,0
"G4600290","1900","South Dakota","460","Codington","0290","Codington","37","290",8770,4,1,4,1
"G4600330","1900","South Dakota","460","Custer","0330","Custer","37","330",2728,4,3,3,2
"G4600350","1900","South Dakota","460","Davison","0350","Davison","37","350",7483,4,2,4,2
"G4600370","1900","South Dakota","460","Day","0370","Day","37","370",12254,58,60,1,0
"G4600390","1900","South Dakota","460","Deuel","0390","Deuel","37","390",6656,0,0,0,0
"G4600430","1900","South Dakota","460","Douglas","0430","Douglas","37","430",5012,1,0,1,0
"G4600450","1900","South Dakota","460","Edmunds","0450","Edmunds","37","450",4916,0,0,0,0
"G4600470","1900","South Dakota","460","Fall River","0470","Fall River","37","470",3541,19,14,15,14
"G4600490","1900","South Dakota","460","Faulk","0490","Faulk","37","490",3547,2,3,2,3
"G4600510","1900","South Dakota","460","Grant","0510","Grant","37","510",9103,0,0,0,0
"G4600530","1900","South Dakota","460","Gregory","0530","Gregory","37","530",2211,8,3,0,0
"G4600570","1900","South Dakota","460","Hamlin","0570","Hamlin","37","570",5945,0,0,0,0
"G4600590","1900","South Dakota","460","Hand","0590","Hand","37","590",4525,1,0,1,0
"G4600610","1900","South Dakota","460","Hanson","0610","Hanson","37","610",4947,1,0,1,0
"G4600650","1900","South Dakota","460","Hughes","0650","Hughes","37","650",3684,10,8,4,3
"G4600670","1900","South Dakota","460","Hutchinson","0670","Hutchinson","37","670",11897,1,0,1,0
"G4600690","1900","South Dakota","460","Hyde","0690","Hyde","37","690",1492,0,0,0,0
"G4600730","1900","South Dakota","460","Jerauld","0730","Jerauld","37","730",2798,0,0,0,0
"G4600770","1900","South Dakota","460","Kingsbury","0770","Kingsbury","37","770",9866,9,3,9,3
"G4600790","1900","South Dakota","460","Lake","0790","Lake","37","790",9137,2,0,2,0
"G4600810","1900","South Dakota","460","Lawrence","0810","Lawrence","37","810",17897,170,57,62,44
"G4600830","1900","South Dakota","460","Lincoln","0830","Lincoln","37","830",12161,4,5,4,5
"G4600850","1900","South Dakota","460","Lyman","0850","Lyman","37","850",2632,235,244,2,3
"G4600870","1900","South Dakota","460","McCook","0870","Mccook","37","870",8689,1,0,1,0
"G4600890","1900","South Dakota","460","McPherson","0890","Mcpherson","37","890",6327,0,0,0,0
"G4600910","1900","South Dakota","460","Marshall","0910","Marshall","37","910",5942,199,178,5,5
"G4600930","1900","South Dakota","460","Meade","0930","Meade","37","930",4907,29,13,12,12
"G4600955","1900","South Dakota","460","Meyer","0955","Meyer","37","955",,,,,
"G4600970","1900","South Dakota","460","Miner","0970","Miner","37","970",5864,1,0,1,0
"G4600990","1900","South Dakota","460","Minnehaha","0990","Minnehaha","37","990",23926,35,13,27,13
"G4601010","1900","South Dakota","460","Moody","1010","Moody","37","1010",8326,246,198,1,0
"G4601030","1900","South Dakota","460","Pennington","1030","Pennington","37","1030",5610,72,47,13,11
"G4601070","1900","South Dakota","460","Potter","1070","Potter","37","1070",2988,0,0,0,0
"G4601090","1900","South Dakota","460","Roberts","1090","Roberts","37","1090",12216,404,433,1,3
"G4601110","1900","South Dakota","460","Sanborn","1110","Sanborn","37","1110",4464,2,0,1,0
"G4601150","1900","South Dakota","460","Spink","1150","Spink","37","1150",9487,1,0,1,0
"G4601170","1900","South Dakota","460","Stanley","1170","Stanley","37","1170",1341,29,36,2,0
"G4601190","1900","South Dakota","460","Sully","1190","Sully","37","1190",1715,3,3,3,3
"G4601250","1900","South Dakota","460","Turner","1250","Turner","37","1250",13175,1,0,1,0
"G4601270","1900","South Dakota","460","Union","1270","Union","37","1270",11153,5,1,3,1
"G4601290","1900","South Dakota","460","Walworth","1290","Walworth","37","1290",3839,5,1,5,1
"G4601330","1900","South Dakota","460","Washington","1330","Washington","37","1330",,,,,
"G4601350","1900","South Dakota","460","Yankton","1350","Yankton","37","1350",12649,38,34,37,34
"G4609015","1900","South Dakota","460","Cheyenne River Indian Reservation","9015","Cheyenne River Indian Reservation","37","235",2357,1065,1118,1,0
"G4609035","1900","South Dakota","460","Crow Creek Indian Reservation","9035","Crow Creek Indian Reservation","37","315",,,,,
"G4609055","1900","South Dakota","460","Lower Brule Indian Reservation","9055","Lower Brule Indian Reservation","37","835",,,,,
"G4609075","1900","South Dakota","460","Pine Ridge Indian Reservation","9075","Pine Ridge Indian Reservation","37","1055",6827,3171,3339,1,0
"G4609095","1900","South Dakota","460","Rosebud Indian Reservation","9095","Rosebud Indian Reservation","37","1095",5201,2332,2525,2,0
"G4609115","1900","South Dakota","460","Standing Rock Indian Reservation (South Dakota","9115","Standing Rock Indian Reservation (South Dakota","37","1155",1658,766,862,1,0
"G4700010","1900","Tennessee","470","Anderson","0010","Anderson","54","10",17634,590,528,590,528
"G4700030","1900","Tennessee","470","Bedford","0030","Bedford","54","30",23845,3077,3191,3077,3191
"G4700050","1900","Tennessee","470","Benton","0050","Benton","54","50",11888,285,255,285,255
"G4700070","1900","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",6626,225,250,225,250
"G4700090","1900","Tennessee","470","Blount","0090","Blount","54","90",19206,799,816,794,813
"G4700110","1900","Tennessee","470","Bradley","0110","Bradley","54","110",15759,1001,1086,999,1086
"G4700130","1900","Tennessee","470","Campbell","0130","Campbell","54","130",17317,331,285,331,285
"G4700150","1900","Tennessee","470","Cannon","0150","Cannon","54","150",12121,429,426,416,411
"G4700170","1900","Tennessee","470","Carroll","0170","Carroll","54","170",24250,2728,2853,2728,2853
"G4700190","1900","Tennessee","470","Carter","0190","Carter","54","190",16688,335,327,334,327
"G4700210","1900","Tennessee","470","Cheatham","0210","Cheatham","54","210",10112,829,833,829,833
"G4700230","1900","Tennessee","470","Chester","0230","Chester","54","230",9896,1067,959,1067,959
"G4700250","1900","Tennessee","470","Claiborne","0250","Claiborne","54","250",20696,431,298,431,298
"G4700270","1900","Tennessee","470","Clay","0270","Clay","54","270",8421,199,169,199,169
"G4700290","1900","Tennessee","470","Cocke","0290","Cocke","54","290",19153,628,633,628,633
"G4700310","1900","Tennessee","470","Coffee","0310","Coffee","54","310",15574,855,947,855,947
"G4700330","1900","Tennessee","470","Crockett","0330","Crockett","54","330",15867,1979,2067,1979,2067
"G4700350","1900","Tennessee","470","Cumberland","0350","Cumberland","54","350",8311,465,107,465,107
"G4700370","1900","Tennessee","470","Davidson","0370","Davidson","54","370",122815,20524,23403,20500,23402
"G4700390","1900","Tennessee","470","Decatur","0390","Decatur","54","390",10439,624,596,624,596
"G4700410","1900","Tennessee","470","DeKalb","0410","De Kalb","54","410",16460,543,568,542,566
"G4700430","1900","Tennessee","470","Dickson","0430","Dickson","54","430",18635,1506,1413,1506,1413
"G4700450","1900","Tennessee","470","Dyer","0450","Dyer","54","450",23776,2947,2795,2947,2795
"G4700470","1900","Tennessee","470","Fayette","0470","Fayette","54","470",29701,10866,10816,10866,10816
"G4700490","1900","Tennessee","470","Fentress","0490","Fentress","54","490",6106,14,11,14,11
"G4700510","1900","Tennessee","470","Franklin","0510","Franklin","54","510",20392,1669,1770,1669,1770
"G4700530","1900","Tennessee","470","Gibson","0530","Gibson","54","530",39408,5172,5141,5172,5141
"G4700550","1900","Tennessee","470","Giles","0550","Giles","54","550",33035,5498,5908,5498,5908
"G4700570","1900","Tennessee","470","Grainger","0570","Grainger","54","570",15512,330,320,330,320
"G4700590","1900","Tennessee","470","Greene","0590","Greene","54","590",30596,795,774,795,774
"G4700610","1900","Tennessee","470","Grundy","0610","Grundy","54","610",7802,169,146,169,146
"G4700630","1900","Tennessee","470","Hamblen","0630","Hamblen","54","630",12728,887,925,876,915
"G4700650","1900","Tennessee","470","Hamilton","0650","Hamilton","54","650",61695,9598,9910,9592,9898
"G4700670","1900","Tennessee","470","Hancock","0670","Hancock","54","670",11147,149,124,149,124
"G4700690","1900","Tennessee","470","Hardeman","0690","Hardeman","54","690",22976,5113,5092,5113,5092
"G4700710","1900","Tennessee","470","Hardin","0710","Hardin","54","710",19246,1355,1323,1355,1323
"G4700730","1900","Tennessee","470","Hawkins","0730","Hawkins","54","730",24267,1047,1107,1047,1107
"G4700750","1900","Tennessee","470","Haywood","0750","Haywood","54","750",25189,8394,8686,8394,8686
"G4700770","1900","Tennessee","470","Henderson","0770","Henderson","54","770",18117,1307,1330,1307,1330
"G4700790","1900","Tennessee","470","Henry","0790","Henry","54","790",24208,2990,3009,2990,3009
"G4700810","1900","Tennessee","470","Hickman","0810","Hickman","54","810",16367,1399,1212,1399,1212
"G4700830","1900","Tennessee","470","Houston","0830","Houston","54","830",6476,520,536,520,536
"G4700850","1900","Tennessee","470","Humphreys","0850","Humphreys","54","850",13398,771,744,771,744
"G4700870","1900","Tennessee","470","Jackson","0870","Jackson","54","870",15039,233,237,233,237
"G4700875","1900","Tennessee","470","James","0875","James","54","875",5407,270,236,270,236
"G4700890","1900","Tennessee","470","Jefferson","0890","Jefferson","54","890",18590,1069,1105,1069,1105
"G4700910","1900","Tennessee","470","Johnson","0910","Johnson","54","910",10589,192,176,192,176
"G4700930","1900","Tennessee","470","Knox","0930","Knox","54","930",74302,5573,6204,5573,6204
"G4700950","1900","Tennessee","470","Lake","0950","Lake","54","950",7368,1083,901,1083,901
"G4700970","1900","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",21971,5126,5043,5126,5043
"G4700990","1900","Tennessee","470","Lawrence","0990","Lawrence","54","990",15402,512,455,512,455
"G4701010","1900","Tennessee","470","Lewis","1010","Lewis","54","1010",4455,228,164,228,164
"G4701030","1900","Tennessee","470","Lincoln","1030","Lincoln","54","1030",26304,3034,3050,3034,3050
"G4701050","1900","Tennessee","470","Loudon","1050","Loudon","54","1050",10838,676,691,672,688
"G4701070","1900","Tennessee","470","McMinn","1070","Mcminn","54","1070",19163,976,1022,975,1022
"G4701090","1900","Tennessee","470","McNairy","1090","Mcnairy","54","1090",17760,1262,1180,1262,1180
"G4701110","1900","Tennessee","470","Macon","1110","Macon","54","1110",12881,429,445,429,445
"G4701130","1900","Tennessee","470","Madison","1130","Madison","54","1130",36333,7989,8772,7982,8772
"G4701150","1900","Tennessee","470","Marion","1150","Marion","54","1150",17281,1075,1030,1075,1030
"G4701170","1900","Tennessee","470","Marshall","1170","Marshall","54","1170",18763,2058,2202,2058,2202
"G4701190","1900","Tennessee","470","Maury","1190","Maury","54","1190",42703,9487,8677,9487,8677
"G4701210","1900","Tennessee","470","Meigs","1210","Meigs","54","1210",7491,335,328,335,328
"G4701230","1900","Tennessee","470","Monroe","1230","Monroe","54","1230",18585,617,613,611,611
"G4701250","1900","Tennessee","470","Montgomery","1250","Montgomery","54","1250",36017,7845,8320,7838,8320
"G4701270","1900","Tennessee","470","Moore","1270","Moore","54","1270",5706,245,224,245,224
"G4701290","1900","Tennessee","470","Morgan","1290","Morgan","54","1290",9587,553,47,553,47
"G4701310","1900","Tennessee","470","Obion","1310","Obion","54","1310",28286,2417,2425,2415,2425
"G4701330","1900","Tennessee","470","Overton","1330","Overton","54","1330",13353,152,129,147,126
"G4701350","1900","Tennessee","470","Perry","1350","Perry","54","1350",8800,337,328,337,328
"G4701370","1900","Tennessee","470","Pickett","1370","Pickett","54","1370",5366,6,5,6,5
"G4701390","1900","Tennessee","470","Polk","1390","Polk","54","1390",11357,172,131,172,131
"G4701410","1900","Tennessee","470","Putnam","1410","Putnam","54","1410",16890,400,368,400,368
"G4701430","1900","Tennessee","470","Rhea","1430","Rhea","54","1430",14318,1009,869,1009,869
"G4701450","1900","Tennessee","470","Roane","1450","Roane","54","1450",22738,1409,1216,1409,1216
"G4701470","1900","Tennessee","470","Robertson","1470","Robertson","54","1470",25029,3502,3320,3502,3320
"G4701490","1900","Tennessee","470","Rutherford","1490","Rutherford","54","1490",33543,6244,6727,6240,6725
"G4701510","1900","Tennessee","470","Scott","1510","Scott","54","1510",11077,200,135,200,135
"G4701530","1900","Tennessee","470","Sequatchie","1530","Sequatchie","54","1530",3326,15,22,15,22
"G4701550","1900","Tennessee","470","Sevier","1550","Sevier","54","1550",22021,276,289,276,289
"G4701570","1900","Tennessee","470","Shelby","1570","Shelby","54","1570",153557,42247,42556,42217,42556
"G4701590","1900","Tennessee","470","Smith","1590","Smith","54","1590",19026,1503,1505,1503,1505
"G4701610","1900","Tennessee","470","Stewart","1610","Stewart","54","1610",15224,1165,1187,1165,1187
"G4701630","1900","Tennessee","470","Sullivan","1630","Sullivan","54","1630",24935,755,810,755,810
"G4701650","1900","Tennessee","470","Sumner","1650","Sumner","54","1650",26072,3290,3388,3289,3388
"G4701670","1900","Tennessee","470","Tipton","1670","Tipton","54","1670",29273,7198,6768,7197,6768
"G4701690","1900","Tennessee","470","Trousdale","1690","Trousdale","54","1690",6004,1009,1024,1009,1024
"G4701710","1900","Tennessee","470","Unicoi","1710","Unicoi","54","1710",5851,78,52,78,52
"G4701730","1900","Tennessee","470","Union","1730","Union","54","1730",12894,45,34,45,34
"G4701750","1900","Tennessee","470","Van Buren","1750","Van Buren","54","1750",3126,34,21,34,21
"G4701770","1900","Tennessee","470","Warren","1770","Warren","54","1770",16410,1073,1001,1073,1001
"G4701790","1900","Tennessee","470","Washington","1790","Washington","54","1790",22604,1136,1012,1135,1012
"G4701810","1900","Tennessee","470","Wayne","1810","Wayne","54","1810",12936,593,551,593,551
"G4701830","1900","Tennessee","470","Weakley","1830","Weakley","54","1830",32546,2099,2129,2099,2129
"G4701850","1900","Tennessee","470","White","1850","White","54","1850",14157,507,517,507,517
"G4701870","1900","Tennessee","470","Williamson","1870","Williamson","54","1870",26429,4807,4857,4807,4857
"G4701890","1900","Tennessee","470","Wilson","1890","Wilson","54","1890",27078,3537,3721,3535,3721
"G4800010","1900","Texas","480","Anderson","0010","Anderson","49","10",28015,5641,5975,5640,5975
"G4800030","1900","Texas","480","Andrews","0030","Andrews","49","30",87,0,0,0,0
"G4800050","1900","Texas","480","Angelina","0050","Angelina","49","50",13481,1307,850,1306,850
"G4800070","1900","Texas","480","Aransas","0070","Aransas","49","70",1716,83,106,83,106
"G4800090","1900","Texas","480","Archer","0090","Archer","49","90",2508,1,1,1,1
"G4800110","1900","Texas","480","Armstrong","0110","Armstrong","49","110",1205,1,1,1,1
"G4800130","1900","Texas","480","Atascosa","0130","Atascosa","49","130",7143,159,128,153,124
"G4800150","1900","Texas","480","Austin","0150","Austin","49","150",20676,3147,3046,3147,3046
"G4800170","1900","Texas","480","Bailey","0170","Bailey","49","170",4,0,0,0,0
"G4800190","1900","Texas","480","Bandera","0190","Bandera","49","190",5332,51,48,47,42
"G4800210","1900","Texas","480","Bastrop","0210","Bastrop","49","210",26845,5190,5182,5187,5182
"G4800230","1900","Texas","480","Baylor","0230","Baylor","49","230",3052,10,7,9,7
"G4800250","1900","Texas","480","Bee","0250","Bee","49","250",7720,234,242,234,242
"G4800270","1900","Texas","480","Bell","0270","Bell","49","270",45535,1853,1970,1843,1969
"G4800290","1900","Texas","480","Bexar","0290","Bexar","49","290",69422,4137,4454,4077,4453
"G4800310","1900","Texas","480","Blanco","0310","Blanco","49","310",4703,99,125,99,125
"G4800330","1900","Texas","480","Borden","0330","Borden","49","330",776,1,1,1,1
"G4800350","1900","Texas","480","Bosque","0350","Bosque","49","350",17390,443,402,443,402
"G4800370","1900","Texas","480","Bowie","0370","Bowie","49","370",26676,5107,5092,5107,5092
"G4800390","1900","Texas","480","Brazoria","0390","Brazoria","49","390",14861,4384,3835,4384,3835
"G4800410","1900","Texas","480","Brazos","0410","Brazos","49","410",18859,4564,4290,4560,4285
"G4800430","1900","Texas","480","Brewster","0430","Brewster","49","430",2356,42,39,41,39
"G4800450","1900","Texas","480","Briscoe","0450","Briscoe","49","450",1253,0,0,0,0
"G4800490","1900","Texas","480","Brown","0490","Brown","49","490",16019,92,114,92,114
"G4800510","1900","Texas","480","Burleson","0510","Burleson","49","510",18367,4347,3976,4345,3976
"G4800530","1900","Texas","480","Burnet","0530","Burnet","49","530",10528,130,134,130,134
"G4800550","1900","Texas","480","Caldwell","0550","Caldwell","49","550",21765,2783,2907,2780,2907
"G4800570","1900","Texas","480","Calhoun","0570","Calhoun","49","570",2395,132,139,132,139
"G4800590","1900","Texas","480","Callahan","0590","Callahan","49","590",8768,13,12,13,12
"G4800610","1900","Texas","480","Cameron","0610","Cameron","49","610",16095,133,44,133,44
"G4800630","1900","Texas","480","Camp","0630","Camp","49","630",9146,2171,2183,2171,2183
"G4800650","1900","Texas","480","Carson","0650","Carson","49","650",469,1,1,1,1
"G4800670","1900","Texas","480","Cass","0670","Cass","49","670",22841,4449,4459,4449,4459
"G4800690","1900","Texas","480","Castro","0690","Castro","49","690",400,0,0,0,0
"G4800710","1900","Texas","480","Chambers","0710","Chambers","49","710",3046,423,406,423,406
"G4800730","1900","Texas","480","Cherokee","0730","Cherokee","49","730",25154,4131,4070,4129,4067
"G4800750","1900","Texas","480","Childress","0750","Childress","49","750",2138,3,0,1,0
"G4800770","1900","Texas","480","Clay","0770","Clay","49","770",9231,32,23,23,21
"G4800790","1900","Texas","480","Cochran","0790","Cochran","49","790",25,0,0,0,0
"G4800810","1900","Texas","480","Coke","0810","Coke","49","810",3430,2,0,2,0
"G4800830","1900","Texas","480","Coleman","0830","Coleman","49","830",10077,56,35,55,35
"G4800850","1900","Texas","480","Collin","0850","Collin","49","850",50087,1261,1197,1259,1197
"G4800870","1900","Texas","480","Collingsworth","0870","Collingsworth","49","870",1233,2,0,2,0
"G4800890","1900","Texas","480","Colorado","0890","Colorado","49","890",22203,4739,4895,4738,4895
"G4800910","1900","Texas","480","Comal","0910","Comal","49","910",7008,118,142,117,142
"G4800930","1900","Texas","480","Comanche","0930","Comanche","49","930",23009,0,0,0,0
"G4800950","1900","Texas","480","Concho","0950","Concho","49","950",1427,9,5,9,5
"G4800970","1900","Texas","480","Cooke","0970","Cooke","49","970",27494,917,968,907,968
"G4800990","1900","Texas","480","Coryell","0990","Coryell","49","990",21308,296,274,296,274
"G4801010","1900","Texas","480","Cottle","1010","Cottle","49","1010",1002,0,0,0,0
"G4801030","1900","Texas","480","Crane","1030","Crane","49","1030",51,0,0,0,0
"G4801050","1900","Texas","480","Crockett","1050","Crockett","49","1050",1591,7,1,7,1
"G4801070","1900","Texas","480","Crosby","1070","Crosby","49","1070",788,3,0,3,0
"G4801110","1900","Texas","480","Dallam","1110","Dallam","49","1110",146,0,0,0,0
"G4801130","1900","Texas","480","Dallas","1130","Dallas","49","1130",82726,6640,7034,6617,7029
"G4801150","1900","Texas","480","Dawson","1150","Dawson","49","1150",37,0,0,0,0
"G4801170","1900","Texas","480","Deaf Smith","1170","Deaf Smith","49","1170",843,1,1,0,1
"G4801190","1900","Texas","480","Delta","1190","Delta","49","1190",15249,510,458,509,458
"G4801210","1900","Texas","480","Denton","1210","Denton","49","1210",28318,1040,1027,1040,1027
"G4801230","1900","Texas","480","DeWitt","1230","De Witt","49","1230",21311,2366,2577,2363,2577
"G4801250","1900","Texas","480","Dickens","1250","Dickens","49","1250",1151,0,0,0,0
"G4801270","1900","Texas","480","Dimmit","1270","Dimmit","49","1270",1106,23,18,23,18
"G4801290","1900","Texas","480","Donley","1290","Donley","49","1290",2756,28,24,25,24
"G4801310","1900","Texas","480","Duval","1310","Duval","49","1310",8483,5,7,5,7
"G4801330","1900","Texas","480","Eastland","1330","Eastland","49","1330",17971,22,30,21,30
"G4801350","1900","Texas","480","Ector","1350","Ector","49","1350",381,2,1,2,1
"G4801370","1900","Texas","480","Edwards","1370","Edwards","49","1370",3108,6,5,6,5
"G4801390","1900","Texas","480","Ellis","1390","Ellis","49","1390",50059,2429,2414,2427,2414
"G4801410","1900","Texas","480","El Paso","1410","El Paso","49","1410",24886,762,264,386,234
"G4801430","1900","Texas","480","Erath","1430","Erath","49","1430",29966,314,273,306,273
"G4801450","1900","Texas","480","Falls","1450","Falls","49","1450",33342,6239,5750,6237,5748
"G4801470","1900","Texas","480","Fannin","1470","Fannin","49","1470",51793,2691,2775,2690,2775
"G4801490","1900","Texas","480","Fayette","1490","Fayette","49","1490",36542,5204,5190,5204,5190
"G4801510","1900","Texas","480","Fisher","1510","Fisher","49","1510",3708,2,1,2,1
"G4801530","1900","Texas","480","Floyd","1530","Floyd","49","1530",2020,5,3,5,3
"G4801550","1900","Texas","480","Foard","1550","Foard","49","1550",1568,0,0,0,0
"G4801570","1900","Texas","480","Fort Bend","1570","Fort Bend","49","1570",16538,5926,4888,5926,4888
"G4801590","1900","Texas","480","Franklin","1590","Franklin","49","1590",8674,483,446,483,446
"G4801610","1900","Texas","480","Freestone","1610","Freestone","49","1610",18910,4189,4113,4189,4113
"G4801630","1900","Texas","480","Frio","1630","Frio","49","1630",4200,90,73,90,73
"G4801650","1900","Texas","480","Gaines","1650","Gaines","49","1650",55,0,0,0,0
"G4801670","1900","Texas","480","Galveston","1670","Galveston","49","1670",44116,4055,4811,3987,4811
