GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AYM001,AZ3001,AZ3002,AZ3003,AZ3004
"G0100010","1900","Alabama","010","Autauga","0010","Autauga","41","10",17915,5494,5679,5494,5679
"G0100030","1900","Alabama","010","Baldwin","0030","Baldwin","41","30",13194,2043,2136,2043,2136
"G0100050","1900","Alabama","010","Barbour","0050","Barbour","41","50",35152,10619,11752,10619,11752
"G0100070","1900","Alabama","010","Bibb","0070","Bibb","41","70",18498,3282,2931,3282,2931
"G0100090","1900","Alabama","010","Blount","0090","Blount","41","90",23119,950,831,950,831
"G0100110","1900","Alabama","010","Bullock","0110","Bullock","41","110",31944,12749,13349,12748,13349
"G0100130","1900","Alabama","010","Butler","0130","Butler","41","130",25761,6591,6656,6590,6656
"G0100150","1900","Alabama","010","Calhoun","0150","Calhoun","41","150",34874,5258,5369,5257,5369
"G0100170","1900","Alabama","010","Chambers","0170","Chambers","41","170",32554,8567,8848,8567,8848
"G0100190","1900","Alabama","010","Cherokee","0190","Cherokee","41","190",21096,1611,1405,1611,1405
"G0100210","1900","Alabama","010","Chilton","0210","Chilton","41","210",16522,1692,1572,1692,1572
"G0100230","1900","Alabama","010","Choctaw","0230","Choctaw","41","230",18136,5145,5133,5144,5133
"G0100250","1900","Alabama","010","Clarke","0250","Clarke","41","250",27790,7870,7968,7865,7964
"G0100270","1900","Alabama","010","Clay","0270","Clay","41","270",17099,972,912,972,912
"G0100290","1900","Alabama","010","Cleburne","0290","Cleburne","41","290",13206,444,437,444,437
"G0100310","1900","Alabama","010","Coffee","0310","Coffee","41","310",20972,2323,1910,2323,1910
"G0100330","1900","Alabama","010","Colbert","0330","Colbert","41","330",22341,4676,4870,4676,4870
"G0100350","1900","Alabama","010","Conecuh","0350","Conecuh","41","350",17514,3835,3959,3834,3959
"G0100370","1900","Alabama","010","Coosa","0370","Coosa","41","370",16144,2639,2649,2639,2649
"G0100390","1900","Alabama","010","Covington","0390","Covington","41","390",15346,1438,996,1438,996
"G0100410","1900","Alabama","010","Crenshaw","0410","Crenshaw","41","410",19668,2773,2838,2768,2833
"G0100430","1900","Alabama","010","Cullman","0430","Cullman","41","430",17849,9,12,9,12
"G0100450","1900","Alabama","010","Dale","0450","Dale","41","450",21189,2464,2405,2464,2405
"G0100470","1900","Alabama","010","Dallas","0470","Dallas","41","470",54657,21672,23700,21672,23700
"G0100490","1900","Alabama","010","DeKalb","0490","Dekalb","41","490",23558,481,491,481,491
"G0100510","1900","Alabama","010","Elmore","0510","Elmore","41","510",26099,6119,5932,6119,5932
"G0100530","1900","Alabama","010","Escambia","0530","Escambia","41","530",11320,1868,1769,1813,1702
"G0100550","1900","Alabama","010","Etowah","0550","Etowah","41","550",27361,2192,2174,2192,2174
"G0100570","1900","Alabama","010","Fayette","0570","Fayette","41","570",14132,848,853,848,853
"G0100590","1900","Alabama","010","Franklin","0590","Franklin","41","590",16511,1223,935,1223,935
"G0100610","1900","Alabama","010","Geneva","0610","Geneva","41","610",19096,1866,1352,1866,1352
"G0100630","1900","Alabama","010","Greene","0630","Greene","41","630",24182,10070,10805,10070,10805
"G0100650","1900","Alabama","010","Hale","0650","Hale","41","650",31011,12546,12801,12546,12801
"G0100670","1900","Alabama","010","Henry","0670","Henry","41","670",36147,6923,6681,6923,6681
"G0100710","1900","Alabama","010","Jackson","0710","Jackson","41","710",30508,1810,1838,1806,1836
"G0100730","1900","Alabama","010","Jefferson","0730","Jefferson","41","730",140420,30705,26226,30691,26226
"G0100750","1900","Alabama","010","Lamar","0750","Lamar","41","750",16084,1536,1533,1536,1533
"G0100770","1900","Alabama","010","Lauderdale","0770","Lauderdale","41","770",26559,3668,3722,3668,3722
"G0100790","1900","Alabama","010","Lawrence","0790","Lawrence","41","790",20124,3489,3668,3488,3668
"G0100810","1900","Alabama","010","Lee","0810","Lee","41","810",31826,9055,10012,9055,10012
"G0100830","1900","Alabama","010","Limestone","0830","Limestone","41","830",22387,4872,4957,4871,4957
"G0100850","1900","Alabama","010","Lowndes","0850","Lowndes","41","850",35651,15192,15697,15192,15697
"G0100870","1900","Alabama","010","Macon","0870","Macon","41","870",23126,9244,9630,9244,9630
"G0100890","1900","Alabama","010","Madison","0890","Madison","41","890",43702,9556,10319,9556,10319
"G0100910","1900","Alabama","010","Marengo","0910","Marengo","41","910",38315,14367,15107,14366,15107
"G0100930","1900","Alabama","010","Marion","0930","Marion","41","930",14494,393,385,393,385
"G0100950","1900","Alabama","010","Marshall","0950","Marshall","41","950",23289,731,769,731,769
"G0100970","1900","Alabama","010","Mobile","0970","Mobile","41","970",62740,13385,15049,13361,15048
"G0100990","1900","Alabama","010","Monroe","0990","Monroe","41","990",23666,6481,6656,6470,6646
"G0101010","1900","Alabama","010","Montgomery","1010","Montgomery","41","1010",72047,24702,27520,24687,27520
"G0101030","1900","Alabama","010","Morgan","1030","Morgan","41","1030",28820,3587,3794,3584,3794
"G0101050","1900","Alabama","010","Perry","1050","Perry","41","1050",31783,12098,12864,12098,12864
"G0101070","1900","Alabama","010","Pickens","1070","Pickens","41","1070",24402,6783,7138,6783,7138
"G0101090","1900","Alabama","010","Pike","1090","Pike","41","1090",29172,6327,6148,6326,6148
"G0101110","1900","Alabama","010","Randolph","1110","Randolph","41","1110",21647,2573,2605,2573,2605
"G0101130","1900","Alabama","010","Russell","1130","Russell","41","1130",27083,10267,10886,10266,10886
"G0101150","1900","Alabama","010","St Clair","1150","St Clair","41","1150",19425,1800,1642,1800,1642
"G0101170","1900","Alabama","010","Shelby","1170","Shelby","41","1170",23684,3683,3321,3683,3321
"G0101190","1900","Alabama","010","Sumter","1190","Sumter","41","1190",32710,13068,13970,13068,13970
"G0101210","1900","Alabama","010","Talladega","1210","Talladega","41","1210",35773,9195,9031,9192,9031
"G0101230","1900","Alabama","010","Tallapoosa","1230","Tallapoosa","41","1230",29675,5318,5370,5318,5370
"G0101250","1900","Alabama","010","Tuscaloosa","1250","Tuscaloosa","41","1250",36147,7409,7229,7409,7229
"G0101270","1900","Alabama","010","Walker","1270","Walker","41","1270",25162,2376,1740,2376,1740
"G0101290","1900","Alabama","010","Washington","1290","Washington","41","1290",11134,2638,2390,2638,2390
"G0101310","1900","Alabama","010","Wilcox","1310","Wilcox","41","1310",35631,13823,14829,13823,14829
"G0101330","1900","Alabama","010","Winston","1330","Winston","41","1330",9554,3,4,3,4
"G0250055","1900","Alaska Territory","025","Northern District","0055","Northern District","81","2900",30569,6571,6315,16,8
"G0250095","1900","Alaska Territory","025","Southern District","0095","Southern District","81","2950",33023,12008,8205,135,9
"G0450015","1900","Arizona Territory","045","Apache","0015","Apache","61","10",8297,2831,2711,1,1
"G0450035","1900","Arizona Territory","045","Cochise","0035","Cochise","61","30",9251,359,39,238,37
"G0450055","1900","Arizona Territory","045","Coconino","0055","Coconino","61","50",5514,861,584,32,21
"G0450075","1900","Arizona Territory","045","Gila","0075","Gila","61","70",4973,402,429,28,20
"G0450095","1900","Arizona Territory","045","Graham","0095","Graham","61","90",14162,211,34,38,30
"G0450135","1900","Arizona Territory","045","Maricopa","0135","Maricopa","61","130",20457,1874,1568,116,94
"G0450155","1900","Arizona Territory","045","Mohave","0155","Mohave","61","150",3426,863,668,101,76
"G0450175","1900","Arizona Territory","045","Navajo","0175","Navajo","61","170",8829,2969,2513,270,56
"G0450195","1900","Arizona Territory","045","Pima","0195","Pima","61","190",14689,1596,1347,77,41
"G0450215","1900","Arizona Territory","045","Pinal","0215","Pinal","61","210",7779,1960,1512,362,55
"G0450235","1900","Arizona Territory","045","Santa Cruz","0235","Santa Cruz","61","230",4545,56,2,9,1
"G0450255","1900","Arizona Territory","045","Yavapai","0255","Yavapai","61","250",13799,653,197,72,51
"G0450275","1900","Arizona Territory","045","Yuma","0275","Yuma","61","270",4145,455,308,19,2
"G0459015","1900","Arizona Territory","045","Colorado River Indian Reservation","9015","Colorado River Indian Reservation","61","8020",,,,,
"G0459035","1900","Arizona Territory","045","Fort Apache Indian Reservation","9035","Fort Apache Indian Reservation","61","8030",,,,,
"G0459055","1900","Arizona Territory","045","Gila Bend Indian Reservation","9055","Gila Bend Indian Reservation","61","8040",,,,,
"G0459075","1900","Arizona Territory","045","Gila River and Salt River Indian Reservations","9075","Gila River and Salt River Indian Reservations","61","8050",,,,,
"G0459095","1900","Arizona Territory","045","Moqui Indian Reservation","9095","Moqui Indian Reservation","61","8060",,,,,
"G0459115","1900","Arizona Territory","045","Navaho Indian Reservation","9115","Navaho Indian Reservation","61","8070",,,,,
"G0459135","1900","Arizona Territory","045","Papago Indian Reservation","9135","Papago Indian Reservation","61","8080",,,,,
"G0459155","1900","Arizona Territory","045","San Carlos Indian Reservation","9155","San Carlos Indian Reservation","61","8010",3065,1475,1551,0,0
"G0459175","1900","Arizona Territory","045","Supai and Walapai Indian Reservations","9175","Supai and Walapai Indian Reservations","61","8090",,,,,
"G0500010","1900","Arkansas","050","Arkansas","0010","Arkansas","42","10",12973,2072,1986,2072,1986
"G0500030","1900","Arkansas","050","Ashley","0030","Ashley","42","30",19734,5339,5260,5339,5260
"G0500050","1900","Arkansas","050","Baxter","0050","Baxter","42","50",9298,2,3,2,3
"G0500070","1900","Arkansas","050","Benton","0070","Benton","42","70",31611,54,58,54,58
"G0500090","1900","Arkansas","050","Boone","0090","Boone","42","90",16396,71,71,71,71
"G0500110","1900","Arkansas","050","Bradley","0110","Bradley","42","110",9651,1671,1669,1671,1669
"G0500130","1900","Arkansas","050","Calhoun","0130","Calhoun","42","130",8539,1656,1629,1656,1629
"G0500150","1900","Arkansas","050","Carroll","0150","Carroll","42","150",18848,87,79,87,79
"G0500170","1900","Arkansas","050","Chicot","0170","Chicot","42","170",14528,6455,6197,6453,6197
"G0500190","1900","Arkansas","050","Clark","0190","Clark","42","190",21289,3529,3738,3529,3738
"G0500210","1900","Arkansas","050","Clay","0210","Clay","42","210",15886,5,4,5,4
"G0500230","1900","Arkansas","050","Cleburne","0230","Cleburne","42","230",9628,7,4,7,4
"G0500250","1900","Arkansas","050","Cleveland","0250","Cleveland","42","250",11620,1876,1638,1876,1638
"G0500270","1900","Arkansas","050","Columbia","0270","Columbia","42","270",22077,4659,4808,4659,4808
"G0500290","1900","Arkansas","050","Conway","0290","Conway","42","290",19772,3850,3772,3850,3772
"G0500310","1900","Arkansas","050","Craighead","0310","Craighead","42","310",19505,612,591,612,591
"G0500330","1900","Arkansas","050","Crawford","0330","Crawford","42","330",21270,1119,1106,1118,1106
"G0500350","1900","Arkansas","050","Crittenden","0350","Crittenden","42","350",14529,6415,5875,6415,5875
"G0500370","1900","Arkansas","050","Cross","0370","Cross","42","370",11051,2458,2405,2458,2405
"G0500390","1900","Arkansas","050","Dallas","0390","Dallas","42","390",11518,2352,2231,2352,2231
"G0500410","1900","Arkansas","050","Desha","0410","Desha","42","410",11511,4951,4456,4949,4456
"G0500430","1900","Arkansas","050","Drew","0430","Drew","42","430",19451,5199,5090,5199,5090
"G0500450","1900","Arkansas","050","Faulkner","0450","Faulkner","42","450",20780,2290,2152,2288,2152
"G0500470","1900","Arkansas","050","Franklin","0470","Franklin","42","470",17395,282,305,282,305
"G0500490","1900","Arkansas","050","Fulton","0490","Fulton","42","490",12917,39,40,39,40
"G0500510","1900","Arkansas","050","Garland","0510","Garland","42","510",18773,1661,2016,1658,2016
"G0500530","1900","Arkansas","050","Grant","0530","Grant","42","530",7671,441,405,441,405
"G0500550","1900","Arkansas","050","Greene","0550","Greene","42","550",16979,39,42,39,42
"G0500570","1900","Arkansas","050","Hempstead","0570","Hempstead","42","570",24101,5896,6094,5896,6094
"G0500590","1900","Arkansas","050","Hot Spring","0590","Hot Spring","42","590",12748,769,716,769,716
"G0500610","1900","Arkansas","050","Howard","0610","Howard","42","610",14076,1516,1582,1516,1582
"G0500630","1900","Arkansas","050","Independence","0630","Independence","42","630",22557,710,773,710,773
"G0500650","1900","Arkansas","050","Izard","0650","Izard","42","650",13506,130,155,130,155
"G0500670","1900","Arkansas","050","Jackson","0670","Jackson","42","670",18383,2654,2639,2652,2638
"G0500690","1900","Arkansas","050","Jefferson","0690","Jefferson","42","690",40972,14809,15017,14797,15015
"G0500710","1900","Arkansas","050","Johnson","0710","Johnson","42","710",17448,301,319,300,319
"G0500730","1900","Arkansas","050","Lafayette","0730","Lafayette","42","730",10594,3336,3150,3336,3150
"G0500750","1900","Arkansas","050","Lawrence","0750","Lawrence","42","750",16491,562,490,562,489
"G0500770","1900","Arkansas","050","Lee","0770","Lee","42","770",19409,7850,7256,7849,7256
"G0500790","1900","Arkansas","050","Lincoln","0790","Lincoln","42","790",13389,4328,4123,4328,4123
"G0500810","1900","Arkansas","050","Little River","0810","Little River","42","810",13731,2931,2818,2931,2818
"G0500830","1900","Arkansas","050","Logan","0830","Logan","42","830",20563,396,383,396,383
"G0500850","1900","Arkansas","050","Lonoke","0850","Lonoke","42","850",22544,4716,4578,4716,4578
"G0500870","1900","Arkansas","050","Madison","0870","Madison","42","870",19864,19,25,19,25
"G0500890","1900","Arkansas","050","Marion","0890","Marion","42","890",11377,24,14,24,14
"G0500910","1900","Arkansas","050","Miller","0910","Miller","42","910",17558,3845,3778,3841,3778
"G0500930","1900","Arkansas","050","Mississippi","0930","Mississippi","42","930",16384,4518,3805,4516,3805
"G0500950","1900","Arkansas","050","Monroe","0950","Monroe","42","950",16816,5601,5394,5601,5394
"G0500970","1900","Arkansas","050","Montgomery","0970","Montgomery","42","970",9444,164,155,164,155
"G0500990","1900","Arkansas","050","Nevada","0990","Nevada","42","990",16609,2911,2922,2911,2922
"G0501010","1900","Arkansas","050","Newton","1010","Newton","42","1010",12538,6,1,6,1
"G0501030","1900","Arkansas","050","Ouachita","1030","Ouachita","42","1030",20892,5699,5936,5698,5936
"G0501050","1900","Arkansas","050","Perry","1050","Perry","42","1050",7294,410,400,410,400
"G0501070","1900","Arkansas","050","Phillips","1070","Phillips","42","1070",26561,10671,10213,10665,10212
"G0501090","1900","Arkansas","050","Pike","1090","Pike","42","1090",10301,291,305,291,305
"G0501110","1900","Arkansas","050","Poinsett","1110","Poinsett","42","1110",7025,585,446,585,446
"G0501130","1900","Arkansas","050","Polk","1130","Polk","42","1130",18352,102,75,102,75
"G0501150","1900","Arkansas","050","Pope","1150","Pope","42","1150",21715,933,932,933,932
"G0501170","1900","Arkansas","050","Prairie","1170","Prairie","42","1170",11875,2118,2073,2118,2073
"G0501190","1900","Arkansas","050","Pulaski","1190","Pulaski","42","1190",63179,14468,14671,14445,14671
"G0501210","1900","Arkansas","050","Randolph","1210","Randolph","42","1210",17156,310,296,310,296
"G0501230","1900","Arkansas","050","St Francis","1230","St Francis","42","1230",17157,5636,5369,5636,5369
"G0501250","1900","Arkansas","050","Saline","1250","Saline","42","1250",13122,982,938,982,938
"G0501270","1900","Arkansas","050","Scott","1270","Scott","42","1270",13183,70,34,68,34
"G0501290","1900","Arkansas","050","Searcy","1290","Searcy","42","1290",11988,7,9,7,9
"G0501310","1900","Arkansas","050","Sebastian","1310","Sebastian","42","1310",36935,2186,2273,2155,2252
"G0501330","1900","Arkansas","050","Sevier","1330","Sevier","42","1330",16339,1061,986,1057,984
"G0501350","1900","Arkansas","050","Sharp","1350","Sharp","42","1350",12199,115,97,115,97
"G0501370","1900","Arkansas","050","Stone","1370","Stone","42","1370",8100,41,38,41,38
"G0501390","1900","Arkansas","050","Union","1390","Union","42","1390",22495,4813,4907,4813,4907
"G0501410","1900","Arkansas","050","Van Buren","1410","Van Buren","42","1410",11220,167,159,167,159
"G0501430","1900","Arkansas","050","Washington","1430","Washington","42","1430",34256,410,479,409,479
"G0501450","1900","Arkansas","050","White","1450","White","42","1450",24864,1328,1328,1328,1328
"G0501470","1900","Arkansas","050","Woodruff","1470","Woodruff","42","1470",16304,5022,4925,5022,4925
"G0501490","1900","Arkansas","050","Yell","1490","Yell","42","1490",22750,834,836,834,836
"G0600010","1900","California","060","Alameda","0010","Alameda","71","10",130197,3961,804,676,658
"G0600030","1900","California","060","Alpine","0030","Alpine","71","30",509,80,70,3,0
"G0600050","1900","California","060","Amador","0050","Amador","71","50",11116,212,99,18,10
"G0600070","1900","California","060","Butte","0070","Butte","71","70",17117,1185,199,57,49
"G0600090","1900","California","060","Calaveras","0090","Calaveras","71","90",11200,236,85,43,26
"G0600110","1900","California","060","Colusa","0110","Colusa","71","110",7364,431,93,45,31
"G0600130","1900","California","060","Contra Costa","0130","Contra Costa","71","130",18046,925,33,30,17
"G0600150","1900","California","060","Del Norte","0150","Del Norte","71","150",2408,132,138,1,0
"G0600170","1900","California","060","El Dorado","0170","El Dorado","71","170",8986,352,121,65,34
"G0600190","1900","California","060","Fresno","0190","Fresno","71","190",37862,2698,594,207,192
"G0600210","1900","California","060","Glenn","0210","Glenn","71","210",5150,263,20,12,6
"G0600230","1900","California","060","Humboldt","0230","Humboldt","71","230",27104,836,909,8,4
"G0600270","1900","California","060","Inyo","0270","Inyo","71","270",4377,575,447,11,4
"G0600290","1900","California","060","Kern","0290","Kern","71","290",16480,1198,308,110,98
"G0600310","1900","California","060","Kings","0310","Kings","71","310",9871,603,97,35,41
"G0600330","1900","California","060","Lake","0330","Lake","71","330",6017,303,222,8,4
"G0600350","1900","California","060","Lassen","0350","Lassen","71","350",4511,223,189,1,0
"G0600370","1900","California","060","Los Angeles","0370","Los Angeles","71","370",170298,4692,1631,1390,1451
"G0600390","1900","California","060","Madera","0390","Madera","71","390",6364,447,253,32,19
"G0600410","1900","California","060","Marin","0410","Marin","71","410",15702,632,71,86,51
"G0600430","1900","California","060","Mariposa","0430","Mariposa","71","430",4720,181,129,15,20
"G0600450","1900","California","060","Mendocino","0450","Mendocino","71","450",20465,939,693,24,14
"G0600470","1900","California","060","Merced","0470","Merced","71","470",9215,403,32,20,11
"G0600490","1900","California","060","Modoc","0490","Modoc","71","490",5076,270,246,3,4
"G0600510","1900","California","060","Mono","0510","Mono","71","510",2167,306,205,0,1
"G0600530","1900","California","060","Monterey","0530","Monterey","71","530",19380,1557,116,46,34
"G0600550","1900","California","060","Napa","0550","Napa","71","550",16451,566,28,16,13
"G0600570","1900","California","060","Nevada","0570","Nevada","71","570",17789,685,80,41,29
"G0600590","1900","California","060","Orange","0590","Orange","71","590",19696,187,50,51,47
"G0600610","1900","California","060","Placer","0610","Placer","71","610",15786,1191,101,22,13
"G0600630","1900","California","060","Plumas","0630","Plumas","71","630",4657,401,238,2,1
"G0600650","1900","California","060","Riverside","0650","Riverside","71","650",17897,925,551,116,138
"G0600670","1900","California","060","Sacramento","0670","Sacramento","71","670",45915,4571,427,286,225
"G0600690","1900","California","060","San Benito","0690","San Benito","71","690",6633,128,49,27,30
"G0600710","1900","California","060","San Bernardino","0710","San Bernardino","71","710",27929,933,391,113,103
"G0600730","1900","California","060","San Diego","0730","San Diego","71","730",35090,1739,1303,199,207
"G0600750","1900","California","060","San Francisco","0750","San Francisco","71","750",342782,14217,3187,872,782
"G0600770","1900","California","060","San Joaquin","0770","San Joaquin","71","770",35452,2289,222,159,163
"G0600790","1900","California","060","San Luis Obispo","0790","San Luis Obispo","71","790",16637,194,54,35,42
"G0600810","1900","California","060","San Mateo","0810","San Mateo","71","810",12094,394,48,49,40
"G0600830","1900","California","060","Santa Barbara","0830","Santa Barbara","71","830",18934,614,64,20,13
"G0600850","1900","California","060","Santa Clara","0850","Santa Clara","71","850",60216,2074,208,128,123
"G0600870","1900","California","060","Santa Cruz","0870","Santa Cruz","71","870",21512,924,73,49,32
"G0600890","1900","California","060","Shasta","0890","Shasta","71","890",17318,652,535,115,88
"G0600910","1900","California","060","Sierra","0910","Sierra","71","910",4017,313,35,2,5
"G0600930","1900","California","060","Siskiyou","0930","Siskiyou","71","930",16962,1006,310,25,13
"G0600950","1900","California","060","Solano","0950","Solano","71","950",24143,1815,61,69,32
"G0600970","1900","California","060","Sonoma","0970","Sonoma","71","970",38480,913,182,13,19
"G0600990","1900","California","060","Stanislaus","0990","Stanislaus","71","990",9550,266,61,37,24
"G0601010","1900","California","060","Sutter","1010","Sutter","71","1010",5886,409,26,22,12
"G0601030","1900","California","060","Tehama","1030","Tehama","71","1030",10996,968,150,74,73
"G0601050","1900","California","060","Trinity","1050","Trinity","71","1050",4383,420,160,6,3
"G0601070","1900","California","060","Tulare","1070","Tulare","71","1070",18375,525,141,37,36
"G0601090","1900","California","060","Tuolumne","1090","Tuolumne","71","1090",11166,247,115,28,25
"G0601110","1900","California","060","Ventura","1110","Ventura","71","1110",14367,506,35,19,15
"G0601130","1900","California","060","Yolo","1130","Yolo","71","1130",13618,862,94,104,68
"G0601150","1900","California","060","Yuba","1150","Yuba","71","1150",8620,810,159,84,86
"G0609015","1900","California","060","Hupa Valley Indian Reservation","9015","Hupa Valley Indian Reservation","71","235",,,,,
"G0609035","1900","California","060","Mission Indian Reservation","9035","Mission Indian Reservation","71","475",,,,,
"G0609055","1900","California","060","Round Valley Indian Reservation","9055","Round Valley Indian Reservation","71","655",,,,,
"G0609075","1900","California","060","Tule River Indian Reservation","9075","Tule River Indian Reservation","71","1075",,,,,
"G0800050","1900","Colorado","080","Arapahoe","0050","Arapahoe","62","50",153017,2295,2143,1985,2121
"G0800070","1900","Colorado","080","Archuleta","0070","Archuleta","62","70",2117,2,0,2,0
"G0800090","1900","Colorado","080","Baca","0090","Baca","62","90",759,0,1,0,1
"G0800110","1900","Colorado","080","Bent","0110","Bent","62","110",3049,19,23,6,8
"G0800130","1900","Colorado","080","Boulder","0130","Boulder","62","130",21544,89,59,73,59
"G0800150","1900","Colorado","080","Chaffee","0150","Chaffee","62","150",7085,40,23,34,22
"G0800170","1900","Colorado","080","Cheyenne","0170","Cheyenne","62","170",501,18,3,18,3
"G0800190","1900","Colorado","080","Clear Creek","0190","Clear Creek","62","190",7082,50,24,38,24
"G0800210","1900","Colorado","080","Conejos","0210","Conejos","62","210",8794,20,19,6,4
"G0800230","1900","Colorado","080","Costilla","0230","Costilla","62","230",4632,9,10,3,0
"G0800270","1900","Colorado","080","Custer","0270","Custer","62","270",2937,4,2,3,2
"G0800290","1900","Colorado","080","Delta","0290","Delta","62","290",5487,2,0,0,0
"G0800330","1900","Colorado","080","Dolores","0330","Dolores","62","330",1134,6,0,0,0
"G0800350","1900","Colorado","080","Douglas","0350","Douglas","62","350",3120,5,3,4,3
"G0800370","1900","Colorado","080","Eagle","0370","Eagle","62","370",3008,3,1,3,1
"G0800390","1900","Colorado","080","Elbert","0390","Elbert","62","390",3101,6,2,6,2
"G0800410","1900","Colorado","080","El Paso","0410","El Paso","62","410",31602,548,527,511,522
"G0800430","1900","Colorado","080","Fremont","0430","Fremont","62","430",15636,138,42,124,40
"G0800450","1900","Colorado","080","Garfield","0450","Garfield","62","450",5835,27,21,27,21
"G0800470","1900","Colorado","080","Gilpin","0470","Gilpin","62","470",6690,43,24,25,23
"G0800490","1900","Colorado","080","Grand","0490","Grand","62","490",741,0,1,0,1
"G0800510","1900","Colorado","080","Gunnison","0510","Gunnison","62","510",5331,24,25,23,25
"G0800530","1900","Colorado","080","Hinsdale","0530","Hinsdale","62","530",1609,10,12,9,12
"G0800550","1900","Colorado","080","Huerfano","0550","Huerfano","62","550",8395,77,59,68,52
"G0800590","1900","Colorado","080","Jefferson","0590","Jefferson","62","590",9306,47,22,40,22
"G0800610","1900","Colorado","080","Kiowa","0610","Kiowa","62","610",701,0,0,0,0
"G0800630","1900","Colorado","080","Kit Carson","0630","Kit Carson","62","630",1580,0,0,0,0
"G0800650","1900","Colorado","080","Lake","0650","Lake","62","650",18054,108,96,108,96
"G0800670","1900","Colorado","080","La Plata","0670","La Plata","62","670",7016,315,312,14,14
"G0800690","1900","Colorado","080","Larimer","0690","Larimer","62","690",12168,19,11,14,11
"G0800710","1900","Colorado","080","Las Animas","0710","Las Animas","62","710",21842,105,74,97,71
"G0800730","1900","Colorado","080","Lincoln","0730","Lincoln","62","730",926,13,5,13,5
"G0800750","1900","Colorado","080","Logan","0750","Logan","62","750",3292,2,1,1,1
"G0800770","1900","Colorado","080","Mesa","0770","Mesa","62","770",9267,175,75,29,23
"G0800790","1900","Colorado","080","Mineral","0790","Mineral","62","790",1913,4,4,3,4
"G0800830","1900","Colorado","080","Montezuma","0830","Montezuma","62","830",3058,288,272,1,0
"G0800850","1900","Colorado","080","Montrose","0850","Montrose","62","850",4535,7,7,7,7
"G0800870","1900","Colorado","080","Morgan","0870","Morgan","62","870",3268,7,1,6,1
"G0800890","1900","Colorado","080","Otero","0890","Otero","62","890",11522,57,45,50,45
"G0800910","1900","Colorado","080","Ouray","0910","Ouray","62","910",4731,32,13,12,13
"G0800930","1900","Colorado","080","Park","0930","Park","62","930",2998,42,0,26,0
"G0800950","1900","Colorado","080","Phillips","0950","Phillips","62","950",1583,0,0,0,0
"G0800970","1900","Colorado","080","Pitkin","0970","Pitkin","62","970",7020,14,13,14,13
"G0800990","1900","Colorado","080","Prowers","0990","Prowers","62","990",3766,40,3,39,3
"G0801010","1900","Colorado","080","Pueblo","1010","Pueblo","62","1010",34448,837,620,789,615
"G0801030","1900","Colorado","080","Rio Blanco","1030","Rio Blanco","62","1030",1690,4,3,2,2
"G0801050","1900","Colorado","080","Rio Grande","1050","Rio Grande","62","1050",4080,8,2,8,2
"G0801070","1900","Colorado","080","Routt","1070","Routt","62","1070",3661,4,0,4,0
"G0801090","1900","Colorado","080","Saguache","1090","Saguache","62","1090",3853,0,0,0,0
"G0801110","1900","Colorado","080","San Juan","1110","San Juan","62","1110",2342,28,6,10,6
"G0801130","1900","Colorado","080","San Miguel","1130","San Miguel","62","1130",5379,49,24,28,23
"G0801150","1900","Colorado","080","Sedgwick","1150","Sedgwick","62","1150",971,1,5,1,5
"G0801170","1900","Colorado","080","Summit","1170","Summit","62","1170",2744,10,0,4,0
"G0801190","1900","Colorado","080","Teller","1190","Teller","62","1190",29002,166,146,165,145
"G0801210","1900","Colorado","080","Washington","1210","Washington","62","1210",1241,10,19,10,19
"G0801230","1900","Colorado","080","Weld","1230","Weld","62","1230",16808,15,9,10,5
"G0801250","1900","Colorado","080","Yuma","1250","Yuma","62","1250",1729,0,0,0,0
"G0809015","1900","Colorado","080","Southern Ute Indian Reservation","9015","Southern Ute Indian Reservation","62","1155",,,,,
"G0900010","1900","Connecticut","090","Fairfield","0010","Fairfield","1","10",184203,1578,1786,1445,1782
"G0900030","1900","Connecticut","090","Hartford","0030","Hartford","1","30",195480,1802,1570,1624,1567
"G0900050","1900","Connecticut","090","Litchfield","0050","Litchfield","1","50",63672,505,520,464,503
"G0900070","1900","Connecticut","090","Middlesex","0070","Middlesex","1","70",41760,225,248,205,247
"G0900090","1900","Connecticut","090","New Haven","0090","New Haven","1","90",269163,2645,2655,2431,2654
"G0900110","1900","Connecticut","090","New London","0110","New London","1","110",82758,872,928,785,884
"G0900130","1900","Connecticut","090","Tolland","0130","Tolland","1","130",24523,62,36,55,36
"G0900150","1900","Connecticut","090","Windham","0150","Windham","1","150",46861,252,312,238,306
"G1000010","1900","Delaware","100","Kent","0010","Kent","11","10",32762,4003,3742,3996,3742
"G1000030","1900","Delaware","100","New Castle","0030","New Castle","11","30",109697,8209,8032,8170,8027
"G1000050","1900","Delaware","100","Sussex","0050","Sussex","11","50",42276,3460,3312,3450,3312
"G1200010","1900","Florida","120","Alachua","0010","Alachua","43","10",32245,10178,8788,10177,8788
"G1200030","1900","Florida","120","Baker","0030","Baker","43","30",4516,747,444,747,444
"G1200070","1900","Florida","120","Bradford","0070","Bradford","43","70",10295,1632,1095,1632,1095
"G1200090","1900","Florida","120","Brevard","0090","Brevard","43","90",5158,654,501,613,461
"G1200130","1900","Florida","120","Calhoun","0130","Calhoun","43","130",5132,1194,846,1194,846
