GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AOS001,AOS002,AOD001,AOD002,AOD003,AOH001,AOH002,AOH003,AOH004,AOH005,AOH006,AOH007,AOH008,AOH009,AOH010,AOH011,AOH012,AOH013,AOH014,AOH015,AOH016,AOH017,AOH018,AOH019,AOH020,AOH021,AOH022,AOH023,AOH024,AOH025,AOH026,AOH027,AOH028,AOH029,AOH030,AOH031,AOH032,AOH033,AOH034,AOH035,AOH036,AOH037,AOH038
"G0500310","1880","Arkansas","050","Craighead","0310","Craighead","42","310",37678,93243,714244,59375,254377,4519,0,92325,0,0,0,367451,20260,0,15552,4374,0,0,0,0,0,0,0,21925,0,0,206,0,0,63372,14605,1074,0,24942,4806,9715,8061,2615,4519,0,0,513,25
"G0500330","1880","Arkansas","050","Crawford","0330","Crawford","42","330",52035,79219,1219016,55190,257595,8284,1242,168648,1489,117,0,465356,33216,55,31040,8980,0,0,0,0,0,0,0,16589,0,0,326,0,0,126056,17178,1037,0,1912,6435,11805,28409,3452,8284,0,0,120,11
"G0500350","1880","Arkansas","050","Crittenden","0350","Crittenden","42","350",44311,62405,1420226,77936,293454,2013,249,64139,50,0,0,216194,1128,60,200,16039,0,0,0,0,0,0,0,2207,0,0,58,0,0,60163,12600,235,0,6195,4711,8778,13157,441,2013,0,0,367,319
"G0500370","1880","Arkansas","050","Cross","0370","Cross","42","370",19886,58780,380780,20714,138488,2680,20,40135,0,0,0,138614,11121,166,2643,4768,0,0,0,0,0,0,0,9718,0,0,42,0,0,31143,7900,232,0,4406,2122,6628,2014,1078,2680,0,0,865,23
"G0500390","1880","Arkansas","050","Dallas","0390","Dallas","42","390",36874,166976,601597,44093,208795,8224,1076,87229,62,0,0,136760,5749,244,2010,6157,0,0,0,0,0,0,0,11620,0,0,97,0,0,64894,8695,722,0,8410,1572,13866,16860,3507,8224,0,0,6328,163
"G0500410","1880","Arkansas","050","Desha","0410","Desha","42","410",43502,99793,1166949,66787,267804,1831,10025,43367,25,0,0,180177,3139,0,171,18103,150,0,30,0,0,0,0,100,0,0,25,0,0,50060,7863,1958,0,3057,8451,13863,6659,419,1831,0,0,2335,102
"G0500415","1880","Arkansas","050","Dorsey","0415","Dorsey","42","250",43837,157225,818701,51159,225793,6108,46,99824,385,0,0,113630,13967,0,3319,6146,0,0,0,0,0,0,0,8753,0,0,4,0,0,81723,8839,500,0,4421,2285,13412,4306,2709,6108,0,0,5915,207
"G0500430","1880","Arkansas","050","Drew","0430","Drew","42","430",55685,220174,1251675,54550,323270,7235,0,81030,254,0,0,145401,11522,0,1244,9964,0,0,0,0,0,0,0,14271,0,0,42,0,0,47640,12984,382,0,5608,3943,12626,12858,3070,7235,0,0,4689,7
"G0500450","1880","Arkansas","050","Faulkner","0450","Faulkner","42","450",53585,157618,1522216,65420,316616,7173,8445,81436,85,113,0,347062,39247,74,18197,8692,0,0,0,0,0,0,0,8404,0,0,268,0,0,84193,8311,205,0,11974,5720,11913,9148,4060,7173,0,0,2587,148
"G0500470","1880","Arkansas","050","Franklin","0470","Franklin","42","470",59985,98092,1557465,73504,327087,9149,2355,151357,1150,0,0,547723,52509,229,31809,9268,0,0,0,0,0,0,0,17454,0,0,215,0,0,115336,22887,398,0,2404,5532,12793,17479,3530,9149,0,0,331,50
"G0500490","1880","Arkansas","050","Fulton","0490","Fulton","42","490",24629,91212,453345,34363,196641,8967,0,90385,0,0,0,299930,20827,368,10924,2438,0,0,0,0,0,0,0,13404,0,0,208,0,0,42822,517,6,0,3400,95,681,0,4189,8967,0,0,0,0
"G0500510","1880","Arkansas","050","Garland","0510","Garland","42","510",17945,78580,538375,34186,126496,2888,46312,65135,58,0,0,153434,17656,237,7442,534,0,0,0,0,0,0,0,9052,0,0,117,0,0,59041,10651,423,0,4751,5347,20321,13802,1391,2888,0,0,1681,59
"G0500530","1880","Arkansas","050","Grant","0530","Grant","42","530",30317,145617,557271,42589,205982,5301,470,105474,756,0,0,149854,10408,40,2616,3999,0,0,0,0,0,0,0,5576,0,0,11,0,3,84890,15553,1167,0,9310,3753,18882,7148,2714,5301,0,0,10990,21
"G0500550","1880","Arkansas","050","Greene","0550","Greene","42","550",30596,69269,592979,49080,221730,3431,8,127186,1700,0,0,347926,29110,80,10475,3711,0,0,0,0,0,0,0,27018,0,0,124,0,0,100656,21114,418,0,5735,5181,13989,1132,1727,3431,0,0,599,38
"G0500570","1880","Arkansas","050","Hempstead","0570","Hempstead","42","570",79376,155221,1606586,90998,432473,7891,1416,112902,266,95,0,418837,42676,118,6702,13985,0,0,0,0,0,0,0,34686,0,0,56,0,0,121175,11678,1090,0,3600,3128,20289,44093,3943,7891,0,0,11696,110
"G0500590","1880","Arkansas","050","Hot Spring","0590","Hot Spring","42","590",31669,81679,704633,53632,194188,5470,11095,102302,2281,0,0,268650,11191,504,7384,3755,0,0,0,0,0,0,0,17159,0,0,71,0,0,117689,8757,201,0,5823,5022,20546,4088,2421,5470,0,0,0,0
"G0500610","1880","Arkansas","050","Howard","0610","Howard","42","610",46197,98456,723418,68156,251172,7464,0,79025,0,63,0,272635,20409,93,13618,7051,0,0,0,0,0,0,0,16797,0,0,4,0,0,86250,14284,869,0,7749,2090,10903,23613,3044,7464,0,0,1958,6
"G0500630","1880","Arkansas","050","Independence","0630","Independence","42","630",84766,198261,1856780,137965,484569,21984,2165,228412,740,300,0,691188,61209,371,57104,11156,0,0,0,0,0,0,0,32345,0,0,396,0,8,137280,13637,404,0,21726,11251,16583,43680,11351,21984,0,0,1105,63
"G0500650","1880","Arkansas","050","Izard","0650","Izard","42","650",56617,155109,945824,67478,297426,25127,505,146845,20,0,0,451904,40593,1098,25902,4800,0,0,0,0,0,0,0,33780,0,0,214,0,0,117037,15560,577,0,13212,4500,11349,6826,8494,25127,0,0,110,20
"G0500670","1880","Arkansas","050","Jackson","0670","Jackson","42","670",48497,113954,1082957,52196,285008,3351,471,59088,10,0,0,384398,6399,0,7415,13895,0,0,0,0,0,0,0,7536,0,0,150,0,0,68377,4873,720,0,4790,5640,7239,17622,1343,3351,0,0,0,0
"G0500690","1880","Arkansas","050","Jefferson","0690","Jefferson","42","690",73382,124814,2009176,141792,348013,3539,90,25608,0,0,0,299508,6596,180,278,34588,0,0,0,0,0,0,0,3884,0,0,253,0,6,63075,1947,193,0,250,1794,9016,5270,1212,3539,0,0,307,85
"G0500710","1880","Arkansas","050","Johnson","0710","Johnson","42","710",49825,95953,1097691,73894,290261,8518,1027,124506,2077,0,0,463488,34693,131,18496,7769,0,0,0,0,0,0,0,22351,0,0,264,0,0,116969,50462,1168,0,7941,8862,5518,21066,4207,8518,0,0,2201,37
"G0500730","1880","Arkansas","050","Lafayette","0730","Lafayette","42","730",28463,130943,509129,50627,162246,706,8,31878,0,0,0,97371,1362,0,77,6339,0,0,0,0,0,0,0,4079,0,0,0,0,0,35940,13098,927,0,3217,1730,6147,558,231,706,0,0,1219,10
"G0500750","1880","Arkansas","050","Lawrence","0750","Lawrence","42","750",46803,99319,1080475,72776,304059,8419,930,105965,1218,0,0,522720,40851,360,18662,6480,0,0,0,0,0,0,0,18343,0,0,414,0,0,100981,6041,299,0,4600,3809,3145,11114,4336,8419,0,0,50,118
"G0500770","1880","Arkansas","050","Lee","0770","Lee","42","770",62036,156621,2007322,95301,366148,5887,1041,71154,70,0,0,271650,12047,0,620,21147,0,3,0,0,0,0,0,8707,0,0,279,0,0,62022,15913,535,0,2962,2323,9066,17960,1564,5887,0,0,1807,26
"G0500790","1880","Arkansas","050","Lincoln","0790","Lincoln","42","790",39264,169344,1180573,59371,236181,4764,0,105628,0,0,0,144068,15210,99,1021,11563,0,0,0,0,0,0,5,9441,0,0,157,0,0,75976,9419,1468,0,3276,3337,9937,27534,2190,4764,0,0,3381,0
"G0500810","1880","Arkansas","050","Little River","0810","Little River","42","810",29200,87641,648483,52938,197420,2719,2000,48872,0,0,0,166819,9523,0,774,7116,0,0,0,0,0,0,340,3171,0,0,68,0,0,27421,2715,330,0,2747,922,12383,1171,939,2719,0,0,881,10
"G0500830","1880","Arkansas","050","Logan","0830","Logan","42","830",67147,141153,1400473,102556,375590,9639,8,192497,101,0,0,491526,46918,254,20211,9752,0,0,0,0,0,0,0,73314,0,0,280,0,21,114999,20431,1232,0,18977,9330,16385,42939,4589,9639,0,0,1030,334
"G0500850","1880","Arkansas","050","Lonoke","0850","Lonoke","42","850",65549,140804,1281528,112667,342921,4357,97226,161765,150,0,0,249764,49674,125,5563,11704,0,0,0,0,0,0,0,7230,0,0,1283,0,0,137212,18726,590,0,6197,8792,16638,16920,2132,4357,0,0,6384,126
"G0500870","1880","Arkansas","050","Madison","0870","Madison","42","870",66086,84309,1044781,68054,315965,22154,210,202757,159,50,0,720428,75068,1226,85414,129,0,0,0,0,0,0,0,33646,0,0,628,0,0,170133,47450,896,0,25156,17674,13334,47766,9862,22154,0,0,136,229
"G0500890","1880","Arkansas","050","Marion","0890","Marion","42","890",29288,58385,481231,34780,199802,7238,0,98298,84,0,0,330305,26704,1185,13816,3925,0,0,0,0,0,0,0,12080,0,0,103,0,0,61636,5476,356,0,3321,4877,4727,6064,3456,7238,0,0,28,47
"G0500910","1880","Arkansas","050","Miller","0910","Miller","42","910",46867,117201,987596,42133,234336,2012,8286,56173,97,0,0,223728,6798,0,0,11643,0,0,0,0,0,0,0,7997,0,0,23,0,0,70953,10251,552,0,1335,1320,14822,12826,892,2012,0,0,2233,60
"G0500930","1880","Arkansas","050","Mississippi","0930","Mississippi","42","930",30111,71899,1113979,38370,239408,851,112,129714,718,0,0,314116,4240,0,655,10430,0,0,0,0,0,0,0,1222,0,0,237,0,0,44506,4852,722,0,1537,5166,5669,3885,236,851,0,0,18,52
"G0500950","1880","Arkansas","050","Monroe","0950","Monroe","42","950",51238,130629,1464243,56460,267309,1104,1849,61383,380,0,0,208667,13995,0,200,14106,0,0,0,0,0,0,0,3901,0,0,511,0,0,99971,11247,298,0,2590,6193,14128,12259,405,1104,0,0,4793,147
"G0500970","1880","Arkansas","050","Montgomery","0970","Montgomery","42","970",20600,52962,420488,31142,132631,2559,375,68120,21,0,0,187991,9000,77,16766,1819,0,0,0,0,0,0,0,11919,0,0,40,0,0,67764,15368,479,0,2685,1388,4162,16920,1691,2559,0,0,585,76
"G0500990","1880","Arkansas","050","Nevada","0990","Nevada","42","990",73508,172467,1001975,62584,331857,7822,83,106042,250,0,0,253222,11851,168,2807,10520,0,0,0,0,0,0,0,16877,0,0,0,0,0,93869,6305,546,0,1997,2382,18639,15526,3874,7822,0,0,12029,16
"G0501010","1880","Arkansas","050","Newton","1010","Newton","42","1010",25144,38586,345000,17468,172221,7308,0,26724,0,0,0,287869,23810,666,14302,1406,0,0,0,0,0,0,0,9440,0,0,53,0,0,66908,29475,1201,0,12466,5987,6318,14233,3954,7308,0,0,0,0
"G0501030","1880","Arkansas","050","Ouachita","1030","Ouachita","42","1030",67334,186488,761831,57064,285278,9395,19979,69301,865,0,0,155655,2921,154,693,8849,0,0,0,0,0,0,0,5899,0,0,6,0,0,70208,14302,375,0,3588,2226,18503,20678,4746,9395,0,0,9948,51
"G0501050","1880","Arkansas","050","Perry","1050","Perry","42","1050",15873,60094,423545,25764,112382,1118,0,57907,0,0,0,134935,11119,0,2881,3314,0,0,0,0,0,0,0,3778,0,0,94,0,0,49433,6110,432,0,5919,4060,6602,3253,552,1118,0,0,660,67
"G0501070","1880","Arkansas","050","Phillips","1070","Phillips","42","1070",85379,86352,2065390,117666,407100,9022,426,69343,240,0,0,332585,13410,740,367,29070,0,0,0,0,0,0,0,2637,0,0,1401,0,8,72403,6175,739,0,11172,6261,21956,22065,2230,9022,0,0,2584,330
"G0501090","1880","Arkansas","050","Pike","1090","Pike","42","1090",28466,101401,519342,39631,148564,6161,0,120083,540,0,0,188256,11043,208,8893,3787,0,0,0,0,0,0,0,13476,0,0,14,0,0,112626,14483,650,0,4899,3136,10339,18603,3392,6161,0,0,3955,326
"G0501110","1880","Arkansas","050","Poinsett","1110","Poinsett","42","1110",7979,31474,185449,10579,71097,532,560,32132,0,0,28,87133,3490,0,1529,1514,0,0,0,0,0,0,0,4023,0,0,4,0,0,15938,16248,714,0,2470,1869,2034,891,288,532,0,0,1077,79
"G0501130","1880","Arkansas","050","Polk","1130","Polk","42","1130",24936,50990,354729,28797,155822,3858,0,25782,154,0,0,179400,15816,52,13096,2061,0,0,0,0,0,0,0,12119,0,0,4,0,0,44037,9118,541,0,2640,999,5361,8859,2406,3858,0,0,131,8
"G0501150","1880","Arkansas","050","Pope","1150","Pope","42","1150",65635,102610,1398614,100370,338033,11874,120,197424,35,151,0,494773,30741,223,34439,8700,0,0,0,0,0,0,0,20904,0,0,161,0,0,158883,25253,535,0,12570,10832,17353,24814,6211,11874,0,0,0,0
"G0501170","1880","Arkansas","050","Prairie","1170","Prairie","42","1170",37032,93503,689615,60621,250280,3192,20,96411,43,0,0,135462,31944,94,2214,6977,10,0,0,0,0,0,0,4355,0,0,263,0,0,79562,13647,516,0,4860,2100,9359,8503,1208,3192,0,0,4659,79
"G0501190","1880","Arkansas","050","Pulaski","1190","Pulaski","42","1190",75941,97454,2058079,87607,328910,4698,70724,106790,406,0,0,369911,32976,245,5623,20439,0,0,0,0,0,0,0,2478,0,0,880,0,0,121561,9661,332,0,4965,15512,25935,25645,1961,4698,0,0,3362,269
"G0501210","1880","Arkansas","050","Randolph","1210","Randolph","42","1210",55133,129402,798910,55242,311851,11602,306,137866,10,0,0,728403,33137,117,31244,6248,0,0,0,0,0,0,0,32556,0,0,275,0,12,85760,4143,166,0,13348,6696,5570,20261,6334,11602,0,0,181,97
"G0501230","1880","Arkansas","050","St Francis","1230","St Francis","42","1230",36477,74829,773271,41230,216307,2815,3060,43520,75,0,0,197061,8849,230,1835,5966,0,0,0,0,0,0,0,13164,0,0,287,0,0,50047,14345,524,0,9276,4430,13786,6445,890,2815,0,0,4495,72
"G0501250","1880","Arkansas","050","Saline","1250","Saline","42","1250",36887,93522,1019075,52941,242889,7649,1400,151775,0,0,44,292628,38046,136,7589,5075,0,0,0,0,0,0,0,15560,0,0,199,0,0,160840,16004,477,0,9418,7682,22949,18644,2571,7649,0,0,7275,22
"G0501270","1880","Arkansas","050","Scott","1270","Scott","42","1270",31017,96926,605733,47401,215177,4466,150,122271,287,24,0,279533,29661,15,7957,4826,0,0,0,0,0,0,0,15799,0,0,48,0,0,74596,11047,460,0,5896,2724,8962,26448,2331,4466,0,0,25,54
"G0501290","1880","Arkansas","050","Searcy","1290","Searcy","42","1290",29028,47977,475515,41718,213840,6671,0,66377,25,0,0,362828,24776,433,19179,2464,0,0,0,0,0,0,0,10853,0,0,29,0,0,76932,17530,795,0,8984,3628,5448,30019,4122,6671,0,0,30,39
"G0501310","1880","Arkansas","050","Sebastian","1310","Sebastian","42","1310",72049,105708,1500976,85085,455437,7760,8500,180053,700,0,0,553513,53976,55,32157,11112,0,0,0,0,0,0,0,25981,0,0,574,0,0,218162,11892,741,0,8576,6053,8985,51368,3759,7760,0,0,151,6
"G0501330","1880","Arkansas","050","Sevier","1330","Sevier","42","1330",26666,77247,406010,30170,138591,3412,852,67601,0,272,0,158839,12693,45,4740,4075,0,0,0,0,0,0,0,19275,0,0,11,0,0,66281,13338,405,0,6284,3827,9525,5135,1625,3412,0,0,1191,52
"G0501350","1880","Arkansas","050","Sharp","1350","Sharp","42","1350",44674,119224,856521,60897,282660,15740,0,153963,65,0,0,432570,52241,289,18908,4350,0,0,0,0,0,0,0,27183,0,0,282,0,21,84112,6641,276,0,10070,4285,5917,32333,8458,15740,0,0,943,53
"G0501370","1880","Arkansas","050","Stone","1370","Stone","42","1370",21569,49570,438700,25020,146077,3193,0,64000,115,0,0,209375,19297,110,13537,2049,0,0,0,0,0,0,0,9254,0,0,77,2,0,46464,10014,256,0,5400,1821,3357,10412,1813,3193,0,0,376,16
"G0501390","1880","Arkansas","050","Union","1390","Union","42","1390",75026,267580,988426,61593,378910,8922,0,123207,216,0,0,171779,6405,309,243,11013,0,0,0,0,0,0,0,7226,0,0,9,0,0,79254,16978,390,0,10515,5123,27699,24055,4706,8922,0,0,17394,145
"G0501410","1880","Arkansas","050","Van Buren","1410","Van Buren","42","1410",39879,109473,614630,44289,220028,4956,0,86792,50,0,0,345315,31666,241,15233,3377,0,0,0,0,0,0,0,15490,0,0,15,0,0,116104,16733,271,0,10469,5398,6579,6388,3151,4956,0,0,159,12
"G0501430","1880","Arkansas","050","Washington","1430","Washington","42","1430",130874,190922,2818871,140760,637358,46625,0,295359,118,0,293,1225557,220617,900,224669,133,0,415,0,0,0,0,50,50981,0,0,3607,19,195,275276,41553,1251,0,26357,24651,16237,32442,15091,46625,0,0,8,367
"G0501450","1880","Arkansas","050","White","1450","White","42","1450",83679,202224,1758862,103973,454072,12882,3156,235610,105,0,0,444893,95359,399,17220,11821,0,0,0,0,0,0,0,13697,0,0,295,0,15,203067,14358,663,0,28184,14876,23098,29873,5388,12882,0,0,5685,344
"G0501470","1880","Arkansas","050","Woodruff","1470","Woodruff","42","1470",40671,51919,970204,51174,208946,3543,62,101873,65,0,0,229962,9908,0,1867,12311,0,0,0,0,0,0,0,2082,0,0,124,0,0,45230,8664,318,0,2435,3691,6960,13244,1107,3543,0,0,224,20
"G0501490","1880","Arkansas","050","Yell","1490","Yell","42","1490",57289,144990,1478463,91945,358300,5755,1605,226028,2700,0,0,495138,42480,49,32678,10428,0,0,0,0,0,0,0,10072,0,0,217,0,0,160185,21365,569,0,4070,5139,12271,28175,2953,5755,0,0,1224,89
"G0600010","1880","California","060","Alameda","0010","Alameda","71","10",283108,24951,19527750,358557,940333,205955,316489,250703,5450,1213820,4027,37573,32766,1020,620758,0,825,0,0,0,0,0,0,0,0,0,56560,0,0,320270,1952,47,0,0,217660,0,6045,27284,205955,73100,200,2500,938
"G0600030","1880","California","060","Alpine","0030","Alpine","71","30",4884,4432,124300,7385,30165,90,0,32875,100,3410,0,235,5985,0,2936,0,0,0,0,0,0,0,0,0,0,0,1495,0,0,1454,1330,0,0,0,4496,0,0,26,90,0,0,261,270
"G0600050","1880","California","060","Amador","0050","Amador","71","50",73717,55114,1481390,70089,296372,64808,7300,57412,2826,101054,0,40695,822,270,48323,0,0,0,0,0,0,0,0,0,0,0,12651,30,0,56452,2785,55,0,0,17321,400,7644,25008,64808,17460,0,0,118
"G0600070","1880","California","060","Butte","0070","Butte","71","70",355371,150375,8610124,277994,828119,323483,29928,62325,290,516474,325,31210,13700,4904,2244770,0,0,0,0,0,0,0,0,0,0,0,32887,0,0,100727,6785,369,0,200,30720,271,19694,86266,323483,0,14000,0,0
"G0600090","1880","California","060","Calaveras","0090","Calaveras","71","90",44639,83348,756409,41819,262135,161351,6530,38215,2550,47294,0,7295,330,0,16256,0,0,0,0,0,0,0,0,0,0,0,8549,0,0,48439,1170,30,0,500,16132,0,5029,52075,161351,0,0,0,160
"G0600110","1880","California","060","Colusa","0110","Colusa","71","110",753626,141229,16440410,577532,1411651,661782,2477,54585,2600,899558,0,15735,3600,5050,4537504,0,0,0,0,0,0,0,0,0,0,0,37539,0,6,144513,950,7,0,0,10096,450,9396,168528,661782,0,0,0,0
"G0600130","1880","California","060","Contra Costa","0130","Contra Costa","71","130",288195,28494,6713578,278190,597970,27293,607,197899,32300,501880,0,1360,37455,1250,1267016,0,0,0,0,0,0,0,0,0,0,0,38306,0,0,109138,2660,290,0,0,234339,0,1673,7629,27293,0,0,15,3901
"G0600150","1880","California","060","Del Norte","0150","Del Norte","71","150",17792,10527,399300,15395,743960,6462,2150,248950,57300,1530,0,1710,4830,200,995,0,0,0,0,0,0,0,0,0,0,0,2401,0,710,5786,955,18,0,1040,10810,0,2077,1453,6462,0,0,825,70
"G0600170","1880","California","060","El Dorado","0170","El Dorado","71","170",69060,63103,1181071,85021,297629,73233,8715,192535,23650,22911,0,414,1168,2568,20777,0,0,0,0,0,0,0,0,0,0,0,9363,0,0,60389,4525,112,0,0,19664,0,14002,18000,73233,750,0,0,57
"G0600190","1880","California","060","Fresno","0190","Fresno","71","190",421378,271207,4403152,159060,1570844,1477000,8270,68754,1268,118527,0,10053,205,0,190923,0,0,0,0,0,0,0,0,190,0,0,19221,270,6,101174,12843,297,0,0,7489,880,1655,383243,1477000,0,10500,10,260
"G0600230","1880","California","060","Humboldt","0230","Humboldt","71","230",224747,262833,4120189,99021,1021987,647492,65608,993258,14137,94848,177,16313,354785,1047,84532,0,0,0,0,0,0,0,0,0,0,0,15645,0,214,128235,4293,427,0,850,422742,0,10278,186038,647492,0,0,27939,3216
"G0600270","1880","California","060","Inyo","0270","Inyo","71","270",28323,22164,717210,44526,233224,35382,510,44395,2175,35845,0,33213,22538,0,30004,0,0,0,0,0,0,0,0,87,0,0,8417,256,6,22660,10630,33,0,0,22563,0,30,9574,35382,0,0,0,770
"G0600290","1880","California","060","Kern","0290","Kern","71","290",79069,440989,1927956,62175,851275,666427,16580,48138,250,119571,0,35046,2400,0,85682,0,0,0,0,0,0,0,0,1000,0,0,20460,2774,10,64945,29703,290,0,0,12424,1657,1737,152041,666427,0,0,0,1527
"G0600330","1880","California","060","Lake","0330","Lake","71","330",71381,94143,1891960,72265,288448,185418,3251,102831,2500,124300,400,19277,10243,140,173842,0,19,0,0,0,0,0,0,0,0,0,13180,28,10,93791,3581,47,0,0,27956,44,16225,49534,185418,28200,0,6,506
"G0600350","1880","California","060","Lassen","0350","Lassen","71","350",70254,69923,1132450,82425,512427,92748,1118,154287,14300,37073,0,330,33126,1140,75361,0,0,0,0,0,0,0,0,0,0,0,30044,0,0,32266,320,0,0,0,10824,0,3120,28649,92748,0,0,0,0
"G0600370","1880","California","060","Los Angeles","0370","Los Angeles","71","370",303386,351655,12099120,405752,1315829,1499895,211850,360731,6100,405708,130,752104,1470,1855,316042,0,0,0,0,0,0,0,0,310,0,0,32522,0,0,482177,44590,725,0,8200,133762,2176,2360,330350,1499895,56000,7200,18,2379
"G0600410","1880","California","060","Marin","0410","Marin","71","410",221149,50714,5694161,133927,913256,2080,3170524,2507888,65100,37554,0,0,26937,0,55520,0,0,0,0,0,0,0,0,0,0,0,20657,0,0,126459,0,0,0,0,152480,0,4512,373,2080,0,0,0,0
"G0600430","1880","California","060","Mariposa","0430","Mariposa","71","430",18356,49051,330977,21002,168871,163896,500,8180,0,26239,0,720,255,1701,4476,0,0,0,0,0,0,0,0,0,0,0,7091,0,0,10894,0,0,0,0,6446,20,1554,31265,163896,0,0,5,260
"G0600450","1880","California","060","Mendocino","0450","Mendocino","71","450",362185,171365,4451289,119019,1005947,990264,4628,278493,1730,101829,330,20526,80288,2220,166666,0,240,15,0,0,0,0,0,0,0,0,21969,0,40,108750,2756,122,0,360,189463,30,18691,295869,990264,229617,0,188,65
"G0600470","1880","California","060","Merced","0470","Merced","71","470",656716,259582,4820510,193243,824809,631725,395,61496,3040,88036,0,15715,30,8932,296308,0,0,0,0,0,0,0,0,0,0,0,18996,0,20,61485,17345,305,0,500,9309,3545,2516,167749,631725,23000,0,226,284
"G0600490","1880","California","060","Modoc","0490","Modoc","71","490",72101,69232,1242005,79632,568642,71378,0,92610,3670,91325,0,440,20883,1665,78335,0,0,0,0,0,0,0,0,0,0,0,28525,0,0,21507,0,0,0,0,6821,0,205,23372,71378,0,0,12,23
"G0600510","1880","California","060","Mono","0510","Mono","71","510",20173,21905,389340,13020,103460,350,500,32225,0,3925,0,0,250,0,200,0,0,0,0,0,0,0,0,0,0,0,10069,0,0,2070,680,0,0,0,3384,0,0,69,350,0,0,0,0
"G0600530","1880","California","060","Monterey","0530","Monterey","71","530",295225,58547,6863374,245127,1031795,523612,4830,557516,119000,825550,1215,14978,88362,590,779286,0,0,0,0,0,0,0,0,0,0,0,7541,0,0,158912,12810,699,0,0,178199,0,6242,126644,523612,0,0,3987,26003
"G0600550","1880","California","060","Napa","0550","Napa","71","550",179869,125764,7515875,172330,531341,157085,47945,181833,62260,130844,754,41722,22250,460,611445,0,0,0,0,0,0,0,0,0,0,0,19581,0,0,131489,3505,90,0,0,9051,0,14935,46202,157085,99000,0,35,40
"G0600570","1880","California","060","Nevada","0570","Nevada","71","570",32416,43843,818180,42095,188255,8002,37390,63957,890,10632,0,665,26871,1735,3235,0,0,0,0,0,0,0,0,0,0,0,9455,0,0,38182,2921,75,0,1000,15835,0,18747,2791,8002,0,0,0,0
"G0600610","1880","California","060","Placer","0610","Placer","71","610",137448,52142,1885275,79430,379810,233901,5065,72017,550,68275,0,4879,14524,3003,183547,0,0,0,0,0,0,0,0,0,0,0,11446,0,0,63228,6761,100,0,0,9042,546,12410,58805,233901,0,0,20,37
"G0600630","1880","California","060","Plumas","0630","Plumas","71","630",74554,26502,973605,58670,292492,23608,3020,398301,8160,535,0,0,87797,857,21217,0,0,0,0,0,0,0,0,0,0,0,18707,0,20,26706,7375,84,0,0,45666,0,8643,6517,23608,0,0,32,18
"G0600670","1880","California","060","Sacramento","0670","Sacramento","71","670",401872,96736,12330422,350035,2240597,509834,1244468,539339,182070,650448,7958,149550,22745,235,804631,0,0,0,0,0,0,0,0,0,0,0,45391,15,0,199087,650,0,0,0,403236,42836,8364,117031,509834,684500,2000,0,109514
"G0600690","1880","California","060","San Benito","0690","San Benito","71","690",365527,11612,3492626,131913,560122,323285,1550,120410,173320,192462,0,6720,846,245,837271,0,0,0,0,0,0,0,0,0,0,0,12369,0,0,107105,4960,213,0,0,24248,25,4276,81938,323285,0,4000,0,1070
"G0600710","1880","California","060","San Bernardino","0710","San Bernardino","71","710",53461,115360,3346223,102215,397806,250338,50522,147980,9340,82563,0,23136,0,1045,45582,0,0,0,0,0,0,0,0,0,0,0,11125,1633,23,111412,83665,1245,0,59100,22583,462,5300,48538,250338,0,4000,0,85
"G0600730","1880","California","060","San Diego","0730","San Diego","71","730",69742,489648,2876357,81039,685784,811308,16823,72092,472,45330,0,8017,958,0,60650,0,0,0,0,0,0,0,0,0,0,0,9794,116,0,87799,91325,5392,0,0,31565,274,976,148252,811308,0,100,53,314
