GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AWS001,AWT001,AWU001,AWW001,AWW002,AWW003,AWW004,AXO001,AXO002,AXO003,AXO004,AXO005,AXO006,AXO007,AXO008,AXO009,AXO010,AXO011,AXO012,AXO013,AXO014,AXO015,AXO016,AXO017,AXO018,AXO019,AXO020,AXO021,AXO022,AXO023,AXO024,AXO025,AXO026,AXO027,AXO028,AXO029,AXO030,AXO031,AXO032,AXO033,AXO034,AXO035,AXO036,AXO037,AXO038,AXO039,AXO040,AXO041
"G3300170","1900","New Hampshire","330","Strafford","0170","Strafford","4","170",39337,197089,65305,2488290,2568910,348730,617692,1470,100,51330,1370,510,50,0,0,1352,552,2,20,31715,1258,3494,184,0,0,176227,0,3633,0,0,0,0,0,0,0,0,0,0,115,0,0,3256,118,0,0,0,0,0
"G3300190","1900","New Hampshire","330","Sullivan","0190","Sullivan","4","190",18009,262324,62722,1732430,1760980,311390,722637,6950,2620,125800,47940,920,40,0,0,708,326,3,90,39068,1143,3025,106,0,0,126365,0,1281,0,0,0,0,0,0,0,0,0,0,10341,83790,0,1071,57,0,0,0,0,0
"G3400010","1900","New Jersey","340","Atlantic","0010","Atlantic","12","10",46402,64419,32954,1611560,1124220,144270,211215,0,50,101070,400,1240,190,0,0,6575,119,0,654,202,242,292,194,0,0,52620,104836,7797,0,0,0,0,0,0,0,0,0,150,0,0,600,39,0,0,0,10,0,0
"G3400030","1900","New Jersey","340","Bergen","0030","Bergen","12","30",78441,75760,46776,8243180,4838960,524380,682267,0,3700,108430,7370,23540,1820,0,0,1120,248,30,656,9877,616,1306,428,0,0,241950,40,8843,0,0,0,0,0,0,0,0,0,0,0,0,0,16,135,0,0,15,0,0
"G3400050","1900","New Jersey","340","Burlington","0050","Burlington","12","50",58241,343096,190871,6474010,5845790,899120,1863961,10,400,1394850,33120,145040,183470,0,0,3085,416,36,4978,24510,314,5483,11824,0,400,534618,299082,3625,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,5,400,50,0,0
"G3400070","1900","New Jersey","340","Camden","0070","Camden","12","70",107643,76535,55370,3873320,2258700,332920,513482,80,90,321560,3550,21290,49750,0,0,163,87,0,1315,6193,481,855,5044,0,0,274914,234648,7032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3400090","1900","New Jersey","340","Cape May","0090","Cape May","12","90",13201,54366,24387,784450,631520,92300,183087,90,0,119920,2910,360,360,0,0,8125,288,0,528,256,134,482,744,0,0,48365,46075,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,435,25,0,0,0,0,0
"G3400110","1900","New Jersey","340","Cumberland","0110","Cumberland","12","110",51193,143994,101830,3864940,2798520,381280,745304,0,260,677320,17960,1540,115570,0,0,15400,174,14,6970,6803,553,6622,6148,13,0,172004,182849,14204,0,0,0,0,0,0,0,0,0,0,0,0,0,105,95,0,2530,0,0,0
"G3400130","1900","New Jersey","340","Essex","0130","Essex","12","130",359053,31169,18975,6978660,2678460,288150,501304,0,510,38940,2580,3850,760,0,0,2149,114,0,138,6420,881,10673,35,0,0,78507,15,6173,0,0,0,0,0,0,0,0,0,300,0,0,0,5,5,0,0,0,0,0
"G3400150","1900","New Jersey","340","Gloucester","0150","Gloucester","12","150",31905,148590,117554,4429080,3449850,565360,901566,0,550,653470,4150,21080,66560,0,0,1063,406,5,6281,8568,575,6894,3051,3,0,374770,1054803,31105,0,0,0,0,0,0,0,0,0,0,0,0,0,673,87,2,0,0,0,0
"G3400170","1900","New Jersey","340","Hudson","0170","Hudson","12","170",386048,2820,1928,2901700,915250,175550,158783,0,0,900,200,0,0,0,0,193,36,0,15,174,9,78,0,0,0,10503,0,7737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3400190","1900","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",34507,248733,208986,4313850,4908570,757990,1749002,1440,51280,1151930,486740,64540,284150,0,0,23,76,18,2477,27711,235,1133,3327,89,0,88073,516,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,414,12,0,60,0,0,0
"G3400210","1900","New Jersey","340","Mercer","0210","Mercer","12","210",95365,132726,108747,4518210,3641700,582070,1044667,600,1350,839990,123650,69010,180440,0,0,21,620,6,1364,21095,314,1426,1292,0,0,338280,28154,5255,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,0,600,0,0,0
"G3400230","1900","New Jersey","340","Middlesex","0230","Middlesex","12","230",79762,129317,96782,4631230,3519430,511910,750229,150,6050,565170,57330,81760,118890,0,0,2051,347,7,2921,15290,519,1921,59,0,0,324430,6982,3052,0,0,0,0,0,0,0,0,0,0,0,0,100,221,230,0,70,0,0,0
"G3400250","1900","New Jersey","340","Monmouth","0250","Monmouth","12","250",82057,197481,155716,8508590,6101810,851050,1449793,700,780,1029560,18140,126700,153810,0,0,1556,1639,60,3045,14877,953,1179,7243,0,1,926035,57748,7733,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,0,0,0,0,0
"G3400270","1900","New Jersey","340","Morris","0270","Morris","12","270",65156,206759,118212,7477170,6483820,631020,987558,220,39010,445640,183370,44280,50940,0,0,4388,229,0,2034,20421,656,3048,4956,0,0,204562,500,10592,0,0,0,0,0,0,0,0,0,0,0,0,20,96,0,0,0,0,0,0
"G3400290","1900","New Jersey","340","Ocean","0290","Ocean","12","290",19747,84856,40141,1501760,1189980,139380,266382,40,870,147800,1040,17150,2300,0,0,6020,75,0,584,2019,132,1005,46,0,0,60132,20546,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,125,116,0,0,0,0,0
"G3400310","1900","New Jersey","340","Passaic","0310","Passaic","12","310",155202,69820,28721,2976860,1908610,180160,361578,140,6370,60830,5180,11000,1140,0,0,0,3,4,108,5734,99,819,6,0,0,86342,278,3634,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
"G3400330","1900","New Jersey","340","Salem","0330","Salem","12","330",25530,175202,135727,4636570,3509700,501780,1216613,0,270,1160440,33250,1080,297870,0,0,2008,496,3,15242,20264,602,2825,23645,0,4590,227492,380637,5688,0,0,0,0,0,0,0,0,0,0,0,0,0,295,32,0,600,0,0,0
"G3400350","1900","New Jersey","340","Somerset","0350","Somerset","12","350",32948,167663,140436,5108230,5073840,644880,1259840,10,4120,664270,231640,39760,135740,0,0,11,582,12,2179,24218,468,1346,5865,30,0,74122,44,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,350,0,0,0
"G3400370","1900","New Jersey","340","Sussex","0370","Sussex","12","370",24134,256896,178431,3661480,3172640,393010,1406100,300,63220,527770,130090,71390,20670,0,0,1070,316,0,389,36161,1155,8013,775,0,15,150241,30,16431,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,200,0,0,0
"G3400390","1900","New Jersey","340","Union","0390","Union","12","390",99353,29076,20483,3179870,1904850,266880,312932,0,1545,87830,7560,4600,2590,0,0,352,41,4,38,6239,475,1496,8,0,0,72720,417,964,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
"G3400410","1900","New Jersey","340","Warren","0410","Warren","12","410",37781,201688,154015,3686210,3273860,466570,1046957,1010,53850,881110,251380,82200,235570,0,0,49,19,6,1356,21464,127,4975,2969,46,0,202136,441,17353,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
"G3550035","1900","New Mexico Territory","355","Bernalillo","0035","Bernalillo","66","10",28630,103554,18737,931630,257470,84280,1375816,3270,0,23080,4850,20,26020,0,0,1296,239,10858,146,169,305,512,0,0,0,2508,0,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,616,0,0,0,0,0
"G3550055","1900","New Mexico Territory","355","Chaves","0055","Chaves","66","50",4773,135696,19068,1700357,220810,66310,3584514,0,0,15610,0,0,0,0,500,889,0,22786,0,3,369,1927,0,0,0,100,3240,20,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0
"G3550075","1900","New Mexico Territory","355","Colfax","0075","Colfax","66","70",10150,1203949,37893,2191821,229349,62370,1680171,2723,0,9986,141040,90,10610,0,0,3521,0,9344,0,1033,2542,159,0,0,0,15038,0,235,0,0,0,0,0,0,3,0,0,0,0,0,0,184,18,0,0,0,0,0
"G3550115","1900","New Mexico Territory","355","Dona Ana","0115","Dona Ana","66","130",10187,44720,21870,774105,211507,54530,522639,2010,0,45424,1600,0,57137,0,0,420,30,12288,24,24,132,71,0,25,0,90,969,289,0,0,0,0,0,0,0,0,0,70,0,0,0,3706,436,8,5300,0,0,0
"G3550135","1900","New Mexico Territory","355","Eddy","0135","Eddy","66","150",3229,289339,8676,710260,77990,25880,2370277,0,0,13410,0,0,0,0,3540,20,0,5243,3,0,22,1646,0,0,0,16,10,48,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3,0,0,0,0,0
"G3550155","1900","New Mexico Territory","355","Grant","0155","Grant","66","170",12883,95645,14903,1207175,207610,88680,3547701,4230,0,123358,170,0,2700,0,393,982,19,3240,0,59,79,469,0,0,0,6464,800,5097,0,0,0,0,0,0,0,0,0,362,0,0,0,1793,152,1,0,0,0,0
"G3550175","1900","New Mexico Territory","355","Guadalupe","0175","Guadalupe","66","190",5429,64184,3711,208980,94400,43450,1896213,0,0,6290,50,0,2480,0,0,638,0,701,0,10,3,207,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,481,0,0,0,2232,9,0,0,0,0,0
"G3550195","1900","New Mexico Territory","355","Lincoln","0195","Lincoln","66","270",4953,59792,7100,400810,90440,22690,885438,222,0,18402,7518,274,3263,0,0,147,5,2188,0,0,339,141,37,0,0,300,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,306,1,0,0,0,0,0
"G3550255","1900","New Mexico Territory","355","Mora","0255","Mora","66","330",10304,262219,35163,1168125,253585,90390,1068767,1842,50,37989,75824,0,71147,0,0,1542,0,25753,0,660,644,400,298,0,0,1779,0,602,0,0,0,0,0,0,0,0,0,0,0,0,180,493,3265,0,0,0,0,0
"G3550275","1900","New Mexico Territory","355","Otero","0275","Otero","66","350",4791,27289,3639,228650,57220,15960,246544,760,0,13540,10010,0,2140,0,0,40,0,990,0,20,635,42,6,0,0,5044,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,264,1,0,0,0,0,0
"G3550315","1900","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba","66","390",13777,74223,18152,584240,154850,70760,1756481,1580,0,23920,14620,0,47410,0,0,1890,34,5262,9,182,402,907,415,0,0,3211,10,2457,0,0,0,0,0,0,0,0,0,263,0,0,0,6428,5426,0,0,0,0,0
"G3550375","1900","New Mexico Territory","355","San Juan","0375","San Juan","66","450",4828,48486,16157,668810,167470,63540,382341,630,3,49320,4050,0,23150,0,40,57,18,18825,3,0,99,15,0,20,0,14105,33,6348,0,0,0,0,0,0,0,0,0,1175,0,0,80,2002,187,0,0,0,0,0
"G3550395","1900","New Mexico Territory","355","San Miguel","0395","San Miguel","66","470",22053,1004467,23531,1746393,252017,89610,2212611,3290,0,65537,33195,580,52900,0,0,2094,79,4695,53,227,1304,490,349,0,0,4226,0,3453,0,0,0,0,0,0,0,0,0,0,0,0,1200,1635,569,0,0,0,0,0
"G3550435","1900","New Mexico Territory","355","Santa Fe","0435","Santa Fe","66","490",14658,658930,13610,1679024,498183,56250,548557,0,0,43860,3020,0,32390,0,0,406,5,10756,5,24,201,85,32,0,0,689,0,1141,0,0,0,0,0,0,0,0,0,164,0,0,0,2633,993,0,0,0,0,0
"G3550455","1900","New Mexico Territory","355","Sierra","0455","Sierra","66","510",3158,462151,8036,612430,59220,24040,1132892,1440,20,9194,50,0,7473,0,0,20,0,3193,0,0,22,4,0,0,0,948,50,136,0,0,0,0,0,0,0,0,0,257,0,0,0,569,8,0,0,0,0,0
"G3550475","1900","New Mexico Territory","355","Socorro","0475","Socorro","66","530",12195,166795,17728,701805,226330,76710,2597826,360,0,48236,11925,0,80240,0,0,633,6,6255,7,281,269,236,0,0,0,766,17,644,0,0,0,0,0,0,0,0,0,40,0,0,0,2195,207,0,0,0,0,0
"G3550495","1900","New Mexico Territory","355","Taos","0495","Taos","66","550",10889,47136,13839,259214,106894,48960,477081,1520,0,11994,33135,0,74433,0,0,1642,9,4635,0,719,375,437,84,0,0,14407,1051,94,0,0,0,0,0,0,0,0,0,0,0,0,0,7426,15972,1,500,0,0,0
"G3550535","1900","New Mexico Territory","355","Union","0535","Union","66","570",4528,254161,9652,675330,214680,52190,3721412,0,0,719,290,0,420,0,0,2112,20,2920,6,2,78,1350,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0
"G3550555","1900","New Mexico Territory","355","Valencia","0555","Valencia","66","610",13895,65929,11973,524690,171950,60770,1415683,230,0,18110,1000,100,37550,0,0,306,31,3707,5,10,51,43,0,0,0,2528,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,615,24,0,0,0,0,0
"G3559015","1900","New Mexico Territory","355","Jicarilla Apache Indian Reservation","9015","Jicarilla Apache Indian Reservation","66","8010",0,6008,1695,60080,0,6950,11802,0,0,330,340,0,400,0,0,455,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"G3559035","1900","New Mexico Territory","355","Pueblo Indian Reservation","9035","Pueblo Indian Reservation","66","8020",0,51838,17373,246250,13130,47290,194597,0,0,61326,90,0,57740,0,0,38,0,1334,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,354,184,0,0,0,0,0
"G3559055","1900","New Mexico Territory","355","Zuni Indian Reservation","9055","Zuni Indian Reservation","66","8030",0,4367,4367,43530,0,0,98037,0,0,37670,0,0,13700,0,0,7,3,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0,0,0,0,0,0
"G3600010","1900","New York","360","Albany","0010","Albany","13","10",165571,298656,245969,6782350,6428530,1080910,1575077,7120,159930,295160,516180,221570,15020,0,0,95,141,75,889,66601,841,7951,11,31,10,370023,0,44511,0,0,0,0,0,0,0,0,0,130,262,60,0,1876,360,0,0,43700,0,0
"G3600030","1900","New York","360","Allegany","0030","Allegany","13","30",41501,593888,408252,10631560,5612520,1182640,2991954,49670,123210,161320,1115410,7870,90970,0,0,30,295,52,1342,146778,4341,24626,144,13,621,1138831,60,4369,0,0,0,0,0,0,0,0,0,25,24048,204300,12560,4111,2453,0,0,1000,0,0
"G3600070","1900","New York","360","Broome","0070","Broome","13","70",69149,417022,308758,7375650,4883280,784340,2116021,2050,76530,125860,559420,20310,15980,0,0,78,1268,2,236,88720,2067,40057,1058,0,4,658892,0,11211,0,0,0,0,0,0,2,0,0,0,2102,16590,3000,701,194,0,200,4000,0,0
"G3600090","1900","New York","360","Cattaraugus","0090","Cattaraugus","13","90",65643,672561,417123,11675400,6237990,1226200,3721058,26620,93770,209970,931610,2910,25610,0,0,30,536,101,951,184488,3736,35178,359,0,102,719423,0,5836,0,0,0,0,0,0,0,0,0,0,44902,461700,0,1675,3371,0,0,0,0,0
"G3600110","1900","New York","360","Cayuga","0110","Cayuga","13","110",66234,413924,341950,10757040,7671590,1394080,2649102,396140,218330,939280,1456150,9350,730240,0,0,94,229,61,7977,107194,1241,19600,2231,132,1,776969,5,16970,0,0,0,0,0,0,0,0,0,367,3695,7460,1602760,3551,1296,0,310,7400,0,0
"G3600130","1900","New York","360","Chautauqua","0130","Chautauqua","13","130",88314,614303,434246,16470490,8869090,1563600,3934751,33730,84490,547350,1081340,4600,80430,0,0,128,481,123,906,186602,1756,37704,4630,16,212,814684,0,18458,0,0,0,0,0,0,0,0,0,0,56955,322070,290,1406,814,0,2000,0,0,0
"G3600150","1900","New York","360","Chemung","0150","Chemung","13","150",54063,233976,176328,5487560,3119540,551460,1093174,5810,153230,235630,517590,19470,83090,0,0,20,95,0,533,38675,258,14173,1083,0,8,299903,0,18769,0,0,0,0,0,0,0,0,0,0,113,200,2903700,2573,135,0,0,0,0,0
"G3600170","1900","New York","360","Chenango","0170","Chenango","13","170",36568,543884,398503,7829260,5551300,959160,3198673,5070,33870,295920,712480,2410,6910,0,0,42,705,21,212,166297,1758,44830,110,1,6,519288,0,3155,0,0,0,0,0,0,0,0,0,0,16276,232060,250,761,1069,0,0,296900,0,0
"G3600190","1900","New York","360","Clinton","0190","Clinton","13","190",47430,435825,214929,6081670,3508290,700590,1764482,38820,101220,206240,730630,7160,6450,0,0,14,0,0,55,76607,667,5388,98,0,11,1156465,0,6985,0,0,0,0,0,0,0,0,0,0,2170,20810,1300,4886,5518,0,0,4000,0,0
"G3600210","1900","New York","360","Columbia","0210","Columbia","13","210",43211,375904,301103,6450670,5847010,955180,1810089,3000,69830,438600,465260,364080,3050,0,0,30,191,0,548,88940,688,4944,990,0,0,230280,0,7785,3500,0,0,0,0,0,0,0,0,0,25,0,0,327,0,0,0,0,0,0
"G3600230","1900","New York","360","Cortland","0230","Cortland","13","230",27576,303254,232647,5228270,3235980,656070,1889571,10850,50240,123250,516210,1720,7420,0,0,103,311,6,315,85399,2474,49605,4,0,0,620518,0,3107,0,0,0,0,0,0,60,0,0,0,25381,218550,3250,637,512,0,0,800,0,0
"G3600250","1900","New York","360","Delaware","0250","Delaware","13","250",46413,795997,502036,9349570,7437090,1147460,4123897,5370,128210,139340,718020,8270,1040,0,0,14,1072,0,401,184555,2539,40059,253,0,28,457579,0,2224,0,0,0,0,0,0,0,0,0,0,31802,170040,0,413,84,0,0,3600,0,0
"G3600270","1900","New York","360","Dutchess","0270","Dutchess","13","270",81670,466453,348495,10399650,10316300,1380880,2927062,1820,33670,726970,396670,143140,42340,0,0,36,770,25,703,87324,2777,13668,1659,0,0,210437,0,13595,0,0,0,0,0,0,0,0,0,0,0,0,86930,152,97,0,1000,200,0,0
"G3600290","1900","New York","360","Erie","0290","Erie","13","290",433686,571084,428024,34212480,11026460,2247420,4111360,28520,62720,621620,1794840,45400,448240,0,0,283,408,102,2727,141634,2791,25323,3364,128,120,1903974,106,63556,0,0,0,0,0,0,0,0,0,118,13880,81800,200,10059,4240,0,0,200,0,0
"G3600310","1900","New York","360","Essex","0310","Essex","13","310",30707,401912,152255,3571120,2673670,441560,1195881,10600,20780,109670,274480,8630,1580,0,0,1664,39,5,206,43146,775,3557,393,0,0,233874,6,2917,0,0,0,0,0,0,0,0,0,0,987,33980,50,1282,1491,0,0,0,0,0
"G3600330","1900","New York","360","Franklin","0330","Franklin","13","330",42853,429452,201981,6473470,3789840,692920,1957296,76820,24900,167090,731190,13140,28890,0,0,1114,78,13,440,85999,1516,13203,562,0,10,1058363,0,2635,0,0,0,0,0,0,2,0,0,0,4020,96380,120,1124,5736,0,0,1016300,0,0
"G3600350","1900","New York","360","Fulton","0350","Fulton","13","350",42842,208687,115213,2603800,2066850,331420,832680,910,41300,157740,266400,4710,690,0,0,882,26,0,100,47232,698,2503,25,0,0,261080,0,3327,0,0,0,0,0,0,0,0,0,0,1514,240,0,396,174,0,0,0,0,0
"G3600370","1900","New York","360","Genesee","0370","Genesee","13","370",34561,294316,242307,9438320,5217350,897270,1745779,118880,12430,354080,820480,9470,786760,0,0,286,228,138,2951,49653,1080,14134,1154,62,12,745762,0,7185,0,0,0,0,0,0,0,0,0,0,3023,6980,0,127538,603,0,0,5700,0,0
"G3600390","1900","New York","360","Greene","0390","Greene","13","390",31478,337909,215694,4862580,4419130,718290,1316125,2380,95950,217970,200770,81960,4310,0,0,53,122,0,127,59253,381,2686,215,0,0,180302,40,5880,0,0,0,0,0,0,0,0,0,0,6624,82840,0,844,56,0,0,0,0,0
"G3600410","1900","New York","360","Hamilton","0410","Hamilton","13","410",4947,63832,22917,338460,337420,63990,160408,0,3500,7660,13550,50,90,0,0,164,1,0,15,6617,70,234,0,0,0,43970,0,96,0,0,0,0,0,0,0,0,0,0,293,4090,0,71,102,0,0,0,0,0
"G3600430","1900","New York","360","Herkimer","0430","Herkimer","13","430",51049,383180,272158,6873680,4879640,810320,2477406,19840,19330,221290,643680,1640,2930,0,0,60,151,4,1373,133994,2975,22597,385,2,0,436567,0,10862,0,0,0,0,0,0,0,0,0,0,6339,4230,0,941,1910,0,0,194500,0,0
"G3600450","1900","New York","360","Jefferson","0450","Jefferson","13","450",76748,745093,526288,16945020,8839550,1481840,4166325,103170,10380,218600,2159090,10740,90050,0,0,503,174,19,2256,237312,4182,51319,2366,2,970,453926,18,8541,0,0,0,0,0,0,0,0,0,0,29527,213270,0,25307,129076,0,0,0,0,0
"G3600470","1900","New York","360","Kings","0470","Kings","13","470",1166582,6480,5989,8966760,1185150,338620,213693,0,0,6020,310,0,0,0,0,177,0,0,0,125,5,25,0,0,0,197216,0,5110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"G3600490","1900","New York","360","Lewis","0490","Lewis","13","490",27427,494165,272866,6455090,3748190,702640,2160460,91830,5990,68410,710430,5770,2610,0,0,1938,110,61,608,111150,1674,18855,14,67,0,457874,0,1765,0,0,0,0,0,0,0,0,0,80,27325,219230,270,1043,6636,0,0,139700,0,0
"G3600510","1900","New York","360","Livingston","0510","Livingston","13","510",37059,373660,301860,12851960,5516100,1078260,2282382,44720,18450,391580,829790,23620,729590,0,0,0,45,120,11004,54155,926,4748,3059,1942,145,821855,0,92638,0,0,0,0,0,0,0,0,0,0,125,350,3800,267857,21630,0,0,47700,0,0
"G3600530","1900","New York","360","Madison","0530","Madison","13","530",40545,388866,299251,6754610,5462560,940600,2523252,59730,61740,374060,885470,4070,133180,0,0,106,226,1607,1418,126470,1420,38937,2279,0,2,444486,0,244169,0,0,0,0,0,0,0,0,0,0,11431,38370,27070,2877,6196,0,0,3284100,0,0
"G3600550","1900","New York","360","Monroe","0550","Monroe","13","550",217854,381941,339870,23724770,11597480,1894660,2823543,215200,3760,641050,1260090,44400,1208950,0,0,15,406,56,5526,62570,1539,9842,1440,17,0,1946843,0,64209,0,0,0,0,0,0,0,0,0,0,642,360,0,166374,2877,0,0,5300,0,0
"G3600570","1900","New York","360","Montgomery","0570","Montgomery","13","570",47488,236934,202394,5941600,4608840,769990,1608651,14200,80860,373500,829000,18080,22620,0,0,37,380,144,2796,89656,401,9774,14,60,24,199738,0,5606,0,0,0,0,0,0,15,0,0,0,1806,150,0,1737,1967,0,32000,643900,0,0
"G3600590","1900","New York","360","Nassau","0590","Nassau","13","590",55448,88452,69357,10972640,5746490,906010,988288,520,3090,403880,6210,27170,26980,0,0,385,353,0,532,11389,436,3084,432,0,20,873859,679,5340,0,0,0,0,0,0,0,0,0,0,0,0,0,772,266,0,0,0,0,0
"G3600610","1900","New York","360","New York","0610","New York","13","610",2050600,3461,2599,7064600,688650,96130,110824,0,100,2270,20,150,0,0,0,556,0,0,0,442,20,143,0,0,0,4627,0,5042,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600630","1900","New York","360","Niagara","0630","Niagara","13","630",74961,305456,279807,13959900,6636980,786065,2089585,121200,10820,685980,1170580,9570,757880,0,0,59,94,37,4525,64298,761,6000,3076,527,63,522707,30,22797,0,0,0,0,0,0,0,0,0,0,28,0,470,44741,5975,0,800,0,0,0
"G3600650","1900","New York","360","Oneida","0650","Oneida","13","650",132800,657748,447359,12560500,8687940,1435730,3987463,29400,33930,367660,1003990,9640,65870,0,0,1216,352,569,879,196842,3486,42809,1294,0,0,908412,0,18608,0,0,0,0,0,0,2,0,0,0,9339,5800,0,2551,3558,0,600,2919900,0,0
"G3600670","1900","New York","360","Onondaga","0670","Onondaga","13","670",168735,453934,383621,16474420,10149940,1679100,3430038,172570,68180,866470,1448310,18620,600920,0,0,46,226,8800,4953,115822,3602,37285,805,0,17,1133830,0,72386,0,0,0,0,0,0,640,0,0,0,4964,6190,4310220,7153,2745,0,0,39100,0,0
"G3600690","1900","New York","360","Ontario","0690","Ontario","13","690",49605,405003,318948,12670520,7990530,744055,2321845,330640,16730,726540,1193320,23790,858700,0,0,6,124,105,9926,57475,1139,6743,4813,1379,174,1274242,0,28739,0,0,0,0,0,0,0,0,0,0,2220,910,210,66634,8170,0,0,596600,0,0
"G3600710","1900","New York","360","Orange","0710","Orange","13","710",103859,402519,284093,10426180,9462550,1180400,3486031,490,23640,589730,126540,72980,42430,0,0,240,3967,4,262,109859,3127,18840,1112,0,0,312373,0,783781,0,0,0,0,0,0,0,0,0,0,37,200,0,48,42,0,350,0,0,0
"G3600730","1900","New York","360","Orleans","0730","Orleans","13","730",30164,237600,205279,8315300,4833770,935270,1507141,135230,6660,323070,540060,6700,691620,0,0,120,50,33,2671,37989,664,1190,92,65,7,290560,0,6800,0,0,0,0,0,0,0,0,0,0,889,810,500,216530,1070,0,0,3200,0,0
"G3600750","1900","New York","360","Oswego","0750","Oswego","13","750",70881,492935,319431,9482900,6062710,1167000,2875538,7750,57610,557790,781210,28000,57960,0,0,468,452,28,627,125425,1705,19357,1126,0,72,849008,2,18725,0,0,0,0,0,0,6,0,0,3,4800,16880,1229490,1698,1523,0,0,37400,0,0
"G3600770","1900","New York","360","Otsego","0770","Otsego","13","770",48939,612224,470787,9487540,7350970,1223000,3414454,27530,99220,414450,1002190,11160,5620,0,0,6,740,53,754,179079,2382,33310,297,0,33,753613,0,4838,0,0,0,0,0,0,0,0,0,0,14863,104350,580,2119,1133,0,1000,4115300,0,0
"G3600790","1900","New York","360","Putnam","0790","Putnam","13","790",13787,133899,70263,3763920,2895990,273300,793584,20,3580,120200,26740,9440,790,0,0,134,104,0,30,26193,1420,2502,610,0,0,95317,0,1295,0,0,0,0,0,0,0,0,0,0,0,0,4400,6,0,0,0,0,0,0
"G3600810","1900","New York","360","Queens","0810","Queens","13","810",152999,25649,21865,11827740,2918020,754540,550660,0,10,78920,890,2760,1540,0,0,164,10,2,20,1167,145,510,170,0,0,527777,0,33812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600830","1900","New York","360","Rensselaer","0830","Rensselaer","13","830",121697,365007,256584,6122330,6266440,1048920,1852146,3530,63290,402090,464640,239290,4510,0,0,88,51,0,543,76883,733,4471,18,0,3,1259422,0,13787,0,0,0,0,0,0,0,0,0,0,1351,13940,20,1870,108,0,0,0,0,0
"G3600850","1900","New York","360","Richmond","0850","Richmond","13","850",67021,11724,8048,3228000,767800,253670,140902,70,0,20980,5230,1840,45,0,0,462,21,3,53,2482,367,881,83,0,0,27539,1556,514,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0
"G3600870","1900","New York","360","Rockland","0870","Rockland","13","870",38298,62050,32649,2764650,2274090,223810,366633,280,3660,73650,15240,16020,1510,0,0,175,103,0,208,9672,355,1199,602,0,0,87221,0,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"G3600890","1900","New York","360","St Lawrence","0890","St Lawrence","13","890",89083,1068798,550010,18732620,10082490,1743080,5952795,99650,37110,329690,2301690,10710,62100,0,0,9257,219,0,1417,270619,12826,70195,2634,4,171,830556,0,7554,0,0,0,0,0,0,0,0,0,0,17976,680890,0,3939,19388,0,1000,11100,0,0
"G3600910","1900","New York","360","Saratoga","0910","Saratoga","13","910",61089,406079,271135,5335210,4943790,817530,1522720,2370,114340,416550,402020,120940,7480,0,0,1560,135,0,692,66018,1315,3135,1480,0,0,600924,0,13998,0,0,0,0,0,0,0,0,0,0,314,3500,0,1241,262,0,0,0,0,0
