GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AWS001,AWT001,AWU001,AWW001,AWW002,AWW003,AWW004,AXO001,AXO002,AXO003,AXO004,AXO005,AXO006,AXO007,AXO008,AXO009,AXO010,AXO011,AXO012,AXO013,AXO014,AXO015,AXO016,AXO017,AXO018,AXO019,AXO020,AXO021,AXO022,AXO023,AXO024,AXO025,AXO026,AXO027,AXO028,AXO029,AXO030,AXO031,AXO032,AXO033,AXO034,AXO035,AXO036,AXO037,AXO038,AXO039,AXO040,AXO041
"G0100010","1900","Alabama","010","Autauga","0010","Autauga","41","10",17915,244511,98612,1097667,380825,92870,354161,10,0,282306,24600,50,1102,14460,0,0,34,0,2,661,134,189,1792,0,0,5824,52729,167,0,14449,14348,0,0,0,0,30319,0,6400,0,0,1700,412,17649,10205,0,0,0,0
"G0100030","1900","Alabama","010","Baldwin","0030","Baldwin","41","30",13194,151632,13552,360500,212730,42220,294988,0,0,72810,5800,0,180,83340,0,0,0,0,385,1088,38,18,177,0,0,15631,46260,98,0,535,531,0,0,0,0,12593,300,0,0,0,150,45,1978,1176,6400,0,0,0
"G0100050","1900","Alabama","010","Barbour","0050","Barbour","41","50",35152,452912,224766,1667689,576049,170610,635219,50,0,613518,30310,245,1040,13186,0,0,3,0,0,160,22,35,3254,0,0,14796,75147,47,0,29995,29395,0,0,0,0,133386,0,2454,0,0,2780,351,24726,39898,1100,0,0,0
"G0100070","1900","Alabama","010","Bibb","0070","Bibb","41","70",18498,184363,52128,975775,310255,85780,345649,0,0,310200,51600,60,2112,4812,0,33,5,0,0,1176,25,75,1172,0,0,4953,50173,462,0,6528,6535,0,0,0,0,35986,0,6079,0,0,1650,102,2187,1526,0,0,0,0
"G0100090","1900","Alabama","010","Blount","0090","Blount","41","90",23119,321441,128769,1229990,480750,134620,512960,40,5,571650,35550,200,24097,70,0,14,62,0,17,173,58,302,817,0,0,6178,29678,154,0,11597,11449,0,0,0,0,0,0,48384,0,0,12260,133,8534,1962,600,0,0,0
"G0100110","1900","Alabama","010","Bullock","0110","Bullock","41","110",31944,344763,210491,1992279,512340,196420,656860,0,0,628030,11190,40,320,7820,0,0,0,0,0,87,18,33,2884,0,0,8630,76751,31,0,31774,31774,0,0,0,0,113786,150,1540,0,0,0,155,12374,7821,0,0,0,0
"G0100130","1900","Alabama","010","Butler","0130","Butler","41","130",25761,334719,134763,1322950,507975,107970,485628,0,0,516458,34190,10,330,16025,0,4,15,0,0,411,16,84,420,0,0,3752,91382,60,0,21488,21147,0,0,0,0,125421,0,1114,0,0,310,400,18453,12913,330,0,0,0
"G0100150","1900","Alabama","010","Calhoun","0150","Calhoun","41","150",34874,222775,100622,1845790,640510,136170,501277,70,0,453280,27330,120,27800,0,0,301,130,0,14,1018,389,737,745,0,10,4687,25674,612,0,11764,11554,0,0,0,0,0,0,35247,0,0,1680,112,3069,886,620,0,0,0
"G0100170","1900","Alabama","010","Chambers","0170","Chambers","41","170",32554,345728,190070,2194844,775576,179090,653086,90,0,504001,46420,555,25370,425,0,61,184,0,0,379,240,745,1520,0,0,2607,52359,200,0,30838,30676,0,0,0,0,83240,0,17175,0,0,3600,6,6923,1350,0,0,0,0
"G0100190","1900","Alabama","010","Cherokee","0190","Cherokee","41","190",21096,255064,111907,1546130,531820,140410,536998,20,0,568910,29690,310,33940,180,0,116,437,0,53,791,760,319,1472,0,1,5600,28296,217,0,13232,12767,0,0,0,0,0,0,35443,0,0,7800,288,6175,661,40,0,0,0
"G0100210","1900","Alabama","010","Chilton","0210","Chilton","41","210",16522,221471,80663,950433,442930,90100,376417,16,0,297790,40840,250,8720,2930,0,30,8,0,2,53,40,26,582,0,2,8303,36347,161,0,9913,9932,0,0,0,0,44255,0,5091,0,0,7450,289,10008,3924,20,0,0,0
"G0100230","1900","Alabama","010","Choctaw","0230","Choctaw","41","230",18136,364605,107684,810980,383520,93410,451583,100,0,384718,9040,0,30,10210,0,1,0,0,0,173,38,15,165,0,1,2702,36293,9,0,13143,13091,0,0,0,0,38410,0,7342,0,0,1740,108,7715,1619,0,0,0,0
"G0100250","1900","Alabama","010","Clarke","0250","Clarke","41","250",27790,478967,135633,1283726,620939,138200,634346,0,0,531121,18300,10,10,4875,0,18,4,0,10,132,3,192,194,0,0,6858,64583,0,0,16594,16594,0,0,0,0,67159,30,13213,0,0,820,190,20200,4116,0,0,0,0
"G0100270","1900","Alabama","010","Clay","0270","Clay","41","270",17099,258731,67313,648330,214940,59790,420075,30,0,399780,34790,127,15980,0,0,48,29,0,0,49,241,74,286,0,0,3372,28121,46,0,11053,10459,0,0,0,0,3402,0,39541,0,0,4830,0,5138,581,0,0,0,0
"G0100290","1900","Alabama","010","Cleburne","0290","Cleburne","41","290",13206,201531,67849,920360,282120,75560,289847,20,0,385390,25020,330,17300,310,0,75,82,0,2,159,104,270,765,0,0,8788,5730,39,0,5575,5035,0,0,0,0,0,0,22170,0,0,5440,55,2242,134,0,0,0,0
"G0100310","1900","Alabama","010","Coffee","0310","Coffee","41","310",20972,331975,131093,1219263,398830,106210,463482,0,10,558220,7620,80,490,11482,0,0,54,0,0,58,109,40,959,0,0,18414,53558,40,0,16941,16747,0,0,0,0,108557,755,3982,0,0,1480,482,6928,117541,1950,0,0,0
"G0100330","1900","Alabama","010","Colbert","0330","Colbert","41","330",22341,222562,102614,1338670,403000,98460,437901,60,0,544140,5930,40,4520,600,0,40,231,0,41,315,841,517,484,0,0,1283,4576,90,0,10021,9234,0,0,0,0,0,0,12699,0,0,510,31,752,140,1010,20,0,0
"G0100350","1900","Alabama","010","Conecuh","0350","Conecuh","41","350",17514,270515,89098,894290,436670,106750,360870,80,0,388990,7730,0,80,11546,0,0,7,0,0,52,64,164,172,0,0,1729,47012,10,0,9802,9801,0,0,0,0,66896,1630,0,0,0,130,207,17486,10998,200,0,0,0
"G0100370","1900","Alabama","010","Coosa","0370","Coosa","41","370",16144,299445,96176,857300,362750,96850,391225,20,0,335780,85650,136,14930,440,0,46,22,0,0,301,7,72,1145,0,0,2683,28082,127,0,11722,11370,0,0,0,0,36149,0,27825,0,0,4150,119,9081,1150,0,0,0,0
"G0100390","1900","Alabama","010","Covington","0390","Covington","41","390",15346,260001,67773,682990,310130,57620,336724,100,0,348820,4980,58,300,12530,0,0,0,0,0,51,7,0,207,0,0,1350,66250,56,0,6204,5969,0,0,0,0,68011,150,0,0,0,5450,746,21731,48960,0,0,0,0
"G0100410","1900","Alabama","010","Crenshaw","0410","Crenshaw","41","410",19668,288354,131413,943383,347025,96520,407682,40,10,533975,16840,5,170,7248,0,30,2,0,0,5,21,55,361,0,0,2482,68971,38,0,19101,18909,0,0,0,0,97236,2810,1013,0,0,2240,25,20108,34099,0,0,0,0
"G0100430","1900","Alabama","010","Cullman","0430","Cullman","41","430",17849,269794,94116,1183370,574910,122180,431841,20,0,342630,25250,1060,11510,502,0,377,174,3,1,452,291,216,1571,0,0,9400,45758,361,0,9524,9374,0,0,0,0,0,0,29802,0,0,12590,154,5603,745,490,0,0,0
"G0100450","1900","Alabama","010","Dale","0450","Dale","41","450",21189,337276,148763,1132100,456471,136100,471520,0,9,556867,14940,45,1900,45366,0,0,1,0,0,80,39,67,1329,0,0,5523,73430,919,0,18639,17868,0,0,0,0,149612,4760,0,0,0,3530,1144,10680,184387,1100,0,0,0
"G0100470","1900","Alabama","010","Dallas","0470","Dallas","41","470",54657,455559,290269,2942636,842737,241110,1007427,0,0,740798,40800,12,230,9195,0,43,64,0,16,4011,237,249,2913,0,10,31357,136356,161,0,48273,48273,0,0,0,0,40465,0,8495,0,0,190,45,13130,6775,0,0,0,0
"G0100490","1900","Alabama","010","DeKalb","0490","Dekalb","41","490",23558,340884,126693,1445530,595600,139380,626024,24,0,697640,19730,390,23170,550,0,128,146,0,71,411,653,553,2190,0,0,10312,38604,393,0,10197,9860,0,0,0,3,0,0,40074,0,0,34290,387,9173,842,5610,0,0,0
"G0100510","1900","Alabama","010","Elmore","0510","Elmore","41","510",26099,312585,139323,1493670,592643,139720,513636,50,0,396846,83520,90,7700,4684,0,21,205,0,1,1456,173,51,1104,0,0,23671,57151,490,0,18749,18458,0,0,0,0,65909,0,12253,0,0,5270,487,24822,5309,0,0,0,0
"G0100530","1900","Alabama","010","Escambia","0530","Escambia","41","530",11320,102794,23131,347670,203670,36030,228504,0,0,138630,8340,30,13,160170,0,0,4,0,23,504,69,48,225,0,0,5698,48692,10,0,1136,1131,0,0,0,0,40801,770,510,0,0,600,124,6961,4328,0,0,0,0
"G0100550","1900","Alabama","010","Etowah","0550","Etowah","41","550",27361,235359,99719,1911010,703390,195410,454387,130,0,486420,20650,110,11050,80,0,23,168,0,3,305,28,462,376,0,0,3740,16599,446,0,12058,11651,0,0,0,0,0,0,7835,0,0,6480,117,2162,422,0,0,0,0
"G0100570","1900","Alabama","010","Fayette","0570","Fayette","41","570",14132,310470,82312,741710,341960,85060,394065,20,0,419240,21180,150,2430,380,0,88,4,0,31,277,95,43,356,0,0,3065,17139,200,0,9391,9128,0,0,0,0,7037,0,33910,0,0,4600,46,5230,960,490,0,0,0
"G0100590","1900","Alabama","010","Franklin","0590","Franklin","41","590",16511,275265,80944,887210,230400,92140,376764,0,0,428840,4030,50,3930,0,0,3,8,0,5,76,72,110,595,0,0,1864,5075,604,0,6047,6047,0,0,0,0,0,0,12219,0,0,5070,45,1873,83,120,0,0,0
"G0100610","1900","Alabama","010","Geneva","0610","Geneva","41","610",19096,305019,101552,919770,372190,85820,393137,0,0,489530,13270,10,280,82390,0,0,56,0,0,66,45,5,691,1,1,2671,83866,402,0,10241,9813,0,0,0,0,86284,600,288,0,0,26590,233,5639,122835,5300,0,0,0
"G0100630","1900","Alabama","010","Greene","0630","Greene","41","630",24182,296042,150087,1537931,475450,142610,628749,0,0,531170,11960,120,320,0,0,445,2,140,40,484,347,69,1601,0,0,1905,62113,70,0,24017,23681,0,0,0,0,26385,0,32743,0,0,60,38,7772,2632,1000,0,0,0
"G0100650","1900","Alabama","010","Hale","0650","Hale","41","650",31011,336133,174725,2517604,571658,165670,730290,20,0,543338,28980,4,640,1400,0,9,23,0,21,1953,172,408,1790,0,0,3044,62087,17,0,28934,28645,0,0,0,0,44633,0,9285,0,0,1470,154,6098,3415,20,0,0,0
"G0100670","1900","Alabama","010","Henry","0670","Henry","41","670",36147,537022,239388,2104657,715913,188020,641197,0,0,826098,30660,370,370,110760,0,4,0,0,0,289,11,62,1121,0,0,8485,120494,43,0,27489,27281,0,0,0,0,136977,620,760,0,0,2860,2312,22030,249664,4000,0,0,0
"G0100710","1900","Alabama","010","Jackson","0710","Jackson","41","710",30508,443592,155052,2919910,728760,175500,946574,40,0,1481580,34940,290,42050,210,0,245,717,11,297,809,1226,514,164,0,0,7731,25116,530,0,5582,5602,0,0,0,1,0,0,25826,0,0,19800,480,10147,167,1090,0,0,0
"G0100730","1900","Alabama","010","Jefferson","0730","Jefferson","41","730",140420,287048,103570,2307740,1026060,193730,766180,100,30,487330,77940,200,15100,270,0,17,287,6,2,711,445,711,634,0,0,25424,117606,4959,0,7031,7044,0,0,0,0,0,0,30846,0,0,4910,310,6884,2821,0,0,0,0
"G0100750","1900","Alabama","010","Lamar","0750","Lamar","41","750",16084,325576,94013,907180,344950,87450,437647,130,0,427640,25180,190,2860,0,0,11,23,0,0,155,12,340,702,0,1,8571,31544,280,0,10252,10118,0,0,0,0,5186,0,35903,0,0,6300,91,11193,1882,390,0,0,0
"G0100770","1900","Alabama","010","Lauderdale","0770","Lauderdale","41","770",26559,321513,127490,1891660,506090,142830,558209,0,0,724320,12140,480,34970,0,0,23,842,0,92,510,949,425,325,0,0,5855,9505,217,0,9858,9708,0,0,0,0,0,0,27656,0,0,3240,178,3864,402,2000,100,0,0
"G0100790","1900","Alabama","010","Lawrence","0790","Lawrence","41","790",20124,291443,136934,1583040,461650,121540,553623,0,0,605220,9830,40,5020,0,0,457,264,14,10,784,558,535,650,0,0,2284,8124,74,0,12451,12541,0,0,0,0,0,0,26847,0,0,5400,78,2377,491,960,0,0,0
"G0100810","1900","Alabama","010","Lee","0810","Lee","41","810",31826,327933,171187,1827705,718905,154840,519963,30,0,416479,46090,1250,11100,51200,0,147,305,0,0,384,166,423,1796,0,0,8027,70673,1050,0,22665,22431,0,0,0,0,85255,40,11207,0,0,9900,237,20824,885,0,0,0,0
"G0100830","1900","Alabama","010","Limestone","0830","Limestone","41","830",22387,269528,139730,2171630,623960,148840,535570,20,0,655860,7690,430,20680,0,0,26,146,0,80,216,104,470,1686,0,0,3847,9437,303,0,14831,14887,0,0,0,0,0,0,25561,0,0,7640,408,4964,476,370,200,0,0
"G0100850","1900","Alabama","010","Lowndes","0850","Lowndes","41","850",35651,343466,222608,2457840,709670,160870,823020,0,6,852791,19890,30,260,5350,0,42,24,0,0,262,9,33,1320,0,0,12587,82732,15,0,40558,39839,0,0,0,0,69820,180,7602,0,0,240,185,4346,5215,0,0,0,0
"G0100870","1900","Alabama","010","Macon","0870","Macon","41","870",23126,255470,142568,1465152,488045,108810,496820,20,0,457423,24540,170,1810,2600,0,17,3,0,0,143,22,132,1664,0,0,7170,58450,289,0,20661,20434,0,0,0,0,71237,200,3163,0,0,120,219,16297,5000,0,0,0,0
"G0100890","1900","Alabama","010","Madison","0890","Madison","41","890",43702,389970,225384,3695365,1087225,290680,950531,220,0,1344285,23650,260,61760,0,0,87,3326,11,139,1056,2064,1950,1877,0,844,7888,23656,898,0,20684,20842,0,0,0,0,0,0,43396,0,0,4570,225,8516,1416,9400,0,0,0
"G0100910","1900","Alabama","010","Marengo","0910","Marengo","41","910",38315,432475,226784,2588001,717645,198160,914775,0,0,797535,23330,10,50,26340,0,65,2,58,44,1410,139,125,1762,0,0,6114,91943,10,0,39000,38392,0,0,0,0,40424,300,10187,0,0,1220,19,10655,2469,20,0,0,0
"G0100930","1900","Alabama","010","Marion","0930","Marion","41","930",14494,324783,79419,652850,274470,81050,391006,60,0,356280,17380,130,3110,300,0,86,17,0,22,47,102,77,1183,0,0,2790,14574,418,0,6287,6309,0,0,0,0,0,0,34951,0,0,10520,189,9838,704,320,20,0,0
"G0100950","1900","Alabama","010","Marshall","0950","Marshall","41","950",23289,325737,127260,1578230,537790,128560,599982,0,0,761980,22240,290,9620,0,0,6,305,0,21,197,275,185,1338,0,0,3456,22730,194,0,13724,13318,0,0,0,0,0,0,31076,0,0,8840,215,7719,350,280,0,0,0
"G0100970","1900","Alabama","010","Mobile","0970","Mobile","41","970",62740,105137,17464,895130,498890,82490,282648,0,0,78780,1110,0,50,13840,0,20,72,0,161,2812,156,579,358,0,0,112800,68132,447,0,116,116,0,0,0,0,21665,0,620,0,0,70,25,1473,464,0,0,0,0
"G0100990","1900","Alabama","010","Monroe","0990","Monroe","41","990",23666,444356,144485,1400916,595245,132420,526237,0,0,482665,37940,13,830,37490,0,50,10,0,10,463,18,54,335,0,0,7435,80801,54,0,16999,17101,0,0,0,0,83744,0,4308,0,0,670,288,37259,7766,600,0,0,0
"G0101010","1900","Alabama","010","Montgomery","1010","Montgomery","41","1010",72047,371763,261974,3822674,983260,221290,1005629,10,0,820806,33520,0,247,2305,0,52,30,23,6,6893,1657,657,1307,0,0,12328,163832,5878,0,39013,39202,0,0,0,0,64075,0,2552,0,0,90,122,9425,12120,50,0,0,0
"G0101030","1900","Alabama","010","Morgan","1030","Morgan","41","1030",28820,272078,120827,1479760,562540,145140,561237,20,0,615560,23810,60,11110,90,0,367,573,14,35,1115,744,1169,1135,0,0,5924,17753,321,0,9195,9313,0,0,0,0,0,0,24784,0,0,9450,92,3441,690,3310,0,0,0
"G0101050","1900","Alabama","010","Perry","1050","Perry","41","1050",31783,374143,182462,2047803,724400,179470,750847,60,0,590055,36370,40,1230,10510,0,0,3,3,0,1884,401,282,2900,0,0,34488,63747,125,0,29203,29690,0,0,0,0,51357,0,4976,0,0,1440,2051,8208,9193,0,0,0,0
"G0101070","1900","Alabama","010","Pickens","1070","Pickens","41","1070",24402,456378,147443,1667069,536035,125970,620288,0,0,605717,37670,40,860,1260,0,14,95,27,18,280,58,104,1099,1,0,3996,61016,109,0,21485,21485,0,0,0,0,34796,0,31747,0,0,1170,369,14118,2969,0,0,0,0
"G0101090","1900","Alabama","010","Pike","1090","Pike","41","1090",29172,349484,189405,1903008,581795,136530,630297,200,0,778097,17980,10,940,27860,0,0,13,0,0,13,63,9,1053,0,0,8768,81450,169,0,34966,34757,0,0,0,0,122983,150,2891,0,0,590,39,12756,57832,0,0,0,0
"G0101110","1900","Alabama","010","Randolph","1110","Randolph","41","1110",21647,303472,135715,1308480,442900,136460,473753,60,0,508900,27410,210,35644,0,0,0,12,0,0,42,129,295,1862,0,0,2461,33024,261,0,18126,17148,0,0,0,0,21616,20,40584,0,0,4940,113,2772,454,30,0,0,0
"G0101130","1900","Alabama","010","Russell","1130","Russell","41","1130",27083,304511,157423,1505217,502590,142060,494687,0,0,378428,46330,90,1190,65010,0,1,3,0,0,1176,1,234,2998,0,0,2550,69549,257,0,21827,21174,0,0,0,0,58416,0,4645,0,0,250,748,37225,4118,4040,0,0,0
"G0101150","1900","Alabama","010","St Clair","1150","St Clair","41","1150",19425,243929,93089,1107470,439180,114140,475945,10,0,451090,29510,270,30020,0,0,22,413,0,21,497,304,713,409,0,0,3204,20844,245,0,9542,9411,0,0,0,0,0,0,53201,0,0,1000,67,3220,622,1820,0,0,0
"G0101170","1900","Alabama","010","Shelby","1170","Shelby","41","1170",23684,220097,91428,1147760,469190,115670,473029,20,0,381570,49290,60,21080,0,0,0,49,0,5,1863,105,204,611,0,0,3475,36403,2296,0,10213,10193,0,0,0,0,6435,0,24688,0,0,1770,179,4333,1248,0,0,0,0
"G0101190","1900","Alabama","010","Sumter","1190","Sumter","41","1190",32710,406501,220071,1991250,632050,164660,932934,50,0,856830,9830,0,270,5630,0,188,0,0,0,747,12,453,986,0,1,16066,60991,34,0,31906,31906,0,0,0,0,26462,0,21059,0,0,550,125,10825,3503,580,0,0,0
"G0101210","1900","Alabama","010","Talladega","1210","Talladega","41","1210",35773,287128,155546,2131480,689230,180950,675314,50,0,530100,82460,750,39150,14540,0,0,516,0,0,1697,779,580,1348,0,0,2801,52798,71,0,21868,21563,0,0,0,0,8002,0,54467,0,0,830,90,3492,534,0,0,0,0
"G0101230","1900","Alabama","010","Tallapoosa","1230","Tallapoosa","41","1230",29675,426176,177700,2032800,704140,166680,627474,190,0,554650,92750,300,29350,520,0,57,15,0,0,329,228,1203,1874,0,0,4236,41802,291,0,25884,24955,0,0,0,0,85040,0,23657,0,0,13510,171,10936,1248,0,0,0,0
"G0101250","1900","Alabama","010","Tuscaloosa","1250","Tuscaloosa","41","1250",36147,410762,145128,1689034,561255,184740,714026,10,0,645180,43940,120,1270,270,0,57,3,0,7,1337,424,87,1142,0,0,7989,77180,715,0,20196,20041,0,0,0,0,34245,0,20825,0,0,2610,321,12995,5180,0,0,0,0
"G0101270","1900","Alabama","010","Walker","1270","Walker","41","1270",25162,287835,74822,924640,386900,98380,452563,40,0,452000,40440,0,1550,540,0,15,206,33,0,108,78,596,428,0,0,8587,54251,1234,0,4737,4746,0,0,0,0,0,0,27252,0,0,10570,167,5502,1194,480,0,0,0
"G0101290","1900","Alabama","010","Washington","1290","Washington","41","1290",11134,208754,27928,626570,240500,51510,366976,0,0,182340,8900,63,0,10180,90,0,0,0,0,421,222,99,485,0,0,1585,53108,197,0,2196,2213,0,0,0,0,33472,0,295,0,0,70,158,5733,1345,150,0,0,0
"G0101310","1900","Alabama","010","Wilcox","1310","Wilcox","41","1310",35631,437629,214166,2090970,678116,178110,874565,50,0,744122,33880,30,80,32665,0,12,1,0,16,360,247,431,1761,1,2,4073,112451,139,0,35074,35005,0,0,0,0,85299,300,12977,0,0,310,64,15503,4640,0,0,0,0
"G0101330","1900","Alabama","010","Winston","1330","Winston","41","1330",9554,266493,51905,399030,190500,51490,228931,0,6,199500,7350,230,3150,0,0,0,3,0,0,6,0,49,220,0,0,1844,6828,54,0,3746,3686,0,0,0,0,0,0,24233,0,0,9590,300,3918,253,0,100,0,0
"G0250055","1900","Alaska Territory","025","Northern District","0055","Northern District","81","2900",30569,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
"G0250095","1900","Alaska Territory","025","Southern District","0095","Southern District","81","2950",33023,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
"G0450015","1900","Arizona Territory","045","Apache","0015","Apache","61","10",8297,30332,9275,169760,91600,30990,1025574,3620,0,3855,21030,50,11992,0,0,630,46,1546,0,12,189,32,0,0,0,2954,0,600,0,0,0,0,0,0,0,0,0,1120,0,0,0,344,6,0,0,0,0,0
"G0450035","1900","Arizona Territory","045","Cochise","0035","Cochise","61","30",9251,62992,10576,496510,134850,46140,2827569,0,0,8140,0,0,920,0,0,2320,0,6828,0,160,1095,92,0,0,0,1522,57,558,0,0,0,0,0,0,0,0,0,40,0,0,0,350,0,0,0,600,0,0
"G0450055","1900","Arizona Territory","045","Coconino","0055","Coconino","61","50",5514,143937,6275,444840,83690,30990,800986,100,0,761,1950,0,2010,0,0,569,16,1215,0,246,1595,4,0,0,0,14984,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,200,0,0,0,0
"G0450075","1900","Arizona Territory","045","Gila","0075","Gila","61","70",4973,30015,5731,151190,84890,27650,1040804,6584,0,29435,938,50,1387,0,50,111,32,1485,0,136,681,1718,31,0,0,2175,20,271,0,0,0,0,0,0,0,0,0,300,0,0,0,582,179,30,0,0,0,0
"G0450095","1900","Arizona Territory","045","Graham","0095","Graham","61","90",14162,172570,20761,1371339,261170,89070,1589784,88042,0,50191,0,20,100330,0,0,3659,9,16873,0,689,592,713,71,22,0,3870,1092,2253,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,100,0,0,0
"G0450135","1900","Arizona Territory","045","Maricopa","0135","Maricopa","61","130",20457,170716,118230,5216696,803110,236270,1957926,275328,0,2416,11428,0,212943,0,0,6,11,72241,0,152,4453,2940,0,1675,55,2570,1651,608,0,0,0,0,0,0,0,0,0,2320,0,0,0,0,0,0,21000,0,0,0
"G0450155","1900","Arizona Territory","045","Mohave","0155","Mohave","61","150",3426,5851,1948,106020,35980,13770,440715,180,0,1100,0,0,1010,0,0,15,0,1490,0,0,65,100,0,0,0,214,210,80,0,15,15,0,0,0,0,300,0,465,0,0,0,17,0,4,0,0,0,0
"G0450175","1900","Arizona Territory","045","Navajo","0175","Navajo","61","170",8829,1017065,4621,667700,71100,20890,291737,0,0,6400,4930,70,10040,0,0,125,0,2692,0,30,111,80,13,0,0,1145,14,255,0,0,0,0,0,0,0,0,0,1486,0,0,0,32,10,0,0,0,0,0
"G0450195","1900","Arizona Territory","045","Pima","0195","Pima","61","190",14689,71172,9399,583770,158100,40160,1478393,2130,0,3741,1200,0,210,0,0,534,0,4564,0,13,4206,121,175,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,100,455,0,0,0,0,0,0
"G0450215","1900","Arizona Territory","045","Pinal","0215","Pinal","61","210",7779,45767,15777,423280,148080,45990,678659,43400,0,4260,620,0,31050,0,0,562,0,3654,0,266,2437,68,0,0,0,516,20,310,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,0
"G0450235","1900","Arizona Territory","045","Santa Cruz","0235","Santa Cruz","61","230",4545,50289,4431,363690,70920,21670,791183,648,0,2300,610,0,80,0,0,196,50,759,0,187,1446,460,0,0,0,1283,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
"G0450255","1900","Arizona Territory","045","Yavapai","0255","Yavapai","61","250",13799,67744,14022,611540,242960,69030,1307561,2440,0,21100,270,0,2110,0,0,718,43,9778,0,81,595,571,10,0,0,2340,755,1445,0,0,0,0,0,0,0,138,0,2100,0,0,0,265,30,0,0,0,0,0
"G0450275","1900","Arizona Territory","045","Yuma","0275","Yuma","61","270",4145,23704,6844,256660,36840,23950,109492,14880,0,160,250,0,300,0,0,0,3,13974,0,0,2188,1050,20,0,0,136,440,80,0,0,0,0,0,0,0,0,0,600,0,0,0,15,0,0,0,0,0,0
"G0459015","1900","Arizona Territory","045","Colorado River Indian Reservation","9015","Colorado River Indian Reservation","61","8020",0,136,136,4665,930,40,12033,0,0,960,0,0,590,0,0,42,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"G0459035","1900","Arizona Territory","045","Fort Apache Indian Reservation","9035","Fort Apache Indian Reservation","61","8030",0,2060,1521,34090,10300,22830,66805,2480,0,13090,20,0,110,0,0,30,2,3,0,0,45,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0
"G0459055","1900","Arizona Territory","045","Gila Bend Indian Reservation","9055","Gila Bend Indian Reservation","61","8040",0,185,185,1850,150,0,1964,0,0,320,0,0,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0459075","1900","Arizona Territory","045","Gila River and Salt River Indian Reservations","9075","Gila River and Salt River Indian Reservations","61","8050",0,23991,17580,392320,10160,32150,130944,984,0,7570,0,0,47990,0,0,0,0,160,0,23,31,65,7,0,0,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,91,0,0,0,0,0
"G0459095","1900","Arizona Territory","045","Moqui Indian Reservation","9095","Moqui Indian Reservation","61","8060",0,3168,2821,25270,11840,7800,190704,0,0,27109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,858,0,0,0,0,0,0
"G0459115","1900","Arizona Territory","045","Navaho Indian Reservation","9115","Navaho Indian Reservation","61","8070",0,598,598,3000,3000,140,658696,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0459135","1900","Arizona Territory","045","Papago Indian Reservation","9135","Papago Indian Reservation","61","8080",0,10552,1307,55270,6730,4950,85232,6160,0,2320,0,0,5800,0,0,7,0,8,0,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,550,0,0,0,0,0
"G0459155","1900","Arizona Territory","045","San Carlos Indian Reservation","9155","San Carlos Indian Reservation","61","8010",3065,2000,2000,25000,0,0,54090,11800,0,3840,0,0,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0459175","1900","Arizona Territory","045","Supai and Walapai Indian Reservations","9175","Supai and Walapai Indian Reservations","61","8090",0,483,483,12000,100,720,4836,0,0,2680,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0
"G0500010","1900","Arkansas","050","Arkansas","0010","Arkansas","42","10",12973,240457,112111,1504300,482560,135830,849723,100,0,396510,96690,0,2260,0,0,28338,171,0,85,1432,3988,1320,48,0,0,29891,8844,222,0,6109,6097,0,0,0,0,0,0,18470,0,0,6950,68,4282,257,5360,0,60,0
"G0500030","1900","Arkansas","050","Ashley","0030","Ashley","42","30",19734,235858,91930,1590320,460830,119300,608881,0,0,414840,16380,0,120,0,40,325,111,10,0,260,204,220,120,0,0,3797,24961,5,0,20601,19538,0,0,0,0,473,0,13398,0,0,390,114,4896,919,0,0,0,0
